quarter,ifi_rgd_obs,hours_dngs15_obs,hours_sw07_obs,gdpdef_obs,gdp_rgd_obs,wage_rgd_obs,baag10_obs,ffr_obs,c_rgd_obs
1976Q4,4.83451467252504,-48.567361421212254,-8.838754503992789,1.7257891007189603,0.8180428829448858,0.06683252609622044,0.5087841530054644,1.2185597826086962,1.2642366324133762
1977Q1,4.089327070728564,-48.220047233099415,-10.003250923680753,1.6510349814830416,1.2112512506588207,0.11001681938051172,0.43742063492063443,1.1651666666666676,1.2738326487660037
1977Q2,5.699517122665231,-47.07280612035791,-11.21851169094839,1.6242179752641437,1.7820095615546185,0.3511548983591037,0.4076587301587298,1.2893681318681323,0.6820536471139551
1977Q3,2.0270311942531656,-46.841744599750065,-13.088424065541858,1.3998673214445585,1.7836329984416255,0.5372392541554332,0.3677777777777784,1.4541032608695645,1.073973978484797
1977Q4,2.28890981757359,-46.149251853477615,-11.8130879501864,1.6630580227830145,0.1202619668926444,0.23723668977852205,0.33654166666666696,1.6278260869565213,1.2410034575631255
1978Q1,0.9168778846091633,-46.35239691931135,-9.019815571020274,1.6785416692013726,0.2793236949768886,1.1058609479159593,0.29724043715846893,1.6898888888888877,0.5472423370038857
1978Q2,6.857225390442186,-44.69230797025832,-6.091034807330061,1.9651979510417301,3.7804086893479125,-0.3760612173782659,0.286111111111111,1.8206593406593417,2.2890271944295577
1978Q3,2.7980686184207495,-44.84350588539988,-5.774745666479248,1.7629825067844755,0.9606021200483589,0.2437737982964335,0.2536507936507939,2.0236956521739122,0.5475007302610772
1978Q4,2.0052968415012624,-44.2753979323154,-2.8018340193082167,1.9947740605743287,1.3274759589720275,0.4044686137477984,0.24289617486338733,2.3944565217391323,0.6197243308428289
1979Q1,1.0757361060931458,-44.13144885564565,0.9091049058220051,1.9162262978164213,0.2519383162330859,0.6371039027000576,0.26279569892473065,2.518305555555556,0.7950190207633172
1979Q2,-0.3093169186137638,-44.805657112327665,3.2125319690233027,2.248164277360457,0.06339662983173713,0.03646260775651751,0.319583333333334,2.5454945054945033,0.03050520497229362
