quarter,ifi_rgd_obs,hours_dngs15_obs,hours_sw07_obs,gdpdef_obs,gdp_rgd_obs,wage_rgd_obs,baag10_obs,ffr_obs,c_rgd_obs
1983Q4,5.097964268211576,-48.11887071668924,46.265800415413935,0.7266567904379688,2.0255641080054665,0.3624400212747939,0.4793750000000001,2.3575271739130423,1.5112760522601727
1984Q1,1.9439710121666027,-47.39609020999638,47.26519934912494,1.2314054652193984,1.9362357900332023,0.0187856805383563,0.44720430107526843,2.4221428571428576,0.6928772202748821
1984Q2,3.573903360677676,-46.426218269856314,53.994562922524096,0.8951704511168035,1.7064696518444709,0.08341637990603153,0.37150793650793723,2.6386813186813183,1.498138642404912
1984Q3,1.606450772325527,-46.575938127631,54.06256700538961,0.812244179649391,0.9680650943139526,0.5550377060815963,0.45920634920635006,2.848070652173912,0.7282944685638685
1984Q4,1.4694395948797732,-46.519313607141946,46.265800415413935,0.5909931339029607,0.81826138930721,0.17085292787916548,0.46150273224043703,2.315624999999999,1.343985983996555
1985Q1,-0.07423218461064494,-46.48957156663951,44.68552061592288,1.1455944785090277,0.9191163672064832,0.0936451387024257,0.45170833333333293,2.118777777777778,1.5914682276712178
1985Q2,0.8749398006763178,-46.46794215043609,41.85847722209735,0.5219083082773684,0.8508413427336214,0.2652226031985177,0.5491269841269846,1.9810989010989009,1.1398613810486122
1985Q3,-0.8722289092771164,-46.64747133609491,37.54238951324953,0.47913560511867537,1.550879591774714,0.9137733930902497,0.5336111111111115,1.9752445652173913,2.0414304681786026
1985Q4,1.9243792555551156,-46.069014116771136,33.505844789786806,0.6035331321396218,0.7656992750145573,1.1319774206492745,0.5526344086021506,2.026114130434783,0.40511315709685763
1986Q1,0.08946328040320277,-45.810197990366945,25.243453951577067,0.5122067966619696,0.9517715097951182,0.8327718915132062,0.6149713114754092,1.956722222222221,1.0402545057864285
1986Q2,0.03529478943955385,-46.03618495681573,18.13860143939678,0.48143195181729237,0.39551798429280144,0.36046648697117367,0.6681640624999996,1.7296153846153863,0.6300354506865591
1986Q3,-0.33945023293364657,-45.9122386449132,17.276869598098074,0.6373919484586089,0.9533995897742173,0.3346420717301988,0.7192578125000004,1.5523641304347822,1.8324942770221218
1986Q4,0.6389507243223675,-45.73115809429887,16.418482000548977,0.7042528148574164,0.5025733719619636,0.9439049497590892,0.707859122983872,1.5666847826086956,0.6400036336649707
