quarter,ffr_obs,baag10_obs,gdpdef_obs,hours_dngs15_obs,wage_rgd_obs,gdp_rgd_obs,hours_sw07_obs,ifi_rgd_obs,c_rgd_obs
1992Q1,1.0060714285714283,0.47326612903225795,0.7597900339833207,-45.896527370311865,1.2873643640354144,0.9241635064650321,-8.7797040504812,0.5670320843892851,1.68467519851528
1992Q2,0.9435164835164841,0.4378968253968256,0.5688048588946006,-45.45070909323537,0.037257602274478954,0.9317680635865615,-9.569564735614449,3.486783513894636,0.5966251894700353
1992Q3,0.8148097826086955,0.5213671874999992,0.3266909145348321,-45.42718875919548,0.9739777469163584,0.7696542557765008,-14.319270263886438,1.3390367490317616,0.9650325816354068
1992Q4,0.758722826086957,0.5317552923387101,0.6285920773643321,-45.66516711426459,0.16349127178008754,1.308845707467641,-12.4625237573797,2.8018837954319276,1.5398677013303992
1993Q1,0.7605833333333336,0.5328701745108417,0.8284516692234215,-45.431823521919675,-0.7298809367475073,-0.027183049390169793,-17.999845304930204,0.544720898311038,-0.08249519752331831
1993Q2,0.7493131868131868,0.5377380952380946,0.5343034724303025,-45.01262614853529,0.05508919644747602,0.6062829290386691,-21.032735150740564,1.3765826973743425,1.074656707019964
1993Q3,0.7644293478260871,0.5019140624999994,0.45722871936266446,-44.528898547303,-0.1638299758838738,0.4370909237896318,-27.583463099798962,1.3537510314363457,1.0460751456245452
1993Q4,0.7470652173913048,0.484679939516129,0.560699696936549,-44.183737347046936,-0.2681592640260389,1.4996029648373514,-28.483229302612898,3.899802622145206,0.9986079684419568
1994Q1,0.8023333333333335,0.4421812596006143,0.5156006582094423,-43.824614618896554,0.8383852104316034,0.843171802058048,-24.533509352023344,1.4370133541929782,0.6843774002827572
1994Q2,0.9845054945054948,0.377943548387097,0.46073379931278696,-43.169819815459114,-0.4607337993127787,1.3846755480783477,-15.508829504546839,2.354684044053412,0.9111853426933835
1994Q3,1.1213586956521737,0.37746093749999976,0.5937208212020041,-43.102454737534266,-0.4977054513676619,0.5442042219172748,-12.79611332833639,0.8952363975089407,1.007501025374469
1994Q4,1.291983695652174,0.34264116575591985,0.46624961426444694,-42.40880966519898,0.2985724695612195,1.225801355353728,-8.695198703507458,2.3348419214497076,0.9605107466480176
1995Q1,1.450694444444444,0.3502726574500761,0.7312458558732677,-42.520141242006645,-0.35101726089940266,0.3692361283377139,-12.405733670714426,1.8935767516203523,0.24572082052033958
1995Q2,1.5047802197802198,0.40416666666666656,0.4198459907407757,-43.19479940801998,0.33630127931687887,0.19477060586307895,-20.081659485375212,-0.6838064589349453,1.109556817937518
1995Q3,1.4492934782608702,0.4331746031746033,0.4587865517855493,-43.30529080285601,0.1981843705305607,0.7713434461316827,-21.985067314413982,0.710075575729767,0.7788870117552169
1995Q4,1.429864130434783,0.4369502048131082,0.48706336775496867,-43.44583910757746,0.25851324537938386,0.7969324217602153,-27.277221855905964,1.7664276720474967,0.570215203486378
1996Q1,1.3427472527472528,0.44912506400409646,0.6155728606145845,-43.49975726979892,-0.06001587615437927,0.7125004812386161,-26.48735773243783,2.0095235538223326,0.7990574274444159
1996Q2,1.3109890109890106,0.39515624999999965,0.34146864554480355,-42.87442049557208,0.7604708794162455,1.6344772206798914,-19.138527492422213,2.708655858081106,1.3496379938961844
1996Q3,1.3265489130434776,0.37839843749999935,0.4900744918798357,-42.22505039739417,0.23786320841026595,0.4985692471062164,-19.200710104022733,2.048779369208999,0.3806604441839119
1996Q4,1.320217391304347,0.3922177419354842,0.3982878908466979,-41.94283804437397,0.4143576648558447,1.1335804697390273,-23.722245971839527,1.0754653784086106,1.002165754260838
1997Q1,1.3196111111111104,0.37726639344262236,0.7228112067641712,-41.79766641045085,-0.18469331631250674,1.0672486659929807,-21.80957045569272,1.2246854293528577,0.9872671805742985
1997Q2,1.38054945054945,0.37234375000000064,0.4528012461306312,-41.27339992415897,-0.09565800937092235,1.4305155295469185,-20.420110211135693,2.2160866152024976,0.2963896191648462
