observation_date,JTSJOL_20100811,JTSJOL_20100908,JTSJOL_20101007,JTSJOL_20101109,JTSJOL_20101207,JTSJOL_20110111,JTSJOL_20110208,JTSJOL_20110311,JTSJOL_20110413,JTSJOL_20110511,JTSJOL_20110607,JTSJOL_20110712,JTSJOL_20110810,JTSJOL_20110907,JTSJOL_20111012,JTSJOL_20111108,JTSJOL_20111213,JTSJOL_20120110,JTSJOL_20120207,JTSJOL_20120313,JTSJOL_20120410,JTSJOL_20120508,JTSJOL_20120619,JTSJOL_20120710,JTSJOL_20120807,JTSJOL_20120911,JTSJOL_20121010,JTSJOL_20121106,JTSJOL_20121211,JTSJOL_20130110,JTSJOL_20130212,JTSJOL_20130312,JTSJOL_20130409,JTSJOL_20130507,JTSJOL_20130611,JTSJOL_20130709,JTSJOL_20130806,JTSJOL_20130910,JTSJOL_20131024,JTSJOL_20131122,JTSJOL_20131210,JTSJOL_20140117,JTSJOL_20140211,JTSJOL_20140311,JTSJOL_20140408,JTSJOL_20140509,JTSJOL_20140610,JTSJOL_20140708,JTSJOL_20140812,JTSJOL_20140909,JTSJOL_20141007,JTSJOL_20141113,JTSJOL_20141209,JTSJOL_20150113,JTSJOL_20150210,JTSJOL_20150310,JTSJOL_20150407,JTSJOL_20150512,JTSJOL_20150609,JTSJOL_20150707,JTSJOL_20150812,JTSJOL_20150909,JTSJOL_20151016,JTSJOL_20151112,JTSJOL_20151208,JTSJOL_20160112,JTSJOL_20160209,JTSJOL_20160317,JTSJOL_20160405,JTSJOL_20160510,JTSJOL_20160608,JTSJOL_20160712,JTSJOL_20160810,JTSJOL_20160907,JTSJOL_20161012,JTSJOL_20161108,JTSJOL_20161207,JTSJOL_20170110,JTSJOL_20170207,JTSJOL_20170316,JTSJOL_20170411,JTSJOL_20170509,JTSJOL_20170606,JTSJOL_20170711,JTSJOL_20170808,JTSJOL_20170912,JTSJOL_20171011,JTSJOL_20171107,JTSJOL_20171211,JTSJOL_20180109,JTSJOL_20180206,JTSJOL_20180316,JTSJOL_20180413,JTSJOL_20180508,JTSJOL_20180605,JTSJOL_20180710,JTSJOL_20180807,JTSJOL_20180911,JTSJOL_20181016,JTSJOL_20181106,JTSJOL_20181210,JTSJOL_20190108,JTSJOL_20190212,JTSJOL_20190315,JTSJOL_20190409,JTSJOL_20190507,JTSJOL_20190610,JTSJOL_20190709,JTSJOL_20190806,JTSJOL_20190910,JTSJOL_20191009,JTSJOL_20191105,JTSJOL_20191217,JTSJOL_20200117,JTSJOL_20200211,JTSJOL_20200317,JTSJOL_20200407
2008-09-01,3288,3288,3288,3288,3288,3288,3288,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3161,3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3233,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3264,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240,3240
2008-10-01,3333,3333,3333,3333,3333,3333,3333,3038,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3383,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3384,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3273,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3292,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403
2008-11-01,3241,3241,3241,3241,3241,3241,3241,3033,3034,3034,3034,3034,3034,3034,3034,3034,3034,3034,3034,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149,3149,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3155,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,3158,3158,3158,3158,3158,3158,3158,3158,3158,3158,3158,3158,3158,3158
2008-12-01,3078,3078,3078,3078,3078,3078,3078,2937,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2938,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3011,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059,3059
2009-01-01,2792,2792,2792,2792,2792,2792,2792,2565,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2566,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2842,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2853,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2763,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731
2009-02-01,2830,2830,2830,2830,2830,2830,2830,2767,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2807,2807,2807,2807,2807,2807,2807,2807,2807,2807,2807,2807,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2791,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,2838
2009-03-01,2671,2671,2671,2671,2671,2671,2671,2450,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2590,2550,2550,2550,2550,2550,2550,2550,2550,2550,2550,2550,2550,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2493,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2491,2521,2521,2521,2521,2521,2521,2521,2521,2521,2521,2521,2521,2521,2521
2009-04-01,2475,2475,2475,2475,2475,2475,2475,2234,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2237,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2315,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2292,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2271,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343
2009-05-01,2488,2488,2488,2488,2488,2488,2488,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2413,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2427,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574,2574
2009-06-01,2519,2519,2519,2519,2519,2519,2519,2423,2423,2423,2423,2423,2423,2423,2423,2423,2423,2423,2423,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2377,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2428,2517,2517,2517,2517,2517,2517,2517,2517,2517,2517,2517,2517,2517,2517
2009-07-01,2338,2338,2338,2338,2338,2338,2338,2111,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2112,2186,2186,2186,2186,2186,2186,2186,2186,2186,2186,2186,2186,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2179,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2196,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264,2264
2009-08-01,2411,2411,2411,2411,2411,2411,2411,2200,2202,2202,2202,2202,2202,2202,2202,2202,2202,2202,2202,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2268,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,2282,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2294,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2306,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365,2365
2009-09-01,2624,2624,2624,2624,2624,2624,2624,2457,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2464,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2434,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2478,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481
2009-10-01,2546,2546,2546,2546,2546,2546,2546,2307,2307,2307,2307,2307,2307,2307,2307,2307,2307,2307,2307,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2409,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2422,2422,2422,2422,2422,2422,2422,2422,2422,2422,2422,2422,2422,2422
2009-11-01,2456,2456,2456,2456,2456,2456,2456,2260,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2392,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2390,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2350,2435,2435,2435,2435,2435,2435,2435,2435,2435,2435,2435,2435,2435,2435
2009-12-01,2531,2531,2531,2531,2531,2531,2531,2369,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2376,2432,2432,2432,2432,2432,2432,2432,2432,2432,2432,2432,2432,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2490,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487
2010-01-01,2854,2854,2854,2854,2854,2854,2854,2399,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2751,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2701,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833
2010-02-01,2647,2647,2647,2647,2647,2647,2647,2489,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2523,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577,2535,2535,2535,2535,2535,2535,2535,2535,2535,2535,2535,2535,2561,2561,2561,2561,2561,2561,2561,2561,2561,2561,2561,2561,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2578,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651,2651
2010-03-01,2785,2785,2785,2785,2785,2785,2785,2649,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2669,2614,2614,2614,2614,2614,2614,2614,2614,2614,2614,2614,2614,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2652,2652,2652,2652,2652,2652,2652,2652,2652,2652,2652,2652,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679,2679
2010-04-01,3302,3302,3302,3302,3302,3302,3302,2756,3043,3043,3043,3043,3043,3043,3043,3043,3043,3043,3043,3167,3167,3167,3167,3167,3167,3167,3167,3167,3167,3167,3167,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3142,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3080,3097,3097,3097,3097,3097,3097,3097,3097,3097,3097,3097,3097,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217,3217
2010-05-01,2939,2939,2939,2939,2939,2939,2939,2777,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2790,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2843,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2849,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019
2010-06-01,2937,2864,2864,2864,2864,2864,2864,2678,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2685,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2739,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2728,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813,2813
2010-07-01,,3042,3141,3141,3141,3141,3141,2845,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2919,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2929,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,2965,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127,3127
2010-08-01,,,3201,3092,3092,3092,3092,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2862,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2924,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2922,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869,2869,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025
2010-09-01,,,,2929,3011,3011,3011,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2784,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789,2789,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2782,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2767,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912,2912
2010-10-01,,,,,3362,3328,3328,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,2905,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3021,3021,3021,3021,3021,3021,3021,3021,3021,3021,3021,3021,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3026,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3033,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256,3256
2010-11-01,,,,,,3248,3202,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,2966,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3051,3082,3082,3082,3082,3082,3082,3082,3082,3082,3082,3082,3082,3072,3072,3072,3072,3072,3072,3072,3072,3072,3072,3072,3072,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,2914,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134,3134
2010-12-01,,,,,,,3063,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2902,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2891,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2857,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969,2969
2011-01-01,,,,,,,,2760,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2741,2860,2860,2860,2860,2860,2860,2860,2860,2860,2860,2860,2860,2868,2868,2868,2868,2868,2868,2868,2868,2868,2868,2868,2868,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2886,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2917,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2940,2940,2940,2940,2940,2940,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100
2011-02-01,,,,,,,,,3093,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3012,3017,3017,3017,3017,3017,3017,3017,3017,3017,3017,3017,3017,3034,3034,3034,3034,3034,3034,3034,3034,3034,3034,3034,3034,3065,3065,3065,3065,3065,3065,3065,3065,3065,3065,3065,3065,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,3062,3062,3062,3062,3062,3062,3213,3213,3213,3213,3213,3213,3213,3213,3213,3213,3213,3213,3213,3213
2011-03-01,,,,,,,,,,3124,3123,3123,3123,3123,3123,3123,3123,3123,3123,3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,3189,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3104,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3119,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3130,3132,3132,3132,3132,3132,3132,3253,3253,3253,3253,3253,3253,3253,3253,3253,3253,3253,3253,3253,3253
2011-04-01,,,,,,,,,,,2972,2953,2953,2953,2953,2953,2953,2953,2953,3014,3014,3014,3014,3014,3014,3014,3014,3014,3014,3014,3014,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3025,3084,3084,3084,3084,3084,3084,3084,3084,3084,3084,3084,3084,3099,3099,3099,3099,3099,3099,3099,3099,3099,3099,3099,3099,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3287,3286,3286,3286,3286,3286,3286,3337,3337,3337,3337,3337,3337,3337,3337,3337,3337,3337,3337,3337,3337
2011-05-01,,,,,,,,,,,,2974,3034,3034,3034,3034,3034,3034,3034,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,2937,3067,3067,3067,3067,3067,3067,3067,3067,3067,3067,3067,3067,3032,3032,3032,3032,3032,3032,3032,3032,3032,3032,3032,3032,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3114,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207,3207
2011-06-01,,,,,,,,,,,,,3109,3169,3169,3169,3169,3169,3169,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3241,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3180,3218,3218,3218,3218,3218,3218,3218,3218,3218,3218,3218,3218,3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,3194,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3223,3223,3223,3223,3223,3223,3467,3467,3467,3467,3467,3467,3467,3467,3467,3467,3467,3467,3467,3467
2011-07-01,,,,,,,,,,,,,,3228,3213,3213,3213,3213,3213,3366,3366,3366,3366,3366,3366,3366,3366,3366,3366,3366,3366,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3410,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3417,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3476,3476,3476,3476,3476,3476,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676
2011-08-01,,,,,,,,,,,,,,,3056,3129,3129,3129,3129,3152,3152,3152,3152,3152,3152,3152,3152,3152,3152,3152,3152,3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,3172,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3138,3138,3138,3138,3138,3138,3138,3138,3138,3138,3138,3138,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3168,3176,3176,3176,3176,3176,3176,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358
