observation_date,A007RD3Q086SBEA_20130228,A007RD3Q086SBEA_20130328,A007RD3Q086SBEA_20130426,A007RD3Q086SBEA_20130530,A007RD3Q086SBEA_20130626,A007RD3Q086SBEA_20130731,A007RD3Q086SBEA_20140110,A007RD3Q086SBEA_20140130,A007RD3Q086SBEA_20140228,A007RD3Q086SBEA_20140327,A007RD3Q086SBEA_20140430,A007RD3Q086SBEA_20140529,A007RD3Q086SBEA_20140625,A007RD3Q086SBEA_20140730,A007RD3Q086SBEA_20140828,A007RD3Q086SBEA_20140926,A007RD3Q086SBEA_20141030,A007RD3Q086SBEA_20141125,A007RD3Q086SBEA_20141223,A007RD3Q086SBEA_20150130,A007RD3Q086SBEA_20150227,A007RD3Q086SBEA_20150327,A007RD3Q086SBEA_20150429,A007RD3Q086SBEA_20150529,A007RD3Q086SBEA_20150624,A007RD3Q086SBEA_20150730,A007RD3Q086SBEA_20150827,A007RD3Q086SBEA_20150925,A007RD3Q086SBEA_20151029,A007RD3Q086SBEA_20151124,A007RD3Q086SBEA_20151222,A007RD3Q086SBEA_20160129,A007RD3Q086SBEA_20160226,A007RD3Q086SBEA_20160428,A007RD3Q086SBEA_20160527,A007RD3Q086SBEA_20160628,A007RD3Q086SBEA_20160729,A007RD3Q086SBEA_20160826,A007RD3Q086SBEA_20160929,A007RD3Q086SBEA_20161028,A007RD3Q086SBEA_20161129,A007RD3Q086SBEA_20161222,A007RD3Q086SBEA_20170127,A007RD3Q086SBEA_20170228,A007RD3Q086SBEA_20170330,A007RD3Q086SBEA_20170428,A007RD3Q086SBEA_20170526,A007RD3Q086SBEA_20170629,A007RD3Q086SBEA_20170728,A007RD3Q086SBEA_20170830,A007RD3Q086SBEA_20170928,A007RD3Q086SBEA_20171027,A007RD3Q086SBEA_20171129,A007RD3Q086SBEA_20171221,A007RD3Q086SBEA_20180126,A007RD3Q086SBEA_20180228,A007RD3Q086SBEA_20180328,A007RD3Q086SBEA_20180427,A007RD3Q086SBEA_20180530,A007RD3Q086SBEA_20180628,A007RD3Q086SBEA_20180727,A007RD3Q086SBEA_20180829,A007RD3Q086SBEA_20180927,A007RD3Q086SBEA_20181026,A007RD3Q086SBEA_20181128,A007RD3Q086SBEA_20181221,A007RD3Q086SBEA_20190228,A007RD3Q086SBEA_20190328,A007RD3Q086SBEA_20190426,A007RD3Q086SBEA_20190530,A007RD3Q086SBEA_20190627,A007RD3Q086SBEA_20190726,A007RD3Q086SBEA_20190829,A007RD3Q086SBEA_20190926,A007RD3Q086SBEA_20191030,A007RD3Q086SBEA_20191127,A007RD3Q086SBEA_20191220,A007RD3Q086SBEA_20200130,A007RD3Q086SBEA_20200227,A007RD3Q086SBEA_20200326
1960-01-01,25.588,25.588,25.588,25.588,25.588,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.118,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534,23.534
1960-04-01,25.638,25.638,25.638,25.638,25.638,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.158,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575,23.575
1960-07-01,25.624,25.624,25.624,25.624,25.624,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.153,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57,23.57
1960-10-01,25.574,25.574,25.574,25.574,25.574,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536
1961-01-01,25.52,25.52,25.52,25.52,25.52,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.076,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491,23.491
1961-04-01,25.538,25.538,25.538,25.538,25.538,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.094,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508
1961-07-01,25.521,25.521,25.521,25.521,25.521,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.085,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5
1961-10-01,25.52,25.52,25.52,25.52,25.52,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.088,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503,23.503
1962-01-01,25.537,25.537,25.537,25.537,25.537,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.106,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521,23.521
1962-04-01,25.557,25.557,25.557,25.557,25.557,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.125,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541,23.541
1962-07-01,25.55,25.55,25.55,25.55,25.55,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535,23.535
1962-10-01,25.52,25.52,25.52,25.52,25.52,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.098,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513,23.513
1963-01-01,25.534,25.534,25.534,25.534,25.534,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.102,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517,23.517
1963-04-01,25.489,25.489,25.489,25.489,25.489,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.068,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483,23.483
1963-07-01,25.396,25.396,25.396,25.396,25.396,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,22.997,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411,23.411
1963-10-01,25.455,25.455,25.455,25.455,25.455,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.059,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473,23.473
1964-01-01,25.368,25.368,25.368,25.368,25.368,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,22.992,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405,23.405
1964-04-01,25.592,25.592,25.592,25.592,25.592,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.191,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607,23.607
1964-07-01,25.621,25.621,25.621,25.621,25.621,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.223,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64,23.64
1964-10-01,25.902,25.902,25.902,25.902,25.902,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.454,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876,23.876
1965-01-01,25.915,25.915,25.915,25.915,25.915,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.466,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889,23.889
1965-04-01,25.969,25.969,25.969,25.969,25.969,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.512,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935
1965-07-01,26.011,26.011,26.011,26.011,26.011,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.562,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985,23.985
1965-10-01,26.324,26.324,26.324,26.324,26.324,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,23.826,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254
1966-01-01,26.188,26.188,26.188,26.188,26.188,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,23.727,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154,24.154
1966-04-01,26.646,26.646,26.646,26.646,26.646,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.119,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553,24.553
1966-07-01,26.641,26.641,26.641,26.641,26.641,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.122,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555,24.555
1966-10-01,26.972,26.972,26.972,26.972,26.972,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.404,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842,24.842
1967-01-01,27.084,27.084,27.084,27.084,27.084,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.496,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937,24.937
1967-04-01,27.209,27.209,27.209,27.209,27.209,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,24.613,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055,25.055
1967-07-01,27.379,27.379,27.379,27.379,27.379,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,24.769,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214,25.214
1967-10-01,27.714,27.714,27.714,27.714,27.714,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.064,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514,25.514
1968-01-01,27.997,27.997,27.997,27.997,27.997,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.331,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786,25.786
1968-04-01,28.267,28.267,28.267,28.267,28.267,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032,26.032
1968-07-01,28.437,28.437,28.437,28.437,28.437,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,25.727,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189,26.189
1968-10-01,29.081,29.081,29.081,29.081,29.081,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753,26.753
1969-01-01,29.391,29.391,29.391,29.391,29.391,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,26.585,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062,27.062
1969-04-01,29.711,29.711,29.711,29.711,29.711,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,26.873,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355,27.355
