observation_date,A007RD3Q086SBEA_20130228,A007RD3Q086SBEA_20130328,A007RD3Q086SBEA_20130426,A007RD3Q086SBEA_20130530,A007RD3Q086SBEA_20130626,A007RD3Q086SBEA_20130731,A007RD3Q086SBEA_20140110,A007RD3Q086SBEA_20140130,A007RD3Q086SBEA_20140228,A007RD3Q086SBEA_20140327,A007RD3Q086SBEA_20140430,A007RD3Q086SBEA_20140529,A007RD3Q086SBEA_20140625,A007RD3Q086SBEA_20140730,A007RD3Q086SBEA_20140828,A007RD3Q086SBEA_20140926,A007RD3Q086SBEA_20141030,A007RD3Q086SBEA_20141125,A007RD3Q086SBEA_20141223,A007RD3Q086SBEA_20150130,A007RD3Q086SBEA_20150227,A007RD3Q086SBEA_20150327,A007RD3Q086SBEA_20150429,A007RD3Q086SBEA_20150529,A007RD3Q086SBEA_20150624,A007RD3Q086SBEA_20150730,A007RD3Q086SBEA_20150827,A007RD3Q086SBEA_20150925,A007RD3Q086SBEA_20151029,A007RD3Q086SBEA_20151124,A007RD3Q086SBEA_20151222,A007RD3Q086SBEA_20160129,A007RD3Q086SBEA_20160226,A007RD3Q086SBEA_20160428,A007RD3Q086SBEA_20160527,A007RD3Q086SBEA_20160628,A007RD3Q086SBEA_20160729,A007RD3Q086SBEA_20160826,A007RD3Q086SBEA_20160929,A007RD3Q086SBEA_20161028,A007RD3Q086SBEA_20161129,A007RD3Q086SBEA_20161222,A007RD3Q086SBEA_20170127,A007RD3Q086SBEA_20170228,A007RD3Q086SBEA_20170330,A007RD3Q086SBEA_20170428,A007RD3Q086SBEA_20170526,A007RD3Q086SBEA_20170629,A007RD3Q086SBEA_20170728,A007RD3Q086SBEA_20170830,A007RD3Q086SBEA_20170928,A007RD3Q086SBEA_20171027,A007RD3Q086SBEA_20171129,A007RD3Q086SBEA_20171221,A007RD3Q086SBEA_20180126,A007RD3Q086SBEA_20180228,A007RD3Q086SBEA_20180328,A007RD3Q086SBEA_20180427,A007RD3Q086SBEA_20180530,A007RD3Q086SBEA_20180628,A007RD3Q086SBEA_20180727,A007RD3Q086SBEA_20180829,A007RD3Q086SBEA_20180927,A007RD3Q086SBEA_20181026,A007RD3Q086SBEA_20181128,A007RD3Q086SBEA_20181221,A007RD3Q086SBEA_20190228,A007RD3Q086SBEA_20190328,A007RD3Q086SBEA_20190426,A007RD3Q086SBEA_20190530,A007RD3Q086SBEA_20190627,A007RD3Q086SBEA_20190726,A007RD3Q086SBEA_20190829,A007RD3Q086SBEA_20190926,A007RD3Q086SBEA_20191030,A007RD3Q086SBEA_20191127,A007RD3Q086SBEA_20191220,A007RD3Q086SBEA_20200130,A007RD3Q086SBEA_20200227,A007RD3Q086SBEA_20200326
2006-04-01,104.005,104.005,104.005,104.005,104.005,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.864,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669,97.669
2006-07-01,104.648,104.648,104.648,104.648,104.648,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.405,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186,98.186
2006-10-01,105.66,105.66,105.66,105.66,105.66,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,99.225,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935,98.935
2007-01-01,106.265,106.265,106.265,106.265,106.265,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.842,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429
2007-04-01,106.363,106.363,106.363,106.363,106.363,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.997,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49
2007-07-01,106.352,106.352,106.352,106.352,106.352,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,100.023,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461,99.461
2007-10-01,106.46,106.46,106.46,106.46,106.46,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,100.093,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445,99.445
2008-01-01,106.719,106.719,106.719,106.719,106.719,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,100.318,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662,99.662
2008-04-01,107.09,107.09,107.09,107.09,107.09,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,100.552,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803,99.803
2008-07-01,107.951,107.951,107.951,107.951,107.951,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442
2008-10-01,108.723,108.723,108.723,108.723,108.723,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.965,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385,101.385
2009-01-01,108.063,108.063,108.063,108.063,108.063,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,101.364,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65
2009-04-01,106.544,106.544,106.544,106.544,106.544,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,100.142,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314,99.314
2009-07-01,105.371,105.371,105.371,105.371,105.371,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264,98.264
2009-10-01,105.167,105.167,105.167,105.167,105.167,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,99.235,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031,98.031
2010-01-01,104.768,104.768,104.768,104.768,104.768,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,98.977,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533,97.533
2010-04-01,104.759,104.759,104.759,104.759,104.759,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,99.022,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463,97.463
2010-07-01,105.063,105.063,105.063,105.063,105.063,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,99.138,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47
2010-10-01,105.488,105.488,105.488,105.488,105.488,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,99.569,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799,97.799
2011-01-01,105.857,105.857,105.857,105.857,105.857,99.914,99.914,99.914,99.914,99.914,99.914,99.914,99.914,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,99.941,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091,98.091
2011-04-01,106.492,106.492,106.492,106.492,106.492,100.452,100.452,100.452,100.452,100.452,100.452,100.452,100.452,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,100.442,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602,98.602
2011-07-01,106.969,106.969,106.969,106.969,106.969,100.718,100.718,100.718,100.718,100.718,100.718,100.718,100.718,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,100.704,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798,98.798
2011-10-01,107.326,107.326,107.326,107.326,107.326,100.899,100.899,100.899,100.899,100.899,100.899,100.899,100.899,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,100.962,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026,99.026
2012-01-01,107.636,107.636,107.636,107.636,107.636,101.289,101.289,101.289,101.289,101.289,101.289,101.289,101.289,101.443,101.443,101.443,101.443,101.443,101.443,101.443,101.443,101.443,101.443,101.443,101.443,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,101.482,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522
2012-04-01,107.951,107.951,107.951,107.951,107.951,101.672,101.672,101.672,101.672,101.672,101.672,101.672,101.672,101.762,101.762,101.762,101.762,101.762,101.762,101.762,101.762,101.762,101.762,101.762,101.762,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,101.905,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829,99.829
2012-07-01,108.299,108.299,108.299,108.299,108.299,102.039,102.039,102.039,102.039,102.039,102.039,102.039,102.039,102.148,102.148,102.148,102.148,102.148,102.148,102.148,102.148,102.148,102.148,102.148,102.148,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,102.309,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24
2012-10-01,108.692,108.713,108.713,108.713,108.713,102.382,102.382,102.382,102.382,102.382,102.382,102.382,102.382,102.449,102.449,102.449,102.449,102.449,102.449,102.449,102.449,102.449,102.449,102.449,102.449,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,102.535,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392,100.392
2013-01-01,,,109.129,109.203,109.26,102.962,102.962,102.962,102.962,102.962,102.962,102.962,102.962,102.932,102.932,102.932,102.932,102.932,102.932,102.932,102.932,102.932,102.932,102.932,102.932,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.88,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,102.872,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456,100.456
2013-04-01,,,,,,103.424,103.473,103.473,103.473,103.473,103.473,103.473,103.473,103.534,103.534,103.534,103.534,103.534,103.534,103.534,103.534,103.534,103.534,103.534,103.534,103.437,103.437,103.437,103.437,103.437,103.437,103.437,103.437,103.437,103.437,103.437,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,103.38,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834,100.834
2013-07-01,,,,,,,103.977,103.977,103.977,103.977,103.977,103.977,103.977,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,103.843,103.843,103.843,103.843,103.843,103.843,103.843,103.843,103.843,103.843,103.843,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,103.902,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199,101.199
2013-10-01,,,,,,,,104.694,104.636,104.621,104.621,104.621,104.621,104.721,104.721,104.721,104.721,104.721,104.721,104.721,104.721,104.721,104.721,104.721,104.721,104.425,104.425,104.425,104.425,104.425,104.425,104.425,104.425,104.425,104.425,104.425,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,104.498,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844,101.844
2014-01-01,,,,,,,,,,,105.297,105.26,105.277,105.448,105.448,105.448,105.448,105.448,105.448,105.448,105.448,105.448,105.448,105.448,105.448,105.044,105.044,105.044,105.044,105.044,105.044,105.044,105.044,105.044,105.044,105.044,105.312,105.312,105.312,105.312,105.312,105.312,105.312,105.312,105.312,105.312,105.312,105.312,105.289,105.289,105.289,105.289,105.289,105.289,105.289,105.289,105.289,105.289,105.289,105.289,102.621,102.621,102.621,102.621,102.621,102.621,102.621,102.621,102.621,102.621,102.621,102.572,102.572,102.572,102.572,102.572,102.572,102.572,102.572,102.572
2014-04-01,,,,,,,,,,,,,,105.701,105.743,105.739,105.739,105.739,105.739,105.739,105.739,105.739,105.739,105.739,105.739,105.327,105.327,105.327,105.327,105.327,105.327,105.327,105.327,105.327,105.327,105.327,105.691,105.691,105.691,105.691,105.691,105.691,105.691,105.691,105.691,105.691,105.691,105.691,105.607,105.607,105.607,105.607,105.607,105.607,105.607,105.607,105.607,105.607,105.607,105.607,102.947,102.947,102.947,102.947,102.947,102.947,102.947,102.947,102.947,102.947,102.947,102.849,102.849,102.849,102.849,102.849,102.849,102.849,102.849,102.849
2014-07-01,,,,,,,,,,,,,,,,,106.309,106.293,106.331,106.331,106.331,106.331,106.331,106.331,106.331,105.944,105.944,105.944,105.944,105.944,105.944,105.944,105.944,105.944,105.944,105.944,106.316,106.316,106.316,106.316,106.316,106.316,106.316,106.316,106.316,106.316,106.316,106.316,106.28,106.28,106.28,106.28,106.28,106.28,106.28,106.28,106.28,106.28,106.28,106.28,103.564,103.564,103.564,103.564,103.564,103.564,103.564,103.564,103.564,103.564,103.564,103.469,103.469,103.469,103.469,103.469,103.469,103.469,103.469,103.469
2014-10-01,,,,,,,,,,,,,,,,,,,,106.576,106.619,106.63,106.63,106.63,106.63,106.305,106.305,106.305,106.305,106.305,106.305,106.305,106.305,106.305,106.305,106.305,106.769,106.769,106.769,106.769,106.769,106.769,106.769,106.769,106.769,106.769,106.769,106.769,106.858,106.858,106.858,106.858,106.858,106.858,106.858,106.858,106.858,106.858,106.858,106.858,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.756,103.756,103.756,103.756,103.756,103.756,103.756,103.756,103.756
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,106.87,106.654,106.585,106.192,106.192,106.192,106.192,106.192,106.192,106.192,106.192,106.192,106.192,106.192,106.912,106.912,106.912,106.912,106.912,106.912,106.912,106.912,106.912,106.912,106.912,106.912,107.067,107.067,107.067,107.067,107.067,107.067,107.067,107.067,107.067,107.067,107.067,107.067,104.154,104.154,104.154,104.154,104.154,104.154,104.154,104.154,104.154,104.154,104.154,104.135,104.135,104.135,104.135,104.135,104.135,104.135,104.135,104.135
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,105.874,105.92,105.938,105.938,105.938,105.938,105.938,105.938,105.938,105.938,105.938,106.846,106.846,106.846,106.846,106.846,106.846,106.846,106.846,106.846,106.846,106.846,106.846,106.999,106.999,106.999,106.999,106.999,106.999,106.999,106.999,106.999,106.999,106.999,106.999,104.199,104.199,104.199,104.199,104.199,104.199,104.199,104.199,104.199,104.199,104.199,104.196,104.196,104.196,104.196,104.196,104.196,104.196,104.196,104.196
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.339,106.376,106.323,106.323,106.323,106.323,106.323,106.323,107.184,107.184,107.184,107.184,107.184,107.184,107.184,107.184,107.184,107.184,107.184,107.184,107.248,107.248,107.248,107.248,107.248,107.248,107.248,107.248,107.248,107.248,107.248,107.248,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33,104.33
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.561,106.532,106.532,106.532,106.532,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.3,107.274,107.274,107.274,107.274,107.274,107.274,107.274,107.274,107.274,107.274,107.274,107.274,104.183,104.183,104.183,104.183,104.183,104.183,104.183,104.183,104.183,104.183,104.183,104.088,104.088,104.088,104.088,104.088,104.088,104.088,104.088,104.088
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.675,106.667,106.692,107.467,107.467,107.467,107.467,107.467,107.467,107.467,107.467,107.467,107.467,107.467,107.467,107.232,107.232,107.232,107.232,107.232,107.232,107.232,107.232,107.232,107.232,107.232,107.232,103.839,103.839,103.839,103.839,103.839,103.839,103.839,103.839,103.839,103.839,103.839,103.718,103.718,103.718,103.718,103.718,103.718,103.718,103.718,103.718
