observation_date,DDURRG3Q086SBEA_20130228,DDURRG3Q086SBEA_20130426,DDURRG3Q086SBEA_20130731,DDURRG3Q086SBEA_20140110,DDURRG3Q086SBEA_20140130,DDURRG3Q086SBEA_20140228,DDURRG3Q086SBEA_20140430,DDURRG3Q086SBEA_20140529,DDURRG3Q086SBEA_20140730,DDURRG3Q086SBEA_20140828,DDURRG3Q086SBEA_20140926,DDURRG3Q086SBEA_20141030,DDURRG3Q086SBEA_20141125,DDURRG3Q086SBEA_20141223,DDURRG3Q086SBEA_20150130,DDURRG3Q086SBEA_20150227,DDURRG3Q086SBEA_20150327,DDURRG3Q086SBEA_20150429,DDURRG3Q086SBEA_20150529,DDURRG3Q086SBEA_20150624,DDURRG3Q086SBEA_20150730,DDURRG3Q086SBEA_20150827,DDURRG3Q086SBEA_20150925,DDURRG3Q086SBEA_20151029,DDURRG3Q086SBEA_20151124,DDURRG3Q086SBEA_20151222,DDURRG3Q086SBEA_20160129,DDURRG3Q086SBEA_20160226,DDURRG3Q086SBEA_20160325,DDURRG3Q086SBEA_20160428,DDURRG3Q086SBEA_20160527,DDURRG3Q086SBEA_20160628,DDURRG3Q086SBEA_20160729,DDURRG3Q086SBEA_20160826,DDURRG3Q086SBEA_20160929,DDURRG3Q086SBEA_20161028,DDURRG3Q086SBEA_20161129,DDURRG3Q086SBEA_20161222,DDURRG3Q086SBEA_20170127,DDURRG3Q086SBEA_20170228,DDURRG3Q086SBEA_20170330,DDURRG3Q086SBEA_20170428,DDURRG3Q086SBEA_20170526,DDURRG3Q086SBEA_20170629,DDURRG3Q086SBEA_20170728,DDURRG3Q086SBEA_20170830,DDURRG3Q086SBEA_20170928,DDURRG3Q086SBEA_20171027,DDURRG3Q086SBEA_20171221,DDURRG3Q086SBEA_20180126,DDURRG3Q086SBEA_20180228,DDURRG3Q086SBEA_20180328,DDURRG3Q086SBEA_20180427,DDURRG3Q086SBEA_20180530,DDURRG3Q086SBEA_20180628,DDURRG3Q086SBEA_20180727,DDURRG3Q086SBEA_20180829,DDURRG3Q086SBEA_20180927,DDURRG3Q086SBEA_20181026,DDURRG3Q086SBEA_20181128,DDURRG3Q086SBEA_20190228,DDURRG3Q086SBEA_20190328,DDURRG3Q086SBEA_20190426,DDURRG3Q086SBEA_20190530,DDURRG3Q086SBEA_20190627,DDURRG3Q086SBEA_20190726,DDURRG3Q086SBEA_20190829,DDURRG3Q086SBEA_20190926,DDURRG3Q086SBEA_20191030,DDURRG3Q086SBEA_20191127,DDURRG3Q086SBEA_20200130,DDURRG3Q086SBEA_20200227,DDURRG3Q086SBEA_20200326
2009-04-01,93.059,93.059,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,100.216,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263,104.263
2009-07-01,92.447,92.447,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,99.539,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463,103.463
2009-10-01,92.684,92.684,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,99.899,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817,103.817
2010-01-01,92.341,92.341,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,99.506,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255,103.255
2010-04-01,91.883,91.883,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,98.902,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336
2010-07-01,91.353,91.353,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,98.275,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577,101.577
2010-10-01,90.868,90.868,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,97.803,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259,101.259
2011-01-01,90.751,90.751,97.606,97.606,97.606,97.606,97.606,97.606,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,97.672,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272,101.272
2011-04-01,91.104,91.104,97.947,97.947,97.947,97.947,97.947,97.947,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,98.068,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527,101.527
2011-07-01,90.96,90.96,97.797,97.797,97.797,97.797,97.797,97.797,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,97.841,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365,101.365
2011-10-01,90.381,90.381,97.248,97.248,97.248,97.248,97.248,97.248,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,97.317,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957,100.957
2012-01-01,90.157,90.157,97.087,97.087,97.087,97.087,97.087,97.087,97.132,97.132,97.132,97.132,97.132,97.132,97.132,97.132,97.132,97.132,97.132,97.132,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,97.105,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819,100.819
2012-04-01,89.888,89.888,96.791,96.791,96.791,96.791,96.791,96.791,96.761,96.761,96.761,96.761,96.761,96.761,96.761,96.761,96.761,96.761,96.761,96.761,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,96.676,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226,100.226
2012-07-01,89.358,89.358,96.246,96.246,96.246,96.246,96.246,96.246,96.205,96.205,96.205,96.205,96.205,96.205,96.205,96.205,96.205,96.205,96.205,96.205,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,96.122,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649,99.649
2012-10-01,88.9,88.9,95.746,95.746,95.746,95.746,95.746,95.746,95.766,95.766,95.766,95.766,95.766,95.766,95.766,95.766,95.766,95.766,95.766,95.766,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,95.749,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306
2013-01-01,,88.66,95.487,95.487,95.487,95.487,95.487,95.487,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.494,95.494,95.494,95.494,95.494,95.494,95.494,95.494,95.494,95.494,95.494,95.494,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,95.464,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924
2013-04-01,,,95.015,95.016,95.016,95.016,95.016,95.016,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,95.06,94.983,94.983,94.983,94.983,94.983,94.983,94.983,94.983,94.983,94.983,94.983,94.983,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,94.878,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205,98.205
2013-07-01,,,,94.456,94.456,94.456,94.456,94.456,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.45,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.37,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,94.26,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667,97.667
2013-10-01,,,,,93.871,93.941,93.941,93.941,93.82,93.82,93.82,93.82,93.82,93.82,93.82,93.82,93.82,93.82,93.82,93.82,93.815,93.815,93.815,93.815,93.815,93.815,93.815,93.815,93.815,93.815,93.815,93.815,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,93.757,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076,97.076
2014-01-01,,,,,,,93.356,93.355,93.148,93.148,93.148,93.148,93.148,93.148,93.148,93.148,93.148,93.148,93.148,93.148,93.229,93.229,93.229,93.229,93.229,93.229,93.229,93.229,93.229,93.229,93.229,93.229,93.198,93.198,93.198,93.198,93.198,93.198,93.198,93.198,93.198,93.198,93.198,93.198,93.179,93.179,93.179,93.179,93.179,93.179,93.179,93.179,93.179,93.179,93.179,96.284,96.284,96.284,96.284,96.284,96.284,96.284,96.284,96.284,96.284,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274
2014-04-01,,,,,,,,,92.902,92.721,92.711,92.711,92.711,92.711,92.711,92.711,92.711,92.711,92.711,92.711,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.751,92.751,92.751,92.751,92.751,92.751,92.751,92.751,92.751,92.751,92.751,92.751,92.662,92.662,92.662,92.662,92.662,92.662,92.662,92.662,92.662,92.662,92.662,95.765,95.765,95.765,95.765,95.765,95.765,95.765,95.765,95.765,95.765,95.707,95.707,95.707,95.707,95.707,95.707,95.707,95.707
2014-07-01,,,,,,,,,,,,92.271,92.24,92.216,92.216,92.216,92.216,92.216,92.216,92.216,92.331,92.331,92.331,92.331,92.331,92.331,92.331,92.331,92.331,92.331,92.331,92.331,92.202,92.202,92.202,92.202,92.202,92.202,92.202,92.202,92.202,92.202,92.202,92.202,92.23,92.23,92.23,92.23,92.23,92.23,92.23,92.23,92.23,92.23,92.23,95.342,95.342,95.342,95.342,95.342,95.342,95.342,95.342,95.342,95.342,95.226,95.226,95.226,95.226,95.226,95.226,95.226,95.226
2014-10-01,,,,,,,,,,,,,,,91.384,91.463,91.442,91.442,91.442,91.442,91.558,91.558,91.558,91.558,91.558,91.558,91.558,91.558,91.558,91.558,91.558,91.558,91.494,91.494,91.494,91.494,91.494,91.494,91.494,91.494,91.494,91.494,91.494,91.494,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,91.51,94.593,94.593,94.593,94.593,94.593,94.593,94.593,94.593,94.593,94.593,94.51,94.51,94.51,94.51,94.51,94.51,94.51,94.51
2015-01-01,,,,,,,,,,,,,,,,,,90.785,90.849,90.871,90.993,90.993,90.993,90.993,90.993,90.993,90.993,90.993,90.993,90.993,90.993,90.993,90.977,90.977,90.977,90.977,90.977,90.977,90.977,90.977,90.977,90.977,90.977,90.977,90.927,90.927,90.927,90.927,90.927,90.927,90.927,90.927,90.927,90.927,90.927,93.873,93.873,93.873,93.873,93.873,93.873,93.873,93.873,93.873,93.873,93.874,93.874,93.874,93.874,93.874,93.874,93.874,93.874
2015-04-01,,,,,,,,,,,,,,,,,,,,,90.969,90.953,90.939,90.939,90.939,90.939,90.939,90.939,90.939,90.939,90.939,90.939,90.829,90.829,90.829,90.829,90.829,90.829,90.829,90.829,90.829,90.829,90.829,90.829,90.729,90.729,90.729,90.729,90.729,90.729,90.729,90.729,90.729,90.729,90.729,93.713,93.713,93.713,93.713,93.713,93.713,93.713,93.713,93.713,93.713,93.723,93.723,93.723,93.723,93.723,93.723,93.723,93.723
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,90.429,90.402,90.396,90.396,90.396,90.396,90.396,90.396,90.396,90.231,90.231,90.231,90.231,90.231,90.231,90.231,90.231,90.231,90.231,90.231,90.231,90.27,90.27,90.27,90.27,90.27,90.27,90.27,90.27,90.27,90.27,90.27,93.201,93.201,93.201,93.201,93.201,93.201,93.201,93.201,93.201,93.201,93.169,93.169,93.169,93.169,93.169,93.169,93.169,93.169
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,89.972,90.098,90.051,90.051,90.051,90.051,89.813,89.813,89.813,89.813,89.813,89.813,89.813,89.813,89.813,89.813,89.813,89.813,89.793,89.793,89.793,89.793,89.793,89.793,89.793,89.793,89.793,89.793,89.793,92.673,92.673,92.673,92.673,92.673,92.673,92.673,92.673,92.673,92.673,92.672,92.672,92.672,92.672,92.672,92.672,92.672,92.672
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.809,89.803,89.833,89.619,89.619,89.619,89.619,89.619,89.619,89.619,89.619,89.619,89.619,89.619,89.619,89.506,89.506,89.506,89.506,89.506,89.506,89.506,89.506,89.506,89.506,89.506,92.238,92.238,92.238,92.238,92.238,92.238,92.238,92.238,92.238,92.238,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.106,89.052,89.045,89.045,89.045,89.045,89.045,89.045,89.045,89.045,89.045,89.045,88.873,88.873,88.873,88.873,88.873,88.873,88.873,88.873,88.873,88.873,88.873,91.641,91.641,91.641,91.641,91.641,91.641,91.641,91.641,91.641,91.641,91.612,91.612,91.612,91.612,91.612,91.612,91.612,91.612
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.126,88.114,88.128,88.128,88.128,88.128,88.128,88.128,88.128,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.085,90.836,90.836,90.836,90.836,90.836,90.836,90.836,90.836,90.836,90.836,90.724,90.724,90.724,90.724,90.724,90.724,90.724,90.724
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.53,87.411,87.418,87.418,87.418,87.418,87.376,87.376,87.376,87.376,87.376,87.376,87.376,87.376,87.376,87.376,87.376,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,90.02,89.944,89.944,89.944,89.944,89.944,89.944,89.944,89.944
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.62,87.626,87.645,87.587,87.587,87.587,87.587,87.587,87.587,87.587,87.587,87.587,87.587,87.587,90.055,90.055,90.055,90.055,90.055,90.055,90.055,90.055,90.055,90.055,90.021,90.021,90.021,90.021,90.021,90.021,90.021,90.021
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.826,86.792,86.793,86.793,86.793,86.793,86.793,86.793,86.793,86.793,86.793,89.349,89.349,89.349,89.349,89.349,89.349,89.349,89.349,89.349,89.349,89.24,89.24,89.24,89.24,89.24,89.24,89.24,89.24
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.233,86.244,86.244,86.244,86.244,86.244,86.244,86.244,88.819,88.819,88.819,88.819,88.819,88.819,88.819,88.819,88.819,88.819,88.654,88.654,88.654,88.654,88.654,88.654,88.654,88.654
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.854,85.812,85.797,85.797,85.797,85.797,88.321,88.321,88.321,88.321,88.321,88.321,88.321,88.321,88.321,88.321,88.246,88.246,88.246,88.246,88.246,88.246,88.246,88.246
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.447,85.439,85.465,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.085,88.012,88.012,88.012,88.012,88.012,88.012,88.012,88.012
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.775,87.744,87.738,87.738,87.738,87.738,87.738,87.738,87.738,87.738,87.628,87.628,87.628,87.628,87.628,87.628,87.628,87.628
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.511,87.531,87.531,87.531,87.531,87.531,87.531,87.373,87.373,87.373,87.373,87.373,87.373,87.373,87.373
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.207,87.21,87.21,87.21,87.21,87.121,87.121,87.121,87.121,87.121,87.121,87.121,87.121
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.125,87.096,87.159,87.049,87.049,87.049,87.049,87.049,87.049,87.049,87.049
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.695,86.656,86.66,86.66,86.66,86.66,86.66,86.66
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.369,86.389,86.389,86.389,86.389
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.873,85.686,85.687
