observation_date,DDURRG3Q086SBEA_20130228,DDURRG3Q086SBEA_20130426,DDURRG3Q086SBEA_20130731,DDURRG3Q086SBEA_20140110,DDURRG3Q086SBEA_20140130,DDURRG3Q086SBEA_20140228,DDURRG3Q086SBEA_20140430,DDURRG3Q086SBEA_20140529,DDURRG3Q086SBEA_20140730,DDURRG3Q086SBEA_20140828,DDURRG3Q086SBEA_20140926,DDURRG3Q086SBEA_20141030,DDURRG3Q086SBEA_20141125,DDURRG3Q086SBEA_20141223,DDURRG3Q086SBEA_20150130,DDURRG3Q086SBEA_20150227,DDURRG3Q086SBEA_20150327,DDURRG3Q086SBEA_20150429,DDURRG3Q086SBEA_20150529,DDURRG3Q086SBEA_20150624,DDURRG3Q086SBEA_20150730,DDURRG3Q086SBEA_20150827,DDURRG3Q086SBEA_20150925,DDURRG3Q086SBEA_20151029,DDURRG3Q086SBEA_20151124,DDURRG3Q086SBEA_20151222,DDURRG3Q086SBEA_20160129,DDURRG3Q086SBEA_20160226,DDURRG3Q086SBEA_20160325,DDURRG3Q086SBEA_20160428,DDURRG3Q086SBEA_20160527,DDURRG3Q086SBEA_20160628,DDURRG3Q086SBEA_20160729,DDURRG3Q086SBEA_20160826,DDURRG3Q086SBEA_20160929,DDURRG3Q086SBEA_20161028,DDURRG3Q086SBEA_20161129,DDURRG3Q086SBEA_20161222,DDURRG3Q086SBEA_20170127,DDURRG3Q086SBEA_20170228,DDURRG3Q086SBEA_20170330,DDURRG3Q086SBEA_20170428,DDURRG3Q086SBEA_20170526,DDURRG3Q086SBEA_20170629,DDURRG3Q086SBEA_20170728,DDURRG3Q086SBEA_20170830,DDURRG3Q086SBEA_20170928,DDURRG3Q086SBEA_20171027,DDURRG3Q086SBEA_20171221,DDURRG3Q086SBEA_20180126,DDURRG3Q086SBEA_20180228,DDURRG3Q086SBEA_20180328,DDURRG3Q086SBEA_20180427,DDURRG3Q086SBEA_20180530,DDURRG3Q086SBEA_20180628,DDURRG3Q086SBEA_20180727,DDURRG3Q086SBEA_20180829,DDURRG3Q086SBEA_20180927,DDURRG3Q086SBEA_20181026,DDURRG3Q086SBEA_20181128,DDURRG3Q086SBEA_20190228,DDURRG3Q086SBEA_20190328,DDURRG3Q086SBEA_20190426,DDURRG3Q086SBEA_20190530,DDURRG3Q086SBEA_20190627,DDURRG3Q086SBEA_20190726,DDURRG3Q086SBEA_20190829,DDURRG3Q086SBEA_20190926,DDURRG3Q086SBEA_20191030,DDURRG3Q086SBEA_20191127,DDURRG3Q086SBEA_20200130,DDURRG3Q086SBEA_20200227,DDURRG3Q086SBEA_20200326
1960-01-01,50.836,50.836,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,54.617,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062,57.062
1960-04-01,50.775,50.775,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,54.552,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994,56.994
1960-07-01,50.62,50.62,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,54.385,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82,56.82
1960-10-01,50.532,50.532,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,54.29,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721,56.721
1961-01-01,50.54,50.54,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,54.299,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73,56.73
1961-04-01,50.779,50.779,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,54.556,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998,56.998
1961-07-01,51.01,51.01,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,54.804,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258,57.258
1961-10-01,50.947,50.947,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,54.736,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187,57.187
1962-01-01,50.954,50.954,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,54.744,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195,57.195
1962-04-01,51.02,51.02,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,54.815,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269,57.269
1962-07-01,51.188,51.188,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,54.995,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457,57.457
1962-10-01,50.987,50.987,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,54.779,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232,57.232
1963-01-01,51.003,51.003,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25,57.25
1963-04-01,51.159,51.159,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,54.964,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425,57.425
1963-07-01,51.303,51.303,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,55.119,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587,57.587
1963-10-01,51.465,51.465,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,55.293,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768,57.768
1964-01-01,51.539,51.539,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,55.373,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852,57.852
1964-04-01,51.509,51.509,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,55.341,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818,57.818
1964-07-01,51.454,51.454,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,55.281,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756,57.756
1964-10-01,51.351,51.351,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,55.171,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641,57.641
1965-01-01,51.36,51.36,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65,57.65
1965-04-01,51.199,51.199,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,55.007,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47
1965-07-01,50.944,50.944,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,54.733,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184,57.184
1965-10-01,50.663,50.663,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,54.432,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869,56.869
1966-01-01,50.596,50.596,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,54.359,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793,56.793
1966-04-01,50.813,50.813,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,54.593,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037,57.037
1966-07-01,51.038,51.038,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,54.834,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289,57.289
1966-10-01,51.272,51.272,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,55.085,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551,57.551
1967-01-01,51.165,51.165,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432,57.432
1967-04-01,51.39,51.39,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,55.212,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684,57.684
1967-07-01,51.956,51.956,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,55.821,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32
1967-10-01,52.481,52.481,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,56.385,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909,58.909
1968-01-01,52.821,52.821,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291,59.291
1968-04-01,53.143,53.143,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,57.096,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652,59.652
1968-07-01,53.586,53.586,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,57.572,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149,60.149
1968-10-01,54.075,54.075,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,58.097,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698,60.698
1969-01-01,54.391,54.391,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,58.436,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052,61.052
1969-04-01,54.798,54.798,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,58.874,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51
1969-07-01,55.06,55.06,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,59.155,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804,61.804
1969-10-01,55.399,55.399,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,59.52,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185,62.185
1970-01-01,55.495,55.495,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,59.622,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292,62.292
1970-04-01,55.713,55.713,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,59.857,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536,62.536
