SERIESNAME, 1947:1, 1947:2, 1947:3, 1947:4, 1948:1, 1948:2, 1948:3, 1948:4, 1949:1, 1949:2, 1949:3, 1949:4, 1950:1, 1950:2, 1950:3, 1950:4, 1951:1, 1951:2, 1951:3, 1951:4, 1952:1, 1952:2, 1952:3, 1952:4, 1953:1, 1953:2, 1953:3, 1953:4, 1954:1, 1954:2, 1954:3, 1954:4, 1955:1, 1955:2, 1955:3, 1955:4, 1956:1, 1956:2, 1956:3, 1956:4, 1957:1, 1957:2, 1957:3, 1957:4, 1958:1, 1958:2, 1958:3, 1958:4, 1959:1, 1959:2, 1959:3, 1959:4, 1960:1, 1960:2, 1960:3, 1960:4, 1961:1, 1961:2, 1961:3, 1961:4, 1962:1, 1962:2, 1962:3, 1962:4, 1963:1, 1963:2, 1963:3, 1963:4, 1964:1, 1964:2, 1964:3, 1964:4, 1965:1, 1965:2, 1965:3, 1965:4, 1966:1, 1966:2, 1966:3, 1966:4, 1967:1, 1967:2, 1967:3, 1967:4, 1968:1, 1968:2, 1968:3, 1968:4, 1969:1, 1969:2, 1969:3, 1969:4, 1970:1, 1970:2, 1970:3, 1970:4, 1971:1, 1971:2, 1971:3, 1971:4, 1972:1, 1972:2, 1972:3, 1972:4, 1973:1, 1973:2, 1973:3, 1973:4, 1974:1, 1974:2, 1974:3, 1974:4, 1975:1, 1975:2, 1975:3, 1975:4, 1976:1, 1976:2, 1976:3, 1976:4, 1977:1, 1977:2, 1977:3, 1977:4, 1978:1, 1978:2, 1978:3, 1978:4, 1979:1, 1979:2, 1979:3, 1979:4, 1980:1, 1980:2, 1980:3, 1980:4, 1981:1, 1981:2, 1981:3, 1981:4, 1982:1, 1982:2, 1982:3, 1982:4, 1983:1, 1983:2, 1983:3, 1983:4, 1984:1, 1984:2, 1984:3, 1984:4, 1985:1, 1985:2, 1985:3, 1985:4, 1986:1, 1986:2, 1986:3, 1986:4, 1987:1, 1987:2, 1987:3, 1987:4, 1988:1, 1988:2, 1988:3, 1988:4, 1989:1, 1989:2, 1989:3, 1989:4, 1990:1, 1990:2, 1990:3, 1990:4, 1991:1, 1991:2, 1991:3, 1991:4, 1992:1, 1992:2, 1992:3, 1992:4, 1993:1, 1993:2, 1993:3, 1993:4, 1994:1, 1994:2, 1994:3, 1994:4, 1995:1, 1995:2, 1995:3, 1995:4, 1996:1, 1996:2, 1996:3, 1996:4, 1997:1, 1997:2, 1997:3, 1997:4, 1998:1, 1998:2, 1998:3, 1998:4, 1999:1, 1999:2, 1999:3, 1999:4, 2000:1, 2000:2, 2000:3, 2000:4, 2001:1, 2001:2, 2001:3, 2001:4, 2002:1, 2002:2, 2002:3, 2002:4, 2003:1, 2003:2, 2003:3, 2003:4
LBOUTU,36.3,37.2,36.1,37.6,37.7,37.7,37.8,38,38.4,38.8,39.7,39.4,40.8,41.3,42.2,42.3,42.3,42.2,43.2,43.3,43.5,43.4,43.2,44,44.3,44.5,44.7,44.5,44.6,44.9,45.7,46.2,47.1,47.2,47.4,47.2,46.6,46.8,46.8,47.3,47.8,47.6,48.4,48.5,47.8,48.7,49.6,50.4,50.5,51.2,51.2,51.1,52.2,51.5,51.6,51,51.6,53.1,53.8,54.3,55.2,55.1,55.8,56.2,56.5,57.1,58.2,58.3,58.9,59.2,59.7,59.1,60,60.3,61.4,62.6,63.4,63,63.1,63.5,64,64.2,64.5,64.7,66.1,66.8,66.7,66.6,67.1,66.6,66.6,66.3,66.5,67.5,68.6,68,70.1,70.3,70.9,70.3,71.3,72.8,73.2,73.8,75.4,75.5,74.8,74.4,74.3,74.1,73.3,74,74.6,75.8,76.7,76.7,77.8,78.6,78.6,78.9,79.3,79.7,80.5,79.4,79.4,81,81,81.5,80.8,80.5,80.4,80.3,80.6,79.8,80.1,80.8,82.1,81,81.7,80.9,80.4,80.7,80.9,81.7,82.7,84.5,85.4,85.6,85.6,86.2,86.4,86.7,86.8,87.1,88.3,88.6,89.7,90.4,90.7,90.5,89.9,90.6,90.6,91.5,91.5,92,92.2,92.7,92.3,92.7,93.2,93.2,93.9,94.5,95,94.3,94.7,96,96.7,97.4,98.9,99.5,100.2,101.3,100.4,99.9,100.1,100.8,101.6,101.4,101.1,101.9,101.6,101.8,102.2,102.9,103.7,104.7,105,105.4,105,106.1,107.2,107.4,108.2,108.6,109.4,110.5,111.2,111.4,112.2,114,113.5,115.6,115.5,116.4,116.4,117.3,117.8,119.8,122.6,122.8,124.2,124.9,126,127.9,130.8,131.6
