id,title,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,notes,observation_start,observation_end,release,release_url,source,source_url,numberof_vintage_dates,is_revised,vintage_dates
PRS85006141,Nonfarm Business Sector: Implicit Price Deflator,Quarterly,Q,Percent Change From Quarter One Year Ago,% Chg. From Qtr.  1 Yr. Ago,Seasonally Adjusted,SA,"Implicit Price Deflator is the current dollar output divided by the output index.

For more information, please go to https://www.bls.gov/news.release/pdf/prod2.pdf

Source Indicator PRS85006141",01-01-48,10-01-19,Productivity and Costs,http://www.bls.gov/lpc/,U.S. Bureau of Labor Statistics,https://www.bls.gov/,20.0,True,"['2016-06-07', '2016-08-09', '2016-11-03', '2016-12-06', '2017-02-02', '2017-05-04', '2017-08-09', '2017-11-02', '2018-02-01', '2018-05-03', '2018-06-06', '2018-08-15', '2018-11-01', '2019-03-07', '2019-05-02', '2019-06-06', '2019-08-15', '2019-09-05', '2019-11-06', '2020-02-06']"
BLT,Bank Lending Tightening Index,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,,01-01-94,04-01-20,Senior Loan Officer Opinion Survey on Bank Lending Practices,https://www.federalreserve.gov/data/sloos.htm,Board of Governors of the Federal Reserve System (US),http://www.federalreserve.gov/,94.0,False,
GDP,Gross Domestic Product,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,"BEA Account Code: A191RC

Gross domestic product (GDP), the featured measure of U.S. output, is the market value of the goods and services produced by labor and property located in the United States.For more information, see the Guide to the National Income and Product Accounts of the United States (NIPA) and the Bureau of Economic Analysis (http://www.bea.gov/national/pdf/nipaguid.pdf).",01-01-47,01-01-20,Gross Domestic Product,https://www.bea.gov/data/gdp/gross-domestic-product,U.S. Bureau of Economic Analysis,http://www.bea.gov/,339.0,True,"['1991-12-04', '1991-12-20', '1992-01-29', '1992-02-28', '1992-03-26', '1992-04-28', '1992-05-29', '1992-06-25', '1992-07-30', '1992-08-27', '1992-09-24', '1992-10-27', '1992-11-25', '1992-12-22', '1993-01-28', '1993-02-26', '1993-03-26', '1993-04-29', '1993-05-28', '1993-06-23', '1993-07-29', '1993-08-31', '1993-09-29', '1993-10-28', '1993-12-01', '1993-12-22', '1994-01-28', '1994-03-01', '1994-03-31', '1994-04-28', '1994-05-27', '1994-06-29', '1994-07-29', '1994-08-26', '1994-09-29', '1994-10-28', '1994-11-30', '1994-12-22', '1995-01-27', '1995-03-01', '1995-03-31', '1995-04-28', '1995-05-31', '1995-06-30', '1995-07-28', '1995-08-30', '1995-09-29', '1995-10-27', '1996-01-19', '1996-02-23', '1996-04-02', '1996-05-02', '1996-05-30', '1996-06-28', '1996-08-01', '1996-08-29', '1996-09-27', '1996-10-30', '1996-11-27', '1996-12-20', '1997-01-31', '1997-02-28', '1997-03-28', '1997-04-30', '1997-05-07', '1997-05-30', '1997-06-27', '1997-07-31', '1997-08-28', '1997-09-26', '1997-10-31', '1997-11-26', '1997-12-23', '1998-01-30', '1998-02-27', '1998-03-26', '1998-04-30', '1998-05-28', '1998-06-25', '1998-07-31', '1998-08-27', '1998-09-24', '1998-10-30', '1998-11-24', '1998-12-23', '1999-01-29', '1999-02-26', '1999-03-31', '1999-04-30', '1999-05-27', '1999-06-25', '1999-07-29', '1999-08-26', '1999-09-30', '1999-10-28', '1999-10-29', '1999-11-24', '1999-12-22', '2000-01-28', '2000-02-25', '2000-03-30', '2000-04-27', '2000-05-25', '2000-06-29', '2000-07-28', '2000-08-25', '2000-09-28', '2000-10-27', '2000-11-29', '2000-12-21', '2001-01-31', '2001-02-28', '2001-03-29', '2001-04-27', '2001-05-25', '2001-06-29', '2001-07-27', '2001-08-29', '2001-09-28', '2001-10-31', '2001-11-30', '2001-12-21', '2002-01-30', '2002-02-28', '2002-03-28', '2002-04-26', '2002-05-24', '2002-06-27', '2002-07-31', '2002-08-29', '2002-09-27', '2002-10-31', '2002-11-26', '2002-12-20', '2003-01-30', '2003-02-28', '2003-03-27', '2003-04-25', '2003-05-29', '2003-06-26', '2003-07-31', '2003-08-28', '2003-09-26', '2003-10-30', '2003-11-25', '2003-12-10', '2003-12-23', '2004-01-30', '2004-02-27', '2004-03-25', '2004-04-29', '2004-05-27', '2004-06-25', '2004-07-30', '2004-08-27', '2004-09-29', '2004-10-29', '2004-11-30', '2004-12-22', '2005-01-28', '2005-02-25', '2005-03-30', '2005-04-28', '2005-05-26', '2005-07-29', '2005-08-31', '2005-09-29', '2005-10-28', '2005-11-30', '2005-12-21', '2006-01-27', '2006-02-28', '2006-03-30', '2006-04-28', '2006-05-25', '2006-06-29', '2006-07-28', '2006-08-30', '2006-09-28', '2006-10-27', '2006-11-29', '2006-12-21', '2007-01-31', '2007-02-28', '2007-03-29', '2007-04-27', '2007-05-31', '2007-06-28', '2007-07-27', '2007-08-30', '2007-09-27', '2007-10-31', '2007-11-29', '2007-12-20', '2008-01-30', '2008-02-28', '2008-03-27', '2008-04-30', '2008-05-29', '2008-06-26', '2008-07-31', '2008-08-28', '2008-09-26', '2008-10-30', '2008-11-25', '2008-12-23', '2009-01-30', '2009-02-27', '2009-04-29', '2009-05-29', '2009-06-25', '2009-07-31', '2009-08-27', '2009-09-30', '2009-10-29', '2009-11-24', '2009-12-22', '2010-01-29', '2010-02-26', '2010-03-26', '2010-04-30', '2010-06-25', '2010-07-30', '2010-08-27', '2010-09-30', '2010-10-29', '2010-11-23', '2010-12-22', '2011-01-28', '2011-02-25', '2011-03-25', '2011-04-28', '2011-05-26', '2011-06-24', '2011-07-29', '2011-08-26', '2011-09-29', '2011-10-27', '2011-11-22', '2011-12-22', '2012-01-27', '2012-02-29', '2012-03-29', '2012-04-27', '2012-05-31', '2012-06-28', '2012-07-27', '2012-08-29', '2012-09-27', '2012-10-26', '2012-11-29', '2012-12-20', '2013-01-30', '2013-02-28', '2013-03-28', '2013-04-26', '2013-05-30', '2013-06-26', '2013-07-31', '2013-08-29', '2013-09-26', '2013-11-07', '2013-12-05', '2013-12-20', '2014-01-30', '2014-02-28', '2014-03-27', '2014-04-30', '2014-05-29', '2014-06-25', '2014-07-30', '2014-08-28', '2014-09-26', '2014-10-30', '2014-11-25', '2014-12-23', '2015-01-30', '2015-02-27', '2015-03-27', '2015-04-29', '2015-05-29', '2015-06-24', '2015-07-30', '2015-08-27', '2015-09-25', '2015-10-29', '2015-11-24', '2015-12-22', '2016-01-29', '2016-02-26', '2016-03-25', '2016-04-28', '2016-05-27', '2016-06-28', '2016-07-29', '2016-08-26', '2016-09-29', '2016-10-28', '2016-11-29', '2016-12-22', '2017-01-27', '2017-02-28', '2017-03-30', '2017-04-28', '2017-05-26', '2017-06-29', '2017-07-28', '2017-08-30', '2017-09-28', '2017-10-27', '2017-11-29', '2017-12-21', '2018-01-26', '2018-02-28', '2018-03-28', '2018-04-27', '2018-05-30', '2018-06-28', '2018-07-27', '2018-08-29', '2018-09-27', '2018-10-26', '2018-11-28', '2018-12-21', '2019-02-28', '2019-03-28', '2019-04-26', '2019-05-30', '2019-06-27', '2019-07-26', '2019-08-29', '2019-09-26', '2019-10-30', '2019-11-27', '2019-12-20', '2020-01-30', '2020-02-27', '2020-03-26', '2020-04-29']"
CBHPI,Census Bureau House Price Index,Quarterly,Q,,,,,,,,,,,,,True,
MORTRATE,Effective Interest Rate on Conventional Single Family Mortgages PLUS MIRS Transition Index,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,,01-01-73,04-01-20,Monthly Interest Rate Survey,https://www.fhfa.gov/DataTools/Downloads/Pages/Monthly-Interest-Rate-Data.aspx,U.S. Federal Housing Finance Agency,https://www.fhfa.gov/,484.0,False,
C0091Y,"Industrial BBB Corporate Bond Yield, backcasted using BAA Corporate Bond Yields",Daily,D,Percent,%,Not Seasonally Adjusted,NSA,,01-01-70,05-12-20,,,Bloomberg,,1.0,False,['2020-05-12']
FGS,,Quarterly,Q,,,,,,,,,,,,,,
PCEC96,Real Personal Consumption Expenditures,Monthly,M,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,"BEA Account Code: DPCERX
A Guide to the National Income and Product Accounts of the United States (http://www.bea.gov/national/pdf/nipaguid.pdf) (NIPA)",2002-01-01,2020-09-01,Personal Income and Outlays,https://www.bea.gov/data/income-saving/personal-income,U.S. Bureau of Economic Analysis,http://www.bea.gov/,493.0,True,"['1979-11-19', '1979-12-18', '1980-01-17', '1980-02-19', '1980-03-18', '1980-04-17', '1980-05-19', '1980-06-17', '1980-07-17', '1980-08-18', '1980-09-18', '1980-10-16', '1980-11-18', '1980-12-22', '1981-01-19', '1981-02-18', '1981-03-17', '1981-04-17', '1981-05-19', '1981-06-17', '1981-07-21', '1981-08-18', '1981-09-17', '1981-10-20', '1981-11-18', '1981-12-17', '1982-01-19', '1982-02-19', '1982-03-18', '1982-04-20', '1982-05-18', '1982-06-18', '1982-07-20', '1982-08-18', '1982-09-20', '1982-10-19', '1982-11-18', '1982-12-20', '1983-01-18', '1983-02-18', '1983-03-18', '1983-04-19', '1983-05-18', '1983-06-20', '1983-07-20', '1983-08-18', '1983-09-20', '1983-10-19', '1983-11-21', '1983-12-20', '1984-01-19', '1984-02-16', '1984-03-19', '1984-04-18', '1984-05-17', '1984-06-19', '1984-07-20', '1984-08-17', '1984-09-19', '1984-10-18', '1984-11-19', '1984-12-18', '1985-01-18', '1985-02-20', '1985-03-20', '1985-04-17', '1985-05-20', '1985-06-19', '1985-07-17', '1985-08-19', '1985-09-19', '1985-10-18', '1985-11-21', '1985-12-23', '1986-01-23', '1986-02-21', '1986-03-20', '1986-04-18', '1986-05-21', '1986-06-19', '1986-07-23', '1986-08-20', '1986-09-19', '1986-10-23', '1986-11-20', '1986-12-18', '1987-01-23', '1987-02-20', '1987-03-19', '1987-04-24', '1987-05-26', '1987-06-18', '1987-07-27', '1987-08-24', '1987-09-21', '1987-10-26', '1987-11-25', '1987-12-18', '1988-01-28', '1988-02-26', '1988-03-24', '1988-04-27', '1988-05-27', '1988-06-24', '1988-07-28', '1988-08-26', '1988-09-21', '1988-10-27', '1988-11-30', '1988-12-21', '1989-01-30', '1989-03-01', '1989-03-24', '1989-04-27', '1989-05-26', '1989-06-23', '1989-07-28', '1989-08-30', '1989-09-22', '1989-10-27', '1989-11-30', '1989-12-21', '1990-01-29', '1990-03-01', '1990-03-29', '1990-04-30', '1990-05-25', '1990-06-22', '1990-07-30', '1990-08-27', '1990-09-26', '1990-10-31', '1990-11-29', '1990-12-20', '1991-01-28', '1991-02-28', '1991-03-28', '1991-04-29', '1991-05-30', '1991-06-27', '1991-07-29', '1991-08-29', '1991-09-27', '1991-10-30', '1991-11-27', '1991-12-23', '1992-01-30', '1992-03-02', '1992-03-27', '1992-04-29', '1992-06-01', '1992-06-26', '1992-07-31', '1992-08-28', '1992-09-25', '1992-10-28', '1992-11-27', '1992-12-23', '1993-01-29', '1993-03-01', '1993-03-29', '1993-04-30', '1993-06-01', '1993-06-24', '1993-07-30', '1993-08-31', '1993-09-30', '1993-10-29', '1993-12-02', '1993-12-23', '1994-01-31', '1994-03-02', '1994-04-01', '1994-04-29', '1994-05-31', '1994-06-30', '1994-08-01', '1994-08-29', '1994-09-30', '1994-10-31', '1994-12-01', '1994-12-23', '1995-01-30', '1995-03-02', '1995-04-03', '1995-05-01', '1995-06-01', '1995-07-03', '1995-07-31', '1995-08-31', '1995-10-02', '1995-10-30', '1996-01-23', '1996-03-04', '1996-04-03', '1996-05-03', '1996-05-31', '1996-07-01', '1996-08-02', '1996-08-30', '1996-09-30', '1996-10-31', '1996-11-29', '1996-12-23', '1997-02-03', '1997-03-03', '1997-03-31', '1997-05-01', '1997-06-02', '1997-06-30', '1997-08-01', '1997-08-29', '1997-09-29', '1997-11-03', '1997-11-28', '1997-12-24', '1998-02-02', '1998-03-02', '1998-03-27', '1998-05-01', '1998-05-29', '1998-06-26', '1998-08-03', '1998-08-28', '1998-09-25', '1998-11-02', '1998-11-25', '1998-12-24', '1999-02-01', '1999-03-01', '1999-04-01', '1999-05-03', '1999-05-28', '1999-06-28', '1999-07-30', '1999-08-27', '1999-10-01', '1999-11-02', '1999-11-26', '1999-12-09', '1999-12-23', '2000-01-31', '2000-02-28', '2000-03-31', '2000-04-12', '2000-04-28', '2000-05-26', '2000-06-30', '2000-08-01', '2000-08-28', '2000-09-29', '2000-10-30', '2000-11-30', '2000-12-22', '2001-02-01', '2001-03-01', '2001-03-30', '2001-04-30', '2001-05-29', '2001-07-02', '2001-07-05', '2001-07-31', '2001-08-30', '2001-10-01', '2001-11-01', '2001-12-03', '2001-12-21', '2002-01-31', '2002-03-01', '2002-03-29', '2002-04-29', '2002-05-28', '2002-06-28', '2002-08-02', '2002-08-30', '2002-09-30', '2002-11-01', '2002-11-27', '2002-12-23', '2003-01-31', '2003-03-03', '2003-03-28', '2003-04-28', '2003-05-30', '2003-06-27', '2003-08-01', '2003-08-29', '2003-09-29', '2003-10-31', '2003-11-26', '2003-12-23', '2004-01-05', '2004-02-02', '2004-03-01', '2004-03-26', '2004-04-30', '2004-05-28', '2004-06-28', '2004-08-03', '2004-08-30', '2004-09-30', '2004-11-01', '2004-12-01', '2004-12-23', '2005-01-31', '2005-02-28', '2005-03-31', '2005-04-29', '2005-05-27', '2005-06-30', '2005-08-02', '2005-09-01', '2005-09-30', '2005-10-31', '2005-12-01', '2005-12-22', '2006-01-30', '2006-03-01', '2006-03-31', '2006-05-01', '2006-05-26', '2006-06-30', '2006-08-01', '2006-08-31', '2006-09-29', '2006-10-30', '2006-11-30', '2006-12-22', '2007-02-01', '2007-03-01', '2007-03-30', '2007-04-30', '2007-06-01', '2007-06-29', '2007-07-31', '2007-08-31', '2007-09-28', '2007-11-01', '2007-11-30', '2007-12-21', '2008-01-31', '2008-02-29', '2008-03-28', '2008-05-01', '2008-05-30', '2008-06-27', '2008-08-04', '2008-08-29', '2008-09-29', '2008-10-31', '2008-11-26', '2008-12-24', '2009-02-02', '2009-03-02', '2009-03-27', '2009-04-30', '2009-06-01', '2009-06-26', '2009-08-04', '2009-08-28', '2009-10-01', '2009-10-30', '2009-11-25', '2009-12-23', '2010-02-01', '2010-03-01', '2010-03-29', '2010-05-03', '2010-05-28', '2010-06-28', '2010-08-03', '2010-08-30', '2010-10-01', '2010-11-01', '2010-11-24', '2010-12-23', '2011-01-31', '2011-02-28', '2011-03-28', '2011-04-29', '2011-05-27', '2011-06-27', '2011-08-02', '2011-08-29', '2011-09-30', '2011-10-28', '2011-11-23', '2011-12-23', '2012-01-30', '2012-03-01', '2012-03-30', '2012-04-30', '2012-06-01', '2012-06-29', '2012-07-31', '2012-08-30', '2012-09-28', '2012-10-29', '2012-11-30', '2012-12-21', '2013-01-31', '2013-03-01', '2013-03-29', '2013-04-29', '2013-05-31', '2013-06-27', '2013-08-02', '2013-08-30', '2013-09-27', '2013-11-08', '2013-12-06', '2013-12-23', '2014-01-31', '2014-03-03', '2014-03-28', '2014-05-01', '2014-05-30', '2014-06-26', '2014-08-01', '2014-08-29', '2014-09-29', '2014-10-31', '2014-11-26', '2014-12-23', '2015-02-02', '2015-03-02', '2015-03-30', '2015-04-30', '2015-06-01', '2015-06-25', '2015-08-03', '2015-08-28', '2015-09-28', '2015-10-30', '2015-11-25', '2015-12-23', '2016-02-01', '2016-02-26', '2016-03-28', '2016-04-29', '2016-05-31', '2016-06-29', '2016-08-02', '2016-08-29', '2016-09-30', '2016-10-31', '2016-11-30', '2016-12-22', '2017-01-30', '2017-03-01', '2017-03-31', '2017-05-01', '2017-05-30', '2017-06-30', '2017-08-01', '2017-08-31', '2017-09-29', '2017-10-30', '2017-11-30', '2017-12-22', '2018-01-29', '2018-03-01', '2018-03-29', '2018-04-30', '2018-05-31', '2018-06-29', '2018-07-31', '2018-08-30', '2018-09-28', '2018-10-29', '2018-11-29', '2018-12-21', '2019-03-01', '2019-03-29', '2019-04-29', '2019-05-31', '2019-06-28', '2019-07-30', '2019-08-30', '2019-09-27', '2019-10-31', '2019-11-27', '2019-12-20', '2020-01-31', '2020-02-28', '2020-03-27', '2020-04-30', '2020-05-29', '2020-06-26', '2020-07-31', '2020-08-28', '2020-10-01', '2020-10-30']"
PCE,Personal Consumption Expenditures,Monthly,M,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,"BEA Account Code: DPCERC
A Guide to the National Income and Product Accounts of the United States (http://www.bea.gov/national/pdf/nipaguid.pdf) (NIPA).",1959-01-01,2020-09-01,Personal Income and Outlays,https://www.bea.gov/data/income-saving/personal-income,U.S. Bureau of Economic Analysis,http://www.bea.gov/,493.0,True,"['1979-11-19', '1979-12-18', '1980-01-17', '1980-02-19', '1980-03-18', '1980-04-17', '1980-05-19', '1980-06-17', '1980-07-17', '1980-08-18', '1980-09-18', '1980-10-16', '1980-11-18', '1980-12-22', '1981-01-19', '1981-02-18', '1981-03-17', '1981-04-17', '1981-05-19', '1981-06-17', '1981-07-21', '1981-08-18', '1981-09-17', '1981-10-20', '1981-11-18', '1981-12-17', '1982-01-19', '1982-02-19', '1982-03-18', '1982-04-20', '1982-05-18', '1982-06-18', '1982-07-20', '1982-08-18', '1982-09-20', '1982-10-19', '1982-11-18', '1982-12-20', '1983-01-18', '1983-02-18', '1983-03-18', '1983-04-19', '1983-05-18', '1983-06-20', '1983-07-20', '1983-08-18', '1983-09-20', '1983-10-19', '1983-11-21', '1983-12-20', '1984-01-19', '1984-02-16', '1984-03-19', '1984-04-18', '1984-05-17', '1984-06-19', '1984-07-20', '1984-08-17', '1984-09-19', '1984-10-18', '1984-11-19', '1984-12-18', '1985-01-18', '1985-02-20', '1985-03-20', '1985-04-17', '1985-05-20', '1985-06-19', '1985-07-17', '1985-08-19', '1985-09-19', '1985-10-18', '1985-11-21', '1985-12-23', '1986-01-23', '1986-02-21', '1986-03-20', '1986-04-18', '1986-05-21', '1986-06-19', '1986-07-23', '1986-08-20', '1986-09-19', '1986-10-23', '1986-11-20', '1986-12-18', '1987-01-23', '1987-02-20', '1987-03-19', '1987-04-24', '1987-05-26', '1987-06-18', '1987-07-27', '1987-08-24', '1987-09-21', '1987-10-26', '1987-11-25', '1987-12-18', '1988-01-28', '1988-02-26', '1988-03-24', '1988-04-27', '1988-05-27', '1988-06-24', '1988-07-28', '1988-08-26', '1988-09-21', '1988-10-27', '1988-11-30', '1988-12-21', '1989-01-30', '1989-03-01', '1989-03-24', '1989-04-27', '1989-05-26', '1989-06-23', '1989-07-28', '1989-08-30', '1989-09-22', '1989-10-27', '1989-11-30', '1989-12-21', '1990-01-29', '1990-03-01', '1990-03-29', '1990-04-30', '1990-05-25', '1990-06-22', '1990-07-30', '1990-08-27', '1990-09-26', '1990-10-31', '1990-11-29', '1990-12-20', '1991-01-28', '1991-02-28', '1991-03-28', '1991-04-29', '1991-05-30', '1991-06-27', '1991-07-29', '1991-08-29', '1991-09-27', '1991-10-30', '1991-11-27', '1991-12-23', '1992-01-30', '1992-03-02', '1992-03-27', '1992-04-29', '1992-06-01', '1992-06-26', '1992-07-31', '1992-08-28', '1992-09-25', '1992-10-28', '1992-11-27', '1992-12-23', '1993-01-29', '1993-03-01', '1993-03-29', '1993-04-30', '1993-06-01', '1993-06-24', '1993-07-30', '1993-08-31', '1993-09-30', '1993-10-29', '1993-12-02', '1993-12-23', '1994-01-31', '1994-03-02', '1994-04-01', '1994-04-29', '1994-05-31', '1994-06-30', '1994-08-01', '1994-08-29', '1994-09-30', '1994-10-31', '1994-12-01', '1994-12-23', '1995-01-30', '1995-03-02', '1995-04-03', '1995-05-01', '1995-06-01', '1995-07-03', '1995-07-31', '1995-08-31', '1995-10-02', '1995-10-30', '1996-01-23', '1996-03-04', '1996-04-03', '1996-05-03', '1996-05-31', '1996-07-01', '1996-08-02', '1996-08-30', '1996-09-30', '1996-10-31', '1996-11-29', '1996-12-23', '1997-02-03', '1997-03-03', '1997-03-31', '1997-05-01', '1997-06-02', '1997-06-30', '1997-08-01', '1997-08-29', '1997-09-29', '1997-11-03', '1997-11-28', '1997-12-24', '1998-02-02', '1998-03-02', '1998-03-27', '1998-05-01', '1998-05-29', '1998-06-26', '1998-08-03', '1998-08-28', '1998-09-25', '1998-11-02', '1998-11-25', '1998-12-24', '1999-02-01', '1999-03-01', '1999-04-01', '1999-05-03', '1999-05-28', '1999-06-28', '1999-07-30', '1999-08-27', '1999-10-01', '1999-11-02', '1999-11-26', '1999-12-23', '2000-01-31', '2000-02-28', '2000-03-31', '2000-04-28', '2000-05-26', '2000-06-30', '2000-08-01', '2000-08-28', '2000-09-29', '2000-10-30', '2000-11-30', '2000-12-22', '2001-02-01', '2001-03-01', '2001-03-30', '2001-04-30', '2001-05-29', '2001-07-02', '2001-07-05', '2001-07-31', '2001-08-30', '2001-10-01', '2001-11-01', '2001-12-03', '2001-12-21', '2002-01-31', '2002-03-01', '2002-03-29', '2002-04-29', '2002-05-28', '2002-06-28', '2002-08-02', '2002-08-30', '2002-09-30', '2002-11-01', '2002-11-27', '2002-12-23', '2003-01-31', '2003-03-03', '2003-03-28', '2003-04-28', '2003-05-30', '2003-06-27', '2003-08-01', '2003-08-29', '2003-09-29', '2003-10-31', '2003-11-26', '2003-12-23', '2003-12-31', '2004-01-20', '2004-02-02', '2004-03-01', '2004-03-26', '2004-04-30', '2004-05-28', '2004-06-28', '2004-08-03', '2004-08-30', '2004-09-30', '2004-11-01', '2004-12-01', '2004-12-23', '2005-01-31', '2005-02-28', '2005-03-31', '2005-04-29', '2005-05-27', '2005-06-30', '2005-08-02', '2005-09-01', '2005-09-30', '2005-10-31', '2005-12-01', '2005-12-22', '2006-01-30', '2006-03-01', '2006-03-31', '2006-05-01', '2006-05-26', '2006-06-30', '2006-08-01', '2006-08-31', '2006-09-29', '2006-10-30', '2006-11-30', '2006-12-22', '2007-02-01', '2007-03-01', '2007-03-30', '2007-04-30', '2007-06-01', '2007-06-29', '2007-07-31', '2007-08-31', '2007-09-28', '2007-11-01', '2007-11-30', '2007-12-21', '2008-01-31', '2008-02-29', '2008-03-28', '2008-05-01', '2008-05-30', '2008-06-27', '2008-08-04', '2008-08-29', '2008-09-29', '2008-10-31', '2008-11-26', '2008-12-24', '2009-02-02', '2009-03-02', '2009-03-27', '2009-04-30', '2009-06-01', '2009-06-26', '2009-08-04', '2009-08-17', '2009-08-28', '2009-10-01', '2009-10-30', '2009-11-25', '2009-12-23', '2010-02-01', '2010-03-01', '2010-03-29', '2010-05-03', '2010-05-28', '2010-06-28', '2010-08-03', '2010-08-30', '2010-10-01', '2010-11-01', '2010-11-24', '2010-12-23', '2011-01-31', '2011-02-28', '2011-03-28', '2011-04-29', '2011-05-27', '2011-06-27', '2011-08-02', '2011-08-29', '2011-09-30', '2011-10-28', '2011-11-23', '2011-12-23', '2012-01-30', '2012-03-01', '2012-03-30', '2012-04-30', '2012-06-01', '2012-06-29', '2012-07-31', '2012-08-30', '2012-09-28', '2012-10-29', '2012-11-30', '2012-12-21', '2013-01-31', '2013-03-01', '2013-03-29', '2013-04-29', '2013-05-31', '2013-06-27', '2013-08-02', '2013-08-30', '2013-09-27', '2013-11-08', '2013-12-06', '2013-12-23', '2014-01-31', '2014-03-03', '2014-03-28', '2014-05-01', '2014-05-30', '2014-06-26', '2014-08-01', '2014-08-29', '2014-09-29', '2014-10-31', '2014-11-26', '2014-12-23', '2015-02-02', '2015-03-02', '2015-03-30', '2015-04-30', '2015-06-01', '2015-06-25', '2015-08-03', '2015-08-28', '2015-09-28', '2015-10-30', '2015-11-25', '2015-12-23', '2016-02-01', '2016-02-26', '2016-03-28', '2016-04-29', '2016-05-31', '2016-06-29', '2016-08-02', '2016-08-29', '2016-09-30', '2016-10-31', '2016-11-30', '2016-12-22', '2017-01-30', '2017-03-01', '2017-03-31', '2017-05-01', '2017-05-30', '2017-06-30', '2017-08-01', '2017-08-31', '2017-09-29', '2017-10-30', '2017-11-30', '2017-12-22', '2018-01-29', '2018-03-01', '2018-03-29', '2018-04-30', '2018-05-31', '2018-06-29', '2018-07-31', '2018-08-30', '2018-09-28', '2018-10-29', '2018-11-29', '2018-12-21', '2019-03-01', '2019-03-29', '2019-04-29', '2019-05-31', '2019-06-28', '2019-07-30', '2019-08-30', '2019-09-27', '2019-10-31', '2019-11-27', '2019-12-20', '2020-01-31', '2020-02-28', '2020-03-27', '2020-04-30', '2020-05-29', '2020-06-26', '2020-07-31', '2020-08-28', '2020-10-01', '2020-10-30']"
