quarter,PCEC96_20100528,ffr_obs,gdp_rgd_obs
2005Q2,8802.933333333332,0.7354395604395604,0.4251327974996744
2005Q3,8865.566666666668,0.8650000000000001,0.7574025056073818
2005Q4,8888.466666666667,0.9945652173913042,0.5151022521012995
2006Q1,8986.6,1.113527777777777,1.302980490920111
2006Q2,9035.033333333333,1.2268956043956047,0.36014630246772744
2006Q3,9090.699999999999,1.3113315217391306,0.026226068862628234
2006Q4,9181.633333333333,1.3107336956521738,0.7284886942535379
2007Q1,9265.1,1.3136388888888892,0.29968754033764056
2007Q2,9291.5,1.3131043956043962,0.7915217400763015
2007Q3,9335.6,1.268586956521739,0.8829430294125253
2007Q4,9363.533333333335,1.1239130434782607,0.5248530521201324
2008Q1,9349.599999999999,0.7953571428571427,-0.18162729551176224
2008Q2,9350.966666666665,0.5211813186813187,0.36143448028460834
2008Q3,9267.733333333334,0.4851630434782608,-0.6783895814391465
2008Q4,9195.266666666665,0.1263315217391305,-1.3806351584787961
2009Q1,9209.199999999999,0.04611111111111112,-1.661123156357332
2009Q2,9189.066666666668,0.04450549450549451,-0.18507840137419898
2009Q3,9252.566666666666,0.038586956521739164,0.5526690911368574
2009Q4,9289.433333333334,0.029592391304347803,1.3513460498324412
2010Q1,9368.733333333332,0.03347222222222222,0.7477959060108742
2010Q2,9416.3,0.0498790322580645,
