observation_date,IPDNBS_19990805,IPDNBS_19990902,IPDNBS_19991112,IPDNBS_20000208,IPDNBS_20000307,IPDNBS_20000504,IPDNBS_20000808,IPDNBS_20001102,IPDNBS_20001206,IPDNBS_20010207,IPDNBS_20010508,IPDNBS_20010807,IPDNBS_20011107,IPDNBS_20020206,IPDNBS_20020507,IPDNBS_20020531,IPDNBS_20020809,IPDNBS_20021107,IPDNBS_20030206,IPDNBS_20030306,IPDNBS_20030501,IPDNBS_20030604,IPDNBS_20030807,IPDNBS_20031106,IPDNBS_20031203,IPDNBS_20040205,IPDNBS_20040506,IPDNBS_20040603,IPDNBS_20040810,IPDNBS_20041104,IPDNBS_20050203,IPDNBS_20050505,IPDNBS_20050809,IPDNBS_20051103,IPDNBS_20051206,IPDNBS_20060202,IPDNBS_20060307,IPDNBS_20060504,IPDNBS_20060601,IPDNBS_20060808,IPDNBS_20060906,IPDNBS_20061102,IPDNBS_20061205,IPDNBS_20070207,IPDNBS_20070306,IPDNBS_20070503,IPDNBS_20070606,IPDNBS_20070807,IPDNBS_20070906,IPDNBS_20071107,IPDNBS_20071205,IPDNBS_20080206,IPDNBS_20080305,IPDNBS_20080507,IPDNBS_20080604,IPDNBS_20080808,IPDNBS_20080904,IPDNBS_20081106,IPDNBS_20081203,IPDNBS_20090205,IPDNBS_20090305,IPDNBS_20090507,IPDNBS_20090604,IPDNBS_20090811,IPDNBS_20090902,IPDNBS_20091105,IPDNBS_20091203,IPDNBS_20100204,IPDNBS_20100304,IPDNBS_20100506,IPDNBS_20100603,IPDNBS_20100810,IPDNBS_20100902,IPDNBS_20101104,IPDNBS_20101201,IPDNBS_20110203,IPDNBS_20110303,IPDNBS_20110505,IPDNBS_20110602,IPDNBS_20110809,IPDNBS_20110901,IPDNBS_20111103,IPDNBS_20111130,IPDNBS_20120202,IPDNBS_20120307,IPDNBS_20120503,IPDNBS_20120606,IPDNBS_20120808,IPDNBS_20120905,IPDNBS_20121101,IPDNBS_20130207,IPDNBS_20130307,IPDNBS_20130502,IPDNBS_20130605,IPDNBS_20130816,IPDNBS_20130905,IPDNBS_20131114,IPDNBS_20131216,IPDNBS_20140206,IPDNBS_20140306,IPDNBS_20140507,IPDNBS_20140604,IPDNBS_20140808,IPDNBS_20140904,IPDNBS_20141106,IPDNBS_20141203,IPDNBS_20150205,IPDNBS_20150305,IPDNBS_20150506,IPDNBS_20150604,IPDNBS_20150811,IPDNBS_20150902,IPDNBS_20151105,IPDNBS_20151202,IPDNBS_20160204,IPDNBS_20160303,IPDNBS_20160504,IPDNBS_20160607,IPDNBS_20160809,IPDNBS_20160901,IPDNBS_20161103,IPDNBS_20161206,IPDNBS_20170202,IPDNBS_20170308,IPDNBS_20170504,IPDNBS_20170605,IPDNBS_20170809,IPDNBS_20170907,IPDNBS_20171102,IPDNBS_20171206,IPDNBS_20180201,IPDNBS_20180503,IPDNBS_20180606,IPDNBS_20180815,IPDNBS_20180906,IPDNBS_20181101,IPDNBS_20181206,IPDNBS_20190206,IPDNBS_20190307,IPDNBS_20190502,IPDNBS_20190606,IPDNBS_20190815,IPDNBS_20190905,IPDNBS_20191106,IPDNBS_20200206,IPDNBS_20200305
1987-07-01,83.8,83.8,86.3,86.3,86.3,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.7,86.1,86.1,86.1,86.1,86.1,86.1,86.1,86.1,86.1,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,86.104,85.984,85.984,85.984,85.984,85.984,85.984,85.984,85.984,68.959,68.959,68.959,68.959,68.959,68.959,68.959,68.959,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,69.037,65.905,65.905,65.463,65.463,65.463,65.463,65.463,65.463,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,65.372,62.504,62.504,62.504,62.504,62.504,62.504,62.504,62.504,62.504,62.504,62.504,62.504,62.504
1987-10-01,84.5,84.5,86.7,86.7,86.7,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.2,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.443,86.291,86.291,86.291,86.291,86.291,86.291,86.291,86.291,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.205,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,69.283,66.173,66.173,65.73,65.73,65.73,65.73,65.73,65.73,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,65.639,62.703,62.703,62.703,62.703,62.703,62.703,62.703,62.703,62.703,62.703,62.703,62.703,62.703
1988-01-01,84.9,84.9,87.2,87.2,87.2,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.138,87.003,87.003,87.003,87.003,87.003,87.003,87.003,87.003,69.776,69.776,69.776,69.776,69.776,69.776,69.776,69.776,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,69.856,66.633,66.633,66.187,66.187,66.187,66.187,66.187,66.187,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,66.095,63.131,63.131,63.131,63.131,63.131,63.131,63.131,63.131,63.131,63.131,63.131,63.131,63.131
1988-04-01,85.9,85.9,88.1,88.1,88.1,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.849,87.715,87.715,87.715,87.715,87.715,87.715,87.715,87.715,70.347,70.347,70.347,70.347,70.347,70.347,70.347,70.347,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,70.426,67.216,67.216,66.766,66.766,66.766,66.766,66.766,66.766,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,66.674,63.702,63.702,63.702,63.702,63.702,63.702,63.702,63.702,63.702,63.702,63.702,63.702,63.702
1988-07-01,86.9,86.9,88.9,88.9,88.9,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.742,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,71.097,71.097,71.097,71.097,71.097,71.097,71.097,71.097,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,71.177,67.958,67.958,67.504,67.504,67.504,67.504,67.504,67.504,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,67.411,64.452,64.452,64.452,64.452,64.452,64.452,64.452,64.452,64.452,64.452,64.452,64.452,64.452
1988-10-01,87.8,87.8,89.7,89.7,89.7,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.4,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.444,89.375,89.375,89.375,89.375,89.375,89.375,89.375,89.375,71.679,71.679,71.679,71.679,71.679,71.679,71.679,71.679,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,71.76,68.623,68.623,68.163,68.163,68.163,68.163,68.163,68.163,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,68.069,65.196,65.196,65.196,65.196,65.196,65.196,65.196,65.196,65.196,65.196,65.196,65.196,65.196
1989-01-01,88.7,88.7,90.5,90.5,90.5,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.3,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.339,90.248,90.248,90.248,90.248,90.248,90.248,90.248,90.248,72.378,72.378,72.378,72.378,72.378,72.378,72.378,72.378,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,72.459,69.113,69.113,68.651,68.651,68.651,68.651,68.651,68.651,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,68.556,65.532,65.532,65.532,65.532,65.532,65.532,65.532,65.532,65.532,65.532,65.532,65.532,65.532
1989-04-01,89.8,89.8,91.6,91.6,91.6,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.334,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,73.19,73.19,73.19,73.19,73.19,73.19,73.19,73.19,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,73.273,69.936,69.936,69.468,69.468,69.468,69.468,69.468,69.468,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,69.371,66.345,66.345,66.345,66.345,66.345,66.345,66.345,66.345,66.345,66.345,66.345,66.345,66.345
1989-07-01,90.5,90.5,92.2,92.2,92.2,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,91.6,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.961,91.808,91.808,91.808,91.808,91.808,91.808,91.808,91.808,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.63,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,70.406,70.406,69.933,69.933,69.933,69.933,69.933,69.933,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,69.837,66.812,66.812,66.812,66.812,66.812,66.812,66.812,66.812,66.812,66.812,66.812,66.812,66.812
1989-10-01,91.1,91.1,92.8,92.8,92.8,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.243,92.243,92.243,92.243,92.243,92.243,92.243,92.243,73.979,73.979,73.979,73.979,73.979,73.979,73.979,73.979,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,74.062,70.75,70.75,70.275,70.275,70.275,70.275,70.275,70.275,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,70.177,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.16
1990-01-01,92.2,92.2,93.7,93.7,93.7,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.5,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.452,93.323,93.323,93.323,93.323,93.323,93.323,93.323,93.323,74.845,74.845,74.845,74.845,74.845,74.845,74.845,74.845,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,74.93,71.486,71.486,71.006,71.006,71.006,71.006,71.006,71.006,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,70.908,67.794,67.794,67.794,67.794,67.794,67.794,67.794,67.794,67.794,67.794,67.794,67.794,67.794
1990-04-01,93.4,93.4,94.8,94.8,94.8,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.5,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.525,94.385,94.385,94.385,94.385,94.385,94.385,94.385,94.385,75.696,75.696,75.696,75.696,75.696,75.696,75.696,75.696,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,75.782,72.147,72.147,71.665,71.665,71.665,71.665,71.665,71.665,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,71.565,68.463,68.463,68.463,68.463,68.463,68.463,68.463,68.463,68.463,68.463,68.463,68.463,68.463
1990-07-01,94.3,94.3,95.6,95.6,95.6,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,94.9,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.354,95.213,95.213,95.213,95.213,95.213,95.213,95.213,95.213,76.361,76.361,76.361,76.361,76.361,76.361,76.361,76.361,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,76.447,72.742,72.742,72.255,72.255,72.255,72.255,72.255,72.255,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,72.156,69.047,69.047,69.047,69.047,69.047,69.047,69.047,69.047,69.047,69.047,69.047,69.047,69.047
1990-10-01,95.4,95.4,96.5,96.5,96.5,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.9,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.191,96.071,96.071,96.071,96.071,96.071,96.071,96.071,96.071,77.049,77.049,77.049,77.049,77.049,77.049,77.049,77.049,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,77.137,73.347,73.347,72.856,72.856,72.856,72.856,72.856,72.856,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,72.755,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68
1991-01-01,96.7,96.7,97.6,97.6,97.6,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.277,97.099,97.099,97.099,97.099,97.099,97.099,97.099,97.099,77.873,77.873,77.873,77.873,77.873,77.873,77.873,77.873,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,77.961,74.026,74.026,73.53,73.53,73.53,73.53,73.53,73.53,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,73.429,70.318,70.318,70.318,70.318,70.318,70.318,70.318,70.318,70.318,70.318,70.318,70.318,70.318
1991-04-01,97.3,97.3,98.1,98.1,98.1,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.809,97.675,97.675,97.675,97.675,97.675,97.675,97.675,97.675,78.335,78.335,78.335,78.335,78.335,78.335,78.335,78.335,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,78.423,74.413,74.413,73.913,73.913,73.913,73.913,73.913,73.913,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,73.813,70.684,70.684,70.684,70.684,70.684,70.684,70.684,70.684,70.684,70.684,70.684,70.684,70.684
1991-07-01,98.0,98.0,98.7,98.7,98.7,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.6,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.569,98.514,98.514,98.514,98.514,98.514,98.514,98.514,98.514,79.008,79.008,79.008,79.008,79.008,79.008,79.008,79.008,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,79.097,74.981,74.981,74.479,74.479,74.479,74.479,74.479,74.479,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,74.377,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15,71.15
1991-10-01,98.5,98.5,99.0,99.0,99.0,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.889,98.915,98.915,98.915,98.915,98.915,98.915,98.915,98.915,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.33,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,79.419,75.206,75.206,74.702,74.702,74.702,74.702,74.702,74.702,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,74.599,71.395,71.395,71.395,71.395,71.395,71.395,71.395,71.395,71.395,71.395,71.395,71.395,71.395
1992-01-01,99.2,99.2,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.355,99.277,99.277,99.277,99.277,99.277,99.277,99.277,99.277,79.62,79.62,79.62,79.62,79.62,79.62,79.62,79.62,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,75.33,75.33,74.825,74.825,74.825,74.825,74.825,74.825,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,74.722,71.544,71.544,71.544,71.544,71.544,71.544,71.544,71.544,71.544,71.544,71.544,71.544,71.544
1992-04-01,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.735,99.745,99.745,99.745,99.745,99.745,99.745,99.745,99.745,79.996,79.996,79.996,79.996,79.996,79.996,79.996,79.996,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,80.086,75.68,75.68,75.172,75.172,75.172,75.172,75.172,75.172,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,75.069,71.836,71.836,71.836,71.836,71.836,71.836,71.836,71.836,71.836,71.836,71.836,71.836,71.836
