observation_date,DSERRG3Q086SBEA_20130228,DSERRG3Q086SBEA_20130328,DSERRG3Q086SBEA_20130426,DSERRG3Q086SBEA_20130530,DSERRG3Q086SBEA_20130626,DSERRG3Q086SBEA_20130731,DSERRG3Q086SBEA_20140110,DSERRG3Q086SBEA_20140130,DSERRG3Q086SBEA_20140228,DSERRG3Q086SBEA_20140327,DSERRG3Q086SBEA_20140430,DSERRG3Q086SBEA_20140529,DSERRG3Q086SBEA_20140625,DSERRG3Q086SBEA_20140730,DSERRG3Q086SBEA_20140828,DSERRG3Q086SBEA_20140926,DSERRG3Q086SBEA_20141030,DSERRG3Q086SBEA_20141125,DSERRG3Q086SBEA_20141223,DSERRG3Q086SBEA_20150130,DSERRG3Q086SBEA_20150227,DSERRG3Q086SBEA_20150327,DSERRG3Q086SBEA_20150429,DSERRG3Q086SBEA_20150529,DSERRG3Q086SBEA_20150624,DSERRG3Q086SBEA_20150730,DSERRG3Q086SBEA_20150827,DSERRG3Q086SBEA_20150925,DSERRG3Q086SBEA_20151029,DSERRG3Q086SBEA_20151124,DSERRG3Q086SBEA_20151222,DSERRG3Q086SBEA_20160129,DSERRG3Q086SBEA_20160226,DSERRG3Q086SBEA_20160325,DSERRG3Q086SBEA_20160428,DSERRG3Q086SBEA_20160527,DSERRG3Q086SBEA_20160628,DSERRG3Q086SBEA_20160729,DSERRG3Q086SBEA_20160826,DSERRG3Q086SBEA_20160929,DSERRG3Q086SBEA_20161028,DSERRG3Q086SBEA_20161129,DSERRG3Q086SBEA_20161222,DSERRG3Q086SBEA_20170127,DSERRG3Q086SBEA_20170228,DSERRG3Q086SBEA_20170330,DSERRG3Q086SBEA_20170428,DSERRG3Q086SBEA_20170526,DSERRG3Q086SBEA_20170629,DSERRG3Q086SBEA_20170728,DSERRG3Q086SBEA_20170830,DSERRG3Q086SBEA_20170928,DSERRG3Q086SBEA_20171027,DSERRG3Q086SBEA_20171129,DSERRG3Q086SBEA_20171221,DSERRG3Q086SBEA_20180126,DSERRG3Q086SBEA_20180228,DSERRG3Q086SBEA_20180328,DSERRG3Q086SBEA_20180427,DSERRG3Q086SBEA_20180530,DSERRG3Q086SBEA_20180628,DSERRG3Q086SBEA_20180727,DSERRG3Q086SBEA_20180829,DSERRG3Q086SBEA_20180927,DSERRG3Q086SBEA_20181026,DSERRG3Q086SBEA_20181128,DSERRG3Q086SBEA_20181221,DSERRG3Q086SBEA_20190228,DSERRG3Q086SBEA_20190328,DSERRG3Q086SBEA_20190426,DSERRG3Q086SBEA_20190530,DSERRG3Q086SBEA_20190627,DSERRG3Q086SBEA_20190726,DSERRG3Q086SBEA_20190829,DSERRG3Q086SBEA_20190926,DSERRG3Q086SBEA_20191030,DSERRG3Q086SBEA_20191127,DSERRG3Q086SBEA_20191220,DSERRG3Q086SBEA_20200130,DSERRG3Q086SBEA_20200227,DSERRG3Q086SBEA_20200326
2000-01-01,85.052,85.052,85.052,85.052,85.052,76.766,76.766,76.766,76.766,76.766,76.766,76.766,76.766,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255,72.255
2000-04-01,85.411,85.411,85.411,85.411,85.411,77.111,77.111,77.111,77.111,77.111,77.111,77.111,77.111,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,77.115,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572,72.572
2000-07-01,86.057,86.057,86.057,86.057,86.057,77.744,77.744,77.744,77.744,77.744,77.744,77.744,77.744,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,77.749,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167,73.167
2000-10-01,86.75,86.75,86.75,86.75,86.75,78.367,78.367,78.367,78.367,78.367,78.367,78.367,78.367,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,78.375,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757,73.757
2001-01-01,87.703,87.703,87.703,87.703,87.703,79.186,79.186,79.186,79.186,79.186,79.186,79.186,79.186,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,79.194,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541,74.541
2001-04-01,88.27,88.27,88.27,88.27,88.27,79.702,79.702,79.702,79.702,79.702,79.702,79.702,79.702,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,79.712,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019
2001-07-01,88.548,88.548,88.548,88.548,88.548,80.019,80.019,80.019,80.019,80.019,80.019,80.019,80.019,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,80.027,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299
2001-10-01,89.167,89.167,89.167,89.167,89.167,80.579,80.579,80.579,80.579,80.579,80.579,80.579,80.579,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,80.586,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825,75.825
2002-01-01,89.713,89.713,89.713,89.713,89.713,81.002,81.002,81.002,81.002,81.002,81.002,81.002,81.002,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,81.009,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231,76.231
2002-04-01,90.461,90.461,90.461,90.461,90.461,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,81.661,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837,76.837
2002-07-01,91.179,91.179,91.179,91.179,91.179,82.302,82.302,82.302,82.302,82.302,82.302,82.302,82.302,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,82.304,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427,77.427
2002-10-01,91.85,91.85,91.85,91.85,91.85,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,82.901,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997,77.997
2003-01-01,92.551,92.551,92.551,92.551,92.551,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611,78.611
2003-04-01,93.386,93.386,93.386,93.386,93.386,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,84.287,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236,79.236
2003-07-01,94.057,94.057,94.057,94.057,94.057,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,84.864,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789,79.789
2003-10-01,94.75,94.75,94.75,94.75,94.75,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.427,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,85.43,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39,80.39
2004-01-01,95.509,95.509,95.509,95.509,95.509,86.055,86.055,86.055,86.055,86.055,86.055,86.055,86.055,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,86.057,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064,81.064
2004-04-01,96.314,96.314,96.314,96.314,96.314,86.724,86.724,86.724,86.724,86.724,86.724,86.724,86.724,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,86.726,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674,81.674
2004-07-01,97.178,97.178,97.178,97.178,97.178,87.465,87.465,87.465,87.465,87.465,87.465,87.465,87.465,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,87.467,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277,82.277
2004-10-01,97.752,97.752,97.752,97.752,97.752,87.979,87.979,87.979,87.979,87.979,87.979,87.979,87.979,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,87.981,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843,82.843
2005-01-01,98.706,98.706,98.706,98.706,98.706,88.769,88.769,88.769,88.769,88.769,88.769,88.769,88.769,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,88.771,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656,83.656
2005-04-01,99.521,99.521,99.521,99.521,99.521,89.498,89.498,89.498,89.498,89.498,89.498,89.498,89.498,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267,84.267
2005-07-01,100.304,100.304,100.304,100.304,100.304,90.206,90.206,90.206,90.206,90.206,90.206,90.206,90.206,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,90.212,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896,84.896
2005-10-01,101.469,101.469,101.469,101.469,101.469,91.247,91.247,91.247,91.247,91.247,91.247,91.247,91.247,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,91.249,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875,85.875
2006-01-01,102.173,102.173,102.173,102.173,102.173,91.929,91.929,91.929,91.929,91.929,91.929,91.929,91.929,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,91.931,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585,86.585
2006-04-01,103.001,103.001,103.001,103.001,103.001,92.633,92.633,92.633,92.633,92.633,92.633,92.633,92.633,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,92.636,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299,87.299
2006-07-01,103.849,103.849,103.849,103.849,103.849,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,93.364,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994,87.994
2006-10-01,104.635,104.635,104.635,104.635,104.635,93.974,93.974,93.974,93.974,93.974,93.974,93.974,93.974,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,93.975,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585,88.585
2007-01-01,105.758,105.758,105.758,105.758,105.758,94.959,94.959,94.959,94.959,94.959,94.959,94.959,94.959,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537,89.537
2007-04-01,106.52,106.52,106.52,106.52,106.52,95.559,95.559,95.559,95.559,95.559,95.559,95.559,95.559,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,95.563,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133,90.133
2007-07-01,107.34,107.34,107.34,107.34,107.34,96.271,96.271,96.271,96.271,96.271,96.271,96.271,96.271,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,96.276,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81,90.81
2007-10-01,108.307,108.307,108.307,108.307,108.307,97.119,97.119,97.119,97.119,97.119,97.119,97.119,97.119,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,97.126,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586,91.586
2008-01-01,109.211,109.211,109.211,109.211,109.211,97.871,97.871,97.871,97.871,97.871,97.871,97.871,97.871,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265,92.265
2008-04-01,110.386,110.386,110.386,110.386,110.386,98.823,98.823,98.823,98.823,98.823,98.823,98.823,98.823,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115,93.115
2008-07-01,111.204,111.204,111.204,111.204,111.204,99.496,99.496,99.496,99.496,99.496,99.496,99.496,99.496,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776,93.776
2008-10-01,111.536,111.536,111.536,111.536,111.536,99.582,99.582,99.582,99.582,99.582,99.582,99.582,99.582,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,99.578,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783
2009-01-01,111.614,111.614,111.614,111.614,111.614,99.564,99.564,99.564,99.564,99.564,99.564,99.564,99.564,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,99.56,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747,93.747
