observation_date,DSERRG3Q086SBEA_20130228,DSERRG3Q086SBEA_20130328,DSERRG3Q086SBEA_20130426,DSERRG3Q086SBEA_20130530,DSERRG3Q086SBEA_20130626,DSERRG3Q086SBEA_20130731,DSERRG3Q086SBEA_20140110,DSERRG3Q086SBEA_20140130,DSERRG3Q086SBEA_20140228,DSERRG3Q086SBEA_20140327,DSERRG3Q086SBEA_20140430,DSERRG3Q086SBEA_20140529,DSERRG3Q086SBEA_20140625,DSERRG3Q086SBEA_20140730,DSERRG3Q086SBEA_20140828,DSERRG3Q086SBEA_20140926,DSERRG3Q086SBEA_20141030,DSERRG3Q086SBEA_20141125,DSERRG3Q086SBEA_20141223,DSERRG3Q086SBEA_20150130,DSERRG3Q086SBEA_20150227,DSERRG3Q086SBEA_20150327,DSERRG3Q086SBEA_20150429,DSERRG3Q086SBEA_20150529,DSERRG3Q086SBEA_20150624,DSERRG3Q086SBEA_20150730,DSERRG3Q086SBEA_20150827,DSERRG3Q086SBEA_20150925,DSERRG3Q086SBEA_20151029,DSERRG3Q086SBEA_20151124,DSERRG3Q086SBEA_20151222,DSERRG3Q086SBEA_20160129,DSERRG3Q086SBEA_20160226,DSERRG3Q086SBEA_20160325,DSERRG3Q086SBEA_20160428,DSERRG3Q086SBEA_20160527,DSERRG3Q086SBEA_20160628,DSERRG3Q086SBEA_20160729,DSERRG3Q086SBEA_20160826,DSERRG3Q086SBEA_20160929,DSERRG3Q086SBEA_20161028,DSERRG3Q086SBEA_20161129,DSERRG3Q086SBEA_20161222,DSERRG3Q086SBEA_20170127,DSERRG3Q086SBEA_20170228,DSERRG3Q086SBEA_20170330,DSERRG3Q086SBEA_20170428,DSERRG3Q086SBEA_20170526,DSERRG3Q086SBEA_20170629,DSERRG3Q086SBEA_20170728,DSERRG3Q086SBEA_20170830,DSERRG3Q086SBEA_20170928,DSERRG3Q086SBEA_20171027,DSERRG3Q086SBEA_20171129,DSERRG3Q086SBEA_20171221,DSERRG3Q086SBEA_20180126,DSERRG3Q086SBEA_20180228,DSERRG3Q086SBEA_20180328,DSERRG3Q086SBEA_20180427,DSERRG3Q086SBEA_20180530,DSERRG3Q086SBEA_20180628,DSERRG3Q086SBEA_20180727,DSERRG3Q086SBEA_20180829,DSERRG3Q086SBEA_20180927,DSERRG3Q086SBEA_20181026,DSERRG3Q086SBEA_20181128,DSERRG3Q086SBEA_20181221,DSERRG3Q086SBEA_20190228,DSERRG3Q086SBEA_20190328,DSERRG3Q086SBEA_20190426,DSERRG3Q086SBEA_20190530,DSERRG3Q086SBEA_20190627,DSERRG3Q086SBEA_20190726,DSERRG3Q086SBEA_20190829,DSERRG3Q086SBEA_20190926,DSERRG3Q086SBEA_20191030,DSERRG3Q086SBEA_20191127,DSERRG3Q086SBEA_20191220,DSERRG3Q086SBEA_20200130,DSERRG3Q086SBEA_20200227,DSERRG3Q086SBEA_20200326
2009-04-01,111.724,111.724,111.724,111.724,111.724,99.726,99.726,99.726,99.726,99.726,99.726,99.726,99.726,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882
2009-07-01,112.224,112.224,112.224,112.224,112.224,100.045,100.045,100.045,100.045,100.045,100.045,100.045,100.045,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29
2009-10-01,113.065,113.065,113.065,113.065,113.065,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,100.665,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004,95.004
2010-01-01,113.647,113.647,113.647,113.647,113.647,101.038,101.038,101.038,101.038,101.038,101.038,101.038,101.038,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,101.037,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417,95.417
2010-04-01,114.282,114.282,114.282,114.282,114.282,101.521,101.521,101.521,101.521,101.521,101.521,101.521,101.521,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847,95.847
2010-07-01,114.687,114.687,114.687,114.687,114.687,101.89,101.89,101.89,101.89,101.89,101.89,101.89,101.89,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11
2010-10-01,115.057,115.057,115.057,115.057,115.057,102.204,102.204,102.204,102.204,102.204,102.204,102.204,102.204,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,102.202,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455,96.455
2011-01-01,115.503,115.503,115.503,115.503,115.503,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977,96.977
2011-04-01,116.193,116.193,116.193,116.193,116.193,103.217,103.217,103.217,103.217,103.217,103.217,103.217,103.217,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,103.28,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601,97.601
2011-07-01,116.772,116.772,116.772,116.772,116.772,103.768,103.768,103.768,103.768,103.768,103.768,103.768,103.768,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144,98.144
2011-10-01,117.27,117.27,117.27,117.27,117.27,104.271,104.271,104.271,104.271,104.271,104.271,104.271,104.271,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,104.353,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536
2012-01-01,117.989,117.989,117.989,117.989,117.989,104.872,104.872,104.872,104.872,104.872,104.872,104.872,104.872,104.941,104.941,104.941,104.941,104.941,104.941,104.941,104.941,104.941,104.941,104.941,104.941,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,104.985,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244
2012-04-01,118.576,118.576,118.576,118.576,118.576,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.526,105.526,105.526,105.526,105.526,105.526,105.526,105.526,105.526,105.526,105.526,105.526,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758,99.758
2012-07-01,118.997,118.997,118.997,118.997,118.997,105.939,105.939,105.939,105.939,105.939,105.939,105.939,105.939,105.973,105.973,105.973,105.973,105.973,105.973,105.973,105.973,105.973,105.973,105.973,105.973,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,106.067,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191,100.191
2012-10-01,119.519,119.553,119.553,119.553,119.553,106.493,106.493,106.493,106.493,106.493,106.493,106.493,106.493,106.541,106.541,106.541,106.541,106.541,106.541,106.541,106.541,106.541,106.541,106.541,106.541,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,106.73,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808,100.808
2013-01-01,,,120.105,120.144,120.146,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.06,107.122,107.122,107.122,107.122,107.122,107.122,107.122,107.122,107.122,107.122,107.122,107.122,107.398,107.398,107.398,107.398,107.398,107.398,107.398,107.398,107.398,107.398,107.398,107.398,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,107.379,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42,101.42
2013-04-01,,,,,,107.539,107.477,107.477,107.477,107.477,107.477,107.477,107.477,107.641,107.641,107.641,107.641,107.641,107.641,107.641,107.641,107.641,107.641,107.641,107.641,107.988,107.988,107.988,107.988,107.988,107.988,107.988,107.988,107.988,107.988,107.988,107.988,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,107.968,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005,102.005
2013-07-01,,,,,,,107.946,107.946,107.946,107.946,107.946,107.946,107.946,108.154,108.154,108.154,108.154,108.154,108.154,108.154,108.154,108.154,108.154,108.154,108.154,108.539,108.539,108.539,108.539,108.539,108.539,108.539,108.539,108.539,108.539,108.539,108.539,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,108.523,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561,102.561
2013-10-01,,,,,,,,108.477,108.515,108.522,108.522,108.522,108.522,108.759,108.759,108.759,108.759,108.759,108.759,108.759,108.759,108.759,108.759,108.759,108.759,109.241,109.241,109.241,109.241,109.241,109.241,109.241,109.241,109.241,109.241,109.241,109.241,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,109.235,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278
2014-01-01,,,,,,,,,,,109.162,109.15,109.138,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.39,109.911,109.911,109.911,109.911,109.911,109.911,109.911,109.911,109.911,109.911,109.911,109.911,109.969,109.969,109.969,109.969,109.969,109.969,109.969,109.969,109.969,109.969,109.969,109.969,109.965,109.965,109.965,109.965,109.965,109.965,109.965,109.965,109.965,109.965,109.965,109.965,103.939,103.939,103.939,103.939,103.939,103.939,103.939,103.939,103.939,103.939,103.939,103.92,103.92,103.92,103.92,103.92,103.92,103.92,103.92,103.92
2014-04-01,,,,,,,,,,,,,,110.054,110.089,110.097,110.097,110.097,110.097,110.097,110.097,110.097,110.097,110.097,110.097,110.598,110.598,110.598,110.598,110.598,110.598,110.598,110.598,110.598,110.598,110.598,110.598,110.716,110.716,110.716,110.716,110.716,110.716,110.716,110.716,110.716,110.716,110.716,110.716,110.693,110.693,110.693,110.693,110.693,110.693,110.693,110.693,110.693,110.693,110.693,110.693,104.626,104.626,104.626,104.626,104.626,104.626,104.626,104.626,104.626,104.626,104.626,104.591,104.591,104.591,104.591,104.591,104.591,104.591,104.591,104.591
2014-07-01,,,,,,,,,,,,,,,,,110.573,110.592,110.584,110.584,110.584,110.584,110.584,110.584,110.584,111.143,111.143,111.143,111.143,111.143,111.143,111.143,111.143,111.143,111.143,111.143,111.143,111.303,111.303,111.303,111.303,111.303,111.303,111.303,111.303,111.303,111.303,111.303,111.303,111.284,111.284,111.284,111.284,111.284,111.284,111.284,111.284,111.284,111.284,111.284,111.284,105.191,105.191,105.191,105.191,105.191,105.191,105.191,105.191,105.191,105.191,105.191,105.136,105.136,105.136,105.136,105.136,105.136,105.136,105.136,105.136
2014-10-01,,,,,,,,,,,,,,,,,,,,111.125,111.09,111.105,111.105,111.105,111.105,111.62,111.62,111.62,111.62,111.62,111.62,111.62,111.62,111.62,111.62,111.62,111.62,111.797,111.797,111.797,111.797,111.797,111.797,111.797,111.797,111.797,111.797,111.797,111.797,111.775,111.775,111.775,111.775,111.775,111.775,111.775,111.775,111.775,111.775,111.775,111.775,105.654,105.654,105.654,105.654,105.654,105.654,105.654,105.654,105.654,105.654,105.654,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,111.515,111.486,111.495,112.051,112.051,112.051,112.051,112.051,112.051,112.051,112.051,112.051,112.051,112.051,112.051,112.275,112.275,112.275,112.275,112.275,112.275,112.275,112.275,112.275,112.275,112.275,112.275,112.195,112.195,112.195,112.195,112.195,112.195,112.195,112.195,112.195,112.195,112.195,112.195,106.034,106.034,106.034,106.034,106.034,106.034,106.034,106.034,106.034,106.034,106.034,105.936,105.936,105.936,105.936,105.936,105.936,105.936,105.936,105.936
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,112.602,112.618,112.632,112.632,112.632,112.632,112.632,112.632,112.632,112.632,112.632,112.632,112.863,112.863,112.863,112.863,112.863,112.863,112.863,112.863,112.863,112.863,112.863,112.863,112.763,112.763,112.763,112.763,112.763,112.763,112.763,112.763,112.763,112.763,112.763,112.763,106.563,106.563,106.563,106.563,106.563,106.563,106.563,106.563,106.563,106.563,106.563,106.464,106.464,106.464,106.464,106.464,106.464,106.464,106.464,106.464
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.169,113.187,113.2,113.2,113.2,113.2,113.2,113.2,113.2,113.469,113.469,113.469,113.469,113.469,113.469,113.469,113.469,113.469,113.469,113.469,113.469,113.378,113.378,113.378,113.378,113.378,113.378,113.378,113.378,113.378,113.378,113.378,113.378,107.129,107.129,107.129,107.129,107.129,107.129,107.129,107.129,107.129,107.129,107.129,107.014,107.014,107.014,107.014,107.014,107.014,107.014,107.014,107.014
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.759,113.744,113.737,113.737,113.737,113.737,113.99,113.99,113.99,113.99,113.99,113.99,113.99,113.99,113.99,113.99,113.99,113.99,113.923,113.923,113.923,113.923,113.923,113.923,113.923,113.923,113.923,113.923,113.923,113.923,107.565,107.565,107.565,107.565,107.565,107.565,107.565,107.565,107.565,107.565,107.565,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.417,114.443,114.393,114.663,114.663,114.663,114.663,114.663,114.663,114.663,114.663,114.663,114.663,114.663,114.663,114.665,114.665,114.665,114.665,114.665,114.665,114.665,114.665,114.665,114.665,114.665,114.665,108.171,108.171,108.171,108.171,108.171,108.171,108.171,108.171,108.171,108.171,108.171,107.979,107.979,107.979,107.979,107.979,107.979,107.979,107.979,107.979
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.361,115.398,115.405,115.405,115.405,115.405,115.405,115.405,115.405,115.405,115.405,115.405,115.512,115.512,115.512,115.512,115.512,115.512,115.512,115.512,115.512,115.512,115.512,115.512,108.953,108.953,108.953,108.953,108.953,108.953,108.953,108.953,108.953,108.953,108.953,108.765,108.765,108.765,108.765,108.765,108.765,108.765,108.765,108.765
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.137,116.135,116.142,116.142,116.142,116.142,116.142,116.142,116.142,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,116.332,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.751,109.553,109.553,109.553,109.553,109.553,109.553,109.553,109.553,109.553
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.768,116.765,116.798,116.798,116.798,116.798,117.002,117.002,117.002,117.002,117.002,117.002,117.002,117.002,117.002,117.002,117.002,117.002,110.425,110.425,110.425,110.425,110.425,110.425,110.425,110.425,110.425,110.425,110.425,110.182,110.182,110.182,110.182,110.182,110.182,110.182,110.182,110.182
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.448,117.472,117.437,117.585,117.585,117.585,117.585,117.585,117.585,117.585,117.585,117.585,117.585,117.585,117.585,110.972,110.972,110.972,110.972,110.972,110.972,110.972,110.972,110.972,110.972,110.972,110.745,110.745,110.745,110.745,110.745,110.745,110.745,110.745,110.745
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.21,118.212,118.213,118.213,118.213,118.213,118.213,118.213,118.213,118.213,118.213,118.213,111.644,111.644,111.644,111.644,111.644,111.644,111.644,111.644,111.644,111.644,111.644,111.452,111.452,111.452,111.452,111.452,111.452,111.452,111.452,111.452
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.77,118.786,118.773,118.773,118.773,118.773,118.773,118.773,118.773,112.201,112.201,112.201,112.201,112.201,112.201,112.201,112.201,112.201,112.201,112.201,112.038,112.038,112.038,112.038,112.038,112.038,112.038,112.038,112.038
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.691,119.706,119.708,119.708,119.708,119.708,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,113.12,112.935,112.935,112.935,112.935,112.935,112.935,112.935,112.935,112.935
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.617,120.551,120.53,113.84,113.84,113.84,113.84,113.84,113.84,113.84,113.84,113.84,113.84,113.84,113.707,113.707,113.707,113.707,113.707,113.707,113.707,113.707,113.707
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.543,114.567,114.606,114.606,114.606,114.606,114.606,114.606,114.606,114.606,114.606,114.52,114.52,114.52,114.52,114.52,114.52,114.52,114.52,114.52
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.31,115.27,115.302,115.302,115.302,115.302,115.302,115.302,115.22,115.22,115.22,115.22,115.22,115.22,115.22,115.22,115.22
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.062,116.07,116.07,116.07,116.07,115.958,115.958,115.958,115.958,115.958,115.958,115.958,115.958,115.958
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.539,116.456,116.502,116.339,116.339,116.339,116.339,116.339,116.339,116.339,116.339,116.339
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.107,117.092,117.133,117.133,117.133,117.133,117.133,117.133,117.133
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.886,117.862,117.865,117.865,117.865,117.865
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.497,118.474,118.497
