observation_date,PRS85006141_20160607,PRS85006141_20160809,PRS85006141_20161103,PRS85006141_20161206,PRS85006141_20170202,PRS85006141_20170504,PRS85006141_20170809,PRS85006141_20171102,PRS85006141_20180201,PRS85006141_20180503,PRS85006141_20180606,PRS85006141_20180815,PRS85006141_20181101,PRS85006141_20190307,PRS85006141_20190502,PRS85006141_20190606,PRS85006141_20190815,PRS85006141_20190905,PRS85006141_20191106,PRS85006141_20200206
2009-04-01,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
2009-07-01,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
2010-01-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2010-04-01,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
2010-07-01,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
2010-10-01,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2011-01-01,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2011-04-01,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
2011-07-01,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
2011-10-01,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2012-01-01,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2012-04-01,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2012-07-01,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
2012-10-01,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
2013-01-01,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2013-04-01,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
2013-07-01,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
2013-10-01,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
2014-01-01,1.6,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8
2014-04-01,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2014-07-01,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0
2014-10-01,1.1,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4
2015-01-01,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9
2015-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9
2015-07-01,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
2015-10-01,1.2,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
2016-01-01,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6
2016-04-01,,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9
2016-07-01,,,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9
2016-10-01,,,,,1.5,1.5,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4
2017-01-01,,,,,,1.7,1.7,1.7,1.7,1.7,1.7,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
2017-04-01,,,,,,,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
2017-07-01,,,,,,,,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2017-10-01,,,,,,,,,1.5,1.5,1.5,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
2018-01-01,,,,,,,,,,1.7,1.6,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0
2018-04-01,,,,,,,,,,,,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
2018-07-01,,,,,,,,,,,,,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5
2018-10-01,,,,,,,,,,,,,,2.1,2.1,2.1,2.1,2.1,2.1,2.1
2019-01-01,,,,,,,,,,,,,,,1.6,1.5,1.6,1.6,1.6,1.6
2019-04-01,,,,,,,,,,,,,,,,,1.4,1.5,1.5,1.5
2019-07-01,,,,,,,,,,,,,,,,,,,1.3,1.3
2019-10-01,,,,,,,,,,,,,,,,,,,,1.3
