observation_date,GPDI_19600511,GPDI_19600722,GPDI_19600823,GPDI_19601120,GPDI_19610219,GPDI_19610518,GPDI_19610719,GPDI_19610818,GPDI_19611121,GPDI_19620224,GPDI_19620518,GPDI_19620720,GPDI_19620814,GPDI_19621120,GPDI_19630220,GPDI_19630521,GPDI_19630722,GPDI_19630816,GPDI_19631118,GPDI_19640117,GPDI_19640518,GPDI_19640716,GPDI_19640818,GPDI_19641014,GPDI_19641118,GPDI_19650114,GPDI_19650217,GPDI_19650414,GPDI_19650514,GPDI_19650714,GPDI_19650819,GPDI_19651013,GPDI_19651115,GPDI_19660113,GPDI_19660215,GPDI_19660418,GPDI_19660520,GPDI_19660715,GPDI_19660811,GPDI_19661013,GPDI_19661110,GPDI_19670113,GPDI_19670217,GPDI_19670412,GPDI_19670517,GPDI_19670717,GPDI_19670814,GPDI_19671013,GPDI_19671117,GPDI_19680116,GPDI_19680215,GPDI_19680416,GPDI_19680516,GPDI_19680718,GPDI_19680815,GPDI_19680918,GPDI_19681015,GPDI_19681118,GPDI_19690114,GPDI_19690214,GPDI_19690516,GPDI_19690717,GPDI_19690814,GPDI_19691016,GPDI_19691114,GPDI_19700116,GPDI_19700213,GPDI_19700417,GPDI_19700515,GPDI_19700717,GPDI_19700814,GPDI_19701015,GPDI_19701113,GPDI_19710118,GPDI_19710212,GPDI_19710415,GPDI_19710513,GPDI_19710716,GPDI_19710820,GPDI_19711022,GPDI_19711118,GPDI_19720114,GPDI_19720121,GPDI_19720218,GPDI_19720419,GPDI_19720518,GPDI_19720721,GPDI_19720818,GPDI_19721019,GPDI_19721117,GPDI_19730119,GPDI_19730220,GPDI_19730419,GPDI_19730517,GPDI_19730719,GPDI_19730817,GPDI_19731018,GPDI_19731116,GPDI_19740117,GPDI_19740220,GPDI_19740418,GPDI_19740517,GPDI_19740718,GPDI_19740822,GPDI_19741017,GPDI_19741115,GPDI_19750116,GPDI_19750220,GPDI_19750416,GPDI_19750520,GPDI_19750717,GPDI_19750821,GPDI_19751020,GPDI_19751120,GPDI_19760116,GPDI_19760120,GPDI_19760219,GPDI_19760419,GPDI_19760520,GPDI_19760720,GPDI_19760819,GPDI_19761019,GPDI_19761118,GPDI_19770118,GPDI_19770218,GPDI_19770420,GPDI_19770519,GPDI_19770721,GPDI_19770819,GPDI_19771019,GPDI_19771117,GPDI_19771220,GPDI_19780119,GPDI_19780221,GPDI_19780320,GPDI_19780419,GPDI_19780518,GPDI_19780620,GPDI_19780721,GPDI_19780818,GPDI_19780920,GPDI_19781020,GPDI_19781121,GPDI_19781220,GPDI_19790118,GPDI_19790222,GPDI_19790320,GPDI_19790419,GPDI_19790518,GPDI_19790620,GPDI_19790720,GPDI_19790817,GPDI_19790919,GPDI_19791016,GPDI_19791120,GPDI_19791219,GPDI_19800118,GPDI_19800222,GPDI_19800319,GPDI_19800418,GPDI_19800520,GPDI_19800618,GPDI_19800718,GPDI_19800819,GPDI_19800919,GPDI_19801017,GPDI_19801119,GPDI_19801223,GPDI_19810121,GPDI_19810219,GPDI_19810318,GPDI_19810420,GPDI_19810519,GPDI_19810618,GPDI_19810722,GPDI_19810819,GPDI_19810918,GPDI_19811020,GPDI_19811119,GPDI_19811218,GPDI_19820120,GPDI_19820222,GPDI_19820319,GPDI_19820421,GPDI_19820519,GPDI_19820621,GPDI_19820721,GPDI_19820819,GPDI_19820921,GPDI_19821020,GPDI_19821119,GPDI_19821221,GPDI_19830119,GPDI_19830222,GPDI_19830321,GPDI_19830420,GPDI_19830519,GPDI_19830621,GPDI_19830721,GPDI_19830819,GPDI_19830921,GPDI_19831020,GPDI_19831122,GPDI_19831221,GPDI_19840120,GPDI_19840217,GPDI_19840320,GPDI_19840419,GPDI_19840518,GPDI_19840620,GPDI_19840723,GPDI_19840820,GPDI_19840920,GPDI_19841019,GPDI_19841120,GPDI_19841219,GPDI_19850122,GPDI_19850221,GPDI_19850321,GPDI_19850418,GPDI_19850521,GPDI_19850620,GPDI_19850718,GPDI_19850820,GPDI_19850920,GPDI_19851017,GPDI_19851120,GPDI_19851220,GPDI_19860122,GPDI_19860220,GPDI_19860319,GPDI_19860417,GPDI_19860520,GPDI_19860618,GPDI_19860722,GPDI_19860819,GPDI_19860918,GPDI_19861022,GPDI_19861119,GPDI_19861217,GPDI_19870122,GPDI_19870219,GPDI_19870318,GPDI_19870423,GPDI_19870522,GPDI_19870617,GPDI_19870724,GPDI_19870821,GPDI_19870918,GPDI_19871023,GPDI_19871124,GPDI_19880127,GPDI_19880225,GPDI_19880323,GPDI_19880426,GPDI_19880526,GPDI_19880623,GPDI_19880727,GPDI_19880825,GPDI_19880920,GPDI_19881026,GPDI_19881129,GPDI_19881220,GPDI_19890127,GPDI_19890228,GPDI_19890323,GPDI_19890426,GPDI_19890525,GPDI_19890622,GPDI_19890727,GPDI_19890829,GPDI_19890921,GPDI_19891026,GPDI_19891129,GPDI_19891220,GPDI_19900126,GPDI_19900228,GPDI_19900328,GPDI_19900427,GPDI_19900524,GPDI_19900621,GPDI_19900727,GPDI_19900824,GPDI_19900925,GPDI_19901030,GPDI_19901128,GPDI_19901219,GPDI_19910125,GPDI_19910227,GPDI_19910327,GPDI_19910426,GPDI_19910529,GPDI_19910626,GPDI_19910726,GPDI_19910828,GPDI_19910926,GPDI_19911029,GPDI_19911204,GPDI_19911220,GPDI_19920129,GPDI_19920228,GPDI_19920326,GPDI_19920428,GPDI_19920529,GPDI_19920625,GPDI_19920730,GPDI_19920827,GPDI_19920924,GPDI_19921027,GPDI_19921125,GPDI_19921222,GPDI_19930128,GPDI_19930226,GPDI_19930326,GPDI_19930429,GPDI_19930528,GPDI_19930623,GPDI_19930729,GPDI_19930831,GPDI_19930929,GPDI_19931028,GPDI_19931201,GPDI_19931222,GPDI_19940128,GPDI_19940301,GPDI_19940331,GPDI_19940428,GPDI_19940527,GPDI_19940629,GPDI_19940729,GPDI_19940826,GPDI_19940929,GPDI_19941028,GPDI_19941130,GPDI_19941222,GPDI_19950127,GPDI_19950301,GPDI_19950331,GPDI_19950428,GPDI_19950531,GPDI_19950630,GPDI_19950728,GPDI_19950830,GPDI_19950929,GPDI_19951027,GPDI_19960119,GPDI_19960223,GPDI_19960402,GPDI_19960502,GPDI_19960530,GPDI_19960628,GPDI_19960801,GPDI_19960829,GPDI_19960927,GPDI_19961030,GPDI_19961127,GPDI_19961220,GPDI_19970131,GPDI_19970228,GPDI_19970328,GPDI_19970430,GPDI_19970507,GPDI_19970515,GPDI_19970530,GPDI_19970627,GPDI_19970731,GPDI_19970828,GPDI_19970926,GPDI_19971031,GPDI_19971126,GPDI_19971223,GPDI_19980130,GPDI_19980227,GPDI_19980326,GPDI_19980430,GPDI_19980528,GPDI_19980625,GPDI_19980731,GPDI_19980827,GPDI_19980924,GPDI_19981030,GPDI_19981124,GPDI_19981223,GPDI_19990129,GPDI_19990226,GPDI_19990331,GPDI_19990430,GPDI_19990527,GPDI_19990625,GPDI_19990729,GPDI_19990826,GPDI_19990930,GPDI_19991028,GPDI_19991029,GPDI_19991124,GPDI_19991222,GPDI_20000128,GPDI_20000225,GPDI_20000330,GPDI_20000427,GPDI_20000525,GPDI_20000629,GPDI_20000728,GPDI_20000825,GPDI_20000928,GPDI_20001027,GPDI_20001129,GPDI_20001221,GPDI_20010131,GPDI_20010228,GPDI_20010329,GPDI_20010427,GPDI_20010525,GPDI_20010629,GPDI_20010727,GPDI_20010829,GPDI_20010928,GPDI_20011031,GPDI_20011130,GPDI_20011221,GPDI_20020130,GPDI_20020228,GPDI_20020328,GPDI_20020426,GPDI_20020524,GPDI_20020627,GPDI_20020731,GPDI_20020829,GPDI_20020927,GPDI_20021031,GPDI_20021126,GPDI_20021220,GPDI_20030130,GPDI_20030228,GPDI_20030327,GPDI_20030425,GPDI_20030529,GPDI_20030626,GPDI_20030731,GPDI_20030828,GPDI_20030926,GPDI_20031030,GPDI_20031125,GPDI_20031210,GPDI_20031223,GPDI_20040130,GPDI_20040227,GPDI_20040325,GPDI_20040429,GPDI_20040527,GPDI_20040625,GPDI_20040730,GPDI_20040827,GPDI_20040929,GPDI_20041029,GPDI_20041130,GPDI_20041222,GPDI_20050128,GPDI_20050225,GPDI_20050330,GPDI_20050428,GPDI_20050526,GPDI_20050629,GPDI_20050729,GPDI_20050831,GPDI_20050929,GPDI_20051028,GPDI_20051130,GPDI_20051221,GPDI_20060127,GPDI_20060228,GPDI_20060330,GPDI_20060428,GPDI_20060525,GPDI_20060629,GPDI_20060728,GPDI_20060830,GPDI_20060928,GPDI_20061027,GPDI_20061129,GPDI_20061221,GPDI_20070131,GPDI_20070228,GPDI_20070329,GPDI_20070427,GPDI_20070531,GPDI_20070628,GPDI_20070727,GPDI_20070830,GPDI_20070927,GPDI_20071031,GPDI_20071129,GPDI_20071220,GPDI_20080130,GPDI_20080228,GPDI_20080327,GPDI_20080430,GPDI_20080529,GPDI_20080626,GPDI_20080731,GPDI_20080828,GPDI_20080926,GPDI_20081030,GPDI_20081125,GPDI_20081223,GPDI_20090130,GPDI_20090227,GPDI_20090326,GPDI_20090429,GPDI_20090529,GPDI_20090625,GPDI_20090731,GPDI_20090827,GPDI_20090930,GPDI_20091029,GPDI_20091124,GPDI_20091222,GPDI_20100129,GPDI_20100226,GPDI_20100326,GPDI_20100430,GPDI_20100527,GPDI_20100625,GPDI_20100730,GPDI_20100827,GPDI_20100930,GPDI_20101029,GPDI_20101123,GPDI_20101222,GPDI_20110128,GPDI_20110225,GPDI_20110325,GPDI_20110428,GPDI_20110526,GPDI_20110624,GPDI_20110729,GPDI_20110826,GPDI_20110929,GPDI_20111027,GPDI_20111122,GPDI_20111222,GPDI_20120127,GPDI_20120229,GPDI_20120329,GPDI_20120427,GPDI_20120531,GPDI_20120628,GPDI_20120727,GPDI_20120829,GPDI_20120927,GPDI_20121026,GPDI_20121129,GPDI_20121220,GPDI_20130130,GPDI_20130228,GPDI_20130328,GPDI_20130426,GPDI_20130530,GPDI_20130626,GPDI_20130731,GPDI_20130829,GPDI_20130926,GPDI_20131107,GPDI_20131205,GPDI_20131220,GPDI_20140130,GPDI_20140228,GPDI_20140327,GPDI_20140430,GPDI_20140529,GPDI_20140625,GPDI_20140730,GPDI_20140828,GPDI_20140926,GPDI_20141030,GPDI_20141125,GPDI_20141223,GPDI_20150130,GPDI_20150227,GPDI_20150327,GPDI_20150429,GPDI_20150529,GPDI_20150624,GPDI_20150730,GPDI_20150827,GPDI_20150925,GPDI_20151029,GPDI_20151124,GPDI_20151222,GPDI_20160129,GPDI_20160226,GPDI_20160325,GPDI_20160428,GPDI_20160527,GPDI_20160628,GPDI_20160729,GPDI_20160826,GPDI_20160929,GPDI_20161028,GPDI_20161129,GPDI_20161222,GPDI_20170127,GPDI_20170228,GPDI_20170330,GPDI_20170428,GPDI_20170526,GPDI_20170629,GPDI_20170728,GPDI_20170830,GPDI_20170928,GPDI_20171027,GPDI_20171129,GPDI_20171221,GPDI_20180126,GPDI_20180228,GPDI_20180328,GPDI_20180427,GPDI_20180530,GPDI_20180628,GPDI_20180727,GPDI_20180829,GPDI_20180927,GPDI_20181026,GPDI_20181128,GPDI_20181221,GPDI_20190228,GPDI_20190328,GPDI_20190426,GPDI_20190530,GPDI_20190627,GPDI_20190726,GPDI_20190829,GPDI_20190926,GPDI_20191030,GPDI_20191127,GPDI_20191220,GPDI_20200130,GPDI_20200227,GPDI_20200326,GPDI_20200429,GPDI_20200528,GPDI_20200625,GPDI_20200730
1960-01-01,79.2,79.3,79.3,79.3,79.3,79.3,78.9,78.9,78.9,78.9,78.9,79.1,79.1,79.1,79.1,79.1,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,77.6,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.7,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.473,96.473,96.473,96.473,96.473,96.473,96.473,96.473,96.473,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476,96.476
1960-04-01,,,75.5,75.5,75.5,75.5,74.6,74.6,74.6,74.6,74.6,73.5,73.5,73.5,73.5,73.5,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,73.3,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,79.4,,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,79.7,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.1,87.094,87.094,87.094,87.094,87.094,87.094,87.094,87.094,87.094,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096,87.096
1960-07-01,,,,70.8,70.8,70.8,70.5,70.5,70.5,70.5,70.5,70.3,70.3,70.3,70.3,70.3,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,70.9,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,74.2,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,78.4,,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,78.7,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.373,86.373,86.373,86.373,86.373,86.373,86.373,86.373,86.373,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377,86.377
