observation_date,B249RC1Q027SBEA_20130228,B249RC1Q027SBEA_20130328,B249RC1Q027SBEA_20130426,B249RC1Q027SBEA_20130626,B249RC1Q027SBEA_20130731,B249RC1Q027SBEA_20130926,B249RC1Q027SBEA_20131107,B249RC1Q027SBEA_20131220,B249RC1Q027SBEA_20140130,B249RC1Q027SBEA_20140327,B249RC1Q027SBEA_20140430,B249RC1Q027SBEA_20140730,B249RC1Q027SBEA_20140828,B249RC1Q027SBEA_20140926,B249RC1Q027SBEA_20141030,B249RC1Q027SBEA_20141223,B249RC1Q027SBEA_20150130,B249RC1Q027SBEA_20150429,B249RC1Q027SBEA_20150730,B249RC1Q027SBEA_20150925,B249RC1Q027SBEA_20151029,B249RC1Q027SBEA_20160129,B249RC1Q027SBEA_20160325,B249RC1Q027SBEA_20160428,B249RC1Q027SBEA_20160729,B249RC1Q027SBEA_20161028,B249RC1Q027SBEA_20161222,B249RC1Q027SBEA_20170127,B249RC1Q027SBEA_20170330,B249RC1Q027SBEA_20170428,B249RC1Q027SBEA_20170629,B249RC1Q027SBEA_20170728,B249RC1Q027SBEA_20171027,B249RC1Q027SBEA_20171221,B249RC1Q027SBEA_20180126,B249RC1Q027SBEA_20180328,B249RC1Q027SBEA_20180427,B249RC1Q027SBEA_20180628
1992-10-01,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.006,186.006,186.006,186.006,186.006,186.006
1993-01-01,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.818,184.818,184.818,184.818,184.818,184.818
1993-04-01,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.9,185.89,185.89,185.89,185.89,185.89,185.89
1993-07-01,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.8,187.799,187.799,187.799,187.799,187.799,187.799
1993-10-01,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.5,190.525,190.525,190.525,190.525,190.525,190.525
1994-01-01,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.002,196.002,196.002,196.002,196.002,196.002
1994-04-01,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.8,198.767,198.767,198.767,198.767,198.767,198.767
1994-07-01,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.758,200.758,200.758,200.758,200.758,200.758
1994-10-01,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.949,201.949,201.949,201.949,201.949,201.949
1995-01-01,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.8,200.773,200.773,200.773,200.773,200.773,200.773
1995-04-01,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.623,201.623,201.623,201.623,201.623,201.623
1995-07-01,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,202.984,202.984,202.984,202.984,202.984,202.984
1995-10-01,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.9,204.936,204.936,204.936,204.936,204.936,204.936
1996-01-01,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.1,208.12,208.12,208.12,208.12,208.12,208.12
1996-04-01,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.9,210.867,210.867,210.867,210.867,210.867,210.867
1996-07-01,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.747,213.747,213.747,213.747,213.747,213.747
1996-10-01,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.7,216.674,216.674,216.674,216.674,216.674,216.674
1997-01-01,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,219.976,219.976,219.976,219.976,219.976,219.976
1997-04-01,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.6,222.56,222.56,222.56,222.56,222.56,222.56
1997-07-01,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.8,224.818,224.818,224.818,224.818,224.818,224.818
1997-10-01,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.8,226.766,226.766,226.766,226.766,226.766,226.766
1998-01-01,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.908,227.908,227.908,227.908,227.908,227.908
1998-04-01,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.604,229.604,229.604,229.604,229.604,229.604
1998-07-01,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.9,231.856,231.856,231.856,231.856,231.856,231.856
1998-10-01,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.7,234.664,234.664,234.664,234.664,234.664,234.664
1999-01-01,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,238.032,238.032,238.032,238.032,238.032,238.032
1999-04-01,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.3,241.284,241.284,241.284,241.284,241.284,241.284
1999-07-01,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.4,244.429,244.429,244.429,244.429,244.429,244.429
1999-10-01,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.5,247.463,247.463,247.463,247.463,247.463,247.463
2000-01-01,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.4,250.389,250.389,250.389,250.389,250.389,250.389
2000-04-01,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.3,253.271,253.271,253.271,253.271,253.271,253.271
2000-07-01,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.1,256.109,256.109,256.109,256.109,256.109,256.109
2000-10-01,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.9,258.907,258.907,258.907,258.907,258.907,258.907
2001-01-01,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.7,261.658,261.658,261.658,261.658,261.658,261.658
2001-04-01,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.304,265.304,265.304,265.304,265.304,265.304
2001-07-01,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.8,269.841,269.841,269.841,269.841,269.841,269.841
2001-10-01,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.3,275.269,275.269,275.269,275.269,275.269,275.269
2002-01-01,281.6,281.6,281.6,281.6,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.4,281.388,281.388,281.388,281.388,281.388,281.388
2002-04-01,287.2,287.2,287.2,287.2,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,286.992,286.992,286.992,286.992,286.992,286.992
2002-07-01,292.2,292.2,292.2,292.2,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.1,292.068,292.068,292.068,292.068,292.068,292.068
2002-10-01,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.6,296.624,296.624,296.624,296.624,296.624,296.624
2003-01-01,300.2,300.2,300.2,300.2,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.652,300.652,300.652,300.652,300.652,300.652
2003-04-01,304.3,304.3,304.3,304.3,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.8,304.804,304.804,304.804,304.804,304.804,304.804
2003-07-01,308.8,308.8,308.8,308.8,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.1,309.056,309.056,309.056,309.056,309.056,309.056
2003-10-01,313.7,313.7,313.7,313.7,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.4,313.416,313.416,313.416,313.416,313.416,313.416
2004-01-01,319.0,319.0,319.0,319.0,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.9,317.884,317.884,317.884,317.884,317.884,317.884
2004-04-01,324.2,324.2,324.2,324.2,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,322.992,322.992,322.992,322.992,322.992,322.992
2004-07-01,329.3,329.3,329.3,329.3,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.732,328.732,328.732,328.732,328.732,328.732
2004-10-01,334.3,334.3,334.3,334.3,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.1,335.116,335.116,335.116,335.116,335.116,335.116
2005-01-01,339.1,339.1,339.1,339.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.1,342.132,342.132,342.132,342.132,342.132,342.132
2005-04-01,344.2,344.2,344.2,344.2,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.6,348.612,348.612,348.612,348.612,348.612,348.612
2005-07-01,349.4,349.4,349.4,349.4,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.6,354.56,354.56,354.56,354.56,354.56,354.56
2005-10-01,354.8,354.8,354.8,354.8,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,359.968,359.968,359.968,359.968,359.968,359.968
2006-01-01,360.4,360.4,360.4,360.4,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.852,364.852,364.852,364.852,364.852,364.852
2006-04-01,366.5,366.5,366.5,366.5,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.9,370.868,370.868,370.868,370.868,370.868,370.868
2006-07-01,373.1,373.1,373.1,373.1,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.028,378.028,378.028,378.028,378.028,378.028
2006-10-01,380.2,380.2,380.2,380.2,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.3,386.332,386.332,386.332,386.332,386.332,386.332
2007-01-01,387.6,387.6,387.6,387.6,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.8,395.784,395.784,395.784,395.784,395.784,395.784
2007-04-01,393.9,393.9,393.9,393.9,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.8,402.78,402.78,402.78,402.78,402.78,402.78
2007-07-01,399.1,399.1,399.1,399.1,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.328,407.328,407.328,407.328,407.328,407.328
2007-10-01,403.3,403.3,403.3,403.3,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.4,409.42,409.42,409.42,409.42,409.42,409.42
2008-01-01,404.3,404.3,404.3,404.3,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.1,409.068,409.068,409.068,409.068,409.068,409.068
2008-04-01,406.9,406.9,406.9,406.9,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.8,410.808,410.808,410.808,410.808,410.808,410.808
2008-07-01,409.6,409.6,409.6,409.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.64,414.64,414.64,414.64,414.64,414.64
2008-10-01,412.4,412.4,412.4,412.4,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.6,420.572,420.572,420.572,420.572,420.572,420.572
2009-01-01,423.1,423.1,423.1,423.1,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.6,428.596,428.596,428.596,428.596,428.596,428.596
2009-04-01,430.6,430.6,430.6,430.6,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.412,434.412,434.412,434.412,434.412,434.412
2009-07-01,434.9,434.9,434.9,434.9,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.008,438.008,438.008,438.008,438.008,438.008
2009-10-01,436.1,436.1,436.1,436.1,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4
2010-01-01,434.1,434.1,434.1,434.1,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.692,436.692,436.692,436.692,436.692,436.692
2010-04-01,433.0,433.0,433.0,433.0,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.9,434.948,434.948,434.948,434.948,434.948,434.948
2010-07-01,432.9,432.9,432.9,432.9,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.2,434.172,434.172,434.172,434.172,434.172,434.172
2010-10-01,433.8,433.8,433.8,433.8,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.4,434.356,434.356,434.356,434.356,434.356,434.356
2011-01-01,435.7,435.7,435.7,435.7,435.5,435.5,435.5,435.5,435.5,435.5,435.5,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.6,436.576,436.576,436.576,436.576,436.576,436.576
2011-04-01,438.1,438.1,438.1,438.1,436.5,436.5,436.5,436.5,436.5,436.5,436.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.5,438.504,438.504,438.504,438.504,438.504,438.504
2011-07-01,440.9,440.9,440.9,440.9,437.4,437.4,437.4,437.4,437.4,437.4,437.4,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.1,440.14,440.14,440.14,440.14,440.14,440.14
2011-10-01,444.3,444.3,444.3,444.3,438.1,438.1,438.1,438.1,438.1,438.1,438.1,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.5,441.492,441.492,441.492,441.492,441.492,441.492
2012-01-01,446.5,446.5,446.5,446.5,438.7,438.7,438.7,438.7,438.7,438.7,438.7,442.5,442.5,442.5,442.5,442.5,442.5,442.5,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.04,441.04,441.04,441.04,441.04,441.04
2012-04-01,447.3,447.3,447.3,447.3,439.5,439.5,439.5,439.5,439.5,439.5,439.5,443.4,443.4,443.4,443.4,443.4,443.4,443.4,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.3,441.322,441.322,441.322,441.322,441.322,441.322
2012-07-01,448.2,448.2,448.2,448.2,440.4,440.4,440.4,440.4,440.4,440.4,440.4,444.2,444.2,444.2,444.2,444.2,444.2,444.2,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.339,442.339,442.339,442.339,442.339,442.339
2012-10-01,449.2,448.8,448.8,448.8,441.4,441.4,441.4,441.4,441.4,441.4,441.4,444.8,444.8,444.8,444.8,444.8,444.8,444.8,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.1,444.091,444.091,444.091,444.091,444.091,444.091
2013-01-01,,,449.4,449.3,441.9,441.9,441.9,441.9,441.9,441.9,441.9,445.2,445.2,445.2,445.2,445.2,445.2,445.2,446.6,446.6,446.6,446.6,446.6,446.6,446.2,446.2,446.2,446.2,446.2,446.2,446.2,446.2,446.203,446.203,446.203,446.203,446.203,446.203
2013-04-01,,,,,442.4,442.8,442.8,442.8,442.8,442.8,442.8,445.8,445.8,445.8,445.8,445.8,445.8,445.8,448.8,448.8,448.8,448.8,448.8,448.8,448.1,448.1,448.1,448.1,448.1,448.1,448.1,448.1,448.073,448.073,448.073,448.073,448.073,448.073
2013-07-01,,,,,,,443.6,443.8,443.8,443.8,443.8,446.7,446.7,446.7,446.7,446.7,446.7,446.7,450.6,450.6,450.6,450.6,450.6,450.6,449.7,449.7,449.7,449.7,449.7,449.7,449.7,449.7,449.701,449.701,449.701,449.701,449.701,449.701
