observation_date,W006RC1Q027SBEA_20130228,W006RC1Q027SBEA_20130328,W006RC1Q027SBEA_20130530,W006RC1Q027SBEA_20130626,W006RC1Q027SBEA_20130731,W006RC1Q027SBEA_20130829,W006RC1Q027SBEA_20130926,W006RC1Q027SBEA_20131205,W006RC1Q027SBEA_20131220,W006RC1Q027SBEA_20140228,W006RC1Q027SBEA_20140327,W006RC1Q027SBEA_20140529,W006RC1Q027SBEA_20140625,W006RC1Q027SBEA_20140730,W006RC1Q027SBEA_20140828,W006RC1Q027SBEA_20140926,W006RC1Q027SBEA_20141125,W006RC1Q027SBEA_20141223,W006RC1Q027SBEA_20150227,W006RC1Q027SBEA_20150327,W006RC1Q027SBEA_20150529,W006RC1Q027SBEA_20150624,W006RC1Q027SBEA_20150730,W006RC1Q027SBEA_20150827,W006RC1Q027SBEA_20150925,W006RC1Q027SBEA_20151124,W006RC1Q027SBEA_20151222,W006RC1Q027SBEA_20160226,W006RC1Q027SBEA_20160325,W006RC1Q027SBEA_20160527,W006RC1Q027SBEA_20160628,W006RC1Q027SBEA_20160729,W006RC1Q027SBEA_20160826,W006RC1Q027SBEA_20160929,W006RC1Q027SBEA_20161129,W006RC1Q027SBEA_20161222,W006RC1Q027SBEA_20170228,W006RC1Q027SBEA_20170330,W006RC1Q027SBEA_20170526,W006RC1Q027SBEA_20170629,W006RC1Q027SBEA_20170728,W006RC1Q027SBEA_20170830,W006RC1Q027SBEA_20170928,W006RC1Q027SBEA_20171027,W006RC1Q027SBEA_20171129,W006RC1Q027SBEA_20171221,W006RC1Q027SBEA_20180228,W006RC1Q027SBEA_20180328,W006RC1Q027SBEA_20180530,W006RC1Q027SBEA_20180628,W006RC1Q027SBEA_20180727,W006RC1Q027SBEA_20180829,W006RC1Q027SBEA_20180927,W006RC1Q027SBEA_20181128,W006RC1Q027SBEA_20181221,W006RC1Q027SBEA_20190228,W006RC1Q027SBEA_20190328,W006RC1Q027SBEA_20190530,W006RC1Q027SBEA_20190627,W006RC1Q027SBEA_20190726,W006RC1Q027SBEA_20190829,W006RC1Q027SBEA_20190926,W006RC1Q027SBEA_20191127,W006RC1Q027SBEA_20191220,W006RC1Q027SBEA_20200227,W006RC1Q027SBEA_20200326,W006RC1Q027SBEA_20200528,W006RC1Q027SBEA_20200625,W006RC1Q027SBEA_20200730,W006RC1Q027SBEA_20200827,W006RC1Q027SBEA_20200930,W006RC1Q027SBEA_20201125,W006RC1Q027SBEA_20201222,W006RC1Q027SBEA_20210225
1960-01-01,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.1,78.124,78.124,78.124,78.124,78.124,78.124,78.124,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184,77.184
1960-04-01,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.764,76.764,76.764,76.764,76.764,76.764,76.764,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816,75.816
1960-07-01,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.132,76.132,76.132,76.132,76.132,76.132,76.132,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24,75.24
1960-10-01,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.788,74.788,74.788,74.788,74.788,74.788,74.788,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98,73.98
1961-01-01,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.5,74.52,74.52,74.52,74.52,74.52,74.52,74.52,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82,73.82
1961-04-01,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.328,76.328,76.328,76.328,76.328,76.328,76.328,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66,75.66
1961-07-01,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316,77.316
1961-10-01,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,80.992,80.992,80.992,80.992,80.992,80.992,80.992,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288,80.288
1962-01-01,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.896,80.896,80.896,80.896,80.896,80.896,80.896,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136,80.136
1962-04-01,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.124,82.124,82.124,82.124,82.124,82.124,82.124,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324,81.324
1962-07-01,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.46,84.46,84.46,84.46,84.46,84.46,84.46,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648
1962-10-01,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.62,85.62,85.62,85.62,85.62,85.62,85.62,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796,84.796
1963-01-01,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.3,86.284,86.284,86.284,86.284,86.284,86.284,86.284,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448,85.448
1963-04-01,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.3,88.348,88.348,88.348,88.348,88.348,88.348,88.348,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496,87.496
1963-07-01,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.2,89.244,89.244,89.244,89.244,89.244,89.244,89.244,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356,88.356
1963-10-01,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.484,90.484,90.484,90.484,90.484,90.484,90.484,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54,89.54
1964-01-01,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.068,89.068,89.068,89.068,89.068,89.068,89.068,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56,87.56
1964-04-01,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.212,85.212,85.212,85.212,85.212,85.212,85.212,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648
1964-07-01,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.568,87.568,87.568,87.568,87.568,87.568,87.568,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964,85.964
1964-10-01,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.1,89.084,89.084,89.084,89.084,89.084,89.084,89.084,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432,87.432
1965-01-01,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.564,94.564,94.564,94.564,94.564,94.564,94.564,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352,93.352
1965-04-01,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828,94.828
1965-07-01,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.24,94.24,94.24,94.24,94.24,94.24,94.24,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916,92.916
1965-10-01,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.496,97.496,97.496,97.496,97.496,97.496,97.496,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116,96.116
1966-01-01,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.152,100.152,100.152,100.152,100.152,100.152,100.152,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692,98.692
1966-04-01,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.552,104.552,104.552,104.552,104.552,104.552,104.552,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972,102.972
1966-07-01,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.012,106.012,106.012,106.012,106.012,106.012,106.012,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296,104.296
1966-10-01,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.1,108.112,108.112,108.112,108.112,108.112,108.112,108.112,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272,106.272
1967-01-01,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.656,107.656,107.656,107.656,107.656,107.656,107.656,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788,105.788
1967-04-01,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.428,107.428,107.428,107.428,107.428,107.428,107.428,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568
1967-07-01,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.248,110.248,110.248,110.248,110.248,110.248,110.248,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372,108.372
1967-10-01,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,113.964,113.964,113.964,113.964,113.964,113.964,113.964,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94,111.94
1968-01-01,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,120.5,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228,118.228
1968-04-01,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.3,124.336,124.336,124.336,124.336,124.336,124.336,124.336,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904,121.904
1968-07-01,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152
1968-10-01,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.2,139.188,139.188,139.188,139.188,139.188,139.188,139.188,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584,136.584
1969-01-01,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.78,145.78,145.78,145.78,145.78,145.78,145.78,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02,143.02
1969-04-01,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.024,148.024,148.024,148.024,148.024,148.024,148.024,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064,145.064
1969-07-01,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.724,144.724,144.724,144.724,144.724,144.724,144.724,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652,141.652
1969-10-01,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.4,145.352,145.352,145.352,145.352,145.352,145.352,145.352,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068,142.068
1970-01-01,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.1,139.14,139.14,139.14,139.14,139.14,139.14,139.14,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748,135.748
1970-04-01,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.4,140.368,140.368,140.368,140.368,140.368,140.368,140.368,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872,136.872
