observation_date,W006RC1Q027SBEA_20130228,W006RC1Q027SBEA_20130328,W006RC1Q027SBEA_20130530,W006RC1Q027SBEA_20130626,W006RC1Q027SBEA_20130731,W006RC1Q027SBEA_20130829,W006RC1Q027SBEA_20130926,W006RC1Q027SBEA_20131205,W006RC1Q027SBEA_20131220,W006RC1Q027SBEA_20140228,W006RC1Q027SBEA_20140327,W006RC1Q027SBEA_20140529,W006RC1Q027SBEA_20140625,W006RC1Q027SBEA_20140730,W006RC1Q027SBEA_20140828,W006RC1Q027SBEA_20140926,W006RC1Q027SBEA_20141125,W006RC1Q027SBEA_20141223,W006RC1Q027SBEA_20150227,W006RC1Q027SBEA_20150327,W006RC1Q027SBEA_20150529,W006RC1Q027SBEA_20150624,W006RC1Q027SBEA_20150730,W006RC1Q027SBEA_20150827,W006RC1Q027SBEA_20150925,W006RC1Q027SBEA_20151124,W006RC1Q027SBEA_20151222,W006RC1Q027SBEA_20160226,W006RC1Q027SBEA_20160325,W006RC1Q027SBEA_20160527,W006RC1Q027SBEA_20160628,W006RC1Q027SBEA_20160729,W006RC1Q027SBEA_20160826,W006RC1Q027SBEA_20160929,W006RC1Q027SBEA_20161129,W006RC1Q027SBEA_20161222,W006RC1Q027SBEA_20170228,W006RC1Q027SBEA_20170330,W006RC1Q027SBEA_20170526,W006RC1Q027SBEA_20170629,W006RC1Q027SBEA_20170728,W006RC1Q027SBEA_20170830,W006RC1Q027SBEA_20170928,W006RC1Q027SBEA_20171027,W006RC1Q027SBEA_20171129,W006RC1Q027SBEA_20171221,W006RC1Q027SBEA_20180228,W006RC1Q027SBEA_20180328,W006RC1Q027SBEA_20180530,W006RC1Q027SBEA_20180628,W006RC1Q027SBEA_20180727,W006RC1Q027SBEA_20180829,W006RC1Q027SBEA_20180927,W006RC1Q027SBEA_20181128,W006RC1Q027SBEA_20181221,W006RC1Q027SBEA_20190228,W006RC1Q027SBEA_20190328,W006RC1Q027SBEA_20190530,W006RC1Q027SBEA_20190627,W006RC1Q027SBEA_20190726,W006RC1Q027SBEA_20190829,W006RC1Q027SBEA_20190926,W006RC1Q027SBEA_20191127,W006RC1Q027SBEA_20191220,W006RC1Q027SBEA_20200227,W006RC1Q027SBEA_20200326,W006RC1Q027SBEA_20200528,W006RC1Q027SBEA_20200625,W006RC1Q027SBEA_20200730,W006RC1Q027SBEA_20200827,W006RC1Q027SBEA_20200930,W006RC1Q027SBEA_20201125,W006RC1Q027SBEA_20201222,W006RC1Q027SBEA_20210225
2013-01-01,,,1739.0,1739.7,1709.1,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0,1777.8,1777.8,1777.8,1777.8,1777.8,1777.8,1777.8,1777.8,1777.8,1771.9,1771.9,1771.9,1771.9,1771.9,1771.9,1771.9,1771.9,1771.9,1768.0,1768.0,1768.0,1768.0,1768.0,1768.0,1768.0,1768.0,1768.0,1768.0,1768.0,1768.0,1767.989,1767.989,1767.989,1767.989,1767.989,1767.989,1767.989,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007,1710.007
2013-04-01,,,,,,1742.6,1738.5,1742.5,1742.5,1742.5,1742.5,1742.5,1742.5,1789.2,1789.2,1789.2,1789.2,1789.2,1789.2,1789.2,1789.2,1789.2,1809.7,1809.7,1809.7,1809.7,1809.7,1809.7,1809.7,1809.7,1809.7,1809.4,1809.4,1809.4,1809.4,1809.4,1809.4,1809.4,1809.4,1809.4,1809.4,1809.4,1809.4,1809.393,1809.393,1809.393,1809.393,1809.393,1809.393,1809.393,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142,1731.142
2013-07-01,,,,,,,,1755.8,1760.7,1760.6,1760.6,1760.6,1760.6,1814.5,1814.5,1814.5,1814.5,1814.5,1814.5,1814.5,1814.5,1814.5,1844.2,1844.2,1844.2,1844.2,1844.2,1844.2,1844.2,1844.2,1844.2,1843.9,1843.9,1843.9,1843.9,1843.9,1843.9,1843.9,1843.9,1843.9,1843.9,1843.9,1843.9,1843.946,1843.946,1843.946,1843.946,1843.946,1843.946,1843.946,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342,1754.342
2013-10-01,,,,,,,,,,,1795.7,1795.2,1795.2,1865.6,1865.6,1865.6,1865.6,1865.6,1865.6,1865.6,1865.6,1865.6,1874.0,1874.0,1874.0,1874.0,1874.0,1874.0,1874.0,1874.0,1874.0,1875.7,1875.7,1875.7,1875.7,1875.7,1875.7,1875.7,1875.7,1875.7,1875.7,1875.7,1875.7,1875.687,1875.687,1875.687,1875.687,1875.687,1875.687,1875.687,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051,1784.051
2014-01-01,,,,,,,,,,,,1846.3,1843.5,1963.4,1962.7,1962.7,1962.7,1962.7,1962.7,1962.7,1962.7,1962.7,1921.9,1921.9,1921.9,1921.9,1921.9,1921.9,1921.9,1921.9,1921.9,1960.6,1960.6,1960.6,1960.6,1960.6,1960.6,1960.6,1960.6,1960.6,1962.4,1962.4,1962.4,1962.384,1962.384,1962.384,1962.384,1962.384,1962.384,1962.384,1869.354,1869.354,1869.354,1869.354,1869.354,1869.354,1869.354,1869.354,1869.354,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991,1863.991
2014-04-01,,,,,,,,,,,,,,,2023.2,2028.6,2020.8,2020.8,2020.8,2020.8,2020.8,2020.8,1970.2,1970.2,1970.2,1970.2,1970.2,1970.2,1970.2,1970.2,1970.2,2003.8,2003.8,2003.8,2003.8,2003.8,2003.8,2003.8,2003.8,2003.8,2002.9,2002.9,2002.9,2002.881,2002.881,2002.881,2002.881,2002.881,2002.881,2002.881,1904.887,1904.887,1904.887,1904.887,1904.887,1904.887,1904.887,1904.887,1904.887,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169,1904.169
2014-07-01,,,,,,,,,,,,,,,,,2038.1,2036.1,2044.3,2044.3,2044.3,2044.3,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,1989.7,2001.5,2001.5,2001.5,2001.5,2001.5,2001.5,2001.5,2001.5,2001.5,1998.2,1998.2,1998.2,1998.216,1998.216,1998.216,1998.216,1998.216,1998.216,1998.216,1896.989,1896.989,1896.989,1896.989,1896.989,1896.989,1896.989,1896.989,1896.989,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387,1900.387
2014-10-01,,,,,,,,,,,,,,,,,,,,2070.1,2074.3,2074.3,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2015.6,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,2014.0,2018.3,2018.3,2018.3,2018.253,2018.253,2018.253,2018.253,2018.253,2018.253,2018.253,1929.086,1929.086,1929.086,1929.086,1929.086,1929.086,1929.086,1929.086,1929.086,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672,1931.672
2015-01-01,,,,,,,,,,,,,,,,,,,,,2131.7,2148.4,2084.1,2085.1,2085.1,2085.1,2085.1,2085.1,2085.1,2085.1,2085.1,2134.5,2134.5,2134.5,2134.5,2134.5,2134.5,2134.5,2134.5,2134.5,2113.5,2113.5,2113.5,2113.509,2113.509,2113.509,2113.509,2113.509,2113.509,2113.509,2015.119,2015.119,2015.119,2015.119,2015.119,2015.119,2015.119,2015.119,2015.119,2020.985,2020.985,2020.985,2020.985,2020.985,2020.985,2020.985,2020.985,2020.985,2016.98,2016.98,2016.98,2016.98,2016.98,2016.98
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,2134.0,2134.7,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2138.9,2138.9,2138.9,2138.9,2138.9,2138.9,2138.9,2138.9,2138.9,2131.0,2131.0,2131.0,2130.998,2130.998,2130.998,2130.998,2130.998,2130.998,2130.998,2042.878,2042.878,2042.878,2042.878,2042.878,2042.878,2042.878,2042.878,2042.878,2042.824,2042.824,2042.824,2042.824,2042.824,2042.824,2042.824,2042.824,2042.824,2044.056,2044.056,2044.056,2044.056,2044.056,2044.056
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,2168.7,2160.0,2156.3,2156.3,2156.3,2156.3,2130.5,2130.5,2130.5,2130.5,2130.5,2130.5,2130.5,2130.5,2130.5,2106.0,2106.0,2106.0,2106.008,2106.008,2106.008,2106.008,2106.008,2106.008,2106.008,2022.481,2022.481,2022.481,2022.481,2022.481,2022.481,2022.481,2022.481,2022.481,2020.455,2020.455,2020.455,2020.455,2020.455,2020.455,2020.455,2020.455,2020.455,2024.052,2024.052,2024.052,2024.052,2024.052,2024.052
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.7,2158.7,2158.7,2193.0,2193.0,2193.0,2193.0,2193.0,2193.0,2193.0,2193.0,2193.0,2157.1,2157.1,2157.1,2157.134,2157.134,2157.134,2157.134,2157.134,2157.134,2157.134,2004.385,2004.385,2004.385,2004.385,2004.385,2004.385,2004.385,2004.385,2004.385,2007.936,2007.936,2007.936,2007.936,2007.936,2007.936,2007.936,2007.936,2007.936,2011.57,2011.57,2011.57,2011.57,2011.57,2011.57
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.8,2153.2,2107.3,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2106.7,2060.1,2060.1,2060.1,2060.06,2060.06,2060.06,2060.06,2060.06,2060.06,2060.06,2002.816,2002.816,2002.816,2002.816,2002.816,2002.816,2002.816,2002.816,2002.816,1995.941,1995.941,1995.941,1995.941,1995.941,1995.941,1995.941,1995.941,1995.941,1990.916,1990.916,1990.916,1990.916,1990.916,1990.916
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137.7,2140.9,2147.7,2147.7,2147.7,2147.7,2147.7,2147.7,2096.3,2096.3,2096.3,2096.292,2096.292,2096.292,2096.292,2096.292,2096.292,2096.292,2011.147,2011.147,2011.147,2011.147,2011.147,2011.147,2011.147,2011.147,2011.147,2003.251,2003.251,2003.251,2003.251,2003.251,2003.251,2003.251,2003.251,2003.251,2008.388,2008.388,2008.388,2008.388,2008.388,2008.388
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194.4,2193.6,2193.1,2193.1,2193.1,2193.1,2131.6,2131.6,2131.6,2131.564,2131.564,2131.564,2131.564,2131.564,2131.564,2131.564,2058.453,2058.453,2058.453,2058.453,2058.453,2058.453,2058.453,2058.453,2058.453,2039.026,2039.026,2039.026,2039.026,2039.026,2039.026,2039.026,2039.026,2039.026,2037.973,2037.973,2037.973,2037.973,2037.973,2037.973
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185.8,2166.7,2166.7,2113.0,2113.0,2113.0,2112.996,2112.996,2112.996,2112.996,2112.996,2112.996,2112.996,2065.492,2065.492,2065.492,2065.492,2065.492,2065.492,2065.492,2065.492,2065.492,2039.342,2039.342,2039.342,2039.342,2039.342,2039.342,2039.342,2039.342,2039.342,2043.947,2043.947,2043.947,2043.947,2043.947,2043.947
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.9,2167.2,2133.0,2133.4,2133.4,2133.378,2133.378,2133.378,2133.378,2133.378,2133.378,2133.378,2031.096,2031.096,2031.096,2031.096,2031.096,2031.096,2031.096,2031.096,2031.096,1987.626,1987.626,1987.626,1987.626,1987.626,1987.626,1987.626,1987.626,1987.626,1979.523,1979.523,1979.523,1979.523,1979.523,1979.523
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156.4,2155.6,2155.585,2150.665,2150.665,2150.665,2150.665,2150.665,2150.665,2050.881,2050.881,2050.881,2050.881,2050.881,2050.881,2050.881,2050.881,2050.881,2003.74,2003.74,2003.74,2003.74,2003.74,2003.74,2003.74,2003.74,2003.74,2012.961,2012.961,2012.961,2012.961,2012.961,2012.961
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165.126,2165.042,2176.787,2176.787,2176.787,2176.787,2079.729,2079.729,2079.729,2079.729,2079.729,2079.729,2079.729,2079.729,2079.729,2042.913,2042.913,2042.913,2042.913,2042.913,2042.913,2042.913,2042.913,2042.913,2035.351,2035.351,2035.351,2035.351,2035.351,2035.351
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.802,2178.271,2178.271,2057.97,2057.97,2057.97,2057.97,2057.97,2057.97,2057.97,2057.97,2057.97,2042.372,2042.372,2042.372,2042.372,2042.372,2042.372,2042.372,2042.372,2042.372,2034.145,2034.145,2034.145,2034.145,2034.145,2034.145
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032.605,2038.234,1908.715,1908.786,1908.786,1908.786,1908.786,1908.786,1908.786,1908.786,1908.786,1921.492,1921.492,1921.492,1921.492,1921.492,1921.492,1921.492,1921.492,1921.492,1962.883,1962.883,1962.883,1962.883,1962.883,1962.883
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.853,1943.05,1936.578,1936.578,1936.578,1936.578,1936.578,1936.578,1943.529,1943.529,1943.529,1943.529,1943.529,1943.529,1943.529,1943.529,1943.529,1994.98,1994.98,1994.98,1994.98,1994.98,1994.98
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.423,1971.436,1973.932,1973.932,1973.932,1973.932,1971.38,1971.38,1971.38,1971.38,1971.38,1971.38,1971.38,1971.38,1971.38,2030.476,2030.476,2030.476,2030.476,2030.476,2030.476
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.786,2008.718,2008.718,1987.923,1987.923,1987.923,1987.923,1987.923,1987.923,1987.923,1987.923,1987.923,2079.96,2079.96,2079.96,2079.96,2079.96,2079.96
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.6,2016.504,2018.361,2018.649,2018.649,2018.649,2018.649,2018.649,2018.649,2018.649,2018.649,2108.492,2108.492,2108.492,2108.492,2108.492,2108.492
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037.317,2035.867,2027.559,2027.559,2027.559,2027.559,2027.559,2027.559,2123.375,2123.375,2123.375,2123.375,2123.375,2123.375
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.528,2036.277,2028.389,2028.389,2028.389,2028.389,2117.692,2117.692,2117.692,2117.692,2117.692,2117.692
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.41,2069.97,2069.97,2177.12,2177.12,2177.12,2177.12,2177.12,2177.12
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052.765,2051.77,2154.343,2149.983,2149.983,2149.983,2149.983,2149.983
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.842,1928.845,1929.685,1929.685,1929.685
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.465,2066.377,2064.021
