observation_date,B232RC1Q027SBEA_20130228,B232RC1Q027SBEA_20130426,B232RC1Q027SBEA_20130731,B232RC1Q027SBEA_20131107,B232RC1Q027SBEA_20140130,B232RC1Q027SBEA_20140430,B232RC1Q027SBEA_20140730,B232RC1Q027SBEA_20141030,B232RC1Q027SBEA_20150130,B232RC1Q027SBEA_20150429,B232RC1Q027SBEA_20150730,B232RC1Q027SBEA_20151029,B232RC1Q027SBEA_20160129,B232RC1Q027SBEA_20160428,B232RC1Q027SBEA_20160729,B232RC1Q027SBEA_20161028,B232RC1Q027SBEA_20170127,B232RC1Q027SBEA_20170428,B232RC1Q027SBEA_20170728,B232RC1Q027SBEA_20171027,B232RC1Q027SBEA_20180126,B232RC1Q027SBEA_20180328,B232RC1Q027SBEA_20180427,B232RC1Q027SBEA_20180727,B232RC1Q027SBEA_20181026,B232RC1Q027SBEA_20190228,B232RC1Q027SBEA_20190426,B232RC1Q027SBEA_20190726,B232RC1Q027SBEA_20191030,B232RC1Q027SBEA_20191127,B232RC1Q027SBEA_20200130,B232RC1Q027SBEA_20200429,B232RC1Q027SBEA_20200730,B232RC1Q027SBEA_20201029,B232RC1Q027SBEA_20210128
2002-10-01,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852,22.852
2003-01-01,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524
2003-04-01,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568,20.568
2003-07-01,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772,20.772
2003-10-01,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04,24.04
2004-01-01,23.5,23.5,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556,23.556
2004-04-01,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192,24.192
2004-07-01,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636,26.636
2004-10-01,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076,24.076
2005-01-01,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796,24.796
2005-04-01,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212,24.212
2005-07-01,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136,25.136
2005-10-01,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812,25.812
2006-01-01,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536,31.536
2006-04-01,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62,26.62
2006-07-01,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108,27.108
2006-10-01,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068,26.068
2007-01-01,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608,24.608
2007-04-01,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624,26.624
2007-07-01,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88,25.88
2007-10-01,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772,28.772
2008-01-01,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112,27.112
2008-04-01,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224,30.224
2008-07-01,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76,26.76
2008-10-01,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956,28.956
2009-01-01,23.2,23.2,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116,23.116
2009-04-01,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54,21.54
2009-07-01,19.6,19.6,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744,19.744
2009-10-01,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044,18.044
2010-01-01,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54,17.54
2010-04-01,16.1,16.1,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784,15.784
2010-07-01,14.5,14.5,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344,14.344
2010-10-01,12.2,12.2,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648,12.648
2011-01-01,8.3,8.3,9.8,9.8,9.8,9.8,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32
2011-04-01,8.2,8.2,9.5,9.5,9.5,9.5,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648,9.648
2011-07-01,9.5,9.5,9.4,9.4,9.4,9.4,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208,9.208
2011-10-01,12.5,12.5,9.8,9.8,9.8,9.8,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4,9.4
2012-01-01,18.9,18.9,12.2,12.2,12.2,12.2,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66,11.66
2012-04-01,22.6,22.6,13.3,13.3,13.3,13.3,13.0,13.0,13.0,13.0,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888,12.888
2012-07-01,21.5,21.5,14.7,14.7,14.7,14.7,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772,14.772
2012-10-01,18.4,18.4,16.1,16.1,16.1,16.1,16.8,16.8,16.8,16.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976,16.976
2013-01-01,,17.7,17.6,17.6,17.6,17.6,19.3,19.3,19.3,19.3,19.7,19.7,19.7,19.7,19.8,19.8,19.8,19.8,19.8,19.752,19.752,19.752,19.752,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74,19.74
2013-04-01,,,17.8,17.8,17.8,17.8,20.1,20.1,20.1,20.1,20.4,20.4,20.4,20.4,20.5,20.5,20.5,20.5,20.5,20.496,20.496,20.496,20.496,20.504,20.504,20.504,20.504,20.504,20.504,20.504,20.504,20.504,20.504,20.504,20.504
2013-07-01,,,,19.6,19.6,19.6,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.076,22.076,22.076,22.076,22.088,22.088,22.088,22.088,22.088,22.088,22.088,22.088,22.088,22.088,22.088,22.088
2013-10-01,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.3,21.3,21.3,21.3,21.2,21.2,21.2,21.2,21.2,21.176,21.176,21.176,21.176,21.156,21.156,21.156,21.156,21.156,21.156,21.156,21.156,21.156,21.156,21.156,21.156
2014-01-01,,,,,,19.7,21.7,21.7,21.7,21.7,20.2,20.2,20.2,20.2,19.9,19.9,19.9,19.9,19.9,19.876,19.876,19.876,19.876,19.848,19.848,19.848,19.848,19.848,19.848,19.848,19.848,19.848,19.848,19.848,19.848
2014-04-01,,,,,,,21.2,21.2,21.2,21.2,19.1,19.1,19.1,19.1,18.8,18.8,18.8,18.8,18.8,18.768,18.768,18.768,18.768,18.748,18.748,18.748,18.748,18.748,18.748,18.748,18.748,18.748,18.748,18.748,18.748
2014-07-01,,,,,,,,20.7,20.7,20.7,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.104,18.104,18.104,18.104,18.116,18.116,18.116,18.116,18.116,18.116,18.116,18.116,18.116,18.116,18.116,18.116
2014-10-01,,,,,,,,,20.2,20.2,17.8,17.8,17.8,17.8,18.4,18.4,18.4,18.4,18.4,18.408,18.408,18.408,18.408,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46
2015-01-01,,,,,,,,,,20.4,19.2,19.2,19.2,19.2,19.4,19.4,19.4,19.4,19.6,19.636,19.636,19.636,19.636,19.708,19.708,19.708,19.708,19.708,19.708,19.708,19.708,19.708,19.7,19.7,19.7
2015-04-01,,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.2,20.208,20.208,20.208,20.208,20.268,20.268,20.268,20.268,20.268,20.268,20.268,20.268,20.268,20.268,20.268,20.268
2015-07-01,,,,,,,,,,,,19.5,19.5,19.5,20.5,20.5,20.5,20.5,20.4,20.436,20.436,20.436,20.436,20.436,20.436,20.436,20.436,20.436,20.436,20.436,20.436,20.436,20.44,20.44,20.44
2015-10-01,,,,,,,,,,,,,20.0,20.0,21.0,21.0,21.0,21.0,20.5,20.464,20.464,20.464,20.464,20.352,20.352,20.352,20.352,20.352,20.352,20.352,20.352,20.352,20.356,20.356,20.356
2016-01-01,,,,,,,,,,,,,,20.1,20.9,20.9,20.9,20.9,19.8,19.82,19.82,19.82,19.82,19.604,19.604,19.604,19.604,19.604,19.604,19.604,19.604,19.604,19.604,19.604,19.604
2016-04-01,,,,,,,,,,,,,,,21.6,21.6,21.6,21.6,20.1,20.12,20.12,20.12,20.12,19.952,19.952,19.952,19.952,19.952,19.952,19.952,19.952,19.952,19.944,19.944,19.944
2016-07-01,,,,,,,,,,,,,,,,20.9,20.9,20.9,19.9,19.86,19.86,19.86,19.86,19.888,19.888,19.888,19.888,19.888,19.888,19.888,19.888,19.888,19.884,19.884,19.884
2016-10-01,,,,,,,,,,,,,,,,,20.0,20.0,20.4,20.396,20.396,20.396,20.396,20.768,20.768,20.768,20.768,20.764,20.764,20.764,20.764,20.764,20.776,20.776,20.776
2017-01-01,,,,,,,,,,,,,,,,,,20.9,21.3,21.264,21.264,21.264,21.264,22.1,22.1,22.1,22.1,22.092,22.092,22.092,22.092,22.092,22.12,22.12,22.12
2017-04-01,,,,,,,,,,,,,,,,,,,21.6,21.624,21.624,21.624,21.624,22.808,22.808,22.808,22.808,22.804,22.804,22.804,22.804,22.804,22.824,22.824,22.824
2017-07-01,,,,,,,,,,,,,,,,,,,,21.784,21.784,21.784,21.784,23.22,23.22,23.22,23.22,23.22,23.22,23.22,23.22,23.22,23.22,23.22,23.22
2017-10-01,,,,,,,,,,,,,,,,,,,,,22.94,1022.94,1022.94,1024.476,1024.476,1024.476,1024.476,1024.488,1024.488,1024.488,1024.488,1024.488,1024.444,1024.444,1024.444
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,22.584,24.756,24.756,24.756,24.756,24.132,24.132,24.132,24.132,24.132,24.012,24.012,24.012
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,22.968,22.968,22.968,22.968,22.54,22.54,22.54,22.54,22.54,23.684,23.684,23.684
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,22.888,22.888,22.888,22.464,22.464,22.464,22.464,22.464,22.492,22.492,22.492
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,22.78,22.78,22.348,22.348,22.348,22.348,22.348,20.508,20.508,20.508
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,21.376,21.412,21.412,21.412,21.412,21.412,17.94,17.94,17.94
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.676,19.676,19.676,19.676,19.676,15.748,15.748,15.748
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.956,18.288,18.288,18.288,15.448,15.448,15.448
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.412,17.412,15.572,15.572,15.572
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.652,16.816,16.816,16.816
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.252,17.252,17.252
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.624,17.624
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.72
