observation_date,USCONS_19611103,USCONS_19611207,USCONS_19620109,USCONS_19620131,USCONS_19620307,USCONS_19620406,USCONS_19620509,USCONS_19620531,USCONS_19620705,USCONS_19620801,USCONS_19620905,USCONS_19621004,USCONS_19621031,USCONS_19621205,USCONS_19630110,USCONS_19630131,USCONS_19630307,USCONS_19630404,USCONS_19630502,USCONS_19630606,USCONS_19630705,USCONS_19630801,USCONS_19630906,USCONS_19631003,USCONS_19631031,USCONS_19631206,USCONS_19640110,USCONS_19640206,USCONS_19640306,USCONS_19640403,USCONS_19640507,USCONS_19640605,USCONS_19640702,USCONS_19640806,USCONS_19640903,USCONS_19641001,USCONS_19641105,USCONS_19641204,USCONS_19650107,USCONS_19650203,USCONS_19650304,USCONS_19650401,USCONS_19650506,USCONS_19650603,USCONS_19650701,USCONS_19650805,USCONS_19650902,USCONS_19651007,USCONS_19651104,USCONS_19651202,USCONS_19660107,USCONS_19660208,USCONS_19660308,USCONS_19660405,USCONS_19660506,USCONS_19660606,USCONS_19660711,USCONS_19660808,USCONS_19660902,USCONS_19661010,USCONS_19661104,USCONS_19661202,USCONS_19670109,USCONS_19670209,USCONS_19670316,USCONS_19670411,USCONS_19670509,USCONS_19670605,USCONS_19670711,USCONS_19670808,USCONS_19670906,USCONS_19671011,USCONS_19671107,USCONS_19671213,USCONS_19680110,USCONS_19680207,USCONS_19680312,USCONS_19680410,USCONS_19680508,USCONS_19680612,USCONS_19680710,USCONS_19680807,USCONS_19680911,USCONS_19681009,USCONS_19681106,USCONS_19681211,USCONS_19690109,USCONS_19690211,USCONS_19690310,USCONS_19690408,USCONS_19690505,USCONS_19690609,USCONS_19690708,USCONS_19690804,USCONS_19690908,USCONS_19691006,USCONS_19691107,USCONS_19691205,USCONS_19700109,USCONS_19700206,USCONS_19700306,USCONS_19700410,USCONS_19700508,USCONS_19700605,USCONS_19700702,USCONS_19700807,USCONS_19700904,USCONS_19701002,USCONS_19701106,USCONS_19701204,USCONS_19710108,USCONS_19710205,USCONS_19710305,USCONS_19710402,USCONS_19710507,USCONS_19710604,USCONS_19710702,USCONS_19710806,USCONS_19710903,USCONS_19711008,USCONS_19711105,USCONS_19711203,USCONS_19720107,USCONS_19720204,USCONS_19720303,USCONS_19720407,USCONS_19720505,USCONS_19720602,USCONS_19720707,USCONS_19720804,USCONS_19720901,USCONS_19721006,USCONS_19721103,USCONS_19721208,USCONS_19730105,USCONS_19730202,USCONS_19730309,USCONS_19730406,USCONS_19730504,USCONS_19730601,USCONS_19730706,USCONS_19730803,USCONS_19730907,USCONS_19731005,USCONS_19731102,USCONS_19731207,USCONS_19740104,USCONS_19740201,USCONS_19740308,USCONS_19740405,USCONS_19740503,USCONS_19740607,USCONS_19740705,USCONS_19740802,USCONS_19740906,USCONS_19741004,USCONS_19741101,USCONS_19741206,USCONS_19750103,USCONS_19750207,USCONS_19750307,USCONS_19750404,USCONS_19750502,USCONS_19750606,USCONS_19750703,USCONS_19750801,USCONS_19750905,USCONS_19751003,USCONS_19751107,USCONS_19751205,USCONS_19760109,USCONS_19760206,USCONS_19760305,USCONS_19760402,USCONS_19760507,USCONS_19760604,USCONS_19760702,USCONS_19760806,USCONS_19760903,USCONS_19761008,USCONS_19761105,USCONS_19761203,USCONS_19770112,USCONS_19770204,USCONS_19770304,USCONS_19770401,USCONS_19770506,USCONS_19770603,USCONS_19770708,USCONS_19770805,USCONS_19770902,USCONS_19771007,USCONS_19771104,USCONS_19771202,USCONS_19780111,USCONS_19780203,USCONS_19780310,USCONS_19780407,USCONS_19780505,USCONS_19780602,USCONS_19780707,USCONS_19780804,USCONS_19780901,USCONS_19781006,USCONS_19781103,USCONS_19781208,USCONS_19790112,USCONS_19790202,USCONS_19790309,USCONS_19790406,USCONS_19790504,USCONS_19790601,USCONS_19790706,USCONS_19790803,USCONS_19790907,USCONS_19791005,USCONS_19791102,USCONS_19791207,USCONS_19800111,USCONS_19800201,USCONS_19800307,USCONS_19800404,USCONS_19800502,USCONS_19800606,USCONS_19800703,USCONS_19800801,USCONS_19800905,USCONS_19801003,USCONS_19801107,USCONS_19801205,USCONS_19810109,USCONS_19810206,USCONS_19810306,USCONS_19810403,USCONS_19810508,USCONS_19810605,USCONS_19810702,USCONS_19810807,USCONS_19810904,USCONS_19811002,USCONS_19811106,USCONS_19811204,USCONS_19820108,USCONS_19820205,USCONS_19820305,USCONS_19820402,USCONS_19820507,USCONS_19820604,USCONS_19820702,USCONS_19820806,USCONS_19820903,USCONS_19821008,USCONS_19821105,USCONS_19821203,USCONS_19830107,USCONS_19830204,USCONS_19830304,USCONS_19830401,USCONS_19830506,USCONS_19830603,USCONS_19830708,USCONS_19830805,USCONS_19830902,USCONS_19831007,USCONS_19831104,USCONS_19831202,USCONS_19840106,USCONS_19840203,USCONS_19840309,USCONS_19840406,USCONS_19840504,USCONS_19840601,USCONS_19840706,USCONS_19840803,USCONS_19840907,USCONS_19841005,USCONS_19841102,USCONS_19841207,USCONS_19850109,USCONS_19850201,USCONS_19850308,USCONS_19850405,USCONS_19850503,USCONS_19850607,USCONS_19850705,USCONS_19850802,USCONS_19850906,USCONS_19851004,USCONS_19851101,USCONS_19851206,USCONS_19860108,USCONS_19860207,USCONS_19860307,USCONS_19860404,USCONS_19860502,USCONS_19860606,USCONS_19860703,USCONS_19860801,USCONS_19860905,USCONS_19861003,USCONS_19861107,USCONS_19861205,USCONS_19870109,USCONS_19870206,USCONS_19870306,USCONS_19870403,USCONS_19870508,USCONS_19870605,USCONS_19870702,USCONS_19870807,USCONS_19870904,USCONS_19871002,USCONS_19871106,USCONS_19871204,USCONS_19880108,USCONS_19880205,USCONS_19880304,USCONS_19880401,USCONS_19880506,USCONS_19880603,USCONS_19880708,USCONS_19880805,USCONS_19880902,USCONS_19881007,USCONS_19881104,USCONS_19881202,USCONS_19890106,USCONS_19890203,USCONS_19890310,USCONS_19890407,USCONS_19890505,USCONS_19890602,USCONS_19890707,USCONS_19890804,USCONS_19890901,USCONS_19891006,USCONS_19891103,USCONS_19891208,USCONS_19900105,USCONS_19900202,USCONS_19900309,USCONS_19900406,USCONS_19900504,USCONS_19900601,USCONS_19900706,USCONS_19900803,USCONS_19900907,USCONS_19901005,USCONS_19901102,USCONS_19901207,USCONS_19910104,USCONS_19910201,USCONS_19910308,USCONS_19910405,USCONS_19910503,USCONS_19910607,USCONS_19910705,USCONS_19910802,USCONS_19910906,USCONS_19911004,USCONS_19911101,USCONS_19911206,USCONS_19920110,USCONS_19920207,USCONS_19920306,USCONS_19920403,USCONS_19920508,USCONS_19920605,USCONS_19920702,USCONS_19920807,USCONS_19920904,USCONS_19921002,USCONS_19921106,USCONS_19921204,USCONS_19930108,USCONS_19930205,USCONS_19930305,USCONS_19930402,USCONS_19930507,USCONS_19930604,USCONS_19930702,USCONS_19930806,USCONS_19930903,USCONS_19931008,USCONS_19931105,USCONS_19931203,USCONS_19940107,USCONS_19940204,USCONS_19940304,USCONS_19940401,USCONS_19940506,USCONS_19940603,USCONS_19940708,USCONS_19940805,USCONS_19940902,USCONS_19941007,USCONS_19941104,USCONS_19941202,USCONS_19950106,USCONS_19950203,USCONS_19950310,USCONS_19950407,USCONS_19950505,USCONS_19950602,USCONS_19950707,USCONS_19950804,USCONS_19950901,USCONS_19951006,USCONS_19951103,USCONS_19951208,USCONS_19960119,USCONS_19960202,USCONS_19960308,USCONS_19960405,USCONS_19960503,USCONS_19960607,USCONS_19960705,USCONS_19960802,USCONS_19960906,USCONS_19961004,USCONS_19961101,USCONS_19961206,USCONS_19970110,USCONS_19970207,USCONS_19970307,USCONS_19970404,USCONS_19970502,USCONS_19970606,USCONS_19970703,USCONS_19970801,USCONS_19970905,USCONS_19971003,USCONS_19971107,USCONS_19971205,USCONS_19980109,USCONS_19980206,USCONS_19980306,USCONS_19980403,USCONS_19980508,USCONS_19980605,USCONS_19980702,USCONS_19980807,USCONS_19980904,USCONS_19981002,USCONS_19981105,USCONS_19981204,USCONS_19990108,USCONS_19990205,USCONS_19990305,USCONS_19990402,USCONS_19990507,USCONS_19990604,USCONS_19990702,USCONS_19990806,USCONS_19990903,USCONS_19991008,USCONS_19991105,USCONS_19991203,USCONS_20000107,USCONS_20000204,USCONS_20000303,USCONS_20000505,USCONS_20000602,USCONS_20000707,USCONS_20000804,USCONS_20000901,USCONS_20001006,USCONS_20001103,USCONS_20001208,USCONS_20010105,USCONS_20010202,USCONS_20010309,USCONS_20010406,USCONS_20010504,USCONS_20010601,USCONS_20010706,USCONS_20010803,USCONS_20010907,USCONS_20011005,USCONS_20011102,USCONS_20011207,USCONS_20020104,USCONS_20020201,USCONS_20020308,USCONS_20020405,USCONS_20020503,USCONS_20020607,USCONS_20020705,USCONS_20020802,USCONS_20020906,USCONS_20021004,USCONS_20021101,USCONS_20021206,USCONS_20021209,USCONS_20030110,USCONS_20030207,USCONS_20030307,USCONS_20030404,USCONS_20030502,USCONS_20030606,USCONS_20030703,USCONS_20030801,USCONS_20030905,USCONS_20031003,USCONS_20031107,USCONS_20031205,USCONS_20040109,USCONS_20040206,USCONS_20040305,USCONS_20040402,USCONS_20040507,USCONS_20040604,USCONS_20040702,USCONS_20040806,USCONS_20040903,USCONS_20041008,USCONS_20041105,USCONS_20041203,USCONS_20050107,USCONS_20050204,USCONS_20050304,USCONS_20050401,USCONS_20050506,USCONS_20050603,USCONS_20050708,USCONS_20050805,USCONS_20050902,USCONS_20051007,USCONS_20051104,USCONS_20051202,USCONS_20060106,USCONS_20060203,USCONS_20060310,USCONS_20060407,USCONS_20060505,USCONS_20060602,USCONS_20060707,USCONS_20060804,USCONS_20060901,USCONS_20061006,USCONS_20061103,USCONS_20061208,USCONS_20070105,USCONS_20070202,USCONS_20070309,USCONS_20070406,USCONS_20070504,USCONS_20070601,USCONS_20070706,USCONS_20070803,USCONS_20070907,USCONS_20071005,USCONS_20071102,USCONS_20071207,USCONS_20080104,USCONS_20080201,USCONS_20080307,USCONS_20080404,USCONS_20080502,USCONS_20080606,USCONS_20080703,USCONS_20080801,USCONS_20080905,USCONS_20081003,USCONS_20081107,USCONS_20081205,USCONS_20090109,USCONS_20090206,USCONS_20090306,USCONS_20090403,USCONS_20090508,USCONS_20090605,USCONS_20090702,USCONS_20090807,USCONS_20090904,USCONS_20091002,USCONS_20091106,USCONS_20091204,USCONS_20100108,USCONS_20100205,USCONS_20100305,USCONS_20100402,USCONS_20100507,USCONS_20100604,USCONS_20100702,USCONS_20100806,USCONS_20100903,USCONS_20101008,USCONS_20101105,USCONS_20101203,USCONS_20110107,USCONS_20110204,USCONS_20110304,USCONS_20110401,USCONS_20110506,USCONS_20110603,USCONS_20110708,USCONS_20110805,USCONS_20110902,USCONS_20111007,USCONS_20111104,USCONS_20111202,USCONS_20120106,USCONS_20120203,USCONS_20120309,USCONS_20120406,USCONS_20120504,USCONS_20120601,USCONS_20120706,USCONS_20120803,USCONS_20120907,USCONS_20121005,USCONS_20121102,USCONS_20121207,USCONS_20130104,USCONS_20130201,USCONS_20130308,USCONS_20130405,USCONS_20130503,USCONS_20130607,USCONS_20130705,USCONS_20130802,USCONS_20130906,USCONS_20131022,USCONS_20131108,USCONS_20131206,USCONS_20140110,USCONS_20140207,USCONS_20140307,USCONS_20140404,USCONS_20140502,USCONS_20140606,USCONS_20140703,USCONS_20140801,USCONS_20140905,USCONS_20141003,USCONS_20141107,USCONS_20141205,USCONS_20150109,USCONS_20150206,USCONS_20150306,USCONS_20150403,USCONS_20150508,USCONS_20150605,USCONS_20150702,USCONS_20150807,USCONS_20150904,USCONS_20151002,USCONS_20151106,USCONS_20151204,USCONS_20160108,USCONS_20160205,USCONS_20160304,USCONS_20160401,USCONS_20160506,USCONS_20160603,USCONS_20160708,USCONS_20160805,USCONS_20160902,USCONS_20161007,USCONS_20161104,USCONS_20161202,USCONS_20170106,USCONS_20170203,USCONS_20170310,USCONS_20170407,USCONS_20170505,USCONS_20170602,USCONS_20170707,USCONS_20170804,USCONS_20170901,USCONS_20171006,USCONS_20171103,USCONS_20171208,USCONS_20180105,USCONS_20180202,USCONS_20180309,USCONS_20180406,USCONS_20180504,USCONS_20180601,USCONS_20180706,USCONS_20180803,USCONS_20180907,USCONS_20181005,USCONS_20181102,USCONS_20181207,USCONS_20190104,USCONS_20190201,USCONS_20190308,USCONS_20190405,USCONS_20190503,USCONS_20190607,USCONS_20190705,USCONS_20190802,USCONS_20190906,USCONS_20191004,USCONS_20191101,USCONS_20191206,USCONS_20200110,USCONS_20200207,USCONS_20200306,USCONS_20200403,USCONS_20200508,USCONS_20200605,USCONS_20200702,USCONS_20200807
1960-01-01,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2922.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2946.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2933.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2930.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0
1960-02-01,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2974.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2969.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2976.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3021.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0,3053.0
