observation_date,B075RC1Q027SBEA_20130228,B075RC1Q027SBEA_20130328,B075RC1Q027SBEA_20130530,B075RC1Q027SBEA_20130626,B075RC1Q027SBEA_20130731,B075RC1Q027SBEA_20130829,B075RC1Q027SBEA_20130926,B075RC1Q027SBEA_20131205,B075RC1Q027SBEA_20131220,B075RC1Q027SBEA_20140327,B075RC1Q027SBEA_20140529,B075RC1Q027SBEA_20140625,B075RC1Q027SBEA_20140730,B075RC1Q027SBEA_20140828,B075RC1Q027SBEA_20140926,B075RC1Q027SBEA_20141125,B075RC1Q027SBEA_20141223,B075RC1Q027SBEA_20150327,B075RC1Q027SBEA_20150529,B075RC1Q027SBEA_20150624,B075RC1Q027SBEA_20150730,B075RC1Q027SBEA_20150827,B075RC1Q027SBEA_20150925,B075RC1Q027SBEA_20151124,B075RC1Q027SBEA_20151222,B075RC1Q027SBEA_20160325,B075RC1Q027SBEA_20160527,B075RC1Q027SBEA_20160628,B075RC1Q027SBEA_20160729,B075RC1Q027SBEA_20160826,B075RC1Q027SBEA_20160929,B075RC1Q027SBEA_20161129,B075RC1Q027SBEA_20161222,B075RC1Q027SBEA_20170330,B075RC1Q027SBEA_20170526,B075RC1Q027SBEA_20170629,B075RC1Q027SBEA_20170728,B075RC1Q027SBEA_20170830,B075RC1Q027SBEA_20170928,B075RC1Q027SBEA_20171027,B075RC1Q027SBEA_20171129,B075RC1Q027SBEA_20171221,B075RC1Q027SBEA_20180328,B075RC1Q027SBEA_20180530,B075RC1Q027SBEA_20180628,B075RC1Q027SBEA_20180727,B075RC1Q027SBEA_20180829,B075RC1Q027SBEA_20180927,B075RC1Q027SBEA_20181128,B075RC1Q027SBEA_20181221,B075RC1Q027SBEA_20190328,B075RC1Q027SBEA_20190530,B075RC1Q027SBEA_20190627,B075RC1Q027SBEA_20190726,B075RC1Q027SBEA_20190829,B075RC1Q027SBEA_20190926,B075RC1Q027SBEA_20191127,B075RC1Q027SBEA_20191220,B075RC1Q027SBEA_20200326,B075RC1Q027SBEA_20200528,B075RC1Q027SBEA_20200625,B075RC1Q027SBEA_20200730,B075RC1Q027SBEA_20200827,B075RC1Q027SBEA_20200930,B075RC1Q027SBEA_20201125,B075RC1Q027SBEA_20201222
1991-10-01,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.8,109.83,109.83,109.83,109.83,109.83,109.83,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502,89.502
1992-01-01,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.588,117.588,117.588,117.588,117.588,117.588,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816,99.816
1992-04-01,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.405,119.405,119.405,119.405,119.405,119.405,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025,102.025
1992-07-01,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.2,115.153,115.153,115.153,115.153,115.153,115.153,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921,98.921
1992-10-01,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.927,122.927,122.927,122.927,122.927,122.927,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215,107.215
1993-01-01,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.9,127.947,127.947,127.947,127.947,127.947,127.947,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535,111.535
1993-04-01,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.9,137.883,137.883,137.883,137.883,137.883,137.883,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915,121.915
1993-07-01,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.198,131.198,131.198,131.198,131.198,131.198,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458,115.458
1993-10-01,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.847,156.847,156.847,156.847,156.847,156.847,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019,141.019
1994-01-01,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,140.977,140.977,140.977,140.977,140.977,140.977,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361,122.361
1994-04-01,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.779,148.779,148.779,148.779,148.779,148.779,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287,129.287
1994-07-01,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.3,163.325,163.325,163.325,163.325,163.325,163.325,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417,142.417
1994-10-01,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.811,173.811,173.811,173.811,173.811,173.811,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947,150.947
1995-01-01,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.1,178.077,178.077,178.077,178.077,178.077,178.077,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253,155.253
1995-04-01,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.9,176.888,176.888,176.888,176.888,176.888,176.888,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136,153.136
1995-07-01,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.8,182.76,182.76,182.76,182.76,182.76,182.76,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12,159.12
1995-10-01,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.6,179.555,179.555,179.555,179.555,179.555,179.555,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215,156.215
1996-01-01,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.3,182.288,182.288,182.288,182.288,182.288,182.288,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36,162.36
1996-04-01,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.9,191.917,191.917,191.917,191.917,191.917,191.917,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925,171.925
1996-07-01,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.6,192.64,192.64,192.64,192.64,192.64,192.64,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576,172.576
1996-10-01,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.6,195.643,195.643,195.643,195.643,195.643,195.643,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295,175.295
1997-01-01,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.9,196.921,196.921,196.921,196.921,196.921,196.921,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905,176.905
1997-04-01,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.9,200.936,200.936,200.936,200.936,200.936,200.936,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472,180.472
1997-07-01,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.3,211.325,211.325,211.325,211.325,211.325,211.325,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457,190.457
1997-10-01,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.8,202.798,202.798,202.798,202.798,202.798,202.798,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51,181.51
1998-01-01,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.1,205.137,205.137,205.137,205.137,205.137,205.137,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769,178.769
1998-04-01,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.9,201.949,201.949,201.949,201.949,201.949,201.949,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397,175.397
1998-07-01,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.878,206.878,206.878,206.878,206.878,206.878,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118,180.118
1998-10-01,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.004,203.004,203.004,203.004,203.004,203.004,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44,176.44
1999-01-01,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.026,210.026,210.026,210.026,210.026,210.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026,186.026
1999-04-01,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.016,209.016,209.016,209.016,209.016,209.016,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42,184.42
1999-07-01,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.031,213.031,213.031,213.031,213.031,213.031,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683,187.683
1999-10-01,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.8,219.796,219.796,219.796,219.796,219.796,219.796,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1,192.1
2000-01-01,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.9,226.873,226.873,226.873,226.873,226.873,226.873,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205,202.205
2000-04-01,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.015,226.015,226.015,226.015,226.015,226.015,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051,201.051
2000-07-01,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.2,211.218,211.218,211.218,211.218,211.218,211.218,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57,185.57
2000-10-01,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.7,213.655,213.655,213.655,213.655,213.655,213.655,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559,187.559
2001-01-01,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.699,184.699,184.699,184.699,184.699,184.699,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94,154.94
2001-04-01,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.6,176.612,176.612,176.612,176.612,176.612,176.612,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655,148.655
2001-07-01,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.348,157.348,157.348,157.348,157.348,157.348,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945,130.945
2001-10-01,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.021,140.021,140.021,140.021,140.021,140.021,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785,115.785
2002-01-01,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.8,140.811,140.811,140.811,140.811,140.811,140.811,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523,115.523
2002-04-01,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.18,145.18,145.18,145.18,145.18,145.18,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873,119.873
2002-07-01,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.8,150.793,150.793,150.793,150.793,150.793,150.793,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493,126.493
2002-10-01,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.048,165.048,165.048,165.048,165.048,165.048,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963,141.963
2003-01-01,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.319,185.319,185.319,185.319,185.319,185.319,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534,161.534
2003-04-01,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.7,183.698,183.698,183.698,183.698,183.698,183.698,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9,160.9
