observation_date,B075RC1Q027SBEA_20130228,B075RC1Q027SBEA_20130328,B075RC1Q027SBEA_20130530,B075RC1Q027SBEA_20130626,B075RC1Q027SBEA_20130731,B075RC1Q027SBEA_20130829,B075RC1Q027SBEA_20130926,B075RC1Q027SBEA_20131205,B075RC1Q027SBEA_20131220,B075RC1Q027SBEA_20140327,B075RC1Q027SBEA_20140529,B075RC1Q027SBEA_20140625,B075RC1Q027SBEA_20140730,B075RC1Q027SBEA_20140828,B075RC1Q027SBEA_20140926,B075RC1Q027SBEA_20141125,B075RC1Q027SBEA_20141223,B075RC1Q027SBEA_20150327,B075RC1Q027SBEA_20150529,B075RC1Q027SBEA_20150624,B075RC1Q027SBEA_20150730,B075RC1Q027SBEA_20150827,B075RC1Q027SBEA_20150925,B075RC1Q027SBEA_20151124,B075RC1Q027SBEA_20151222,B075RC1Q027SBEA_20160325,B075RC1Q027SBEA_20160527,B075RC1Q027SBEA_20160628,B075RC1Q027SBEA_20160729,B075RC1Q027SBEA_20160826,B075RC1Q027SBEA_20160929,B075RC1Q027SBEA_20161129,B075RC1Q027SBEA_20161222,B075RC1Q027SBEA_20170330,B075RC1Q027SBEA_20170526,B075RC1Q027SBEA_20170629,B075RC1Q027SBEA_20170728,B075RC1Q027SBEA_20170830,B075RC1Q027SBEA_20170928,B075RC1Q027SBEA_20171027,B075RC1Q027SBEA_20171129,B075RC1Q027SBEA_20171221,B075RC1Q027SBEA_20180328,B075RC1Q027SBEA_20180530,B075RC1Q027SBEA_20180628,B075RC1Q027SBEA_20180727,B075RC1Q027SBEA_20180829,B075RC1Q027SBEA_20180927,B075RC1Q027SBEA_20181128,B075RC1Q027SBEA_20181221,B075RC1Q027SBEA_20190328,B075RC1Q027SBEA_20190530,B075RC1Q027SBEA_20190627,B075RC1Q027SBEA_20190726,B075RC1Q027SBEA_20190829,B075RC1Q027SBEA_20190926,B075RC1Q027SBEA_20191127,B075RC1Q027SBEA_20191220,B075RC1Q027SBEA_20200326,B075RC1Q027SBEA_20200528,B075RC1Q027SBEA_20200625,B075RC1Q027SBEA_20200730,B075RC1Q027SBEA_20200827,B075RC1Q027SBEA_20200930,B075RC1Q027SBEA_20201125,B075RC1Q027SBEA_20201222
2003-07-01,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.7,201.741,201.741,201.741,201.741,201.741,201.741,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308,180.308
2003-10-01,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.461,220.461,220.461,220.461,220.461,220.461,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39,200.39
2004-01-01,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.4,226.368,226.368,226.368,226.368,226.368,226.368,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161,209.161
2004-04-01,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.161,243.161,243.161,243.161,243.161,243.161,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965,225.965
2004-07-01,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.6,262.589,262.589,262.589,262.589,262.589,262.589,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456,244.456
2004-10-01,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.012,269.012,269.012,269.012,269.012,269.012,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235,249.235
2005-01-01,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.8,333.813,333.813,333.813,333.813,333.813,333.813,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292,315.292
2005-04-01,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.698,326.698,326.698,326.698,326.698,326.698,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06
2005-07-01,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.6,333.563,333.563,333.563,333.563,333.563,333.563,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917,311.917
2005-10-01,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.8,369.76,369.76,369.76,369.76,369.76,369.76,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693,344.693
2006-01-01,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.8,383.842,383.842,383.842,383.842,383.842,383.842,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206,357.206
2006-04-01,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.1,396.133,396.133,396.133,396.133,396.133,396.133,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265,367.265
2006-07-01,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.5,415.507,415.507,415.507,415.507,415.507,415.507,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807,384.807
2006-10-01,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.6,384.559,384.559,384.559,384.559,384.559,384.559,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554,354.554
2007-01-01,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.8,392.844,392.844,392.844,392.844,392.844,392.844,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45,354.45
2007-04-01,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,383.979,383.979,383.979,383.979,383.979,383.979,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737,347.737
2007-07-01,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.1,349.087,349.087,349.087,349.087,349.087,349.087,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617,314.617
2007-10-01,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.4,325.443,325.443,325.443,325.443,325.443,325.443,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157,296.157
2008-01-01,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.9,276.923,276.923,276.923,276.923,276.923,276.923,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721,241.721
2008-04-01,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.8,263.81,263.81,263.81,263.81,263.81,263.81,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113,227.113
2008-07-01,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.1,232.132,232.132,232.132,232.132,232.132,232.132,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528,211.528
2008-10-01,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.7,161.735,161.735,161.735,161.735,161.735,161.735,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48,127.48
2009-01-01,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.312,144.312,144.312,144.312,144.312,144.312,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734,122.734
2009-04-01,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.5,174.513,174.513,174.513,174.513,174.513,174.513,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944,138.944
2009-07-01,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.9,216.861,216.861,216.861,216.861,216.861,216.861,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402,159.402
2009-10-01,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.9,265.883,265.883,265.883,265.883,265.883,265.883,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77,190.77
2010-01-01,285.7,285.7,285.7,285.7,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.8,276.768,276.768,276.768,276.768,276.768,276.768,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712,204.712
2010-04-01,284.3,284.3,284.3,284.3,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.4,282.379,282.379,282.379,282.379,282.379,282.379,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162,212.162
2010-07-01,314.1,314.1,314.1,314.1,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.771,312.771,312.771,312.771,312.771,312.771,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111,227.111
2010-10-01,336.1,336.1,336.1,336.1,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.7,322.701,322.701,322.701,322.701,322.701,322.701,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562,233.562
2011-01-01,324.8,324.8,324.8,324.8,313.8,313.8,313.8,313.8,313.8,313.8,313.8,313.8,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.9,318.917,318.917,318.917,318.917,318.917,318.917,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874,228.874
2011-04-01,312.4,312.4,312.4,312.4,307.3,307.3,307.3,307.3,307.3,307.3,307.3,307.3,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.389,306.389,306.389,306.389,306.389,306.389,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162,227.162
2011-07-01,287.1,287.1,287.1,287.1,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.2,270.212,270.212,270.212,270.212,270.212,270.212,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742,201.742
2011-10-01,292.5,292.5,292.5,292.5,285.7,285.7,285.7,285.7,285.7,285.7,285.7,285.7,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,301.988,301.988,301.988,301.988,301.988,301.988,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033,238.033
2012-01-01,375.7,375.7,375.7,375.7,355.3,355.3,355.3,355.3,355.3,355.3,355.3,355.3,369.2,369.2,369.2,369.2,369.2,369.2,369.2,369.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.2,361.157,361.157,361.157,361.157,361.157,361.157,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54,261.54
2012-04-01,368.1,368.1,368.1,368.1,344.9,344.9,344.9,344.9,344.9,344.9,344.9,344.9,388.0,388.0,388.0,388.0,388.0,388.0,388.0,388.0,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.822,365.822,365.822,365.822,365.822,365.822,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518,275.518
2012-07-01,375.5,375.5,375.5,375.5,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.1,356.2,356.2,356.2,356.2,356.2,356.2,356.2,356.2,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,365.8,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818,280.818
2012-10-01,,369.7,369.7,369.7,347.9,347.9,347.9,347.9,347.9,347.9,347.9,347.9,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.7,359.694,359.694,359.694,359.694,359.694,359.694,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925,280.925
2013-01-01,,,356.7,357.3,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,386.5,386.5,386.5,386.5,386.5,386.5,386.5,386.5,366.9,366.9,366.9,366.9,366.9,366.9,366.9,366.9,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.773,364.773,364.773,364.773,364.773,364.773,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021,297.021
2013-04-01,,,,,,332.7,328.7,328.7,328.7,328.7,328.7,328.7,371.8,371.8,371.8,371.8,371.8,371.8,371.8,371.8,371.7,371.7,371.7,371.7,371.7,371.7,371.7,371.7,371.6,371.6,371.6,371.6,371.6,371.6,371.6,371.6,371.6,371.6,371.6,371.647,371.647,371.647,371.647,371.647,371.647,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197,293.197
2013-07-01,,,,,,,,324.5,329.3,329.3,329.3,329.3,378.2,378.2,378.2,378.2,378.2,378.2,378.2,378.2,386.6,386.6,386.6,386.6,386.6,386.6,386.6,386.6,384.1,384.1,384.1,384.1,384.1,384.1,384.1,384.1,384.1,384.1,384.1,384.113,384.113,384.113,384.113,384.113,384.113,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159,301.159
2013-10-01,,,,,,,,,,338.9,338.9,338.9,403.2,403.2,403.2,403.2,403.2,403.2,403.2,403.2,391.8,391.8,391.8,391.8,391.8,391.8,391.8,391.8,391.7,391.7,391.7,391.7,391.7,391.7,391.7,391.7,391.7,391.7,391.7,391.724,391.724,391.724,391.724,391.724,391.724,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348,302.348
2014-01-01,,,,,,,,,,,368.0,364.9,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,403.2,403.2,403.2,403.2,403.2,403.2,403.2,403.2,438.1,438.1,438.1,438.1,438.1,438.1,438.1,438.1,437.1,437.1,437.1,437.058,437.058,437.058,437.058,437.058,437.058,338.789,338.789,338.789,338.789,338.789,338.789,338.789,338.789,336.422,336.422,336.422,336.422,336.422,336.422,336.422,336.422,336.422,336.422,336.422,336.422,336.422
2014-04-01,,,,,,,,,,,,,,507.2,513.5,513.5,513.5,513.5,513.5,513.5,432.6,432.6,432.6,432.6,432.6,432.6,432.6,432.6,464.4,464.4,464.4,464.4,464.4,464.4,464.4,464.4,460.1,460.1,460.1,460.149,460.149,460.149,460.149,460.149,460.149,359.995,359.995,359.995,359.995,359.995,359.995,359.995,359.995,359.986,359.986,359.986,359.986,359.986,359.986,359.986,359.986,359.986,359.986,359.986,359.986,359.986
2014-07-01,,,,,,,,,,,,,,,,508.4,506.4,506.4,506.4,506.4,421.9,421.9,421.9,421.9,421.9,421.9,421.9,421.9,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,429.9,429.9,429.9,429.885,429.885,429.885,429.885,429.885,429.885,328.337,328.337,328.337,328.337,328.337,328.337,328.337,328.337,330.094,330.094,330.094,330.094,330.094,330.094,330.094,330.094,330.094,330.094,330.094,330.094,330.094
2014-10-01,,,,,,,,,,,,,,,,,,499.4,499.4,499.4,413.9,413.9,413.9,413.9,413.9,413.9,413.9,413.9,412.9,412.9,412.9,412.9,412.9,412.9,412.9,412.9,419.1,419.1,419.1,419.114,419.114,419.114,419.114,419.114,419.114,331.477,331.477,331.477,331.477,331.477,331.477,331.477,331.477,332.096,332.096,332.096,332.096,332.096,332.096,332.096,332.096,332.096,332.096,332.096,332.096,332.096
2015-01-01,,,,,,,,,,,,,,,,,,,508.6,524.6,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,468.1,468.1,468.1,468.1,468.1,468.1,468.1,468.1,451.3,451.3,451.3,451.311,451.311,451.311,451.311,451.311,451.311,349.45,349.45,349.45,349.45,349.45,349.45,349.45,349.45,350.418,350.418,350.418,350.418,350.418,350.418,350.418,350.418,345.932,345.932,345.932,345.932,345.932
2015-04-01,,,,,,,,,,,,,,,,,,,,,,448.0,448.7,448.7,448.7,448.7,448.7,448.7,444.9,444.9,444.9,444.9,444.9,444.9,444.9,444.9,445.5,445.5,445.5,445.527,445.527,445.527,445.527,445.527,445.527,353.844,353.844,353.844,353.844,353.844,353.844,353.844,353.844,351.385,351.385,351.385,351.385,351.385,351.385,351.385,351.385,351.025,351.025,351.025,351.025,351.025
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,452.7,443.6,443.6,443.6,443.6,430.6,430.6,430.6,430.6,430.6,430.6,430.6,430.6,415.2,415.2,415.2,415.229,415.229,415.229,415.229,415.229,415.229,323.865,323.865,323.865,323.865,323.865,323.865,323.865,323.865,321.599,321.599,321.599,321.599,321.599,321.599,321.599,321.599,323.797,323.797,323.797,323.797,323.797
