observation_date,TOTLQ_20150619,TOTLQ_20150717,TOTLQ_20150821,TOTLQ_20150918,TOTLQ_20151016,TOTLQ_20151120,TOTLQ_20151218,TOTLQ_20160122,TOTLQ_20160219,TOTLQ_20160318,TOTLQ_20160415,TOTLQ_20160520,TOTLQ_20160617,TOTLQ_20160722,TOTLQ_20160819,TOTLQ_20160916,TOTLQ_20161021,TOTLQ_20161118,TOTLQ_20161216,TOTLQ_20170120,TOTLQ_20170217,TOTLQ_20170324,TOTLQ_20170421,TOTLQ_20170519,TOTLQ_20170619,TOTLQ_20170721,TOTLQ_20170818,TOTLQ_20170915,TOTLQ_20171024,TOTLQ_20171117,TOTLQ_20171222,TOTLQ_20180119,TOTLQ_20180216,TOTLQ_20180323,TOTLQ_20180420,TOTLQ_20180518,TOTLQ_20180615,TOTLQ_20180720,TOTLQ_20180824,TOTLQ_20180921,TOTLQ_20181019,TOTLQ_20181116,TOTLQ_20181221,TOTLQ_20190118,TOTLQ_20190307,TOTLQ_20190606,TOTLQ_20190815,TOTLQ_20190905,TOTLQ_20191106,TOTLQ_20191115,TOTLQ_20191210,TOTLQ_20200221,TOTLQ_20200417,TOTLQ_20200522,TOTLQ_20200619,TOTLQ_20200717,TOTLQ_20200821,TOTLQ_20200918,TOTLQ_20201016
1964-01-01,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.562,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.782,110.928,110.928,110.928,110.928,110.928,110.928,110.928,110.928,110.928,110.928,110.928,110.928,110.928,110.928
1964-04-01,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,111.817,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.036,112.181,112.181,112.181,112.181,112.181,112.181,112.181,112.181,112.181,112.181,112.181,112.181,112.181,112.181
1964-07-01,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.668,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,112.883,113.031,113.031,113.031,113.031,113.031,113.031,113.031,113.031,113.031,113.031,113.031,113.031,113.031,113.031
1964-10-01,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,113.87,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.086,114.241,114.241,114.241,114.241,114.241,114.241,114.241,114.241,114.241,114.241,114.241,114.241,114.241,114.241
1965-01-01,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.614,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.982,115.982,115.982,115.982,115.982,115.982,115.982,115.982,115.982,115.982,115.982,115.982,115.982,115.982
1965-04-01,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.724,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,116.937,117.091,117.091,117.091,117.091,117.091,117.091,117.091,117.091,117.091,117.091,117.091,117.091,117.091,117.091
1965-07-01,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.711,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,117.922,118.082,118.082,118.082,118.082,118.082,118.082,118.082,118.082,118.082,118.082,118.082,118.082,118.082,118.082
1965-10-01,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.215,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.428,119.593,119.593,119.593,119.593,119.593,119.593,119.593,119.593,119.593,119.593,119.593,119.593,119.593,119.593
1966-01-01,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.269,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.49,121.655,121.655,121.655,121.655,121.655,121.655,121.655,121.655,121.655,121.655,121.655,121.655,121.655,121.655
1966-04-01,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.567,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.796,122.965,122.965,122.965,122.965,122.965,122.965,122.965,122.965,122.965,122.965,122.965,122.965,122.965,122.965
1966-07-01,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.404,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.637,123.808,123.808,123.808,123.808,123.808,123.808,123.808,123.808,123.808,123.808,123.808,123.808,123.808,123.808
1966-10-01,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.171,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.413,124.588,124.588,124.588,124.588,124.588,124.588,124.588,124.588,124.588,124.588,124.588,124.588,124.588,124.588
1967-01-01,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.314,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.559,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729,124.729
1967-04-01,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.232,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4
1967-07-01,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,124.774,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.022,125.192,125.192,125.192,125.192,125.192,125.192,125.192,125.192,125.192,125.192,125.192,125.192,125.192,125.192
1967-10-01,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.555,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97,125.97
1968-01-01,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.081,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.322,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49
1968-04-01,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.123,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.362,127.532,127.532,127.532,127.532,127.532,127.532,127.532,127.532,127.532,127.532,127.532,127.532,127.532,127.532
1968-07-01,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.262,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.501,128.673,128.673,128.673,128.673,128.673,128.673,128.673,128.673,128.673,128.673,128.673,128.673,128.673,128.673
1968-10-01,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,128.917,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.15,129.327,129.327,129.327,129.327,129.327,129.327,129.327,129.327,129.327,129.327,129.327,129.327,129.327,129.327
1969-01-01,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.231,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.468,130.641,130.641,130.641,130.641,130.641,130.641,130.641,130.641,130.641,130.641,130.641,130.641,130.641,130.641
1969-04-01,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.348,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.583,131.757,131.757,131.757,131.757,131.757,131.757,131.757,131.757,131.757,131.757,131.757,131.757,131.757,131.757
1969-07-01,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.196,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.431,132.609,132.609,132.609,132.609,132.609,132.609,132.609,132.609,132.609,132.609,132.609,132.609,132.609,132.609
1969-10-01,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.434,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.663,132.84,132.84,132.84,132.84,132.84,132.84,132.84,132.84,132.84,132.84,132.84,132.84,132.84,132.84
1970-01-01,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.758,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,131.983,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152,132.152
1970-04-01,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,130.887,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.118,131.285,131.285,131.285,131.285,131.285,131.285,131.285,131.285,131.285,131.285,131.285,131.285,131.285,131.285
1970-07-01,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.076,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.288,130.456,130.456,130.456,130.456,130.456,130.456,130.456,130.456,130.456,130.456,130.456,130.456,130.456,130.456
1970-10-01,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.208,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.419,129.583,129.583,129.583,129.583,129.583,129.583,129.583,129.583,129.583,129.583,129.583,129.583,129.583,129.583
1971-01-01,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.536,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.743,129.905,129.905,129.905,129.905,129.905,129.905,129.905,129.905,129.905,129.905,129.905,129.905,129.905,129.905
1971-04-01,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.102,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.306,130.473,130.473,130.473,130.473,130.473,130.473,130.473,130.473,130.473,130.473,130.473,130.473,130.473,130.473
1971-07-01,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.47,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.678,130.843,130.843,130.843,130.843,130.843,130.843,130.843,130.843,130.843,130.843,130.843,130.843,130.843,130.843
1971-10-01,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.259,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.46,131.632,131.632,131.632,131.632,131.632,131.632,131.632,131.632,131.632,131.632,131.632,131.632,131.632,131.632
1972-01-01,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.512,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.714,133.781,133.781,133.781,133.781,133.781,133.781,133.781,133.781,133.781,133.781,133.781,133.781,133.781,133.781
1972-04-01,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,134.825,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.023,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1,135.1
1972-07-01,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.707,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.897,135.977,135.977,135.977,135.977,135.977,135.977,135.977,135.977,135.977,135.977,135.977,135.977,135.977,135.977
1972-10-01,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.08,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.268,137.355,137.355,137.355,137.355,137.355,137.355,137.355,137.355,137.355,137.355,137.355,137.355,137.355,137.355
1973-01-01,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,138.945,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.13,139.21,139.21,139.21,139.21,139.21,139.21,139.21,139.21,139.21,139.21,139.21,139.21,139.21,139.21
1973-04-01,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.204,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.387,140.476,140.476,140.476,140.476,140.476,140.476,140.476,140.476,140.476,140.476,140.476,140.476,140.476,140.476
1973-07-01,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,140.98,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.159,141.247,141.247,141.247,141.247,141.247,141.247,141.247,141.247,141.247,141.247,141.247,141.247,141.247,141.247
1973-10-01,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.584,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.762,141.856,141.856,141.856,141.856,141.856,141.856,141.856,141.856,141.856,141.856,141.856,141.856,141.856,141.856
1974-01-01,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.776,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,141.958,142.045,142.045,142.045,142.045,142.045,142.045,142.045,142.045,142.045,142.045,142.045,142.045,142.045,142.045
1974-04-01,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.489,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.67,141.76,141.76,141.76,141.76,141.76,141.76,141.76,141.76,141.76,141.76,141.76,141.76,141.76,141.76
1974-07-01,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,141.817,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.001,142.087,142.087,142.087,142.087,142.087,142.087,142.087,142.087,142.087,142.087,142.087,142.087,142.087,142.087
1974-10-01,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.38,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.563,140.649,140.649,140.649,140.649,140.649,140.649,140.649,140.649,140.649,140.649,140.649,140.649,140.649,140.649
1975-01-01,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.153,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.33,137.403,137.403,137.403,137.403,137.403,137.403,137.403,137.403,137.403,137.403,137.403,137.403,137.403,137.403
1975-04-01,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.169,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.344,136.416,136.416,136.416,136.416,136.416,136.416,136.416,136.416,136.416,136.416,136.416,136.416,136.416,136.416
1975-07-01,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.236,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.41,137.48,137.48,137.48,137.48,137.48,137.48,137.48,137.48,137.48,137.48,137.48,137.48,137.48,137.48
1975-10-01,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,138.871,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.045,139.125,139.125,139.125,139.125,139.125,139.125,139.125,139.125,139.125,139.125,139.125,139.125,139.125,139.125
1976-01-01,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.004,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.311,141.382,141.382,141.382,141.382,141.382,141.382,141.382,141.382,141.382,141.382,141.382,141.382,141.382,141.382
1976-04-01,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.481,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.745,141.821,141.821,141.821,141.821,141.821,141.821,141.821,141.821,141.821,141.821,141.821,141.821,141.821,141.821
1976-07-01,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.752,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,141.977,142.056,142.056,142.056,142.056,142.056,142.056,142.056,142.056,142.056,142.056,142.056,142.056,142.056,142.056
1976-10-01,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,142.918,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.058,143.142,143.142,143.142,143.142,143.142,143.142,143.142,143.142,143.142,143.142,143.142,143.142,143.142,143.142
1977-01-01,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.705,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,143.935,144.012,144.012,144.012,144.012,144.012,144.012,144.012,144.012,144.012,144.012,144.012,144.012,144.012,144.012
1977-04-01,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.06,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.304,146.385,146.385,146.385,146.385,146.385,146.385,146.385,146.385,146.385,146.385,146.385,146.385,146.385,146.385
