observation_date,TOTLQ_20150619,TOTLQ_20150717,TOTLQ_20150821,TOTLQ_20150918,TOTLQ_20151016,TOTLQ_20151120,TOTLQ_20151218,TOTLQ_20160122,TOTLQ_20160219,TOTLQ_20160318,TOTLQ_20160415,TOTLQ_20160520,TOTLQ_20160617,TOTLQ_20160722,TOTLQ_20160819,TOTLQ_20160916,TOTLQ_20161021,TOTLQ_20161118,TOTLQ_20161216,TOTLQ_20170120,TOTLQ_20170217,TOTLQ_20170324,TOTLQ_20170421,TOTLQ_20170519,TOTLQ_20170619,TOTLQ_20170721,TOTLQ_20170818,TOTLQ_20170915,TOTLQ_20171024,TOTLQ_20171117,TOTLQ_20171222,TOTLQ_20180119,TOTLQ_20180216,TOTLQ_20180323,TOTLQ_20180420,TOTLQ_20180518,TOTLQ_20180615,TOTLQ_20180720,TOTLQ_20180824,TOTLQ_20180921,TOTLQ_20181019,TOTLQ_20181116,TOTLQ_20181221,TOTLQ_20190118,TOTLQ_20190307,TOTLQ_20190606,TOTLQ_20190815,TOTLQ_20190905,TOTLQ_20191106,TOTLQ_20191115,TOTLQ_20191210,TOTLQ_20200221,TOTLQ_20200417,TOTLQ_20200522,TOTLQ_20200619,TOTLQ_20200717,TOTLQ_20200821,TOTLQ_20200918,TOTLQ_20201016
2006-07-01,234.356,234.356,234.356,234.356,234.356,234.356,234.356,234.356,234.421,234.421,234.421,234.421,234.421,234.421,234.421,234.421,234.421,234.421,234.421,234.421,234.437,234.099,234.099,234.099,234.099,234.099,234.099,234.099,233.929,233.929,233.929,233.929,233.911,233.911,233.911,233.911,233.911,233.911,233.911,233.911,233.911,233.911,233.911,233.911,233.898,233.898,233.898,233.897,233.897,233.897,233.897,233.85,233.85,233.85,233.85,233.85,233.85,233.85,233.85
2006-10-01,235.17,235.17,235.17,235.17,235.17,235.17,235.17,235.17,235.264,235.264,235.264,235.264,235.264,235.264,235.264,235.264,235.264,235.264,235.264,235.264,235.246,234.986,234.986,234.986,234.986,234.986,234.986,234.986,234.804,234.804,234.804,234.804,234.79,234.79,234.79,234.79,234.79,234.79,234.79,234.79,234.79,234.79,234.79,234.79,234.766,234.766,234.766,234.763,234.763,234.763,234.763,234.728,234.728,234.728,234.728,234.728,234.728,234.728,234.728
2007-01-01,235.096,235.096,235.096,235.096,235.096,235.096,235.096,235.096,235.174,235.174,235.174,235.174,235.174,235.174,235.174,235.174,235.174,235.174,235.174,235.174,235.18,234.902,234.902,234.901,234.901,234.901,234.901,234.901,234.776,234.776,234.776,234.776,234.784,234.784,234.784,234.784,234.784,234.784,234.784,234.784,234.784,234.784,234.784,234.784,234.76,234.76,234.76,234.768,234.768,234.768,234.768,234.72,234.72,234.72,234.72,234.72,234.72,234.72,234.72
2007-04-01,236.418,236.418,236.418,236.418,236.418,236.418,236.418,236.418,236.516,236.516,236.516,236.516,236.516,236.516,236.516,236.516,236.516,236.516,236.516,236.516,236.534,236.307,236.307,236.306,236.306,236.306,236.306,236.306,236.12,236.12,236.12,236.12,236.123,236.123,236.123,236.123,236.123,236.123,236.123,236.123,236.123,236.123,236.123,236.123,236.098,236.098,236.098,236.13,236.13,236.13,236.13,236.081,236.081,236.081,236.081,236.081,236.081,236.081,236.081
2007-07-01,236.407,236.407,236.407,236.407,236.407,236.407,236.407,236.407,236.501,236.501,236.501,236.501,236.501,236.501,236.501,236.501,236.501,236.501,236.501,236.501,236.518,236.166,236.166,236.165,236.165,236.165,236.165,236.165,236.091,236.091,236.091,236.091,236.087,236.087,236.087,236.087,236.087,236.087,236.087,236.087,236.087,236.087,236.087,236.087,236.131,236.131,236.131,236.114,236.114,236.114,236.114,236.085,236.085,236.085,236.085,236.085,236.085,236.085,236.085
2007-10-01,236.879,236.879,236.879,236.879,236.879,236.879,236.879,236.879,236.971,236.971,236.971,236.971,236.971,236.971,236.971,236.971,236.971,236.971,236.971,236.971,236.971,236.65,236.65,236.649,236.649,236.649,236.649,236.649,236.956,236.956,236.956,236.956,236.957,236.957,236.957,236.957,236.957,236.957,236.957,236.957,236.957,236.957,236.957,236.957,236.965,236.965,236.965,236.951,236.951,236.951,236.951,236.939,236.939,236.939,236.939,236.939,236.939,236.939,236.939
2008-01-01,236.782,236.782,236.782,236.782,236.782,236.782,236.782,236.782,236.887,236.887,236.887,236.887,236.887,236.887,236.887,236.887,236.887,236.887,236.887,236.887,236.896,236.465,236.465,236.466,236.466,236.466,236.466,236.466,236.313,236.313,236.313,236.313,236.325,236.325,236.325,236.325,236.325,236.325,236.325,236.325,236.325,236.325,236.325,236.325,236.355,236.355,236.355,236.36,236.36,236.36,236.36,236.303,236.303,236.303,236.303,236.303,236.303,236.303,236.303
2008-04-01,236.261,236.261,236.261,236.261,236.261,236.261,236.261,236.261,236.36,236.36,236.36,236.36,236.36,236.36,236.36,236.36,236.36,236.36,236.36,236.36,236.364,235.894,235.894,235.895,235.895,235.895,235.895,235.895,235.555,235.555,235.555,235.555,235.553,235.553,235.553,235.553,235.553,235.553,235.553,235.553,235.553,235.553,235.553,235.553,235.549,235.549,235.549,235.419,235.419,235.419,235.419,235.388,235.388,235.388,235.388,235.388,235.388,235.388,235.388
2008-07-01,234.596,234.596,234.596,234.596,234.596,234.596,234.596,234.596,234.689,234.689,234.689,234.689,234.689,234.689,234.689,234.689,234.689,234.689,234.689,234.689,234.679,234.213,234.213,234.214,234.214,234.214,234.214,234.214,233.906,233.906,233.906,233.906,233.873,233.873,233.873,233.873,233.873,233.873,233.873,233.873,233.873,233.873,233.873,233.873,233.868,233.868,233.868,233.613,233.613,233.613,233.613,233.555,233.555,233.555,233.555,233.555,233.555,233.555,233.555
2008-10-01,230.907,230.907,230.907,230.907,230.907,230.907,230.907,230.907,231.013,231.013,231.013,231.013,231.013,231.013,231.013,231.013,231.013,231.013,231.013,231.013,231.029,230.538,230.538,230.539,230.539,230.539,230.539,230.539,230.401,230.401,230.401,230.401,230.408,230.408,230.408,230.408,230.408,230.408,230.408,230.408,230.408,230.408,230.408,230.408,230.411,230.411,230.411,230.208,230.208,230.208,230.208,230.197,230.197,230.197,230.197,230.197,230.197,230.197,230.197
2009-01-01,226.002,226.002,226.002,226.002,226.002,226.002,226.002,226.002,226.139,226.139,226.139,226.139,226.139,226.139,226.139,226.139,226.139,226.139,226.139,226.139,226.135,225.644,225.644,225.645,225.645,225.645,225.645,225.645,225.421,225.421,225.421,225.421,225.464,225.464,225.464,225.464,225.464,225.464,225.464,225.464,225.464,225.464,225.464,225.464,225.522,225.522,225.522,225.326,225.326,225.326,225.326,225.276,225.276,225.276,225.276,225.276,225.276,225.276,225.276
2009-04-01,222.1,222.1,222.1,222.1,222.1,222.1,222.1,222.1,222.204,222.204,222.204,222.204,222.204,222.204,222.204,222.204,222.204,222.204,222.204,222.204,222.203,221.702,221.702,221.702,221.702,221.702,221.702,221.702,221.457,221.457,221.457,221.457,221.445,221.445,221.445,221.445,221.445,221.445,221.445,221.445,221.445,221.445,221.445,221.445,221.448,221.448,221.448,221.246,221.246,221.246,221.246,221.191,221.191,221.191,221.191,221.191,221.191,221.191,221.191
2009-07-01,219.61,219.61,219.61,219.61,219.61,219.61,219.61,219.61,219.725,219.725,219.725,219.725,219.725,219.725,219.725,219.725,219.725,219.725,219.725,219.725,219.729,219.258,219.258,219.258,219.258,219.258,219.258,219.258,219.032,219.032,219.032,219.032,219.035,219.035,219.035,219.035,219.035,219.035,219.035,219.035,219.035,219.035,219.035,219.035,219.086,219.086,219.086,218.907,218.907,218.907,218.907,218.884,218.884,218.884,218.884,218.884,218.884,218.884,218.884
2009-10-01,219.382,219.382,219.382,219.382,219.382,219.382,219.382,219.382,219.509,219.509,219.509,219.509,219.509,219.509,219.509,219.509,219.509,219.509,219.509,219.509,219.52,218.981,218.981,218.982,218.982,218.982,218.982,218.982,218.816,218.816,218.816,218.816,218.827,218.827,218.827,218.827,218.827,218.827,218.827,218.827,218.827,218.827,218.827,218.827,218.868,218.868,218.868,218.644,218.644,218.644,218.644,218.614,218.614,218.614,218.614,218.614,218.614,218.614,218.614
2010-01-01,219.806,219.806,219.806,219.806,219.806,219.806,219.806,219.806,219.926,219.926,219.926,219.926,219.926,219.926,219.926,219.926,219.926,219.926,219.926,219.926,219.929,219.407,219.407,219.408,219.408,219.408,219.408,219.408,219.273,219.273,219.273,219.273,219.246,219.246,219.246,219.246,219.246,219.246,219.246,219.246,219.246,219.246,219.246,219.246,219.217,219.217,219.217,218.943,218.943,218.943,218.943,218.911,218.911,218.911,218.911,218.911,218.911,218.911,218.911
2010-04-01,222.245,222.245,222.245,222.245,222.245,222.245,222.245,222.245,222.359,222.359,222.359,222.359,222.359,222.359,222.359,222.359,222.359,222.359,222.359,222.359,222.353,221.841,221.841,221.842,221.842,221.842,221.842,221.842,221.833,221.833,221.833,221.833,221.816,221.816,221.816,221.816,221.816,221.816,221.816,221.816,221.816,221.816,221.816,221.816,221.832,221.832,221.832,221.661,221.661,221.661,221.661,221.624,221.624,221.624,221.624,221.624,221.624,221.624,221.624
2010-07-01,222.773,222.773,222.773,222.773,222.773,222.773,222.773,222.773,222.872,222.872,222.872,222.872,222.872,222.872,222.872,222.872,222.872,222.872,222.872,222.872,222.878,222.372,222.372,222.373,222.373,222.373,222.373,222.373,222.06,222.06,222.06,222.06,222.069,222.069,222.069,222.069,222.069,222.069,222.069,222.069,222.069,222.069,222.069,222.069,222.124,222.124,222.124,221.957,221.957,221.957,221.957,221.944,221.944,221.944,221.944,221.944,221.944,221.944,221.944
2010-10-01,223.471,223.471,223.471,223.471,223.471,223.471,223.471,223.471,223.582,223.582,223.582,223.582,223.582,223.582,223.582,223.582,223.582,223.582,223.582,223.582,223.582,223.07,223.07,223.071,223.071,223.071,223.071,223.071,222.778,222.778,222.778,222.778,222.764,222.764,222.764,222.764,222.764,222.764,222.764,222.764,222.764,222.764,222.764,222.764,222.761,222.761,222.761,222.526,222.526,222.526,222.526,222.504,222.504,222.504,222.504,222.504,222.504,222.504,222.504
2011-01-01,223.946,223.946,223.946,223.946,223.946,223.946,223.946,223.946,224.039,224.039,224.039,224.039,224.039,224.039,224.039,224.039,224.039,224.039,224.039,224.039,224.051,223.506,223.506,223.505,223.505,223.505,223.505,223.505,223.294,223.294,223.294,223.294,223.289,223.289,223.289,223.289,223.289,223.289,223.289,223.289,223.289,223.289,223.289,223.289,223.272,223.272,223.272,222.996,222.996,222.996,222.996,222.959,222.959,222.959,222.959,222.959,222.959,222.959,222.959
2011-04-01,225.537,225.537,225.537,225.537,225.537,225.537,225.537,225.537,225.742,225.742,225.742,225.742,225.742,225.742,225.742,225.742,225.742,225.742,225.742,225.742,225.734,225.176,225.176,225.175,225.175,225.175,225.175,225.175,225.089,225.089,225.089,225.089,225.09,225.09,225.09,225.09,225.09,225.09,225.09,225.09,225.09,225.09,225.09,225.09,225.1,225.1,225.1,224.933,224.933,224.933,224.933,224.901,224.901,224.901,224.901,224.901,224.901,224.901,224.901
2011-07-01,226.799,226.799,226.799,226.799,226.799,226.799,226.799,226.799,226.927,226.927,226.927,226.927,226.927,226.927,226.927,226.927,226.927,226.927,226.927,226.927,226.9,226.318,226.318,226.317,226.317,226.317,226.317,226.317,225.951,225.951,225.951,225.951,225.948,225.948,225.948,225.948,225.948,225.948,225.948,225.948,225.948,225.948,225.948,225.948,225.902,225.902,225.902,225.662,225.662,225.662,225.662,225.63,225.63,225.63,225.63,225.63,225.63,225.63,225.63
2011-10-01,227.881,227.881,227.881,227.881,227.881,227.881,227.881,227.881,228.001,228.001,228.001,228.001,228.001,228.001,228.001,228.001,228.001,228.001,228.001,228.001,227.986,227.492,227.492,227.491,227.491,227.491,227.491,227.491,227.129,227.129,227.129,227.129,227.136,227.136,227.136,227.136,227.136,227.136,227.136,227.136,227.136,227.136,227.136,227.136,227.132,227.132,227.132,226.896,226.896,226.896,226.896,226.887,226.887,226.887,226.887,226.887,226.887,226.887,226.887
2012-01-01,228.747,228.747,228.747,228.747,228.747,228.747,228.747,228.747,228.803,228.803,228.803,228.803,228.803,228.803,228.803,228.803,228.803,228.803,228.803,228.803,228.833,228.326,228.326,228.326,228.326,228.326,228.326,228.326,228.213,228.213,228.213,228.213,228.198,228.198,228.198,228.198,228.198,228.198,228.198,228.198,228.198,228.198,228.198,228.198,228.16,228.159,228.159,227.958,227.958,227.958,227.958,227.915,227.915,227.915,227.915,227.915,227.915,227.915,227.915
2012-04-01,228.878,228.878,228.878,228.878,228.878,228.878,228.878,228.878,229.047,229.047,229.047,229.047,229.047,229.047,229.047,229.047,229.047,229.047,229.047,229.047,229.097,228.549,228.549,228.55,228.55,228.55,228.55,228.55,228.501,228.501,228.501,228.501,228.507,228.507,228.507,228.507,228.507,228.507,228.507,228.507,228.507,228.507,228.507,228.507,228.495,228.495,228.495,228.272,228.272,228.272,228.272,228.259,228.259,228.259,228.259,228.259,228.259,228.259,228.259
2012-07-01,230.828,230.828,230.828,230.828,230.828,230.828,230.828,230.828,230.986,230.986,230.986,230.986,230.986,230.986,230.986,230.986,230.986,230.986,230.986,230.986,230.995,230.393,230.393,230.394,230.394,230.394,230.394,230.394,230.118,230.118,230.118,230.118,230.164,230.164,230.164,230.164,230.164,230.164,230.164,230.164,230.164,230.164,230.164,230.164,230.18,230.18,230.18,229.947,229.947,229.947,229.947,229.911,229.911,229.911,229.911,229.911,229.911,229.911,229.911
2012-10-01,231.584,231.584,231.584,231.584,231.584,231.584,231.584,231.584,231.616,231.616,231.616,231.616,231.616,231.616,231.616,231.616,231.616,231.616,231.616,231.616,231.515,230.922,230.922,230.922,230.922,230.922,230.922,230.922,230.61,230.61,230.61,230.61,230.619,230.619,230.619,230.619,230.619,230.619,230.619,230.619,230.619,230.619,230.619,230.619,230.682,230.682,230.682,230.456,230.456,230.456,230.456,230.431,230.431,230.431,230.431,230.431,230.431,230.431,230.431
2013-01-01,232.557,232.557,232.557,232.557,232.557,232.557,232.557,232.557,232.46,232.46,232.46,232.46,232.46,232.46,232.46,232.46,232.46,232.46,232.46,232.46,232.514,231.954,231.954,231.953,231.953,231.953,231.953,231.953,231.848,231.848,231.848,231.848,231.812,231.812,231.812,231.813,231.813,231.813,231.813,231.813,231.813,231.813,231.813,231.813,231.778,231.777,231.777,231.575,231.575,231.575,231.575,231.51,231.51,231.51,231.51,231.51,231.51,231.51,231.51
2013-04-01,233.074,233.074,233.074,233.074,233.074,233.074,233.074,233.074,233.165,233.165,233.165,233.165,233.165,233.165,233.165,233.165,233.165,233.165,233.165,233.165,233.18,232.629,232.629,232.627,232.627,232.627,232.627,232.627,232.324,232.324,232.324,232.324,232.291,232.291,232.291,232.291,232.291,232.291,232.291,232.291,232.291,232.291,232.291,232.291,232.307,232.307,232.307,232.13,232.13,232.13,232.13,232.084,232.084,232.084,232.084,232.084,232.084,232.084,232.084
2013-07-01,234.083,234.083,234.083,234.083,234.083,234.083,234.083,234.083,234.102,234.102,234.102,234.102,234.102,234.102,234.102,234.102,234.102,234.102,234.102,234.102,234.159,233.583,233.583,233.582,233.582,233.582,233.582,233.582,233.291,233.291,233.291,233.291,233.255,233.255,233.255,233.255,233.255,233.255,233.255,233.255,233.255,233.255,233.255,233.255,233.243,233.243,233.243,233.029,233.029,233.029,233.029,233.017,233.017,233.017,233.017,233.017,233.017,233.017,233.017
2013-10-01,235.391,235.391,235.391,235.391,235.391,235.391,235.391,235.391,235.329,235.329,235.329,235.329,235.329,235.329,235.329,235.329,235.329,235.329,235.329,235.329,235.211,234.692,234.692,234.692,234.692,234.692,234.692,234.692,234.591,234.591,234.591,234.591,234.663,234.663,234.663,234.662,234.662,234.662,234.662,234.662,234.662,234.662,234.662,234.662,234.715,234.715,234.715,234.472,234.472,234.472,234.472,234.456,234.456,234.456,234.456,234.456,234.456,234.456,234.456
2014-01-01,235.605,235.605,235.605,235.605,235.605,235.605,235.605,235.605,235.362,235.362,235.362,235.362,235.362,235.362,235.362,235.362,235.362,235.362,235.362,235.362,235.233,234.709,234.709,234.711,234.711,234.711,234.711,234.711,234.504,234.504,234.504,234.504,234.516,234.516,234.516,234.514,234.514,234.514,234.514,234.514,234.514,234.514,234.514,234.514,234.615,234.615,234.615,234.402,234.402,234.402,234.402,234.445,234.445,234.445,234.445,234.445,234.445,234.445,234.445
2014-04-01,238.164,238.164,238.164,238.164,238.164,238.164,238.164,238.164,238.179,238.179,238.179,238.179,238.179,238.179,238.179,238.179,238.179,238.179,238.179,238.179,238.219,237.682,237.682,237.684,237.684,237.684,237.684,237.684,237.311,237.311,237.311,237.311,237.238,237.238,237.238,237.236,237.236,237.236,237.236,237.236,237.236,237.236,237.236,237.236,237.19,237.19,237.19,236.952,236.952,236.952,236.952,236.917,236.917,236.917,236.917,236.917,236.917,236.917,236.917
2014-07-01,238.979,238.979,238.979,238.979,238.979,238.979,238.979,238.979,238.953,238.953,238.953,238.953,238.953,238.953,238.953,238.953,238.953,238.953,238.953,238.953,239.013,238.449,238.449,238.45,238.45,238.45,238.45,238.45,238.101,238.101,238.101,238.101,238.109,238.109,238.109,238.11,238.11,238.11,238.11,238.11,238.11,238.11,238.11,238.11,238.125,238.125,238.125,237.947,237.947,237.947,237.947,237.831,237.831,237.831,237.831,237.831,237.831,237.831,237.831
2014-10-01,240.74,240.74,240.74,240.74,240.74,240.74,240.74,240.74,240.531,240.531,240.531,240.531,240.531,240.531,240.531,240.531,240.531,240.531,240.531,240.531,240.493,239.977,239.977,239.977,239.977,239.977,239.977,239.977,239.907,239.907,239.907,239.907,240.007,240.007,240.007,240.011,240.011,240.011,240.011,240.011,240.011,240.011,240.011,240.011,240.023,240.022,240.022,239.864,239.864,239.864,239.864,239.813,239.813,239.813,239.813,239.813,239.813,239.813,239.813
2015-01-01,241.878,241.878,241.852,241.852,241.852,241.852,241.852,241.852,241.529,241.529,241.529,241.529,241.529,241.529,241.529,241.529,241.529,241.529,241.529,241.529,241.412,240.905,240.905,240.901,240.901,240.901,240.901,240.901,240.734,240.734,240.734,240.734,240.721,240.721,240.721,240.73,240.73,240.73,240.73,240.73,240.73,240.73,240.73,240.73,240.844,240.842,240.842,240.571,240.571,240.571,240.571,240.532,240.532,240.532,240.532,240.532,240.532,240.532,240.532
2015-04-01,,242.599,242.621,242.636,242.636,242.693,242.693,242.693,242.614,242.614,242.614,242.614,242.614,242.614,242.614,242.614,242.614,242.614,242.614,242.614,242.621,242.051,242.051,242.045,242.045,242.045,242.045,242.045,241.706,241.706,241.706,241.706,241.675,241.675,241.675,241.683,241.683,241.683,241.683,241.683,241.683,241.683,241.683,241.683,241.724,241.722,241.722,241.504,241.504,241.504,241.504,241.411,241.411,241.411,241.411,241.411,241.411,241.411,241.411
2015-07-01,,,,,243.634,243.498,243.506,243.506,243.443,243.443,243.443,243.443,243.443,243.443,243.443,243.443,243.443,243.443,243.443,243.443,243.496,242.961,242.961,242.953,242.953,242.953,242.953,242.953,242.846,242.846,242.846,242.846,242.847,242.847,242.847,242.846,242.846,242.846,242.846,242.846,242.846,242.846,242.846,242.846,242.82,242.821,242.821,242.564,242.564,242.564,242.564,242.684,242.684,242.683,242.683,242.683,242.683,242.683,242.683
2015-10-01,,,,,,,,244.741,244.861,244.839,244.839,244.851,244.851,244.851,244.851,244.851,244.851,244.851,244.851,244.851,244.803,244.254,244.254,244.245,244.245,244.245,244.245,244.245,244.092,244.092,244.092,244.092,244.166,244.166,244.166,244.151,244.151,244.151,244.151,244.151,244.151,244.151,244.151,244.151,244.213,244.216,244.216,243.961,243.961,243.961,243.961,243.786,243.786,243.786,243.786,243.786,243.786,243.786,243.786
2016-01-01,,,,,,,,,,,245.952,245.724,245.7,245.7,245.671,245.671,245.671,245.671,245.671,245.671,245.622,245.097,245.097,245.087,245.087,245.087,245.087,245.087,244.862,244.862,244.862,244.862,244.917,244.917,244.917,244.881,244.881,244.881,244.881,244.881,244.881,244.881,244.881,244.881,244.866,244.874,244.874,244.644,244.644,244.644,244.644,244.67,244.67,244.668,244.668,244.668,244.668,244.668,244.668
2016-04-01,,,,,,,,,,,,,,246.281,246.37,246.363,246.363,246.39,246.39,246.39,246.345,245.797,245.797,245.786,245.786,245.786,245.786,245.786,245.335,245.335,245.335,245.335,245.378,245.378,245.378,245.319,245.319,245.319,245.319,245.319,245.319,245.319,245.319,245.319,245.31,245.319,245.319,245.012,245.012,245.012,245.012,244.928,244.928,244.926,244.926,244.926,244.926,244.926,244.926
2016-07-01,,,,,,,,,,,,,,,,,246.963,247.13,247.092,247.092,247.275,246.661,246.661,246.65,246.65,246.65,246.65,246.65,246.286,246.286,246.286,246.286,246.407,246.407,246.407,246.323,246.323,246.323,246.323,246.323,246.323,246.323,246.323,246.323,246.333,246.337,246.337,246.063,246.063,246.063,246.063,246.083,246.083,246.083,246.083,246.083,246.083,246.083,246.083
2016-10-01,,,,,,,,,,,,,,,,,,,,247.609,247.614,246.949,246.949,246.938,246.938,246.938,246.938,246.938,246.64,246.64,246.64,246.64,246.843,246.843,246.843,246.733,246.733,246.733,246.733,246.733,246.733,246.733,246.733,246.733,246.693,246.686,246.686,246.391,246.391,246.391,246.391,246.429,246.429,246.432,246.432,246.432,246.432,246.432,246.432
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,247.857,247.871,247.852,247.852,247.852,247.852,247.573,247.573,247.573,247.573,247.723,247.723,247.723,247.584,247.584,247.584,247.584,247.584,247.584,247.584,247.584,247.584,247.571,247.548,247.548,247.256,247.256,247.256,247.256,247.213,247.213,247.221,247.221,247.221,247.221,247.221,247.221
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,249.444,249.475,249.416,249.385,249.385,249.385,249.385,249.479,249.479,249.479,249.319,249.319,249.319,249.319,249.319,249.319,249.319,249.319,249.319,249.332,249.284,249.284,249.059,249.059,249.059,249.059,248.979,248.979,248.985,248.985,248.985,248.985,248.985,248.985
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.64,249.863,249.899,249.899,250.072,250.072,250.072,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.9,249.914,249.831,249.831,249.535,249.535,249.535,249.535,249.512,249.512,249.512,249.512,249.512,249.512,249.512,249.512
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.812,251.695,251.732,251.732,251.556,251.556,251.593,251.593,251.593,251.593,251.593,251.593,251.593,251.684,251.553,251.553,251.249,251.249,251.249,251.249,251.259,251.259,251.248,251.248,251.248,251.248,251.248,251.248
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.454,252.526,252.555,252.555,252.555,252.555,252.555,252.555,252.555,252.555,252.547,252.361,252.361,252.098,252.098,252.098,252.098,252.102,252.102,252.073,252.073,252.073,252.073,252.073,252.073
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.197,254.141,254.231,254.231,254.231,254.231,254.231,254.326,254.098,254.098,253.822,253.822,253.822,253.822,253.707,253.707,253.649,253.649,253.649,253.649,253.649,253.649
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.611,255.342,255.334,255.334,255.637,255.388,255.388,255.175,255.175,255.175,255.175,254.8,254.8,254.704,254.704,254.704,254.704,254.704,254.704
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.022,256.153,255.909,255.909,255.632,255.632,255.632,255.632,255.075,255.075,254.931,254.931,254.931,254.931,254.931,254.931
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.705,256.687,256.412,256.412,256.412,256.412,255.692,255.692,255.486,255.486,255.486,255.486,255.486,255.486
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.122,256.876,256.872,256.872,256.872,256.104,256.104,255.857,255.857,255.857,255.857,255.857,255.857
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.043,257.793,257.808,257.087,257.087,256.817,256.817,256.817,256.817,256.817,256.817
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.551,257.607,257.332,257.332,257.332,257.332,257.332,257.332
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.329,256.132,255.263,255.269,255.269,255.269,255.269
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.242,227.758,227.746,227.746
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.324
