observation_date,A957RC1Q027SBEA_20130228,A957RC1Q027SBEA_20130328,A957RC1Q027SBEA_20130426,A957RC1Q027SBEA_20130530,A957RC1Q027SBEA_20130626,A957RC1Q027SBEA_20130731,A957RC1Q027SBEA_20130829,A957RC1Q027SBEA_20130926,A957RC1Q027SBEA_20131107,A957RC1Q027SBEA_20131205,A957RC1Q027SBEA_20131220,A957RC1Q027SBEA_20140130,A957RC1Q027SBEA_20140228,A957RC1Q027SBEA_20140327,A957RC1Q027SBEA_20140430,A957RC1Q027SBEA_20140529,A957RC1Q027SBEA_20140730,A957RC1Q027SBEA_20140926,A957RC1Q027SBEA_20141030,A957RC1Q027SBEA_20141125,A957RC1Q027SBEA_20141223,A957RC1Q027SBEA_20150130,A957RC1Q027SBEA_20150227,A957RC1Q027SBEA_20150327,A957RC1Q027SBEA_20150429,A957RC1Q027SBEA_20150529,A957RC1Q027SBEA_20150624,A957RC1Q027SBEA_20150730,A957RC1Q027SBEA_20150827,A957RC1Q027SBEA_20150925,A957RC1Q027SBEA_20151029,A957RC1Q027SBEA_20151124,A957RC1Q027SBEA_20151222,A957RC1Q027SBEA_20160129,A957RC1Q027SBEA_20160226,A957RC1Q027SBEA_20160325,A957RC1Q027SBEA_20160428,A957RC1Q027SBEA_20160527,A957RC1Q027SBEA_20160628,A957RC1Q027SBEA_20160729,A957RC1Q027SBEA_20160826,A957RC1Q027SBEA_20160929,A957RC1Q027SBEA_20161028,A957RC1Q027SBEA_20161222,A957RC1Q027SBEA_20170127,A957RC1Q027SBEA_20170228,A957RC1Q027SBEA_20170330,A957RC1Q027SBEA_20170428,A957RC1Q027SBEA_20170526,A957RC1Q027SBEA_20170629,A957RC1Q027SBEA_20170728,A957RC1Q027SBEA_20170830,A957RC1Q027SBEA_20171027,A957RC1Q027SBEA_20171129,A957RC1Q027SBEA_20171221,A957RC1Q027SBEA_20180126,A957RC1Q027SBEA_20180228,A957RC1Q027SBEA_20180328,A957RC1Q027SBEA_20180427,A957RC1Q027SBEA_20180530,A957RC1Q027SBEA_20180628,A957RC1Q027SBEA_20180727,A957RC1Q027SBEA_20180829,A957RC1Q027SBEA_20180927,A957RC1Q027SBEA_20181026,A957RC1Q027SBEA_20181128,A957RC1Q027SBEA_20181221,A957RC1Q027SBEA_20190228,A957RC1Q027SBEA_20190328,A957RC1Q027SBEA_20190426,A957RC1Q027SBEA_20190530,A957RC1Q027SBEA_20190627,A957RC1Q027SBEA_20190726,A957RC1Q027SBEA_20190829,A957RC1Q027SBEA_20190926,A957RC1Q027SBEA_20191030,A957RC1Q027SBEA_20191127,A957RC1Q027SBEA_20191220,A957RC1Q027SBEA_20200130,A957RC1Q027SBEA_20200227,A957RC1Q027SBEA_20200326,A957RC1Q027SBEA_20200429,A957RC1Q027SBEA_20200528,A957RC1Q027SBEA_20200625,A957RC1Q027SBEA_20200730,A957RC1Q027SBEA_20200827,A957RC1Q027SBEA_20200930,A957RC1Q027SBEA_20201029,A957RC1Q027SBEA_20201125,A957RC1Q027SBEA_20201222,A957RC1Q027SBEA_20210128,A957RC1Q027SBEA_20210225
1968-04-01,94.4,94.4,94.4,94.4,94.4,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.824,95.824,95.824,95.824,95.824,95.824,95.824,95.824,95.824,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861,95.861
1968-07-01,95.8,95.8,95.8,95.8,95.8,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405,97.405
1968-10-01,97.4,97.4,97.4,97.4,97.4,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.016,99.016,99.016,99.016,99.016,99.016,99.016,99.016,99.016,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05,99.05
1969-01-01,95.3,95.3,95.3,95.3,95.3,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.096,97.096,97.096,97.096,97.096,97.096,97.096,97.096,97.096,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121,97.121
1969-04-01,97.6,97.6,97.6,97.6,97.6,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.468,99.468,99.468,99.468,99.468,99.468,99.468,99.468,99.468,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536,99.536
1969-07-01,100.1,100.1,100.1,100.1,100.1,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.3,102.308,102.308,102.308,102.308,102.308,102.308,102.308,102.308,102.308,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336,102.336
1969-10-01,100.3,100.3,100.3,100.3,100.3,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.82,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865,102.865
1970-01-01,99.8,99.8,99.8,99.8,99.8,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.676,102.676,102.676,102.676,102.676,102.676,102.676,102.676,102.676,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717,102.717
1970-04-01,98.0,98.0,98.0,98.0,98.0,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43,101.43
1970-07-01,98.4,98.4,98.4,98.4,98.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.4,102.376,102.376,102.376,102.376,102.376,102.376,102.376,102.376,102.376,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414,102.414
1970-10-01,98.2,98.2,98.2,98.2,98.2,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.8,102.756,102.756,102.756,102.756,102.756,102.756,102.756,102.756,102.756,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815,102.815
1971-01-01,100.9,100.9,100.9,100.9,100.9,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.568,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648,105.648
1971-04-01,101.9,101.9,101.9,101.9,101.9,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.664,106.664,106.664,106.664,106.664,106.664,106.664,106.664,106.664,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748,106.748
1971-07-01,102.0,102.0,102.0,102.0,102.0,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.688,106.688,106.688,106.688,106.688,106.688,106.688,106.688,106.688,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761,106.761
1971-10-01,103.0,103.0,103.0,103.0,103.0,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.5,107.524,107.524,107.524,107.524,107.524,107.524,107.524,107.524,107.524,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566,107.566
1972-01-01,108.2,108.2,108.2,108.2,108.2,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.804,112.804,112.804,112.804,112.804,112.804,112.804,112.804,112.804,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89,112.89
1972-04-01,109.4,109.4,109.4,109.4,109.4,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,113.984,113.984,113.984,113.984,113.984,113.984,113.984,113.984,113.984,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684,113.684
1972-07-01,105.9,105.9,105.9,105.9,105.9,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.2,110.216,110.216,110.216,110.216,110.216,110.216,110.216,110.216,110.216,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424,110.424
1972-10-01,107.0,107.0,107.0,107.0,107.0,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.684,111.684,111.684,111.684,111.684,111.684,111.684,111.684,111.684,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189,112.189
1973-01-01,108.5,108.5,108.5,108.5,108.5,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.128,113.128,113.128,113.128,113.128,113.128,113.128,113.128,113.128,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602,113.602
1973-04-01,109.1,109.1,109.1,109.1,109.1,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.2,114.22,114.22,114.22,114.22,114.22,114.22,114.22,114.22,114.22,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308,114.308
1973-07-01,107.8,107.8,107.8,107.8,107.8,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.7,112.72,112.72,112.72,112.72,112.72,112.72,112.72,112.72,112.72,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471,113.471
1973-10-01,109.8,109.8,109.8,109.8,109.8,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.6,115.584,115.584,115.584,115.584,115.584,115.584,115.584,115.584,115.584,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753,116.753
1974-01-01,113.9,113.9,113.9,113.9,113.9,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.6,118.58,118.58,118.58,118.58,118.58,118.58,118.58,118.58,118.58,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404,119.404
1974-04-01,114.6,114.6,114.6,114.6,114.6,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.508,119.508,119.508,119.508,119.508,119.508,119.508,119.508,119.508,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719,119.719
1974-07-01,118.9,118.9,118.9,118.9,118.9,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.1,123.104,123.104,123.104,123.104,123.104,123.104,123.104,123.104,123.104,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926,123.926
1974-10-01,124.2,124.2,124.2,124.2,124.2,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.672,128.672,128.672,128.672,128.672,128.672,128.672,128.672,128.672,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628,129.628
1975-01-01,125.8,125.8,125.8,125.8,125.8,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.9,129.852,129.852,129.852,129.852,129.852,129.852,129.852,129.852,129.852,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948,130.948
1975-04-01,128.2,128.2,128.2,128.2,128.2,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.1,132.092,132.092,132.092,132.092,132.092,132.092,132.092,132.092,132.092,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561,132.561
1975-07-01,130.2,130.2,130.2,130.2,130.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.156,133.156,133.156,133.156,133.156,133.156,133.156,133.156,133.156,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322,134.322
1975-10-01,133.9,133.9,133.9,133.9,133.9,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673,137.673
1976-01-01,134.1,134.1,134.1,134.1,134.1,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.8,136.812,136.812,136.812,136.812,136.812,136.812,136.812,136.812,136.812,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976,137.976
1976-04-01,136.5,136.5,136.5,136.5,136.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.5,138.536,138.536,138.536,138.536,138.536,138.536,138.536,138.536,138.536,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114,139.114
