observation_date,A957RC1Q027SBEA_20130228,A957RC1Q027SBEA_20130328,A957RC1Q027SBEA_20130426,A957RC1Q027SBEA_20130530,A957RC1Q027SBEA_20130626,A957RC1Q027SBEA_20130731,A957RC1Q027SBEA_20130829,A957RC1Q027SBEA_20130926,A957RC1Q027SBEA_20131107,A957RC1Q027SBEA_20131205,A957RC1Q027SBEA_20131220,A957RC1Q027SBEA_20140130,A957RC1Q027SBEA_20140228,A957RC1Q027SBEA_20140327,A957RC1Q027SBEA_20140430,A957RC1Q027SBEA_20140529,A957RC1Q027SBEA_20140730,A957RC1Q027SBEA_20140926,A957RC1Q027SBEA_20141030,A957RC1Q027SBEA_20141125,A957RC1Q027SBEA_20141223,A957RC1Q027SBEA_20150130,A957RC1Q027SBEA_20150227,A957RC1Q027SBEA_20150327,A957RC1Q027SBEA_20150429,A957RC1Q027SBEA_20150529,A957RC1Q027SBEA_20150624,A957RC1Q027SBEA_20150730,A957RC1Q027SBEA_20150827,A957RC1Q027SBEA_20150925,A957RC1Q027SBEA_20151029,A957RC1Q027SBEA_20151124,A957RC1Q027SBEA_20151222,A957RC1Q027SBEA_20160129,A957RC1Q027SBEA_20160226,A957RC1Q027SBEA_20160325,A957RC1Q027SBEA_20160428,A957RC1Q027SBEA_20160527,A957RC1Q027SBEA_20160628,A957RC1Q027SBEA_20160729,A957RC1Q027SBEA_20160826,A957RC1Q027SBEA_20160929,A957RC1Q027SBEA_20161028,A957RC1Q027SBEA_20161222,A957RC1Q027SBEA_20170127,A957RC1Q027SBEA_20170228,A957RC1Q027SBEA_20170330,A957RC1Q027SBEA_20170428,A957RC1Q027SBEA_20170526,A957RC1Q027SBEA_20170629,A957RC1Q027SBEA_20170728,A957RC1Q027SBEA_20170830,A957RC1Q027SBEA_20171027,A957RC1Q027SBEA_20171129,A957RC1Q027SBEA_20171221,A957RC1Q027SBEA_20180126,A957RC1Q027SBEA_20180228,A957RC1Q027SBEA_20180328,A957RC1Q027SBEA_20180427,A957RC1Q027SBEA_20180530,A957RC1Q027SBEA_20180628,A957RC1Q027SBEA_20180727,A957RC1Q027SBEA_20180829,A957RC1Q027SBEA_20180927,A957RC1Q027SBEA_20181026,A957RC1Q027SBEA_20181128,A957RC1Q027SBEA_20181221,A957RC1Q027SBEA_20190228,A957RC1Q027SBEA_20190328,A957RC1Q027SBEA_20190426,A957RC1Q027SBEA_20190530,A957RC1Q027SBEA_20190627,A957RC1Q027SBEA_20190726,A957RC1Q027SBEA_20190829,A957RC1Q027SBEA_20190926,A957RC1Q027SBEA_20191030,A957RC1Q027SBEA_20191127,A957RC1Q027SBEA_20191220,A957RC1Q027SBEA_20200130,A957RC1Q027SBEA_20200227,A957RC1Q027SBEA_20200326,A957RC1Q027SBEA_20200429,A957RC1Q027SBEA_20200528,A957RC1Q027SBEA_20200625,A957RC1Q027SBEA_20200730,A957RC1Q027SBEA_20200827,A957RC1Q027SBEA_20200930,A957RC1Q027SBEA_20201029,A957RC1Q027SBEA_20201125,A957RC1Q027SBEA_20201222,A957RC1Q027SBEA_20210128,A957RC1Q027SBEA_20210225
2010-10-01,1063.6,1063.6,1063.6,1063.6,1063.6,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.7,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64,1010.64
2011-01-01,1054.2,1054.2,1054.2,1054.2,1054.2,1001.1,1001.1,1001.1,1001.1,1001.1,1001.1,1001.1,1001.1,1001.1,1001.1,1001.1,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.6,1000.56,1000.56,1000.56,1000.56,1000.56,1000.56,1000.56,1000.56,1000.56,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531,1006.531
2011-04-01,1071.0,1071.0,1071.0,1071.0,1071.0,1017.4,1017.4,1017.4,1017.4,1017.4,1017.4,1017.4,1017.4,1017.4,1017.4,1017.4,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.2,1015.152,1015.152,1015.152,1015.152,1015.152,1015.152,1015.152,1015.152,1015.152,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553,1014.553
2011-07-01,1069.0,1069.0,1069.0,1069.0,1069.0,1013.4,1013.4,1013.4,1013.4,1013.4,1013.4,1013.4,1013.4,1013.4,1013.4,1013.4,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.0,1009.028,1009.028,1009.028,1009.028,1009.028,1009.028,1009.028,1009.028,1009.028,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839,992.839
2011-10-01,1052.0,1052.0,1052.0,1052.0,1052.0,1002.7,1002.7,1002.7,1002.7,1002.7,1002.7,1002.7,1002.7,1002.7,1002.7,1002.7,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.5,999.504,999.504,999.504,999.504,999.504,999.504,999.504,999.504,999.504,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136,999.136
2012-01-01,1055.6,1055.6,1055.6,1055.6,1055.6,1009.3,1009.3,1009.3,1009.3,1009.3,1009.3,1009.3,1009.3,1009.3,1009.3,1009.3,1003.2,1003.2,1003.2,1003.2,1003.2,1003.2,1003.2,1003.2,1003.2,1003.2,1003.2,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.6,1011.593,1011.593,1011.593,1011.593,1011.593,1011.593,1011.593,1011.593,1011.593,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391,1006.391
2012-04-01,1054.8,1054.8,1054.8,1054.8,1054.8,1007.4,1007.4,1007.4,1007.4,1007.4,1007.4,1007.4,1007.4,1007.4,1007.4,1007.4,998.7,998.7,998.7,998.7,998.7,998.7,998.7,998.7,998.7,998.7,998.7,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.0,1006.035,1006.035,1006.035,1006.035,1006.035,1006.035,1006.035,1006.035,1006.035,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06,998.06
2012-07-01,1086.3,1086.3,1086.3,1086.3,1086.3,1036.1,1036.1,1036.1,1036.1,1036.1,1036.1,1036.1,1036.1,1036.1,1036.1,1036.1,1024.9,1024.9,1024.9,1024.9,1024.9,1024.9,1024.9,1024.9,1024.9,1024.9,1024.9,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.5,1012.528,1012.528,1012.528,1012.528,1012.528,1012.528,1012.528,1012.528,1012.528,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998,1005.998
2012-10-01,1041.1,1041.9,1041.9,1041.9,1041.9,993.9,993.9,993.9,993.9,993.9,993.9,993.9,993.9,993.9,993.9,993.9,987.6,987.6,987.6,987.6,987.6,987.6,987.6,987.6,987.6,987.6,987.6,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.2,1001.181,1001.181,1001.181,1001.181,1001.181,1001.181,1001.181,1001.181,1001.181,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553,986.553
2013-01-01,,,1032.7,1031.5,1032.7,982.3,982.3,982.3,982.3,982.3,982.3,982.3,982.3,982.3,982.3,982.3,970.2,970.2,970.2,970.2,970.2,970.2,970.2,970.2,970.2,970.2,970.2,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,974.4,974.4,974.4,974.4,974.4,974.4,974.4,974.4,974.4,974.4,974.4,974.4,974.4,974.407,974.407,974.407,974.407,974.407,974.407,974.407,974.407,974.407,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537,967.537
2013-04-01,,,,,,974.5,975.9,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,965.2,965.2,965.2,965.2,965.2,965.2,965.2,965.2,965.2,965.2,965.2,967.0,967.0,967.0,967.0,967.0,967.0,967.0,967.0,967.0,967.0,967.0,967.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,964.956,964.956,964.956,964.956,964.956,964.956,964.956,964.956,964.956,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042,964.042
2013-07-01,,,,,,,,,972.9,972.7,972.4,972.4,972.4,972.4,972.4,972.4,965.7,965.7,965.7,965.7,965.7,965.7,965.7,965.7,965.7,965.7,965.7,950.8,950.8,950.8,950.8,950.8,950.8,950.8,950.8,950.8,950.8,950.8,950.8,951.5,951.5,951.5,951.5,951.5,951.5,951.5,951.5,951.5,951.5,951.5,951.5,951.5,951.543,951.543,951.543,951.543,951.543,951.543,951.543,951.543,951.543,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613,948.613
2013-10-01,,,,,,,,,,,,954.6,952.6,953.4,953.4,953.4,951.1,951.1,951.1,951.1,951.1,951.1,951.1,951.1,951.1,951.1,951.1,948.7,948.7,948.7,948.7,948.7,948.7,948.7,948.7,948.7,948.7,948.7,948.7,953.2,953.2,953.2,953.2,953.2,953.2,953.2,953.2,953.2,953.2,953.2,953.2,953.2,953.172,953.172,953.172,953.172,953.172,953.172,953.172,953.172,953.172,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528,947.528
2014-01-01,,,,,,,,,,,,,,,959.6,959.0,957.1,957.1,957.1,957.1,957.1,957.1,957.1,957.1,957.1,957.1,957.1,952.9,952.9,952.9,952.9,952.9,952.9,952.9,952.9,952.9,952.9,952.9,952.9,957.4,957.4,957.4,957.4,957.4,957.4,957.4,957.4,957.4,957.4,957.4,956.0,956.0,956.029,956.029,956.029,956.029,956.029,956.029,956.029,956.029,956.029,953.026,953.026,953.026,953.026,953.026,953.026,953.026,953.026,953.026,953.026,953.026,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775,950.775
2014-04-01,,,,,,,,,,,,,,,,,955.6,955.5,955.5,955.5,955.5,955.5,955.5,955.5,955.5,955.5,955.5,950.9,950.9,950.9,950.9,950.9,950.9,950.9,950.9,950.9,950.9,950.9,950.9,949.9,949.9,949.9,949.9,949.9,949.9,949.9,949.9,949.9,949.9,949.9,950.7,950.7,950.705,950.705,950.705,950.705,950.705,950.705,950.705,950.705,950.705,942.403,942.403,942.403,942.403,942.403,942.403,942.403,942.403,942.403,942.403,942.403,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157,944.157
2014-07-01,,,,,,,,,,,,,,,,,,,988.3,988.1,987.7,987.7,987.7,987.7,987.7,987.7,987.7,968.2,968.2,968.2,968.2,968.2,968.2,968.2,968.2,968.2,968.2,968.2,968.2,967.6,967.6,967.6,967.6,967.6,967.6,967.6,967.6,967.6,967.6,967.6,964.2,964.2,964.237,964.237,964.237,964.237,964.237,964.237,964.237,964.237,964.237,962.256,962.256,962.256,962.256,962.256,962.256,962.256,962.256,962.256,962.256,962.256,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902,963.902
2014-10-01,,,,,,,,,,,,,,,,,,,,,,959.7,959.8,960.6,960.6,960.6,960.6,949.1,949.1,949.1,949.1,949.1,949.1,949.1,949.1,949.1,949.1,949.1,949.1,948.8,948.8,948.8,948.8,948.8,948.8,948.8,948.8,948.8,948.8,948.8,946.9,946.9,946.875,946.875,946.875,946.875,946.875,946.875,946.875,946.875,946.875,943.605,943.605,943.605,943.605,943.605,943.605,943.605,943.605,943.605,943.605,943.605,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972,945.972
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,961.8,962.7,962.3,956.7,956.7,956.7,956.7,956.7,956.7,956.7,956.7,956.7,956.7,956.7,956.7,960.1,960.1,960.1,960.1,960.1,960.1,960.1,960.1,960.1,960.1,960.1,957.3,957.3,957.305,957.305,957.305,957.305,957.305,957.305,957.305,957.305,957.305,952.217,952.217,952.217,952.217,952.217,952.217,952.217,952.217,952.217,952.217,952.217,952.327,952.327,952.327,952.327,952.327,952.327,952.327,952.327,952.327,952.327,952.327,952.327,951.855,951.855,951.855,951.855,951.855,951.855,951.855,951.855
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.1,957.3,957.2,957.2,957.2,957.2,957.2,957.2,957.2,957.2,957.2,957.2,961.7,961.7,961.7,961.7,961.7,961.7,961.7,961.7,961.7,961.7,961.7,960.2,960.2,960.172,960.172,960.172,960.172,960.172,960.172,960.172,960.172,960.172,954.523,954.523,954.523,954.523,954.523,954.523,954.523,954.523,954.523,954.523,954.523,953.999,953.999,953.999,953.999,953.999,953.999,953.999,953.999,953.999,953.999,953.999,953.999,952.051,952.051,952.051,952.051,952.051,952.051,952.051,952.051
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.7,961.4,961.3,961.3,961.3,961.3,961.3,961.3,961.3,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,965.1,959.1,959.1,959.059,959.059,959.059,959.059,959.059,959.059,959.059,959.059,959.059,956.363,956.363,956.363,956.363,956.363,956.363,956.363,956.363,956.363,956.363,956.363,956.988,956.988,956.988,956.988,956.988,956.988,956.988,956.988,956.988,956.988,956.988,956.988,953.419,953.419,953.419,953.419,953.419,953.419,953.419,953.419
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.7,967.0,967.3,967.3,967.3,967.3,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,963.6,963.6,963.573,963.573,963.573,963.573,963.573,963.573,963.573,963.573,963.573,960.26,960.26,960.26,960.26,960.26,960.26,960.26,960.26,960.26,960.26,960.26,961.807,961.807,961.807,961.807,961.807,961.807,961.807,961.807,961.807,961.807,961.807,961.807,959.381,959.381,959.381,959.381,959.381,959.381,959.381,959.381
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.0,966.1,965.1,969.0,969.0,969.0,969.0,969.0,969.0,969.0,969.0,969.0,969.0,969.0,961.5,961.5,961.508,961.508,961.508,961.508,961.508,961.508,961.508,961.508,961.508,958.797,958.797,958.797,958.797,958.797,958.797,958.797,958.797,958.797,958.797,958.797,960.862,960.862,960.862,960.862,960.862,960.862,960.862,960.862,960.862,960.862,960.862,960.862,960.246,960.246,960.246,960.246,960.246,960.246,960.246,960.246
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.7,974.8,974.6,974.6,974.6,974.6,974.6,974.6,974.6,974.6,974.6,962.5,962.5,962.467,962.467,962.467,962.467,962.467,962.467,962.467,962.467,962.467,961.772,961.772,961.772,961.772,961.772,961.772,961.772,961.772,961.772,961.772,961.772,961.347,961.347,961.347,961.347,961.347,961.347,961.347,961.347,961.347,961.347,961.347,961.347,959.365,959.365,959.365,959.365,959.365,959.365,959.365,959.365
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.7,984.9,984.9,984.9,984.9,984.9,984.9,984.9,968.2,968.2,968.231,968.231,968.231,968.231,968.231,968.231,968.231,968.231,968.231,971.981,971.981,971.981,971.981,971.981,971.981,971.981,971.981,971.981,971.981,971.981,972.816,972.816,972.816,972.816,972.816,972.816,972.816,972.816,972.816,972.816,972.816,972.816,970.731,970.731,970.731,970.731,970.731,970.731,970.731,970.731
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.5,983.8,983.7,983.7,983.7,983.7,965.9,965.9,965.922,965.922,965.922,965.922,965.922,965.922,965.922,965.922,965.922,977.662,977.662,977.662,977.662,977.662,977.662,977.662,977.662,977.662,977.662,977.662,979.305,979.305,979.305,979.305,979.305,979.305,979.305,979.305,979.305,979.305,979.305,979.305,976.247,976.247,976.247,976.247,976.247,976.247,976.247,976.247
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.5,986.2,986.5,968.0,968.0,967.952,967.952,967.952,967.952,967.952,967.952,967.952,967.952,967.952,980.51,980.51,980.51,980.51,980.51,980.51,980.51,980.51,980.51,980.51,980.51,978.195,978.195,978.195,978.195,978.195,978.195,978.195,978.195,978.195,978.195,978.195,978.195,973.86,973.86,973.86,973.86,973.86,973.86,973.86,973.86
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.6,970.8,970.805,970.805,970.805,970.805,970.805,970.805,970.805,970.805,970.805,984.073,984.073,984.073,984.073,984.073,984.073,984.073,984.073,984.073,984.073,984.073,987.186,987.186,987.186,987.186,987.186,987.186,987.186,987.186,987.186,987.186,987.186,987.186,980.019,980.019,980.019,980.019,980.019,980.019,980.019,980.019
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.867,981.071,981.084,981.084,981.084,981.084,981.084,981.084,981.084,984.656,984.656,984.656,984.656,984.656,984.656,984.656,984.656,984.656,984.656,984.656,993.048,993.048,993.048,993.048,993.048,993.048,993.048,993.048,993.048,993.048,993.048,993.048,984.402,984.402,984.402,984.402,984.402,984.402,984.402,984.402
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.559,991.544,991.466,991.466,991.466,991.466,997.938,997.938,997.938,997.938,997.938,997.938,997.938,997.938,997.938,997.938,997.938,1011.918,1011.918,1011.918,1011.918,1011.918,1011.918,1011.918,1011.918,1011.918,1011.918,1011.918,1011.918,1002.31,1002.31,1002.31,1002.31,1002.31,1002.31,1002.31,1002.31
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.068,1005.256,1005.215,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1012.652,1033.874,1033.874,1033.874,1033.874,1033.874,1033.874,1033.874,1033.874,1033.874,1033.874,1033.874,1033.874,1021.44,1021.44,1021.44,1021.44,1021.44,1021.44,1021.44,1021.44
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.105,1027.703,1027.904,1027.904,1027.904,1027.904,1027.904,1027.904,1027.904,1027.904,1027.904,1052.535,1052.535,1052.535,1052.535,1052.535,1052.535,1052.535,1052.535,1052.535,1052.535,1052.535,1052.535,1038.338,1038.338,1038.338,1038.338,1038.338,1038.338,1038.338,1038.338
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.032,1041.333,1041.26,1041.26,1041.26,1041.26,1041.26,1041.26,1068.079,1068.079,1068.079,1068.079,1068.079,1068.079,1068.079,1068.079,1068.079,1068.079,1068.079,1068.079,1054.147,1054.147,1054.147,1054.147,1054.147,1054.147,1054.147,1054.147
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.799,1046.151,1046.151,1046.151,1046.151,1073.132,1073.132,1073.132,1073.132,1073.132,1073.132,1073.132,1073.132,1073.132,1073.132,1073.132,1073.132,1060.081,1060.081,1060.081,1060.081,1060.081,1060.081,1060.081,1060.081
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.666,1056.448,1057.143,1091.589,1091.589,1091.589,1091.589,1091.589,1091.589,1091.589,1091.589,1091.589,1091.589,1091.589,1091.589,1075.999,1075.999,1075.999,1075.999,1075.999,1075.999,1075.999,1075.999
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.763,1110.386,1110.466,1110.466,1110.466,1110.466,1110.466,1110.466,1110.466,1110.466,1110.466,1110.466,1094.908,1094.908,1094.908,1094.908,1094.908,1094.908,1094.908,1094.908
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.558,1121.519,1121.06,1121.06,1121.06,1121.06,1121.06,1121.06,1121.06,1104.573,1104.573,1104.573,1104.573,1104.573,1104.573,1104.573,1104.573
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.241,1132.965,1132.755,1132.755,1132.755,1132.755,1113.689,1113.689,1113.689,1113.689,1113.689,1113.689,1113.689,1113.689
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.778,1146.53,1146.309,1117.986,1117.986,1117.986,1117.986,1117.986,1117.986,1117.986,1117.986
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.667,1167.557,1168.119,1168.119,1168.119,1168.119,1168.119,1168.119
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.372,1144.569,1140.968,1140.968,1140.968
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.511,1142.987
