observation_date,UNRATE_19600315,UNRATE_19600412,UNRATE_19600511,UNRATE_19600613,UNRATE_19600712,UNRATE_19600810,UNRATE_19600909,UNRATE_19601010,UNRATE_19601110,UNRATE_19601212,UNRATE_19610113,UNRATE_19610209,UNRATE_19610307,UNRATE_19610404,UNRATE_19610502,UNRATE_19610531,UNRATE_19610705,UNRATE_19610802,UNRATE_19610829,UNRATE_19611003,UNRATE_19611103,UNRATE_19611207,UNRATE_19620109,UNRATE_19620131,UNRATE_19620307,UNRATE_19620406,UNRATE_19620509,UNRATE_19620531,UNRATE_19620705,UNRATE_19620801,UNRATE_19620905,UNRATE_19621004,UNRATE_19621031,UNRATE_19621205,UNRATE_19630110,UNRATE_19630131,UNRATE_19630307,UNRATE_19630404,UNRATE_19630502,UNRATE_19630606,UNRATE_19630705,UNRATE_19630801,UNRATE_19630906,UNRATE_19631003,UNRATE_19631031,UNRATE_19631206,UNRATE_19640110,UNRATE_19640206,UNRATE_19640306,UNRATE_19640403,UNRATE_19640507,UNRATE_19640605,UNRATE_19640702,UNRATE_19640806,UNRATE_19640903,UNRATE_19641001,UNRATE_19641105,UNRATE_19641204,UNRATE_19650107,UNRATE_19650203,UNRATE_19650304,UNRATE_19650401,UNRATE_19650506,UNRATE_19650603,UNRATE_19650701,UNRATE_19650805,UNRATE_19650902,UNRATE_19651007,UNRATE_19651104,UNRATE_19651202,UNRATE_19660107,UNRATE_19660208,UNRATE_19660308,UNRATE_19660405,UNRATE_19660506,UNRATE_19660606,UNRATE_19660711,UNRATE_19660808,UNRATE_19660902,UNRATE_19661010,UNRATE_19661104,UNRATE_19661202,UNRATE_19670109,UNRATE_19670209,UNRATE_19670316,UNRATE_19670411,UNRATE_19670509,UNRATE_19670605,UNRATE_19670711,UNRATE_19670808,UNRATE_19670906,UNRATE_19671011,UNRATE_19671107,UNRATE_19671213,UNRATE_19680110,UNRATE_19680207,UNRATE_19680312,UNRATE_19680410,UNRATE_19680508,UNRATE_19680612,UNRATE_19680710,UNRATE_19680807,UNRATE_19680911,UNRATE_19681009,UNRATE_19681106,UNRATE_19681211,UNRATE_19690109,UNRATE_19690211,UNRATE_19690310,UNRATE_19690408,UNRATE_19690505,UNRATE_19690609,UNRATE_19690708,UNRATE_19690804,UNRATE_19690908,UNRATE_19691006,UNRATE_19691107,UNRATE_19691205,UNRATE_19700109,UNRATE_19700206,UNRATE_19700306,UNRATE_19700410,UNRATE_19700508,UNRATE_19700605,UNRATE_19700702,UNRATE_19700807,UNRATE_19700904,UNRATE_19701002,UNRATE_19701106,UNRATE_19701204,UNRATE_19710108,UNRATE_19710205,UNRATE_19710305,UNRATE_19710402,UNRATE_19710507,UNRATE_19710604,UNRATE_19710702,UNRATE_19710806,UNRATE_19710903,UNRATE_19711008,UNRATE_19711105,UNRATE_19711203,UNRATE_19720107,UNRATE_19720204,UNRATE_19720303,UNRATE_19720407,UNRATE_19720505,UNRATE_19720602,UNRATE_19720707,UNRATE_19720804,UNRATE_19720901,UNRATE_19721006,UNRATE_19721103,UNRATE_19721208,UNRATE_19730105,UNRATE_19730202,UNRATE_19730309,UNRATE_19730406,UNRATE_19730504,UNRATE_19730601,UNRATE_19730706,UNRATE_19730803,UNRATE_19730907,UNRATE_19731005,UNRATE_19731102,UNRATE_19731207,UNRATE_19740104,UNRATE_19740201,UNRATE_19740308,UNRATE_19740405,UNRATE_19740503,UNRATE_19740607,UNRATE_19740705,UNRATE_19740802,UNRATE_19740906,UNRATE_19741004,UNRATE_19741101,UNRATE_19741206,UNRATE_19750103,UNRATE_19750207,UNRATE_19750307,UNRATE_19750404,UNRATE_19750502,UNRATE_19750606,UNRATE_19750703,UNRATE_19750801,UNRATE_19750905,UNRATE_19751003,UNRATE_19751107,UNRATE_19751205,UNRATE_19760109,UNRATE_19760206,UNRATE_19760305,UNRATE_19760402,UNRATE_19760507,UNRATE_19760604,UNRATE_19760702,UNRATE_19760806,UNRATE_19760903,UNRATE_19761008,UNRATE_19761105,UNRATE_19761203,UNRATE_19770112,UNRATE_19770204,UNRATE_19770304,UNRATE_19770401,UNRATE_19770506,UNRATE_19770603,UNRATE_19770708,UNRATE_19770805,UNRATE_19770902,UNRATE_19771007,UNRATE_19771104,UNRATE_19771202,UNRATE_19780111,UNRATE_19780203,UNRATE_19780310,UNRATE_19780407,UNRATE_19780505,UNRATE_19780602,UNRATE_19780707,UNRATE_19780804,UNRATE_19780901,UNRATE_19781006,UNRATE_19781103,UNRATE_19781208,UNRATE_19790112,UNRATE_19790202,UNRATE_19790309,UNRATE_19790406,UNRATE_19790504,UNRATE_19790601,UNRATE_19790706,UNRATE_19790803,UNRATE_19790907,UNRATE_19791005,UNRATE_19791102,UNRATE_19791207,UNRATE_19800111,UNRATE_19800201,UNRATE_19800307,UNRATE_19800404,UNRATE_19800502,UNRATE_19800606,UNRATE_19800703,UNRATE_19800801,UNRATE_19800905,UNRATE_19801003,UNRATE_19801107,UNRATE_19801205,UNRATE_19810109,UNRATE_19810206,UNRATE_19810306,UNRATE_19810403,UNRATE_19810508,UNRATE_19810605,UNRATE_19810702,UNRATE_19810807,UNRATE_19810904,UNRATE_19811002,UNRATE_19811106,UNRATE_19811204,UNRATE_19820108,UNRATE_19820205,UNRATE_19820305,UNRATE_19820402,UNRATE_19820507,UNRATE_19820604,UNRATE_19820702,UNRATE_19820806,UNRATE_19820903,UNRATE_19821008,UNRATE_19821105,UNRATE_19821203,UNRATE_19830107,UNRATE_19830204,UNRATE_19830304,UNRATE_19830401,UNRATE_19830506,UNRATE_19830603,UNRATE_19830708,UNRATE_19830805,UNRATE_19830902,UNRATE_19831007,UNRATE_19831104,UNRATE_19831202,UNRATE_19840106,UNRATE_19840203,UNRATE_19840309,UNRATE_19840406,UNRATE_19840504,UNRATE_19840601,UNRATE_19840706,UNRATE_19840803,UNRATE_19840907,UNRATE_19841005,UNRATE_19841102,UNRATE_19841207,UNRATE_19850109,UNRATE_19850201,UNRATE_19850308,UNRATE_19850405,UNRATE_19850503,UNRATE_19850607,UNRATE_19850705,UNRATE_19850802,UNRATE_19850906,UNRATE_19851004,UNRATE_19851101,UNRATE_19851206,UNRATE_19860108,UNRATE_19860207,UNRATE_19860307,UNRATE_19860404,UNRATE_19860502,UNRATE_19860606,UNRATE_19860703,UNRATE_19860801,UNRATE_19860905,UNRATE_19861003,UNRATE_19861107,UNRATE_19861205,UNRATE_19870109,UNRATE_19870206,UNRATE_19870306,UNRATE_19870403,UNRATE_19870508,UNRATE_19870605,UNRATE_19870702,UNRATE_19870807,UNRATE_19870904,UNRATE_19871002,UNRATE_19871106,UNRATE_19871204,UNRATE_19880108,UNRATE_19880205,UNRATE_19880304,UNRATE_19880401,UNRATE_19880506,UNRATE_19880603,UNRATE_19880708,UNRATE_19880805,UNRATE_19880902,UNRATE_19881007,UNRATE_19881104,UNRATE_19881202,UNRATE_19890106,UNRATE_19890203,UNRATE_19890310,UNRATE_19890407,UNRATE_19890505,UNRATE_19890602,UNRATE_19890707,UNRATE_19890804,UNRATE_19890901,UNRATE_19891006,UNRATE_19891103,UNRATE_19891208,UNRATE_19900105,UNRATE_19900202,UNRATE_19900309,UNRATE_19900406,UNRATE_19900504,UNRATE_19900601,UNRATE_19900706,UNRATE_19900803,UNRATE_19900907,UNRATE_19901005,UNRATE_19901102,UNRATE_19901207,UNRATE_19910104,UNRATE_19910201,UNRATE_19910308,UNRATE_19910405,UNRATE_19910503,UNRATE_19910607,UNRATE_19910705,UNRATE_19910802,UNRATE_19910906,UNRATE_19911004,UNRATE_19911101,UNRATE_19911206,UNRATE_19920110,UNRATE_19920207,UNRATE_19920306,UNRATE_19920403,UNRATE_19920508,UNRATE_19920605,UNRATE_19920702,UNRATE_19920807,UNRATE_19920904,UNRATE_19921002,UNRATE_19921106,UNRATE_19921204,UNRATE_19930108,UNRATE_19930205,UNRATE_19930305,UNRATE_19930402,UNRATE_19930507,UNRATE_19930604,UNRATE_19930702,UNRATE_19930806,UNRATE_19930903,UNRATE_19931008,UNRATE_19931105,UNRATE_19931203,UNRATE_19940107,UNRATE_19940204,UNRATE_19940304,UNRATE_19940401,UNRATE_19940506,UNRATE_19940603,UNRATE_19940708,UNRATE_19940805,UNRATE_19940902,UNRATE_19941007,UNRATE_19941104,UNRATE_19941202,UNRATE_19950106,UNRATE_19950203,UNRATE_19950310,UNRATE_19950407,UNRATE_19950505,UNRATE_19950602,UNRATE_19950707,UNRATE_19950804,UNRATE_19950901,UNRATE_19951006,UNRATE_19951103,UNRATE_19951208,UNRATE_19960119,UNRATE_19960202,UNRATE_19960308,UNRATE_19960405,UNRATE_19960503,UNRATE_19960607,UNRATE_19960705,UNRATE_19960802,UNRATE_19960906,UNRATE_19961004,UNRATE_19961101,UNRATE_19961206,UNRATE_19970110,UNRATE_19970207,UNRATE_19970307,UNRATE_19970404,UNRATE_19970502,UNRATE_19970606,UNRATE_19970703,UNRATE_19970801,UNRATE_19970905,UNRATE_19971003,UNRATE_19971107,UNRATE_19971205,UNRATE_19980109,UNRATE_19980206,UNRATE_19980306,UNRATE_19980403,UNRATE_19980508,UNRATE_19980605,UNRATE_19980702,UNRATE_19980807,UNRATE_19980904,UNRATE_19981002,UNRATE_19981105,UNRATE_19981204,UNRATE_19990108,UNRATE_19990205,UNRATE_19990305,UNRATE_19990402,UNRATE_19990507,UNRATE_19990604,UNRATE_19990702,UNRATE_19990806,UNRATE_19990903,UNRATE_19991008,UNRATE_19991105,UNRATE_19991203,UNRATE_20000107,UNRATE_20000204,UNRATE_20000303,UNRATE_20000407,UNRATE_20000505,UNRATE_20000602,UNRATE_20000707,UNRATE_20000804,UNRATE_20000901,UNRATE_20001006,UNRATE_20001103,UNRATE_20001208,UNRATE_20010105,UNRATE_20010202,UNRATE_20010309,UNRATE_20010406,UNRATE_20010504,UNRATE_20010601,UNRATE_20010706,UNRATE_20010803,UNRATE_20010907,UNRATE_20011005,UNRATE_20011102,UNRATE_20011207,UNRATE_20020104,UNRATE_20020201,UNRATE_20020308,UNRATE_20020405,UNRATE_20020503,UNRATE_20020607,UNRATE_20020705,UNRATE_20020802,UNRATE_20020906,UNRATE_20021004,UNRATE_20021101,UNRATE_20021206,UNRATE_20030110,UNRATE_20030207,UNRATE_20030307,UNRATE_20030404,UNRATE_20030502,UNRATE_20030606,UNRATE_20030703,UNRATE_20030801,UNRATE_20030905,UNRATE_20031003,UNRATE_20031107,UNRATE_20031205,UNRATE_20040109,UNRATE_20040206,UNRATE_20040305,UNRATE_20040402,UNRATE_20040507,UNRATE_20040604,UNRATE_20040702,UNRATE_20040806,UNRATE_20040903,UNRATE_20041008,UNRATE_20041105,UNRATE_20041203,UNRATE_20050107,UNRATE_20050204,UNRATE_20050304,UNRATE_20050401,UNRATE_20050506,UNRATE_20050603,UNRATE_20050708,UNRATE_20050805,UNRATE_20050902,UNRATE_20051007,UNRATE_20051104,UNRATE_20051202,UNRATE_20060106,UNRATE_20060203,UNRATE_20060310,UNRATE_20060407,UNRATE_20060505,UNRATE_20060602,UNRATE_20060707,UNRATE_20060804,UNRATE_20060901,UNRATE_20061006,UNRATE_20061103,UNRATE_20061208,UNRATE_20070105,UNRATE_20070202,UNRATE_20070309,UNRATE_20070406,UNRATE_20070504,UNRATE_20070601,UNRATE_20070706,UNRATE_20070803,UNRATE_20070907,UNRATE_20071005,UNRATE_20071102,UNRATE_20071207,UNRATE_20080104,UNRATE_20080201,UNRATE_20080307,UNRATE_20080404,UNRATE_20080502,UNRATE_20080606,UNRATE_20080703,UNRATE_20080801,UNRATE_20080905,UNRATE_20081003,UNRATE_20081107,UNRATE_20081205,UNRATE_20090109,UNRATE_20090206,UNRATE_20090306,UNRATE_20090403,UNRATE_20090508,UNRATE_20090605,UNRATE_20090702,UNRATE_20090807,UNRATE_20090904,UNRATE_20091002,UNRATE_20091106,UNRATE_20091204,UNRATE_20100108,UNRATE_20100205,UNRATE_20100305,UNRATE_20100402,UNRATE_20100507,UNRATE_20100604,UNRATE_20100702,UNRATE_20100806,UNRATE_20100903,UNRATE_20101008,UNRATE_20101105,UNRATE_20101203,UNRATE_20110107,UNRATE_20110204,UNRATE_20110304,UNRATE_20110401,UNRATE_20110506,UNRATE_20110603,UNRATE_20110708,UNRATE_20110805,UNRATE_20110902,UNRATE_20111007,UNRATE_20111104,UNRATE_20111202,UNRATE_20120106,UNRATE_20120203,UNRATE_20120309,UNRATE_20120406,UNRATE_20120504,UNRATE_20120601,UNRATE_20120706,UNRATE_20120803,UNRATE_20120907,UNRATE_20121005,UNRATE_20121102,UNRATE_20121207,UNRATE_20130104,UNRATE_20130201,UNRATE_20130308,UNRATE_20130405,UNRATE_20130503,UNRATE_20130607,UNRATE_20130705,UNRATE_20130802,UNRATE_20130906,UNRATE_20131022,UNRATE_20131108,UNRATE_20131206,UNRATE_20140110,UNRATE_20140207,UNRATE_20140307,UNRATE_20140404,UNRATE_20140502,UNRATE_20140606,UNRATE_20140703,UNRATE_20140801,UNRATE_20140905,UNRATE_20141003,UNRATE_20141107,UNRATE_20141205,UNRATE_20150109,UNRATE_20150206,UNRATE_20150306,UNRATE_20150403,UNRATE_20150508,UNRATE_20150605,UNRATE_20150702,UNRATE_20150807,UNRATE_20150904,UNRATE_20151002,UNRATE_20151106,UNRATE_20151204,UNRATE_20160108,UNRATE_20160205,UNRATE_20160304,UNRATE_20160401,UNRATE_20160506,UNRATE_20160603,UNRATE_20160708,UNRATE_20160805,UNRATE_20160902,UNRATE_20161007,UNRATE_20161104,UNRATE_20161202,UNRATE_20170106,UNRATE_20170203,UNRATE_20170310,UNRATE_20170407,UNRATE_20170505,UNRATE_20170602,UNRATE_20170707,UNRATE_20170804,UNRATE_20170901,UNRATE_20171006,UNRATE_20171103,UNRATE_20171208,UNRATE_20180105,UNRATE_20180202,UNRATE_20180309,UNRATE_20180406,UNRATE_20180504,UNRATE_20180601,UNRATE_20180706,UNRATE_20180803,UNRATE_20180907,UNRATE_20181005,UNRATE_20181102,UNRATE_20181207,UNRATE_20190104,UNRATE_20190201,UNRATE_20190308,UNRATE_20190405,UNRATE_20190503,UNRATE_20190607,UNRATE_20190705,UNRATE_20190802,UNRATE_20190906,UNRATE_20191004,UNRATE_20191101,UNRATE_20191206,UNRATE_20200110,UNRATE_20200207,UNRATE_20200306,UNRATE_20200403,UNRATE_20200508,UNRATE_20200605,UNRATE_20200702,UNRATE_20200807
1960-01-01,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
1960-02-01,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
