observation_date,PRFIC1_19650819,PRFIC1_19651115,PRFIC1_19660113,PRFIC1_19660520,PRFIC1_19660715,PRFIC1_19660811,PRFIC1_19661110,PRFIC1_19670113,PRFIC1_19670517,PRFIC1_19670717,PRFIC1_19670814,PRFIC1_19671117,PRFIC1_19680116,PRFIC1_19680215,PRFIC1_19680516,PRFIC1_19680718,PRFIC1_19680815,PRFIC1_19680918,PRFIC1_19681118,PRFIC1_19690114,PRFIC1_19690214,PRFIC1_19690516,PRFIC1_19690717,PRFIC1_19690814,PRFIC1_19691114,PRFIC1_19700116,PRFIC1_19700213,PRFIC1_19700417,PRFIC1_19700717,PRFIC1_19701015,PRFIC1_19701113,PRFIC1_19710118,PRFIC1_19710212,PRFIC1_19710415,PRFIC1_19710513,PRFIC1_19710716,PRFIC1_19710820,PRFIC1_19711022,PRFIC1_19711118,PRFIC1_19720114,PRFIC1_19720121,PRFIC1_19720218,PRFIC1_19720419,PRFIC1_19720721,PRFIC1_19720818,PRFIC1_19721019,PRFIC1_19721117,PRFIC1_19730119,PRFIC1_19730220,PRFIC1_19730419,PRFIC1_19730517,PRFIC1_19730719,PRFIC1_19731018,PRFIC1_19731116,PRFIC1_19740117,PRFIC1_19740220,PRFIC1_19740418,PRFIC1_19740517,PRFIC1_19740718,PRFIC1_19740822,PRFIC1_19741017,PRFIC1_19750116,PRFIC1_19750416,PRFIC1_19750520,PRFIC1_19750717,PRFIC1_19750821,PRFIC1_19751020,PRFIC1_19751120,PRFIC1_19760116,PRFIC1_19760120,PRFIC1_19760419,PRFIC1_19760520,PRFIC1_19760720,PRFIC1_19760819,PRFIC1_19761019,PRFIC1_19761118,PRFIC1_19770118,PRFIC1_19770218,PRFIC1_19770420,PRFIC1_19770519,PRFIC1_19770721,PRFIC1_19770819,PRFIC1_19771019,PRFIC1_19771117,PRFIC1_19780119,PRFIC1_19780320,PRFIC1_19780419,PRFIC1_19780518,PRFIC1_19780620,PRFIC1_19780721,PRFIC1_19780920,PRFIC1_19781020,PRFIC1_19790118,PRFIC1_19790222,PRFIC1_19790320,PRFIC1_19790419,PRFIC1_19790518,PRFIC1_19790620,PRFIC1_19790720,PRFIC1_19790817,PRFIC1_19790919,PRFIC1_19791016,PRFIC1_19791120,PRFIC1_19791219,PRFIC1_19800118,PRFIC1_19800222,PRFIC1_19800319,PRFIC1_19800418,PRFIC1_19800520,PRFIC1_19800618,PRFIC1_19800718,PRFIC1_19800819,PRFIC1_19801017,PRFIC1_19801119,PRFIC1_19801223,PRFIC1_19810121,PRFIC1_19810219,PRFIC1_19810318,PRFIC1_19810420,PRFIC1_19810519,PRFIC1_19810618,PRFIC1_19810722,PRFIC1_19810819,PRFIC1_19810918,PRFIC1_19811020,PRFIC1_19811119,PRFIC1_19811218,PRFIC1_19820120,PRFIC1_19820222,PRFIC1_19820319,PRFIC1_19820421,PRFIC1_19820519,PRFIC1_19820621,PRFIC1_19820721,PRFIC1_19820819,PRFIC1_19820921,PRFIC1_19821020,PRFIC1_19821119,PRFIC1_19821221,PRFIC1_19830119,PRFIC1_19830222,PRFIC1_19830321,PRFIC1_19830420,PRFIC1_19830519,PRFIC1_19830621,PRFIC1_19830721,PRFIC1_19830819,PRFIC1_19830921,PRFIC1_19831020,PRFIC1_19831122,PRFIC1_19831221,PRFIC1_19840120,PRFIC1_19840217,PRFIC1_19840320,PRFIC1_19840419,PRFIC1_19840518,PRFIC1_19840620,PRFIC1_19840723,PRFIC1_19840820,PRFIC1_19840920,PRFIC1_19841019,PRFIC1_19841120,PRFIC1_19850122,PRFIC1_19850221,PRFIC1_19850321,PRFIC1_19850418,PRFIC1_19850521,PRFIC1_19850620,PRFIC1_19850718,PRFIC1_19850820,PRFIC1_19850920,PRFIC1_19851017,PRFIC1_19851120,PRFIC1_19851220,PRFIC1_19860122,PRFIC1_19860220,PRFIC1_19860319,PRFIC1_19860417,PRFIC1_19860520,PRFIC1_19860618,PRFIC1_19860722,PRFIC1_19860819,PRFIC1_19860918,PRFIC1_19861022,PRFIC1_19861119,PRFIC1_19870122,PRFIC1_19870219,PRFIC1_19870318,PRFIC1_19870423,PRFIC1_19870522,PRFIC1_19870617,PRFIC1_19870724,PRFIC1_19870821,PRFIC1_19870918,PRFIC1_19871023,PRFIC1_19871124,PRFIC1_19871217,PRFIC1_19880127,PRFIC1_19880225,PRFIC1_19880323,PRFIC1_19880426,PRFIC1_19880623,PRFIC1_19880727,PRFIC1_19880825,PRFIC1_19880920,PRFIC1_19881026,PRFIC1_19881129,PRFIC1_19881220,PRFIC1_19890127,PRFIC1_19890228,PRFIC1_19890426,PRFIC1_19890525,PRFIC1_19890622,PRFIC1_19890727,PRFIC1_19890829,PRFIC1_19890921,PRFIC1_19891026,PRFIC1_19891129,PRFIC1_19891220,PRFIC1_19900126,PRFIC1_19900228,PRFIC1_19900328,PRFIC1_19900427,PRFIC1_19900524,PRFIC1_19900621,PRFIC1_19900727,PRFIC1_19900824,PRFIC1_19900925,PRFIC1_19901030,PRFIC1_19901128,PRFIC1_19901219,PRFIC1_19910125,PRFIC1_19910227,PRFIC1_19910327,PRFIC1_19910426,PRFIC1_19910529,PRFIC1_19910626,PRFIC1_19910726,PRFIC1_19910828,PRFIC1_19910926,PRFIC1_19911029,PRFIC1_19911204,PRFIC1_19911220,PRFIC1_19920129,PRFIC1_19920228,PRFIC1_19920326,PRFIC1_19920428,PRFIC1_19920529,PRFIC1_19920625,PRFIC1_19920730,PRFIC1_19920827,PRFIC1_19920924,PRFIC1_19921027,PRFIC1_19921125,PRFIC1_19921222,PRFIC1_19930128,PRFIC1_19930226,PRFIC1_19930326,PRFIC1_19930429,PRFIC1_19930528,PRFIC1_19930623,PRFIC1_19930729,PRFIC1_19930831,PRFIC1_19930929,PRFIC1_19931028,PRFIC1_19931201,PRFIC1_19931222,PRFIC1_19940128,PRFIC1_19940301,PRFIC1_19940331,PRFIC1_19940428,PRFIC1_19940527,PRFIC1_19940629,PRFIC1_19940729,PRFIC1_19940826,PRFIC1_19940929,PRFIC1_19941028,PRFIC1_19941130,PRFIC1_19941222,PRFIC1_19950127,PRFIC1_19950301,PRFIC1_19950331,PRFIC1_19950428,PRFIC1_19950531,PRFIC1_19950630,PRFIC1_19950728,PRFIC1_19950830,PRFIC1_19950929,PRFIC1_19951027,PRFIC1_19960119,PRFIC1_19960223,PRFIC1_19960402,PRFIC1_19960502,PRFIC1_19960530,PRFIC1_19960628,PRFIC1_19960801,PRFIC1_19960829,PRFIC1_19960927,PRFIC1_19961030,PRFIC1_19961127,PRFIC1_19961220,PRFIC1_19970131,PRFIC1_19970228,PRFIC1_19970328,PRFIC1_19970430,PRFIC1_19970530,PRFIC1_19970627,PRFIC1_19970731,PRFIC1_19970828,PRFIC1_19970926,PRFIC1_19971031,PRFIC1_19971126,PRFIC1_19971223,PRFIC1_19980130,PRFIC1_19980227,PRFIC1_19980326,PRFIC1_19980430,PRFIC1_19980528,PRFIC1_19980625,PRFIC1_19980731,PRFIC1_19980827,PRFIC1_19980924,PRFIC1_19981030,PRFIC1_19981124,PRFIC1_19981223,PRFIC1_19990129,PRFIC1_19990226,PRFIC1_19990331,PRFIC1_19990430,PRFIC1_19990527,PRFIC1_19990729,PRFIC1_19990826,PRFIC1_19990930,PRFIC1_19991028,PRFIC1_19991103,PRFIC1_19991124,PRFIC1_19991222,PRFIC1_20000128,PRFIC1_20000225,PRFIC1_20000330,PRFIC1_20000403,PRFIC1_20000427,PRFIC1_20000525,PRFIC1_20000728,PRFIC1_20000825,PRFIC1_20000928,PRFIC1_20001027,PRFIC1_20001129,PRFIC1_20010131,PRFIC1_20010228,PRFIC1_20010329,PRFIC1_20010427,PRFIC1_20010525,PRFIC1_20010629,PRFIC1_20010727,PRFIC1_20010829,PRFIC1_20010928,PRFIC1_20011031,PRFIC1_20011130,PRFIC1_20011221,PRFIC1_20020130,PRFIC1_20020228,PRFIC1_20020328,PRFIC1_20020426,PRFIC1_20020524,PRFIC1_20020731,PRFIC1_20020829,PRFIC1_20020927,PRFIC1_20021031,PRFIC1_20021126,PRFIC1_20021220,PRFIC1_20030130,PRFIC1_20030228,PRFIC1_20030425,PRFIC1_20030529,PRFIC1_20030626,PRFIC1_20030731,PRFIC1_20030828,PRFIC1_20030926,PRFIC1_20031030,PRFIC1_20031125,PRFIC1_20031210,PRFIC1_20031223,PRFIC1_20040130,PRFIC1_20040227,PRFIC1_20040325,PRFIC1_20040429,PRFIC1_20040527,PRFIC1_20040625,PRFIC1_20040730,PRFIC1_20040827,PRFIC1_20040929,PRFIC1_20041029,PRFIC1_20041130,PRFIC1_20041222,PRFIC1_20050128,PRFIC1_20050225,PRFIC1_20050330,PRFIC1_20050428,PRFIC1_20050526,PRFIC1_20050629,PRFIC1_20050729,PRFIC1_20050929,PRFIC1_20051028,PRFIC1_20051130,PRFIC1_20051221,PRFIC1_20060127,PRFIC1_20060228,PRFIC1_20060330,PRFIC1_20060428,PRFIC1_20060525,PRFIC1_20060629,PRFIC1_20060728,PRFIC1_20060830,PRFIC1_20060928,PRFIC1_20061027,PRFIC1_20061129,PRFIC1_20061221,PRFIC1_20070131,PRFIC1_20070228,PRFIC1_20070329,PRFIC1_20070427,PRFIC1_20070531,PRFIC1_20070628,PRFIC1_20070727,PRFIC1_20070830,PRFIC1_20070927,PRFIC1_20071031,PRFIC1_20071129,PRFIC1_20071220,PRFIC1_20080130,PRFIC1_20080228,PRFIC1_20080327,PRFIC1_20080430,PRFIC1_20080529,PRFIC1_20080626,PRFIC1_20080731,PRFIC1_20080828,PRFIC1_20080926,PRFIC1_20081030,PRFIC1_20081125,PRFIC1_20081223,PRFIC1_20090130,PRFIC1_20090227,PRFIC1_20090326,PRFIC1_20090429,PRFIC1_20090529,PRFIC1_20090625,PRFIC1_20090731,PRFIC1_20090827,PRFIC1_20090930,PRFIC1_20091029,PRFIC1_20091124,PRFIC1_20091222,PRFIC1_20100129,PRFIC1_20100226,PRFIC1_20100326,PRFIC1_20100430,PRFIC1_20100527,PRFIC1_20100625,PRFIC1_20100730,PRFIC1_20100827,PRFIC1_20100930,PRFIC1_20101029,PRFIC1_20101123,PRFIC1_20101222,PRFIC1_20110128,PRFIC1_20110225,PRFIC1_20110325,PRFIC1_20110428,PRFIC1_20110526,PRFIC1_20110624,PRFIC1_20110729,PRFIC1_20110826,PRFIC1_20110929,PRFIC1_20111027,PRFIC1_20111122,PRFIC1_20111222,PRFIC1_20120127,PRFIC1_20120229,PRFIC1_20120329,PRFIC1_20120427,PRFIC1_20120531,PRFIC1_20120628,PRFIC1_20120727,PRFIC1_20120829,PRFIC1_20120927,PRFIC1_20121026,PRFIC1_20121129,PRFIC1_20121220,PRFIC1_20130130,PRFIC1_20130228,PRFIC1_20130328,PRFIC1_20130426,PRFIC1_20130530,PRFIC1_20130626,PRFIC1_20130731,PRFIC1_20130829,PRFIC1_20130926,PRFIC1_20131107,PRFIC1_20131205,PRFIC1_20131220,PRFIC1_20140130,PRFIC1_20140228,PRFIC1_20140327,PRFIC1_20140430,PRFIC1_20140529,PRFIC1_20140625,PRFIC1_20140730,PRFIC1_20140828,PRFIC1_20140926,PRFIC1_20141030,PRFIC1_20141125,PRFIC1_20141223,PRFIC1_20150130,PRFIC1_20150227,PRFIC1_20150327,PRFIC1_20150429,PRFIC1_20150529,PRFIC1_20150624,PRFIC1_20150730,PRFIC1_20150827,PRFIC1_20150925,PRFIC1_20151029,PRFIC1_20151124,PRFIC1_20151222,PRFIC1_20160129,PRFIC1_20160226,PRFIC1_20160325,PRFIC1_20160428,PRFIC1_20160527,PRFIC1_20160628,PRFIC1_20160729,PRFIC1_20160826,PRFIC1_20160929,PRFIC1_20161028,PRFIC1_20161129,PRFIC1_20161222,PRFIC1_20170127,PRFIC1_20170228,PRFIC1_20170428,PRFIC1_20170526,PRFIC1_20170629,PRFIC1_20170728,PRFIC1_20170830,PRFIC1_20170928,PRFIC1_20171027,PRFIC1_20171129,PRFIC1_20171221,PRFIC1_20180126,PRFIC1_20180228,PRFIC1_20180328,PRFIC1_20180427,PRFIC1_20180530,PRFIC1_20180628,PRFIC1_20180727,PRFIC1_20180829,PRFIC1_20180927,PRFIC1_20181026,PRFIC1_20181128,PRFIC1_20181221,PRFIC1_20190228,PRFIC1_20190328,PRFIC1_20190426,PRFIC1_20190530,PRFIC1_20190627,PRFIC1_20190726,PRFIC1_20190829,PRFIC1_20190926,PRFIC1_20191030,PRFIC1_20191127,PRFIC1_20191220,PRFIC1_20200130,PRFIC1_20200227,PRFIC1_20200326,PRFIC1_20200429,PRFIC1_20200528,PRFIC1_20200625,PRFIC1_20200730,PRFIC1_20200827,PRFIC1_20200930,PRFIC1_20201029
1960-01-01,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,,148.8,148.8,148.8,148.8,148.8,,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-01,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,,136.5,136.5,136.5,136.5,136.5,,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-01,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,,132.4,132.4,132.4,132.4,132.4,,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-01,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,,132.2,132.2,132.2,132.2,132.2,,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
