observation_date,AWHMAN_19611103,AWHMAN_19611207,AWHMAN_19620109,AWHMAN_19620131,AWHMAN_19620307,AWHMAN_19620406,AWHMAN_19620509,AWHMAN_19620531,AWHMAN_19620705,AWHMAN_19620801,AWHMAN_19620905,AWHMAN_19621004,AWHMAN_19621031,AWHMAN_19621205,AWHMAN_19630110,AWHMAN_19630131,AWHMAN_19630307,AWHMAN_19630404,AWHMAN_19630502,AWHMAN_19630606,AWHMAN_19630705,AWHMAN_19630801,AWHMAN_19630906,AWHMAN_19631003,AWHMAN_19631031,AWHMAN_19631206,AWHMAN_19640110,AWHMAN_19640206,AWHMAN_19640306,AWHMAN_19640403,AWHMAN_19640507,AWHMAN_19640605,AWHMAN_19640702,AWHMAN_19640806,AWHMAN_19640903,AWHMAN_19641001,AWHMAN_19641105,AWHMAN_19641204,AWHMAN_19650107,AWHMAN_19650203,AWHMAN_19650304,AWHMAN_19650401,AWHMAN_19650506,AWHMAN_19650603,AWHMAN_19650701,AWHMAN_19650805,AWHMAN_19650902,AWHMAN_19651007,AWHMAN_19651104,AWHMAN_19651202,AWHMAN_19660107,AWHMAN_19660208,AWHMAN_19660308,AWHMAN_19660405,AWHMAN_19660506,AWHMAN_19660606,AWHMAN_19660711,AWHMAN_19660808,AWHMAN_19660902,AWHMAN_19661010,AWHMAN_19661104,AWHMAN_19661202,AWHMAN_19670109,AWHMAN_19670209,AWHMAN_19670316,AWHMAN_19670411,AWHMAN_19670509,AWHMAN_19670605,AWHMAN_19670711,AWHMAN_19670808,AWHMAN_19670906,AWHMAN_19671011,AWHMAN_19671107,AWHMAN_19671213,AWHMAN_19680110,AWHMAN_19680207,AWHMAN_19680312,AWHMAN_19680410,AWHMAN_19680508,AWHMAN_19680612,AWHMAN_19680710,AWHMAN_19680807,AWHMAN_19680911,AWHMAN_19681009,AWHMAN_19681106,AWHMAN_19681211,AWHMAN_19690109,AWHMAN_19690211,AWHMAN_19690310,AWHMAN_19690408,AWHMAN_19690505,AWHMAN_19690609,AWHMAN_19690708,AWHMAN_19690804,AWHMAN_19690908,AWHMAN_19691006,AWHMAN_19691107,AWHMAN_19691205,AWHMAN_19700109,AWHMAN_19700206,AWHMAN_19700306,AWHMAN_19700410,AWHMAN_19700508,AWHMAN_19700605,AWHMAN_19700702,AWHMAN_19700807,AWHMAN_19700904,AWHMAN_19701002,AWHMAN_19701106,AWHMAN_19701204,AWHMAN_19710108,AWHMAN_19710205,AWHMAN_19710305,AWHMAN_19710402,AWHMAN_19710507,AWHMAN_19710604,AWHMAN_19710702,AWHMAN_19710806,AWHMAN_19710903,AWHMAN_19711008,AWHMAN_19711105,AWHMAN_19711203,AWHMAN_19720107,AWHMAN_19720204,AWHMAN_19720303,AWHMAN_19720407,AWHMAN_19720505,AWHMAN_19720602,AWHMAN_19720707,AWHMAN_19720804,AWHMAN_19720901,AWHMAN_19721006,AWHMAN_19721103,AWHMAN_19721208,AWHMAN_19730105,AWHMAN_19730202,AWHMAN_19730309,AWHMAN_19730406,AWHMAN_19730504,AWHMAN_19730601,AWHMAN_19730706,AWHMAN_19730803,AWHMAN_19730907,AWHMAN_19731005,AWHMAN_19731102,AWHMAN_19731207,AWHMAN_19740104,AWHMAN_19740201,AWHMAN_19740308,AWHMAN_19740405,AWHMAN_19740503,AWHMAN_19740607,AWHMAN_19740705,AWHMAN_19740802,AWHMAN_19740906,AWHMAN_19741004,AWHMAN_19741101,AWHMAN_19741206,AWHMAN_19750103,AWHMAN_19750207,AWHMAN_19750307,AWHMAN_19750404,AWHMAN_19750502,AWHMAN_19750606,AWHMAN_19750703,AWHMAN_19750801,AWHMAN_19750905,AWHMAN_19751003,AWHMAN_19751107,AWHMAN_19751205,AWHMAN_19760109,AWHMAN_19760206,AWHMAN_19760305,AWHMAN_19760402,AWHMAN_19760507,AWHMAN_19760604,AWHMAN_19760702,AWHMAN_19760806,AWHMAN_19760903,AWHMAN_19761008,AWHMAN_19761105,AWHMAN_19761203,AWHMAN_19770112,AWHMAN_19770204,AWHMAN_19770304,AWHMAN_19770401,AWHMAN_19770506,AWHMAN_19770603,AWHMAN_19770708,AWHMAN_19770805,AWHMAN_19770902,AWHMAN_19771007,AWHMAN_19771104,AWHMAN_19771202,AWHMAN_19780111,AWHMAN_19780203,AWHMAN_19780310,AWHMAN_19780407,AWHMAN_19780505,AWHMAN_19780602,AWHMAN_19780707,AWHMAN_19780804,AWHMAN_19780901,AWHMAN_19781006,AWHMAN_19781103,AWHMAN_19781208,AWHMAN_19790112,AWHMAN_19790202,AWHMAN_19790309,AWHMAN_19790406,AWHMAN_19790504,AWHMAN_19790601,AWHMAN_19790706,AWHMAN_19790803,AWHMAN_19790907,AWHMAN_19791005,AWHMAN_19791102,AWHMAN_19791207,AWHMAN_19800111,AWHMAN_19800201,AWHMAN_19800307,AWHMAN_19800404,AWHMAN_19800502,AWHMAN_19800606,AWHMAN_19800703,AWHMAN_19800801,AWHMAN_19800905,AWHMAN_19801003,AWHMAN_19801107,AWHMAN_19801205,AWHMAN_19810109,AWHMAN_19810206,AWHMAN_19810306,AWHMAN_19810403,AWHMAN_19810508,AWHMAN_19810605,AWHMAN_19810702,AWHMAN_19810807,AWHMAN_19810904,AWHMAN_19811002,AWHMAN_19811106,AWHMAN_19811204,AWHMAN_19820108,AWHMAN_19820205,AWHMAN_19820305,AWHMAN_19820402,AWHMAN_19820507,AWHMAN_19820604,AWHMAN_19820702,AWHMAN_19820806,AWHMAN_19820903,AWHMAN_19821008,AWHMAN_19821105,AWHMAN_19821203,AWHMAN_19830107,AWHMAN_19830204,AWHMAN_19830304,AWHMAN_19830401,AWHMAN_19830506,AWHMAN_19830603,AWHMAN_19830708,AWHMAN_19830805,AWHMAN_19830902,AWHMAN_19831007,AWHMAN_19831104,AWHMAN_19831202,AWHMAN_19840106,AWHMAN_19840203,AWHMAN_19840309,AWHMAN_19840406,AWHMAN_19840504,AWHMAN_19840601,AWHMAN_19840706,AWHMAN_19840803,AWHMAN_19840907,AWHMAN_19841005,AWHMAN_19841102,AWHMAN_19841207,AWHMAN_19850109,AWHMAN_19850201,AWHMAN_19850308,AWHMAN_19850405,AWHMAN_19850503,AWHMAN_19850607,AWHMAN_19850705,AWHMAN_19850802,AWHMAN_19850906,AWHMAN_19851004,AWHMAN_19851101,AWHMAN_19851206,AWHMAN_19860108,AWHMAN_19860207,AWHMAN_19860307,AWHMAN_19860404,AWHMAN_19860502,AWHMAN_19860606,AWHMAN_19860703,AWHMAN_19860801,AWHMAN_19860905,AWHMAN_19861003,AWHMAN_19861107,AWHMAN_19861205,AWHMAN_19870109,AWHMAN_19870206,AWHMAN_19870306,AWHMAN_19870403,AWHMAN_19870508,AWHMAN_19870605,AWHMAN_19870702,AWHMAN_19870807,AWHMAN_19870904,AWHMAN_19871002,AWHMAN_19871106,AWHMAN_19871204,AWHMAN_19880108,AWHMAN_19880205,AWHMAN_19880304,AWHMAN_19880401,AWHMAN_19880506,AWHMAN_19880603,AWHMAN_19880708,AWHMAN_19880805,AWHMAN_19880902,AWHMAN_19881007,AWHMAN_19881104,AWHMAN_19881202,AWHMAN_19890106,AWHMAN_19890203,AWHMAN_19890310,AWHMAN_19890407,AWHMAN_19890505,AWHMAN_19890602,AWHMAN_19890707,AWHMAN_19890804,AWHMAN_19890901,AWHMAN_19891006,AWHMAN_19891103,AWHMAN_19891208,AWHMAN_19900105,AWHMAN_19900202,AWHMAN_19900309,AWHMAN_19900406,AWHMAN_19900504,AWHMAN_19900601,AWHMAN_19900706,AWHMAN_19900803,AWHMAN_19900907,AWHMAN_19901005,AWHMAN_19901102,AWHMAN_19901207,AWHMAN_19910104,AWHMAN_19910201,AWHMAN_19910308,AWHMAN_19910405,AWHMAN_19910503,AWHMAN_19910607,AWHMAN_19910705,AWHMAN_19910802,AWHMAN_19910906,AWHMAN_19911004,AWHMAN_19911101,AWHMAN_19911206,AWHMAN_19920110,AWHMAN_19920207,AWHMAN_19920306,AWHMAN_19920403,AWHMAN_19920508,AWHMAN_19920605,AWHMAN_19920702,AWHMAN_19920807,AWHMAN_19920904,AWHMAN_19921002,AWHMAN_19921106,AWHMAN_19921204,AWHMAN_19930108,AWHMAN_19930205,AWHMAN_19930305,AWHMAN_19930402,AWHMAN_19930507,AWHMAN_19930604,AWHMAN_19930702,AWHMAN_19930806,AWHMAN_19930903,AWHMAN_19931008,AWHMAN_19931105,AWHMAN_19931203,AWHMAN_19940107,AWHMAN_19940204,AWHMAN_19940304,AWHMAN_19940401,AWHMAN_19940506,AWHMAN_19940603,AWHMAN_19940708,AWHMAN_19940805,AWHMAN_19940902,AWHMAN_19941007,AWHMAN_19941104,AWHMAN_19941202,AWHMAN_19950106,AWHMAN_19950203,AWHMAN_19950310,AWHMAN_19950407,AWHMAN_19950505,AWHMAN_19950602,AWHMAN_19950707,AWHMAN_19950804,AWHMAN_19950901,AWHMAN_19951006,AWHMAN_19951103,AWHMAN_19951208,AWHMAN_19960119,AWHMAN_19960202,AWHMAN_19960308,AWHMAN_19960405,AWHMAN_19960503,AWHMAN_19960607,AWHMAN_19960705,AWHMAN_19960802,AWHMAN_19960906,AWHMAN_19961004,AWHMAN_19961101,AWHMAN_19961206,AWHMAN_19970110,AWHMAN_19970207,AWHMAN_19970307,AWHMAN_19970404,AWHMAN_19970502,AWHMAN_19970606,AWHMAN_19970703,AWHMAN_19970801,AWHMAN_19970905,AWHMAN_19971003,AWHMAN_19971107,AWHMAN_19971205,AWHMAN_19980109,AWHMAN_19980206,AWHMAN_19980306,AWHMAN_19980403,AWHMAN_19980508,AWHMAN_19980605,AWHMAN_19980702,AWHMAN_19980807,AWHMAN_19980904,AWHMAN_19981002,AWHMAN_19981105,AWHMAN_19981204,AWHMAN_19990108,AWHMAN_19990205,AWHMAN_19990305,AWHMAN_19990402,AWHMAN_19990507,AWHMAN_19990604,AWHMAN_19990702,AWHMAN_19990806,AWHMAN_19990903,AWHMAN_19991008,AWHMAN_19991105,AWHMAN_19991203,AWHMAN_20000107,AWHMAN_20000204,AWHMAN_20000303,AWHMAN_20000407,AWHMAN_20000505,AWHMAN_20000602,AWHMAN_20000707,AWHMAN_20000804,AWHMAN_20000901,AWHMAN_20001006,AWHMAN_20001103,AWHMAN_20001208,AWHMAN_20010105,AWHMAN_20010202,AWHMAN_20010309,AWHMAN_20010406,AWHMAN_20010504,AWHMAN_20010601,AWHMAN_20010706,AWHMAN_20010803,AWHMAN_20010907,AWHMAN_20011005,AWHMAN_20011102,AWHMAN_20011207,AWHMAN_20020104,AWHMAN_20020201,AWHMAN_20020308,AWHMAN_20020405,AWHMAN_20020503,AWHMAN_20020607,AWHMAN_20020705,AWHMAN_20020802,AWHMAN_20020906,AWHMAN_20021004,AWHMAN_20021101,AWHMAN_20021206,AWHMAN_20030110,AWHMAN_20030207,AWHMAN_20030307,AWHMAN_20030404,AWHMAN_20030502,AWHMAN_20030606,AWHMAN_20030703,AWHMAN_20030801,AWHMAN_20030905,AWHMAN_20031003,AWHMAN_20031107,AWHMAN_20031205,AWHMAN_20040109,AWHMAN_20040206,AWHMAN_20040305,AWHMAN_20040402,AWHMAN_20040507,AWHMAN_20040604,AWHMAN_20040702,AWHMAN_20040806,AWHMAN_20040903,AWHMAN_20041008,AWHMAN_20041105,AWHMAN_20041203,AWHMAN_20050107,AWHMAN_20050204,AWHMAN_20050304,AWHMAN_20050401,AWHMAN_20050506,AWHMAN_20050603,AWHMAN_20050708,AWHMAN_20050805,AWHMAN_20050902,AWHMAN_20051007,AWHMAN_20051104,AWHMAN_20051202,AWHMAN_20060106,AWHMAN_20060203,AWHMAN_20060310,AWHMAN_20060407,AWHMAN_20060505,AWHMAN_20060602,AWHMAN_20060707,AWHMAN_20060804,AWHMAN_20060901,AWHMAN_20061006,AWHMAN_20061103,AWHMAN_20061208,AWHMAN_20070105,AWHMAN_20070202,AWHMAN_20070309,AWHMAN_20070406,AWHMAN_20070504,AWHMAN_20070601,AWHMAN_20070706,AWHMAN_20070803,AWHMAN_20070907,AWHMAN_20071005,AWHMAN_20071102,AWHMAN_20071207,AWHMAN_20080104,AWHMAN_20080201,AWHMAN_20080307,AWHMAN_20080404,AWHMAN_20080502,AWHMAN_20080606,AWHMAN_20080703,AWHMAN_20080801,AWHMAN_20080905,AWHMAN_20081003,AWHMAN_20081107,AWHMAN_20081205,AWHMAN_20090109,AWHMAN_20090206,AWHMAN_20090306,AWHMAN_20090403,AWHMAN_20090508,AWHMAN_20090605,AWHMAN_20090702,AWHMAN_20090807,AWHMAN_20090904,AWHMAN_20091002,AWHMAN_20091106,AWHMAN_20091204,AWHMAN_20100108,AWHMAN_20100205,AWHMAN_20100305,AWHMAN_20100402,AWHMAN_20100507,AWHMAN_20100604,AWHMAN_20100702,AWHMAN_20100806,AWHMAN_20100903,AWHMAN_20101008,AWHMAN_20101105,AWHMAN_20101203,AWHMAN_20110107,AWHMAN_20110204,AWHMAN_20110304,AWHMAN_20110401,AWHMAN_20110506,AWHMAN_20110603,AWHMAN_20110708,AWHMAN_20110805,AWHMAN_20110902,AWHMAN_20111007,AWHMAN_20111104,AWHMAN_20111202,AWHMAN_20120106,AWHMAN_20120203,AWHMAN_20120309,AWHMAN_20120406,AWHMAN_20120504,AWHMAN_20120601,AWHMAN_20120706,AWHMAN_20120803,AWHMAN_20120907,AWHMAN_20121005,AWHMAN_20121102,AWHMAN_20121207,AWHMAN_20130104,AWHMAN_20130201,AWHMAN_20130308,AWHMAN_20130405,AWHMAN_20130503,AWHMAN_20130607,AWHMAN_20130705,AWHMAN_20130802,AWHMAN_20130906,AWHMAN_20131022,AWHMAN_20131108,AWHMAN_20131206,AWHMAN_20140110,AWHMAN_20140207,AWHMAN_20140307,AWHMAN_20140404,AWHMAN_20140502,AWHMAN_20140606,AWHMAN_20140703,AWHMAN_20140801,AWHMAN_20140905,AWHMAN_20141003,AWHMAN_20141107,AWHMAN_20141205,AWHMAN_20150109,AWHMAN_20150206,AWHMAN_20150306,AWHMAN_20150403,AWHMAN_20150508,AWHMAN_20150605,AWHMAN_20150702,AWHMAN_20150807,AWHMAN_20150904,AWHMAN_20151002,AWHMAN_20151106,AWHMAN_20151204,AWHMAN_20160108,AWHMAN_20160205,AWHMAN_20160304,AWHMAN_20160401,AWHMAN_20160506,AWHMAN_20160603,AWHMAN_20160708,AWHMAN_20160805,AWHMAN_20160902,AWHMAN_20161007,AWHMAN_20161104,AWHMAN_20161202,AWHMAN_20170106,AWHMAN_20170203,AWHMAN_20170310,AWHMAN_20170407,AWHMAN_20170505,AWHMAN_20170602,AWHMAN_20170707,AWHMAN_20170804,AWHMAN_20170901,AWHMAN_20171006,AWHMAN_20171103,AWHMAN_20171208,AWHMAN_20180105,AWHMAN_20180202,AWHMAN_20180309,AWHMAN_20180406,AWHMAN_20180504,AWHMAN_20180601,AWHMAN_20180706,AWHMAN_20180803,AWHMAN_20180907,AWHMAN_20181005,AWHMAN_20181102,AWHMAN_20181207,AWHMAN_20190104,AWHMAN_20190201,AWHMAN_20190308,AWHMAN_20190405,AWHMAN_20190503,AWHMAN_20190607,AWHMAN_20190705,AWHMAN_20190802,AWHMAN_20190906,AWHMAN_20191004,AWHMAN_20191101,AWHMAN_20191206,AWHMAN_20200110,AWHMAN_20200207,AWHMAN_20200306
1960-01-01,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.5,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6
1960-02-01,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3,40.3
