observation_date,W071RC1Q027SBEA_20130228,W071RC1Q027SBEA_20130328,W071RC1Q027SBEA_20130426,W071RC1Q027SBEA_20130530,W071RC1Q027SBEA_20130626,W071RC1Q027SBEA_20130731,W071RC1Q027SBEA_20130829,W071RC1Q027SBEA_20131107,W071RC1Q027SBEA_20131220,W071RC1Q027SBEA_20140130,W071RC1Q027SBEA_20140228,W071RC1Q027SBEA_20140327,W071RC1Q027SBEA_20140430,W071RC1Q027SBEA_20140529,W071RC1Q027SBEA_20140625,W071RC1Q027SBEA_20140730,W071RC1Q027SBEA_20140828,W071RC1Q027SBEA_20140926,W071RC1Q027SBEA_20141030,W071RC1Q027SBEA_20141125,W071RC1Q027SBEA_20141223,W071RC1Q027SBEA_20150130,W071RC1Q027SBEA_20150227,W071RC1Q027SBEA_20150327,W071RC1Q027SBEA_20150429,W071RC1Q027SBEA_20150529,W071RC1Q027SBEA_20150624,W071RC1Q027SBEA_20150730,W071RC1Q027SBEA_20150827,W071RC1Q027SBEA_20150925,W071RC1Q027SBEA_20151029,W071RC1Q027SBEA_20151124,W071RC1Q027SBEA_20151222,W071RC1Q027SBEA_20160129,W071RC1Q027SBEA_20160226,W071RC1Q027SBEA_20160325,W071RC1Q027SBEA_20160428,W071RC1Q027SBEA_20160527,W071RC1Q027SBEA_20160628,W071RC1Q027SBEA_20160729,W071RC1Q027SBEA_20160826,W071RC1Q027SBEA_20160929,W071RC1Q027SBEA_20161028,W071RC1Q027SBEA_20161129,W071RC1Q027SBEA_20161222,W071RC1Q027SBEA_20170127,W071RC1Q027SBEA_20170228,W071RC1Q027SBEA_20170330,W071RC1Q027SBEA_20170428,W071RC1Q027SBEA_20170629,W071RC1Q027SBEA_20170728,W071RC1Q027SBEA_20170830,W071RC1Q027SBEA_20170928,W071RC1Q027SBEA_20171027,W071RC1Q027SBEA_20171129,W071RC1Q027SBEA_20171221,W071RC1Q027SBEA_20180126,W071RC1Q027SBEA_20180228,W071RC1Q027SBEA_20180328,W071RC1Q027SBEA_20180427,W071RC1Q027SBEA_20180530,W071RC1Q027SBEA_20180628,W071RC1Q027SBEA_20180727,W071RC1Q027SBEA_20180829,W071RC1Q027SBEA_20180927,W071RC1Q027SBEA_20181026,W071RC1Q027SBEA_20181128,W071RC1Q027SBEA_20181221,W071RC1Q027SBEA_20190228,W071RC1Q027SBEA_20190328,W071RC1Q027SBEA_20190426,W071RC1Q027SBEA_20190530,W071RC1Q027SBEA_20190627,W071RC1Q027SBEA_20190726,W071RC1Q027SBEA_20190829,W071RC1Q027SBEA_20190926,W071RC1Q027SBEA_20191030,W071RC1Q027SBEA_20191127,W071RC1Q027SBEA_20191220,W071RC1Q027SBEA_20200130,W071RC1Q027SBEA_20200227,W071RC1Q027SBEA_20200326,W071RC1Q027SBEA_20200429,W071RC1Q027SBEA_20200528,W071RC1Q027SBEA_20200625,W071RC1Q027SBEA_20200730,W071RC1Q027SBEA_20200827,W071RC1Q027SBEA_20200930,W071RC1Q027SBEA_20201029,W071RC1Q027SBEA_20201125,W071RC1Q027SBEA_20201222,W071RC1Q027SBEA_20210128,W071RC1Q027SBEA_20210225
1969-04-01,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324,12.324
1969-07-01,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363,13.363
1969-10-01,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679,13.679
1970-01-01,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017,14.017
1970-04-01,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148,14.148
1970-07-01,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317,14.317
1970-10-01,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386,14.386
1971-01-01,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711,14.711
1971-04-01,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606,15.606
1971-07-01,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015,16.015
1971-10-01,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276,17.276
1972-01-01,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501,19.501
1972-04-01,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966,20.966
1972-07-01,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217,21.217
1972-10-01,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848,21.848
1973-01-01,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899,21.899
1973-04-01,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317,22.317
1973-07-01,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113
1973-10-01,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975,23.975
1974-01-01,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264,23.264
1974-04-01,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082,24.082
1974-07-01,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163,25.163
1974-10-01,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583,25.583
1975-01-01,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.7,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724,25.724
1975-04-01,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456,26.456
1975-07-01,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167,27.167
1975-10-01,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161,28.161
1976-01-01,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468,29.468
1976-04-01,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598,30.598
1976-07-01,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601,31.601
1976-10-01,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629,32.629
1977-01-01,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53,33.53
