observation_date,W071RC1Q027SBEA_20130228,W071RC1Q027SBEA_20130328,W071RC1Q027SBEA_20130426,W071RC1Q027SBEA_20130530,W071RC1Q027SBEA_20130626,W071RC1Q027SBEA_20130731,W071RC1Q027SBEA_20130829,W071RC1Q027SBEA_20131107,W071RC1Q027SBEA_20131220,W071RC1Q027SBEA_20140130,W071RC1Q027SBEA_20140228,W071RC1Q027SBEA_20140327,W071RC1Q027SBEA_20140430,W071RC1Q027SBEA_20140529,W071RC1Q027SBEA_20140625,W071RC1Q027SBEA_20140730,W071RC1Q027SBEA_20140828,W071RC1Q027SBEA_20140926,W071RC1Q027SBEA_20141030,W071RC1Q027SBEA_20141125,W071RC1Q027SBEA_20141223,W071RC1Q027SBEA_20150130,W071RC1Q027SBEA_20150227,W071RC1Q027SBEA_20150327,W071RC1Q027SBEA_20150429,W071RC1Q027SBEA_20150529,W071RC1Q027SBEA_20150624,W071RC1Q027SBEA_20150730,W071RC1Q027SBEA_20150827,W071RC1Q027SBEA_20150925,W071RC1Q027SBEA_20151029,W071RC1Q027SBEA_20151124,W071RC1Q027SBEA_20151222,W071RC1Q027SBEA_20160129,W071RC1Q027SBEA_20160226,W071RC1Q027SBEA_20160325,W071RC1Q027SBEA_20160428,W071RC1Q027SBEA_20160527,W071RC1Q027SBEA_20160628,W071RC1Q027SBEA_20160729,W071RC1Q027SBEA_20160826,W071RC1Q027SBEA_20160929,W071RC1Q027SBEA_20161028,W071RC1Q027SBEA_20161129,W071RC1Q027SBEA_20161222,W071RC1Q027SBEA_20170127,W071RC1Q027SBEA_20170228,W071RC1Q027SBEA_20170330,W071RC1Q027SBEA_20170428,W071RC1Q027SBEA_20170629,W071RC1Q027SBEA_20170728,W071RC1Q027SBEA_20170830,W071RC1Q027SBEA_20170928,W071RC1Q027SBEA_20171027,W071RC1Q027SBEA_20171129,W071RC1Q027SBEA_20171221,W071RC1Q027SBEA_20180126,W071RC1Q027SBEA_20180228,W071RC1Q027SBEA_20180328,W071RC1Q027SBEA_20180427,W071RC1Q027SBEA_20180530,W071RC1Q027SBEA_20180628,W071RC1Q027SBEA_20180727,W071RC1Q027SBEA_20180829,W071RC1Q027SBEA_20180927,W071RC1Q027SBEA_20181026,W071RC1Q027SBEA_20181128,W071RC1Q027SBEA_20181221,W071RC1Q027SBEA_20190228,W071RC1Q027SBEA_20190328,W071RC1Q027SBEA_20190426,W071RC1Q027SBEA_20190530,W071RC1Q027SBEA_20190627,W071RC1Q027SBEA_20190726,W071RC1Q027SBEA_20190829,W071RC1Q027SBEA_20190926,W071RC1Q027SBEA_20191030,W071RC1Q027SBEA_20191127,W071RC1Q027SBEA_20191220,W071RC1Q027SBEA_20200130,W071RC1Q027SBEA_20200227,W071RC1Q027SBEA_20200326,W071RC1Q027SBEA_20200429,W071RC1Q027SBEA_20200528,W071RC1Q027SBEA_20200625,W071RC1Q027SBEA_20200730,W071RC1Q027SBEA_20200827,W071RC1Q027SBEA_20200930,W071RC1Q027SBEA_20201029,W071RC1Q027SBEA_20201125,W071RC1Q027SBEA_20201222,W071RC1Q027SBEA_20210128,W071RC1Q027SBEA_20210225
1985-04-01,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942,80.942
1985-07-01,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497,81.497
1985-10-01,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734,83.734
1986-01-01,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479,84.479
1986-04-01,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012,85.012
1986-07-01,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494,87.494
1986-10-01,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835,91.835
1987-01-01,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391,92.391
1987-04-01,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458,101.458
1987-07-01,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123,94.123
1987-10-01,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428,98.428
1988-01-01,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.411,99.411,99.411,99.411,99.411,99.411,99.411,99.411,99.411,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425,99.425
1988-04-01,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.227,97.227,97.227,97.227,97.227,97.227,97.227,97.227,97.227,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22,97.22
1988-07-01,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.1,104.14,104.14,104.14,104.14,104.14,104.14,104.14,104.14,104.14,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139,104.139
1988-10-01,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.598,107.598,107.598,107.598,107.598,107.598,107.598,107.598,107.598,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592,107.592
1989-01-01,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.4,113.385,113.385,113.385,113.385,113.385,113.385,113.385,113.385,113.385,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372,113.372
1989-04-01,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.249,118.249,118.249,118.249,118.249,118.249,118.249,118.249,118.249,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267,118.267
1989-07-01,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.509,114.509,114.509,114.509,114.509,114.509,114.509,114.509,114.509,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514,114.514
1989-10-01,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.4,112.413,112.413,112.413,112.413,112.413,112.413,112.413,112.413,112.413,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406,112.406
1990-01-01,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.335,119.335,119.335,119.335,119.335,119.335,119.335,119.335,119.335,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351,119.351
1990-04-01,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.6,122.553,122.553,122.553,122.553,122.553,122.553,122.553,122.553,122.553,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583,122.583
1990-07-01,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.7,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722,123.722
1990-10-01,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.6,124.626,124.626,124.626,124.626,124.626,124.626,124.626,124.626,124.626,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582,124.582
1991-01-01,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.2,121.197,121.197,121.197,121.197,121.197,121.197,121.197,121.197,121.197,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204,121.204
1991-04-01,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.5,124.526,124.526,124.526,124.526,124.526,124.526,124.526,124.526,124.526,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477,124.477
1991-07-01,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.1,126.101,126.101,126.101,126.101,126.101,126.101,126.101,126.101,126.101,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105,126.105
1991-10-01,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.4,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.42,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459,129.459
1992-01-01,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.5,127.47,127.47,127.47,127.47,127.47,127.47,127.47,127.47,127.47,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554,127.554
1992-04-01,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.9,136.898,136.898,136.898,136.898,136.898,136.898,136.898,136.898,136.898,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93,136.93
1992-07-01,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.7,136.698,136.698,136.698,136.698,136.698,136.698,136.698,136.698,136.698,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77,136.77
1992-10-01,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.154,140.154,140.154,140.154,140.154,140.154,140.154,140.154,140.154,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967,139.967
1993-01-01,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.451,136.451,136.451,136.451,136.451,136.451,136.451,136.451,136.451,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666,136.666
