observation_date,RENTIN_19760116,RENTIN_19760120,RENTIN_19760419,RENTIN_19760720,RENTIN_19761019,RENTIN_19761118,RENTIN_19770118,RENTIN_19770420,RENTIN_19770721,RENTIN_19770819,RENTIN_19771019,RENTIN_19780119,RENTIN_19780419,RENTIN_19780721,RENTIN_19780818,RENTIN_19781020,RENTIN_19781121,RENTIN_19790118,RENTIN_19790419,RENTIN_19790720,RENTIN_19791016,RENTIN_19800118,RENTIN_19800418,RENTIN_19800718,RENTIN_19801017,RENTIN_19801223,RENTIN_19810121,RENTIN_19810219,RENTIN_19810420,RENTIN_19810722,RENTIN_19811020,RENTIN_19820120,RENTIN_19820421,RENTIN_19820721,RENTIN_19821020,RENTIN_19830119,RENTIN_19830420,RENTIN_19830721,RENTIN_19831020,RENTIN_19840120,RENTIN_19840419,RENTIN_19840723,RENTIN_19840820,RENTIN_19840920,RENTIN_19841019,RENTIN_19850122,RENTIN_19850221,RENTIN_19850321,RENTIN_19850418,RENTIN_19850521,RENTIN_19850718,RENTIN_19850820,RENTIN_19850920,RENTIN_19851017,RENTIN_19851120,RENTIN_19851220,RENTIN_19860122,RENTIN_19860220,RENTIN_19860319,RENTIN_19860417,RENTIN_19860520,RENTIN_19860618,RENTIN_19860722,RENTIN_19860819,RENTIN_19860918,RENTIN_19861022,RENTIN_19861119,RENTIN_19861217,RENTIN_19870122,RENTIN_19870219,RENTIN_19870423,RENTIN_19870522,RENTIN_19870617,RENTIN_19870724,RENTIN_19870821,RENTIN_19871023,RENTIN_19871124,RENTIN_19880127,RENTIN_19880225,RENTIN_19880323,RENTIN_19880426,RENTIN_19880526,RENTIN_19880623,RENTIN_19880727,RENTIN_19880825,RENTIN_19880920,RENTIN_19881026,RENTIN_19881129,RENTIN_19881220,RENTIN_19890127,RENTIN_19890228,RENTIN_19890323,RENTIN_19890426,RENTIN_19890525,RENTIN_19890622,RENTIN_19890727,RENTIN_19890829,RENTIN_19890921,RENTIN_19891026,RENTIN_19891129,RENTIN_19891220,RENTIN_19900126,RENTIN_19900228,RENTIN_19900328,RENTIN_19900427,RENTIN_19900524,RENTIN_19900621,RENTIN_19900727,RENTIN_19900824,RENTIN_19900925,RENTIN_19901030,RENTIN_19901128,RENTIN_19901219,RENTIN_19910125,RENTIN_19910227,RENTIN_19910327,RENTIN_19910426,RENTIN_19910529,RENTIN_19910626,RENTIN_19910726,RENTIN_19910828,RENTIN_19910926,RENTIN_19911029,RENTIN_19911204,RENTIN_19911220,RENTIN_19920129,RENTIN_19920228,RENTIN_19920326,RENTIN_19920428,RENTIN_19920529,RENTIN_19920625,RENTIN_19920730,RENTIN_19920827,RENTIN_19921027,RENTIN_19921125,RENTIN_19921222,RENTIN_19930128,RENTIN_19930226,RENTIN_19930326,RENTIN_19930429,RENTIN_19930528,RENTIN_19930623,RENTIN_19930729,RENTIN_19930831,RENTIN_19930929,RENTIN_19931028,RENTIN_19931201,RENTIN_19931222,RENTIN_19940128,RENTIN_19940301,RENTIN_19940331,RENTIN_19940428,RENTIN_19940527,RENTIN_19940629,RENTIN_19940729,RENTIN_19940826,RENTIN_19940929,RENTIN_19941028,RENTIN_19941130,RENTIN_19941222,RENTIN_19950127,RENTIN_19950301,RENTIN_19950331,RENTIN_19950428,RENTIN_19950531,RENTIN_19950630,RENTIN_19950728,RENTIN_19950830,RENTIN_19950929,RENTIN_19951027,RENTIN_19960119,RENTIN_19960223,RENTIN_19960402,RENTIN_19960502,RENTIN_19960530,RENTIN_19960628,RENTIN_19960801,RENTIN_19960829,RENTIN_19960927,RENTIN_19961030,RENTIN_19961127,RENTIN_19961220,RENTIN_19970131,RENTIN_19970228,RENTIN_19970328,RENTIN_19970430,RENTIN_19970507,RENTIN_19970530,RENTIN_19970731,RENTIN_19970828,RENTIN_19970926,RENTIN_19971031,RENTIN_19971126,RENTIN_19971223,RENTIN_19980130,RENTIN_19980227,RENTIN_19980326,RENTIN_19980430,RENTIN_19980528,RENTIN_19980625,RENTIN_19980731,RENTIN_19980827,RENTIN_19980924,RENTIN_19981030,RENTIN_19990129,RENTIN_19990226,RENTIN_19990331,RENTIN_19990430,RENTIN_19990527,RENTIN_19990625,RENTIN_19990729,RENTIN_19990826,RENTIN_19990930,RENTIN_19991028,RENTIN_19991029,RENTIN_19991124,RENTIN_19991222,RENTIN_20000128,RENTIN_20000225,RENTIN_20000330,RENTIN_20000427,RENTIN_20000525,RENTIN_20000629,RENTIN_20000728,RENTIN_20000825,RENTIN_20000928,RENTIN_20001027,RENTIN_20001129,RENTIN_20001221,RENTIN_20010131,RENTIN_20010228,RENTIN_20010329,RENTIN_20010427,RENTIN_20010525,RENTIN_20010629,RENTIN_20010727,RENTIN_20010829,RENTIN_20010928,RENTIN_20011031,RENTIN_20011221,RENTIN_20020130,RENTIN_20020228,RENTIN_20020328,RENTIN_20020426,RENTIN_20020524,RENTIN_20020627,RENTIN_20020731,RENTIN_20020829,RENTIN_20020927,RENTIN_20021031,RENTIN_20021126,RENTIN_20021220,RENTIN_20030130,RENTIN_20030228,RENTIN_20030327,RENTIN_20030425,RENTIN_20030529,RENTIN_20030626,RENTIN_20030731,RENTIN_20030828,RENTIN_20030926,RENTIN_20031030,RENTIN_20031125,RENTIN_20031210,RENTIN_20031218,RENTIN_20031223,RENTIN_20040130,RENTIN_20040227,RENTIN_20040325,RENTIN_20040429,RENTIN_20040527,RENTIN_20040625,RENTIN_20040730,RENTIN_20040827,RENTIN_20040929,RENTIN_20041029,RENTIN_20041130,RENTIN_20041222,RENTIN_20050128,RENTIN_20050225,RENTIN_20050330,RENTIN_20050428,RENTIN_20050526,RENTIN_20050629,RENTIN_20050729,RENTIN_20050831,RENTIN_20050929,RENTIN_20051028,RENTIN_20051130,RENTIN_20051221,RENTIN_20060127,RENTIN_20060228,RENTIN_20060330,RENTIN_20060428,RENTIN_20060525,RENTIN_20060629,RENTIN_20060728,RENTIN_20060830,RENTIN_20060928,RENTIN_20061027,RENTIN_20061129,RENTIN_20061221,RENTIN_20070131,RENTIN_20070228,RENTIN_20070329,RENTIN_20070427,RENTIN_20070531,RENTIN_20070628,RENTIN_20070727,RENTIN_20070830,RENTIN_20070927,RENTIN_20071031,RENTIN_20071129,RENTIN_20071220,RENTIN_20080130,RENTIN_20080228,RENTIN_20080327,RENTIN_20080430,RENTIN_20080529,RENTIN_20080626,RENTIN_20080731,RENTIN_20080828,RENTIN_20080926,RENTIN_20081030,RENTIN_20081125,RENTIN_20081223,RENTIN_20090130,RENTIN_20090227,RENTIN_20090326,RENTIN_20090429,RENTIN_20090625,RENTIN_20090731,RENTIN_20090817,RENTIN_20090827,RENTIN_20090930,RENTIN_20091029,RENTIN_20091124,RENTIN_20091222,RENTIN_20100129,RENTIN_20100326,RENTIN_20100430,RENTIN_20100527,RENTIN_20100625,RENTIN_20100730,RENTIN_20100827,RENTIN_20100930,RENTIN_20101029,RENTIN_20101123,RENTIN_20101222,RENTIN_20110128,RENTIN_20110225,RENTIN_20110325,RENTIN_20110428,RENTIN_20110526,RENTIN_20110729,RENTIN_20110826,RENTIN_20110929,RENTIN_20111027,RENTIN_20111122,RENTIN_20111222,RENTIN_20120127,RENTIN_20120229,RENTIN_20120329,RENTIN_20120427,RENTIN_20120531,RENTIN_20120628,RENTIN_20120727,RENTIN_20120829,RENTIN_20120927,RENTIN_20121026,RENTIN_20121129,RENTIN_20121220,RENTIN_20130130,RENTIN_20130228,RENTIN_20130328,RENTIN_20130426,RENTIN_20130530,RENTIN_20130626,RENTIN_20130731,RENTIN_20130829,RENTIN_20131107,RENTIN_20131205,RENTIN_20131220,RENTIN_20140130,RENTIN_20140228,RENTIN_20140327,RENTIN_20140430,RENTIN_20140529,RENTIN_20140625,RENTIN_20140730,RENTIN_20140828,RENTIN_20140926,RENTIN_20141030,RENTIN_20141223,RENTIN_20150130,RENTIN_20150227,RENTIN_20150327,RENTIN_20150429,RENTIN_20150529,RENTIN_20150624,RENTIN_20150730,RENTIN_20150827,RENTIN_20150925,RENTIN_20151029,RENTIN_20151124,RENTIN_20151222,RENTIN_20160129,RENTIN_20160226,RENTIN_20160325,RENTIN_20160428,RENTIN_20160527,RENTIN_20160628,RENTIN_20160729,RENTIN_20160826,RENTIN_20160929,RENTIN_20161028,RENTIN_20161129,RENTIN_20161222,RENTIN_20170127,RENTIN_20170228,RENTIN_20170330,RENTIN_20170428,RENTIN_20170526,RENTIN_20170629,RENTIN_20170728,RENTIN_20170830,RENTIN_20171027,RENTIN_20171129,RENTIN_20171221,RENTIN_20180126,RENTIN_20180228,RENTIN_20180328,RENTIN_20180427,RENTIN_20180530,RENTIN_20180628,RENTIN_20180727,RENTIN_20180829,RENTIN_20180927,RENTIN_20181026,RENTIN_20181128,RENTIN_20181221,RENTIN_20190228,RENTIN_20190328,RENTIN_20190426,RENTIN_20190530,RENTIN_20190627,RENTIN_20190726,RENTIN_20190829,RENTIN_20190926,RENTIN_20191030,RENTIN_20191127,RENTIN_20191220,RENTIN_20200130,RENTIN_20200227,RENTIN_20200326,RENTIN_20200429,RENTIN_20200528,RENTIN_20200625,RENTIN_20200730,RENTIN_20200827,RENTIN_20200930,RENTIN_20201029,RENTIN_20201125,RENTIN_20201222,RENTIN_20210128,RENTIN_20210225
1960-01-01,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.226,16.226,16.226,16.226,16.226,16.226,16.226,16.226,16.226,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227,16.227
1960-04-01,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,16.1,,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379,16.379
1960-07-01,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.543,16.543,16.543,16.543,16.543,16.543,16.543,16.543,16.543,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542,16.542
1960-10-01,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703,16.703
1961-01-01,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918
