observation_date,B096RC1Q027SBEA_20130228,B096RC1Q027SBEA_20130328,B096RC1Q027SBEA_20130426,B096RC1Q027SBEA_20130731,B096RC1Q027SBEA_20130926,B096RC1Q027SBEA_20131107,B096RC1Q027SBEA_20140130,B096RC1Q027SBEA_20140228,B096RC1Q027SBEA_20140327,B096RC1Q027SBEA_20140430,B096RC1Q027SBEA_20140529,B096RC1Q027SBEA_20140730,B096RC1Q027SBEA_20140926,B096RC1Q027SBEA_20141030,B096RC1Q027SBEA_20150130,B096RC1Q027SBEA_20150227,B096RC1Q027SBEA_20150327,B096RC1Q027SBEA_20150429,B096RC1Q027SBEA_20150730,B096RC1Q027SBEA_20150925,B096RC1Q027SBEA_20151029,B096RC1Q027SBEA_20151222,B096RC1Q027SBEA_20160129,B096RC1Q027SBEA_20160226,B096RC1Q027SBEA_20160325,B096RC1Q027SBEA_20160428,B096RC1Q027SBEA_20160729,B096RC1Q027SBEA_20160929,B096RC1Q027SBEA_20161028,B096RC1Q027SBEA_20161222,B096RC1Q027SBEA_20170127,B096RC1Q027SBEA_20170228,B096RC1Q027SBEA_20170428,B096RC1Q027SBEA_20170526,B096RC1Q027SBEA_20170728,B096RC1Q027SBEA_20170830,B096RC1Q027SBEA_20170928,B096RC1Q027SBEA_20171027,B096RC1Q027SBEA_20171221,B096RC1Q027SBEA_20180126,B096RC1Q027SBEA_20180228,B096RC1Q027SBEA_20180328,B096RC1Q027SBEA_20180427,B096RC1Q027SBEA_20180727,B096RC1Q027SBEA_20180927,B096RC1Q027SBEA_20181026,B096RC1Q027SBEA_20181221,B096RC1Q027SBEA_20190228,B096RC1Q027SBEA_20190426,B096RC1Q027SBEA_20190726,B096RC1Q027SBEA_20190829,B096RC1Q027SBEA_20190926,B096RC1Q027SBEA_20191030,B096RC1Q027SBEA_20191220,B096RC1Q027SBEA_20200130,B096RC1Q027SBEA_20200227,B096RC1Q027SBEA_20200429,B096RC1Q027SBEA_20200730,B096RC1Q027SBEA_20200827,B096RC1Q027SBEA_20200930,B096RC1Q027SBEA_20201029,B096RC1Q027SBEA_20201125,B096RC1Q027SBEA_20201222,B096RC1Q027SBEA_20210128,B096RC1Q027SBEA_20210225
1960-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024,1.024
1960-04-01,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
1960-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048,1.048
1960-10-01,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232,1.232
1961-01-01,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572,1.572
1961-04-01,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008,2.008
1961-07-01,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172,2.172
1961-10-01,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304
1962-01-01,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284
1962-04-01,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384,2.384
1962-07-01,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216,2.216
1962-10-01,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208,2.208
1963-01-01,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024,2.024
1963-04-01,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164,2.164
1963-07-01,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284
1963-10-01,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416,2.416
1964-01-01,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716,2.716
1964-04-01,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868,2.868
1964-07-01,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64
1964-10-01,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652,2.652
1965-01-01,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916,2.916
1965-04-01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956,2.956
1965-07-01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968,2.968
1965-10-01,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116,3.116
1966-01-01,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536,3.536
1966-04-01,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904,3.904
1966-07-01,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04
1966-10-01,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22
1967-01-01,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968,3.968
1967-04-01,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848
1967-07-01,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656,3.656
1967-10-01,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668,3.668
1968-01-01,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008,4.008
1968-04-01,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176,4.176
1968-07-01,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192,4.192
1968-10-01,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212,4.212
1969-01-01,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316,4.316
1969-04-01,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
1969-07-01,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644,4.644
1969-10-01,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636,4.636
1970-01-01,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712,4.712
1970-04-01,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796,4.796
1970-07-01,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716,4.716
1970-10-01,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788
1971-01-01,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736,4.736
1971-04-01,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78
1971-07-01,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476,4.476
1971-10-01,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572,4.572
