observation_date,W009RC1Q027SBEA_20130228,W009RC1Q027SBEA_20130328,W009RC1Q027SBEA_20130426,W009RC1Q027SBEA_20130626,W009RC1Q027SBEA_20130731,W009RC1Q027SBEA_20130926,W009RC1Q027SBEA_20131107,W009RC1Q027SBEA_20140130,W009RC1Q027SBEA_20140327,W009RC1Q027SBEA_20140430,W009RC1Q027SBEA_20140730,W009RC1Q027SBEA_20141030,W009RC1Q027SBEA_20141223,W009RC1Q027SBEA_20150130,W009RC1Q027SBEA_20150429,W009RC1Q027SBEA_20150529,W009RC1Q027SBEA_20150624,W009RC1Q027SBEA_20150730,W009RC1Q027SBEA_20150925,W009RC1Q027SBEA_20151029,W009RC1Q027SBEA_20151222,W009RC1Q027SBEA_20160129,W009RC1Q027SBEA_20160226,W009RC1Q027SBEA_20160325,W009RC1Q027SBEA_20160428,W009RC1Q027SBEA_20160527,W009RC1Q027SBEA_20160628,W009RC1Q027SBEA_20160729,W009RC1Q027SBEA_20160929,W009RC1Q027SBEA_20161028,W009RC1Q027SBEA_20161222,W009RC1Q027SBEA_20170127,W009RC1Q027SBEA_20170330,W009RC1Q027SBEA_20170428,W009RC1Q027SBEA_20170629,W009RC1Q027SBEA_20170728,W009RC1Q027SBEA_20171027,W009RC1Q027SBEA_20171221,W009RC1Q027SBEA_20180126,W009RC1Q027SBEA_20180228,W009RC1Q027SBEA_20180328,W009RC1Q027SBEA_20180427,W009RC1Q027SBEA_20180530,W009RC1Q027SBEA_20180727,W009RC1Q027SBEA_20180829,W009RC1Q027SBEA_20180927,W009RC1Q027SBEA_20181026,W009RC1Q027SBEA_20181128,W009RC1Q027SBEA_20181221,W009RC1Q027SBEA_20190228,W009RC1Q027SBEA_20190328,W009RC1Q027SBEA_20190426,W009RC1Q027SBEA_20190530,W009RC1Q027SBEA_20190627,W009RC1Q027SBEA_20190726,W009RC1Q027SBEA_20190829,W009RC1Q027SBEA_20190926,W009RC1Q027SBEA_20191030,W009RC1Q027SBEA_20191127,W009RC1Q027SBEA_20191220,W009RC1Q027SBEA_20200130,W009RC1Q027SBEA_20200326,W009RC1Q027SBEA_20200429,W009RC1Q027SBEA_20200528,W009RC1Q027SBEA_20200625,W009RC1Q027SBEA_20200730,W009RC1Q027SBEA_20200930,W009RC1Q027SBEA_20201029,W009RC1Q027SBEA_20201222,W009RC1Q027SBEA_20210128,W009RC1Q027SBEA_20210225
1972-04-01,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.689,3.689,3.689,3.689,3.689,3.689,3.689,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889,6.889
1972-07-01,3.7,3.7,3.7,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.813,3.813,3.813,3.813,3.813,3.813,3.813,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997
1972-10-01,3.7,3.7,3.7,3.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.871,3.871,3.871,3.871,3.871,3.871,3.871,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183,7.183
1973-01-01,3.8,3.8,3.8,3.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.974,3.974,3.974,3.974,3.974,3.974,3.974,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694,7.694
1973-04-01,3.8,3.8,3.8,3.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.032,4.032,4.032,4.032,4.032,4.032,4.032,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204,8.204
1973-07-01,3.7,3.7,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.976,3.976,3.976,3.976,3.976,3.976,3.976,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584,8.584
1973-10-01,3.8,3.8,3.8,3.8,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.093,4.093,4.093,4.093,4.093,4.093,4.093,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957,8.957
1974-01-01,4.0,4.0,4.0,4.0,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.301,4.301,4.301,4.301,4.301,4.301,4.301,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441,9.441
1974-04-01,4.2,4.2,4.2,4.2,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.495,4.495,4.495,4.495,4.495,4.495,4.495,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988,9.988
1974-07-01,4.2,4.2,4.2,4.2,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.572,4.572,4.572,4.572,4.572,4.572,4.572,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384,10.384
1974-10-01,4.3,4.3,4.3,4.3,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.682,4.682,4.682,4.682,4.682,4.682,4.682,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438,10.438
1975-01-01,4.5,4.5,4.5,4.5,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.846,4.846,4.846,4.846,4.846,4.846,4.846,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326
1975-04-01,4.8,4.8,4.8,4.8,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.156,5.156,5.156,5.156,5.156,5.156,5.156,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524,10.524
1975-07-01,5.1,5.1,5.1,5.1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.468,5.468,5.468,5.468,5.468,5.468,5.468,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652,10.652
1975-10-01,5.2,5.2,5.2,5.2,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.544,5.544,5.544,5.544,5.544,5.544,5.544,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04,11.04
1976-01-01,5.7,5.7,5.7,5.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.016,6.016,6.016,6.016,6.016,6.016,6.016,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792,11.792
1976-04-01,5.9,5.9,5.9,5.9,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.226,6.226,6.226,6.226,6.226,6.226,6.226,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026,12.026
1976-07-01,6.1,6.1,6.1,6.1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.476,6.476,6.476,6.476,6.476,6.476,6.476,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388,12.388
1976-10-01,5.8,5.8,5.8,5.8,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.172,6.172,6.172,6.172,6.172,6.172,6.172,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164,12.164
1977-01-01,6.5,6.5,6.5,6.5,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.831,6.831,6.831,6.831,6.831,6.831,6.831,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715,12.715
1977-04-01,6.7,6.7,6.7,6.7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.049,7.049,7.049,7.049,7.049,7.049,7.049,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013,13.013
1977-07-01,6.9,6.9,6.9,6.9,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.246,7.246,7.246,7.246,7.246,7.246,7.246,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154,13.154
1977-10-01,6.8,6.8,6.8,6.8,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.138,7.138,7.138,7.138,7.138,7.138,7.138,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13.13
1978-01-01,7.6,7.6,7.6,7.6,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.027,8.027,8.027,8.027,8.027,8.027,8.027,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331,14.331
1978-04-01,8.4,8.4,8.4,8.4,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.802,8.802,8.802,8.802,8.802,8.802,8.802,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41,15.41
1978-07-01,8.7,8.7,8.7,8.7,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.147,9.147,9.147,9.147,9.147,9.147,9.147,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347,16.347
1978-10-01,9.4,9.4,9.4,9.4,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.809,9.809,9.809,9.809,9.809,9.809,9.809,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721,17.721
1979-01-01,9.9,9.9,9.9,9.9,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584,18.584
1979-04-01,10.2,10.2,10.2,10.2,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.674,10.674,10.674,10.674,10.674,10.674,10.674,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494,19.494
1979-07-01,10.9,10.9,10.9,10.9,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.513,11.513,11.513,11.513,11.513,11.513,11.513,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061
1979-10-01,11.6,11.6,11.6,11.6,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.247,12.247,12.247,12.247,12.247,12.247,12.247,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811,22.811
1980-01-01,12.1,12.1,12.1,12.1,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.813,12.813,12.813,12.813,12.813,12.813,12.813,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441,24.441
1980-04-01,13.0,13.0,13.0,13.0,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.727,13.727,13.727,13.727,13.727,13.727,13.727,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019,26.019
1980-07-01,14.2,14.2,14.2,14.2,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.955,14.955,14.955,14.955,14.955,14.955,14.955,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971,25.971
1980-10-01,15.3,15.3,15.3,15.3,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.955,15.955,15.955,15.955,15.955,15.955,15.955,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843,27.843
1981-01-01,16.6,16.6,16.6,16.6,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.3,17.31,17.31,17.31,17.31,17.31,17.31,17.31,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286,30.286
1981-04-01,17.5,17.5,17.5,17.5,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.388,18.388,18.388,18.388,18.388,18.388,18.388,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96
1981-07-01,18.8,18.8,18.8,18.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.797,19.797,19.797,19.797,19.797,19.797,19.797,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301,34.301
1981-10-01,20.2,20.2,20.2,20.2,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.413,21.413,21.413,21.413,21.413,21.413,21.413,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456,36.456
1982-01-01,21.6,21.6,21.6,21.6,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.909,22.909,22.909,22.909,22.909,22.909,22.909,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033,38.033
1982-04-01,22.0,22.0,22.0,22.0,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.353,23.353,23.353,23.353,23.353,23.353,23.353,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061,39.061
1982-07-01,22.4,22.4,22.4,22.4,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.63,23.63,23.63,23.63,23.63,23.63,23.63,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022,39.022
1982-10-01,22.7,22.7,22.7,22.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.736,23.736,23.736,23.736,23.736,23.736,23.736,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332,38.332
