observation_date,W009RC1Q027SBEA_20130228,W009RC1Q027SBEA_20130328,W009RC1Q027SBEA_20130426,W009RC1Q027SBEA_20130626,W009RC1Q027SBEA_20130731,W009RC1Q027SBEA_20130926,W009RC1Q027SBEA_20131107,W009RC1Q027SBEA_20140130,W009RC1Q027SBEA_20140327,W009RC1Q027SBEA_20140430,W009RC1Q027SBEA_20140730,W009RC1Q027SBEA_20141030,W009RC1Q027SBEA_20141223,W009RC1Q027SBEA_20150130,W009RC1Q027SBEA_20150429,W009RC1Q027SBEA_20150529,W009RC1Q027SBEA_20150624,W009RC1Q027SBEA_20150730,W009RC1Q027SBEA_20150925,W009RC1Q027SBEA_20151029,W009RC1Q027SBEA_20151222,W009RC1Q027SBEA_20160129,W009RC1Q027SBEA_20160226,W009RC1Q027SBEA_20160325,W009RC1Q027SBEA_20160428,W009RC1Q027SBEA_20160527,W009RC1Q027SBEA_20160628,W009RC1Q027SBEA_20160729,W009RC1Q027SBEA_20160929,W009RC1Q027SBEA_20161028,W009RC1Q027SBEA_20161222,W009RC1Q027SBEA_20170127,W009RC1Q027SBEA_20170330,W009RC1Q027SBEA_20170428,W009RC1Q027SBEA_20170629,W009RC1Q027SBEA_20170728,W009RC1Q027SBEA_20171027,W009RC1Q027SBEA_20171221,W009RC1Q027SBEA_20180126,W009RC1Q027SBEA_20180228,W009RC1Q027SBEA_20180328,W009RC1Q027SBEA_20180427,W009RC1Q027SBEA_20180530,W009RC1Q027SBEA_20180727,W009RC1Q027SBEA_20180829,W009RC1Q027SBEA_20180927,W009RC1Q027SBEA_20181026,W009RC1Q027SBEA_20181128,W009RC1Q027SBEA_20181221,W009RC1Q027SBEA_20190228,W009RC1Q027SBEA_20190328,W009RC1Q027SBEA_20190426,W009RC1Q027SBEA_20190530,W009RC1Q027SBEA_20190627,W009RC1Q027SBEA_20190726,W009RC1Q027SBEA_20190829,W009RC1Q027SBEA_20190926,W009RC1Q027SBEA_20191030,W009RC1Q027SBEA_20191127,W009RC1Q027SBEA_20191220,W009RC1Q027SBEA_20200130,W009RC1Q027SBEA_20200326,W009RC1Q027SBEA_20200429,W009RC1Q027SBEA_20200528,W009RC1Q027SBEA_20200625,W009RC1Q027SBEA_20200730,W009RC1Q027SBEA_20200930,W009RC1Q027SBEA_20201029,W009RC1Q027SBEA_20201222,W009RC1Q027SBEA_20210128,W009RC1Q027SBEA_20210225
1993-10-01,23.9,23.9,23.9,23.9,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.1,25.121,25.121,25.121,25.121,25.121,25.121,25.121,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008,41.008
1994-01-01,23.2,23.2,23.2,23.2,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.347,24.347,24.347,24.347,24.347,24.347,24.347,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018,43.018
1994-04-01,22.7,22.7,22.7,22.7,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.756,23.756,23.756,23.756,23.756,23.756,23.756,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302,43.302
1994-07-01,22.8,22.8,22.8,22.8,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.569,23.569,23.569,23.569,23.569,23.569,23.569,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528,44.528
1994-10-01,22.2,22.2,22.2,22.2,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.637,22.637,22.637,22.637,22.637,22.637,22.637,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546,45.546
1995-01-01,22.4,22.4,22.4,22.4,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.971,22.971,22.971,22.971,22.971,22.971,22.971,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839,45.839
1995-04-01,23.4,23.4,23.4,23.4,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.816,23.816,23.816,23.816,23.816,23.816,23.816,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611,47.611
1995-07-01,22.7,22.7,22.7,22.7,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.424,23.424,23.424,23.424,23.424,23.424,23.424,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109,47.109
1995-10-01,24.6,24.6,24.6,24.6,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.038,25.038,25.038,25.038,25.038,25.038,25.038,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426,48.426
1996-01-01,26.0,26.0,26.0,26.0,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.404,26.404,26.404,26.404,26.404,26.404,26.404,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391,46.391
1996-04-01,26.0,26.0,26.0,26.0,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.107,26.107,26.107,26.107,26.107,26.107,26.107,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161,46.161
1996-07-01,27.2,27.2,27.2,27.2,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.463,27.463,27.463,27.463,27.463,27.463,27.463,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593,47.593
1996-10-01,26.8,26.8,26.8,26.8,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.595,26.595,26.595,26.595,26.595,26.595,26.595,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011,47.011
1997-01-01,26.5,26.5,26.5,26.5,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.554,26.554,26.554,26.554,26.554,26.554,26.554,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639,46.639
1997-04-01,26.5,26.5,26.5,26.5,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.395,26.395,26.395,26.395,26.395,26.395,26.395,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933,46.933
1997-07-01,25.3,25.3,25.3,25.3,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.5,25.459,25.459,25.459,25.459,25.459,25.459,25.459,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4
1997-10-01,23.5,23.5,23.5,23.5,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.569,23.569,23.569,23.569,23.569,23.569,23.569,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936,44.936
1998-01-01,22.2,22.2,22.2,22.2,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.509,22.509,22.509,22.509,22.509,22.509,22.509,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963,48.963
1998-04-01,21.5,21.5,21.5,21.5,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.618,21.618,21.618,21.618,21.618,21.618,21.618,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258,48.258
1998-07-01,20.6,20.6,20.6,20.6,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.212,21.212,21.212,21.212,21.212,21.212,21.212,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059,48.059
1998-10-01,20.6,20.6,20.6,20.6,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.717,20.717,20.717,20.717,20.717,20.717,20.717,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363,47.363
1999-01-01,20.0,20.0,20.0,20.0,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.397,20.397,20.397,20.397,20.397,20.397,20.397,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485,44.485
1999-04-01,20.3,20.3,20.3,20.3,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.625,20.625,20.625,20.625,20.625,20.625,20.625,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308,45.308
1999-07-01,20.6,20.6,20.6,20.6,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.2,21.169,21.169,21.169,21.169,21.169,21.169,21.169,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61,46.61
1999-10-01,21.5,21.5,21.5,21.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.118,22.118,22.118,22.118,22.118,22.118,22.118,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916,49.916
2000-01-01,23.9,23.9,23.9,23.9,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.499,24.499,24.499,24.499,24.499,24.499,24.499,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274,49.274
2000-04-01,24.8,24.8,24.8,24.8,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.407,25.407,25.407,25.407,25.407,25.407,25.407,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486,50.486
2000-07-01,24.3,24.3,24.3,24.3,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.777,25.777,25.777,25.777,25.777,25.777,25.777,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538,51.538
2000-10-01,24.8,24.8,24.8,24.8,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.726,26.726,26.726,26.726,26.726,26.726,26.726,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931,52.931
2001-01-01,25.4,25.4,25.4,25.4,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.829,27.829,27.829,27.829,27.829,27.829,27.829,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689,57.689
2001-04-01,24.8,24.8,24.8,24.8,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.128,27.128,27.128,27.128,27.128,27.128,27.128,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18,55.18
2001-07-01,24.4,24.4,24.4,24.4,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.649,26.649,26.649,26.649,26.649,26.649,26.649,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149,53.149
2001-10-01,23.7,23.7,23.7,23.7,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.038,24.038,24.038,24.038,24.038,24.038,24.038,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375,48.375
2002-01-01,21.3,21.3,21.3,21.3,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.57,22.57,22.57,22.57,22.57,22.57,22.57,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887,47.887
2002-04-01,20.2,20.2,20.2,20.2,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.401,21.401,21.401,21.401,21.401,21.401,21.401,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802,46.802
2002-07-01,19.8,19.8,19.8,19.8,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.7,21.703,21.703,21.703,21.703,21.703,21.703,21.703,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171,46.171
2002-10-01,19.7,19.7,19.7,19.7,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.331,21.331,21.331,21.331,21.331,21.331,21.331,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668,44.668
2003-01-01,19.3,19.3,19.3,19.3,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.41,20.41,20.41,20.41,20.41,20.41,20.41,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415,44.415
2003-04-01,22.6,22.6,22.6,22.6,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.531,23.531,23.531,23.531,23.531,23.531,23.531,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484,46.484
2003-07-01,24.0,24.0,24.0,24.0,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.271,24.271,24.271,24.271,24.271,24.271,24.271,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739,45.739
2003-10-01,25.3,25.3,25.3,25.3,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.825,25.825,25.825,25.825,25.825,25.825,25.825,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769,45.769
2004-01-01,23.0,23.0,23.0,23.0,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.183,24.183,24.183,24.183,24.183,24.183,24.183,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399,41.399
2004-04-01,22.8,22.8,22.8,22.8,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.001,25.001,25.001,25.001,25.001,25.001,25.001,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265,42.265
