observation_date,PROPINC_19760116,PROPINC_19760120,PROPINC_19760319,PROPINC_19760419,PROPINC_19760520,PROPINC_19760720,PROPINC_19760819,PROPINC_19761019,PROPINC_19770118,PROPINC_19770420,PROPINC_19770519,PROPINC_19770721,PROPINC_19770819,PROPINC_19771019,PROPINC_19780119,PROPINC_19780221,PROPINC_19780419,PROPINC_19780518,PROPINC_19780620,PROPINC_19780721,PROPINC_19780818,PROPINC_19781020,PROPINC_19781121,PROPINC_19790118,PROPINC_19790222,PROPINC_19790320,PROPINC_19790419,PROPINC_19790518,PROPINC_19790620,PROPINC_19790720,PROPINC_19790919,PROPINC_19791016,PROPINC_19791120,PROPINC_19791219,PROPINC_19800118,PROPINC_19800222,PROPINC_19800319,PROPINC_19800418,PROPINC_19800520,PROPINC_19800618,PROPINC_19800718,PROPINC_19800819,PROPINC_19800919,PROPINC_19801017,PROPINC_19801119,PROPINC_19801223,PROPINC_19810121,PROPINC_19810219,PROPINC_19810318,PROPINC_19810420,PROPINC_19810519,PROPINC_19810618,PROPINC_19810722,PROPINC_19810819,PROPINC_19811020,PROPINC_19811119,PROPINC_19811218,PROPINC_19820120,PROPINC_19820222,PROPINC_19820319,PROPINC_19820421,PROPINC_19820519,PROPINC_19820621,PROPINC_19820721,PROPINC_19820819,PROPINC_19820921,PROPINC_19821020,PROPINC_19821119,PROPINC_19821221,PROPINC_19830119,PROPINC_19830222,PROPINC_19830321,PROPINC_19830420,PROPINC_19830519,PROPINC_19830621,PROPINC_19830721,PROPINC_19830819,PROPINC_19830921,PROPINC_19831020,PROPINC_19831122,PROPINC_19831221,PROPINC_19840120,PROPINC_19840217,PROPINC_19840320,PROPINC_19840419,PROPINC_19840620,PROPINC_19840723,PROPINC_19840820,PROPINC_19840920,PROPINC_19841019,PROPINC_19841120,PROPINC_19841219,PROPINC_19850122,PROPINC_19850221,PROPINC_19850321,PROPINC_19850418,PROPINC_19850521,PROPINC_19850620,PROPINC_19850718,PROPINC_19850820,PROPINC_19850920,PROPINC_19851017,PROPINC_19851120,PROPINC_19851220,PROPINC_19860122,PROPINC_19860220,PROPINC_19860319,PROPINC_19860417,PROPINC_19860520,PROPINC_19860618,PROPINC_19860722,PROPINC_19860819,PROPINC_19860918,PROPINC_19861022,PROPINC_19861119,PROPINC_19861217,PROPINC_19870122,PROPINC_19870219,PROPINC_19870318,PROPINC_19870423,PROPINC_19870522,PROPINC_19870617,PROPINC_19870724,PROPINC_19870821,PROPINC_19870918,PROPINC_19871023,PROPINC_19871124,PROPINC_19871217,PROPINC_19880127,PROPINC_19880225,PROPINC_19880323,PROPINC_19880426,PROPINC_19880526,PROPINC_19880727,PROPINC_19880825,PROPINC_19880920,PROPINC_19881026,PROPINC_19881129,PROPINC_19881220,PROPINC_19890127,PROPINC_19890323,PROPINC_19890426,PROPINC_19890525,PROPINC_19890727,PROPINC_19890829,PROPINC_19890921,PROPINC_19891026,PROPINC_19891129,PROPINC_19891220,PROPINC_19900126,PROPINC_19900228,PROPINC_19900328,PROPINC_19900427,PROPINC_19900524,PROPINC_19900621,PROPINC_19900727,PROPINC_19900824,PROPINC_19900925,PROPINC_19901030,PROPINC_19901128,PROPINC_19901219,PROPINC_19910125,PROPINC_19910227,PROPINC_19910327,PROPINC_19910426,PROPINC_19910529,PROPINC_19910626,PROPINC_19910726,PROPINC_19910828,PROPINC_19910926,PROPINC_19911029,PROPINC_19911204,PROPINC_19911220,PROPINC_19920129,PROPINC_19920228,PROPINC_19920326,PROPINC_19920428,PROPINC_19920529,PROPINC_19920625,PROPINC_19920730,PROPINC_19920827,PROPINC_19920924,PROPINC_19921027,PROPINC_19921125,PROPINC_19921222,PROPINC_19930128,PROPINC_19930226,PROPINC_19930326,PROPINC_19930429,PROPINC_19930528,PROPINC_19930623,PROPINC_19930729,PROPINC_19930831,PROPINC_19930929,PROPINC_19931028,PROPINC_19931201,PROPINC_19931222,PROPINC_19940128,PROPINC_19940301,PROPINC_19940428,PROPINC_19940527,PROPINC_19940629,PROPINC_19940729,PROPINC_19940826,PROPINC_19940929,PROPINC_19941028,PROPINC_19941130,PROPINC_19941222,PROPINC_19950127,PROPINC_19950301,PROPINC_19950331,PROPINC_19950428,PROPINC_19950531,PROPINC_19950630,PROPINC_19950728,PROPINC_19950830,PROPINC_19950929,PROPINC_19951027,PROPINC_19960119,PROPINC_19960223,PROPINC_19960402,PROPINC_19960502,PROPINC_19960530,PROPINC_19960628,PROPINC_19960801,PROPINC_19960829,PROPINC_19960927,PROPINC_19961030,PROPINC_19961127,PROPINC_19961220,PROPINC_19970131,PROPINC_19970228,PROPINC_19970328,PROPINC_19970430,PROPINC_19970507,PROPINC_19970530,PROPINC_19970627,PROPINC_19970731,PROPINC_19971031,PROPINC_19971126,PROPINC_19971223,PROPINC_19980130,PROPINC_19980227,PROPINC_19980430,PROPINC_19980528,PROPINC_19980625,PROPINC_19980731,PROPINC_19980827,PROPINC_19980924,PROPINC_19981030,PROPINC_19981124,PROPINC_19981223,PROPINC_19990129,PROPINC_19990226,PROPINC_19990331,PROPINC_19990430,PROPINC_19990527,PROPINC_19990625,PROPINC_19990729,PROPINC_19990826,PROPINC_19990930,PROPINC_19991028,PROPINC_19991029,PROPINC_19991124,PROPINC_19991222,PROPINC_20000128,PROPINC_20000225,PROPINC_20000330,PROPINC_20000427,PROPINC_20000525,PROPINC_20000629,PROPINC_20000728,PROPINC_20000825,PROPINC_20000928,PROPINC_20001027,PROPINC_20001129,PROPINC_20001221,PROPINC_20010131,PROPINC_20010329,PROPINC_20010427,PROPINC_20010525,PROPINC_20010629,PROPINC_20010727,PROPINC_20010829,PROPINC_20010928,PROPINC_20011031,PROPINC_20011130,PROPINC_20011221,PROPINC_20020130,PROPINC_20020228,PROPINC_20020328,PROPINC_20020426,PROPINC_20020524,PROPINC_20020627,PROPINC_20020731,PROPINC_20020829,PROPINC_20020927,PROPINC_20021031,PROPINC_20021126,PROPINC_20021220,PROPINC_20030130,PROPINC_20030228,PROPINC_20030425,PROPINC_20030626,PROPINC_20030731,PROPINC_20030828,PROPINC_20030926,PROPINC_20031030,PROPINC_20031125,PROPINC_20031210,PROPINC_20031218,PROPINC_20031223,PROPINC_20040130,PROPINC_20040227,PROPINC_20040325,PROPINC_20040429,PROPINC_20040527,PROPINC_20040625,PROPINC_20040730,PROPINC_20040827,PROPINC_20041029,PROPINC_20041222,PROPINC_20050128,PROPINC_20050225,PROPINC_20050330,PROPINC_20050428,PROPINC_20050526,PROPINC_20050629,PROPINC_20050729,PROPINC_20050831,PROPINC_20050929,PROPINC_20051028,PROPINC_20051130,PROPINC_20051221,PROPINC_20060127,PROPINC_20060228,PROPINC_20060428,PROPINC_20060629,PROPINC_20060728,PROPINC_20060830,PROPINC_20060928,PROPINC_20061027,PROPINC_20061129,PROPINC_20061221,PROPINC_20070131,PROPINC_20070228,PROPINC_20070329,PROPINC_20070427,PROPINC_20070531,PROPINC_20070628,PROPINC_20070727,PROPINC_20070830,PROPINC_20070927,PROPINC_20071031,PROPINC_20071129,PROPINC_20080130,PROPINC_20080228,PROPINC_20080327,PROPINC_20080430,PROPINC_20080529,PROPINC_20080731,PROPINC_20080926,PROPINC_20081030,PROPINC_20081125,PROPINC_20081223,PROPINC_20090130,PROPINC_20090227,PROPINC_20090326,PROPINC_20090429,PROPINC_20090529,PROPINC_20090625,PROPINC_20090731,PROPINC_20090817,PROPINC_20090827,PROPINC_20090930,PROPINC_20091029,PROPINC_20091124,PROPINC_20091222,PROPINC_20100129,PROPINC_20100226,PROPINC_20100326,PROPINC_20100430,PROPINC_20100527,PROPINC_20100625,PROPINC_20100730,PROPINC_20100827,PROPINC_20100930,PROPINC_20101029,PROPINC_20101123,PROPINC_20101222,PROPINC_20110128,PROPINC_20110225,PROPINC_20110325,PROPINC_20110428,PROPINC_20110526,PROPINC_20110624,PROPINC_20110729,PROPINC_20110826,PROPINC_20110929,PROPINC_20111027,PROPINC_20111122,PROPINC_20111222,PROPINC_20120127,PROPINC_20120229,PROPINC_20120329,PROPINC_20120427,PROPINC_20120531,PROPINC_20120628,PROPINC_20120727,PROPINC_20120829,PROPINC_20120927,PROPINC_20121026,PROPINC_20121129,PROPINC_20121220,PROPINC_20130130,PROPINC_20130228,PROPINC_20130328,PROPINC_20130426,PROPINC_20130530,PROPINC_20130626,PROPINC_20130731,PROPINC_20130829,PROPINC_20130926,PROPINC_20131107,PROPINC_20131205,PROPINC_20131220,PROPINC_20140130,PROPINC_20140228,PROPINC_20140327,PROPINC_20140430,PROPINC_20140529,PROPINC_20140625,PROPINC_20140730,PROPINC_20140828,PROPINC_20140926,PROPINC_20141030,PROPINC_20141125,PROPINC_20141223,PROPINC_20150130,PROPINC_20150227,PROPINC_20150327,PROPINC_20150429,PROPINC_20150529,PROPINC_20150624,PROPINC_20150730,PROPINC_20150827,PROPINC_20150925,PROPINC_20151029,PROPINC_20151124,PROPINC_20151222,PROPINC_20160129,PROPINC_20160226,PROPINC_20160325,PROPINC_20160428,PROPINC_20160527,PROPINC_20160628,PROPINC_20160729,PROPINC_20160826,PROPINC_20160929,PROPINC_20161028,PROPINC_20161129,PROPINC_20161222,PROPINC_20170127,PROPINC_20170228,PROPINC_20170330,PROPINC_20170428,PROPINC_20170526,PROPINC_20170629,PROPINC_20170728,PROPINC_20170830,PROPINC_20170928,PROPINC_20171027,PROPINC_20171129,PROPINC_20171221,PROPINC_20180126,PROPINC_20180228,PROPINC_20180328,PROPINC_20180427,PROPINC_20180530,PROPINC_20180628,PROPINC_20180727,PROPINC_20180829,PROPINC_20180927,PROPINC_20181026,PROPINC_20181128,PROPINC_20181221,PROPINC_20190228,PROPINC_20190328,PROPINC_20190426,PROPINC_20190530,PROPINC_20190627,PROPINC_20190726,PROPINC_20190829,PROPINC_20190926,PROPINC_20191030,PROPINC_20191127,PROPINC_20191220,PROPINC_20200130,PROPINC_20200227,PROPINC_20200326,PROPINC_20200429,PROPINC_20200528,PROPINC_20200625,PROPINC_20200730,PROPINC_20200827,PROPINC_20200930,PROPINC_20201029,PROPINC_20201125,PROPINC_20201222,PROPINC_20210128,PROPINC_20210225
1960-01-01,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.747,49.747,49.747,49.747,49.747,49.747,49.747,49.747,49.747,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748,49.748
1960-04-01,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.7,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715,50.715
1960-07-01,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.7,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,47.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,52.1,,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871,50.871
1960-10-01,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6,,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02,51.02
