observation_date,PNFIC1_19650819,PNFIC1_19651115,PNFIC1_19660113,PNFIC1_19660215,PNFIC1_19660520,PNFIC1_19660715,PNFIC1_19660811,PNFIC1_19661110,PNFIC1_19670113,PNFIC1_19670217,PNFIC1_19670517,PNFIC1_19670717,PNFIC1_19670814,PNFIC1_19671117,PNFIC1_19680116,PNFIC1_19680215,PNFIC1_19680516,PNFIC1_19680718,PNFIC1_19680815,PNFIC1_19680918,PNFIC1_19681118,PNFIC1_19690114,PNFIC1_19690214,PNFIC1_19690516,PNFIC1_19690717,PNFIC1_19690814,PNFIC1_19691114,PNFIC1_19700116,PNFIC1_19700213,PNFIC1_19700417,PNFIC1_19700515,PNFIC1_19700717,PNFIC1_19700814,PNFIC1_19701015,PNFIC1_19710118,PNFIC1_19710212,PNFIC1_19710415,PNFIC1_19710716,PNFIC1_19710820,PNFIC1_19711022,PNFIC1_19720114,PNFIC1_19720121,PNFIC1_19720218,PNFIC1_19720419,PNFIC1_19720518,PNFIC1_19720721,PNFIC1_19720818,PNFIC1_19721019,PNFIC1_19721117,PNFIC1_19730119,PNFIC1_19730220,PNFIC1_19730419,PNFIC1_19730517,PNFIC1_19730719,PNFIC1_19730817,PNFIC1_19731018,PNFIC1_19731116,PNFIC1_19740117,PNFIC1_19740220,PNFIC1_19740418,PNFIC1_19740517,PNFIC1_19740718,PNFIC1_19740822,PNFIC1_19741017,PNFIC1_19741115,PNFIC1_19750116,PNFIC1_19750220,PNFIC1_19750416,PNFIC1_19750520,PNFIC1_19750717,PNFIC1_19750821,PNFIC1_19751020,PNFIC1_19760116,PNFIC1_19760120,PNFIC1_19760219,PNFIC1_19760419,PNFIC1_19760520,PNFIC1_19760720,PNFIC1_19760819,PNFIC1_19761019,PNFIC1_19761118,PNFIC1_19770118,PNFIC1_19770218,PNFIC1_19770420,PNFIC1_19770519,PNFIC1_19770721,PNFIC1_19770819,PNFIC1_19771019,PNFIC1_19771117,PNFIC1_19771220,PNFIC1_19780119,PNFIC1_19780221,PNFIC1_19780320,PNFIC1_19780419,PNFIC1_19780518,PNFIC1_19780620,PNFIC1_19780721,PNFIC1_19780818,PNFIC1_19780920,PNFIC1_19781020,PNFIC1_19781121,PNFIC1_19781220,PNFIC1_19790118,PNFIC1_19790222,PNFIC1_19790320,PNFIC1_19790419,PNFIC1_19790518,PNFIC1_19790620,PNFIC1_19790720,PNFIC1_19790817,PNFIC1_19790919,PNFIC1_19791016,PNFIC1_19791120,PNFIC1_19791219,PNFIC1_19800118,PNFIC1_19800222,PNFIC1_19800319,PNFIC1_19800418,PNFIC1_19800520,PNFIC1_19800618,PNFIC1_19800718,PNFIC1_19800819,PNFIC1_19800919,PNFIC1_19801017,PNFIC1_19801119,PNFIC1_19801223,PNFIC1_19810121,PNFIC1_19810219,PNFIC1_19810318,PNFIC1_19810420,PNFIC1_19810519,PNFIC1_19810722,PNFIC1_19810819,PNFIC1_19810918,PNFIC1_19811020,PNFIC1_19811119,PNFIC1_19811218,PNFIC1_19820120,PNFIC1_19820222,PNFIC1_19820319,PNFIC1_19820421,PNFIC1_19820621,PNFIC1_19820721,PNFIC1_19820819,PNFIC1_19820921,PNFIC1_19821020,PNFIC1_19821119,PNFIC1_19821221,PNFIC1_19830119,PNFIC1_19830222,PNFIC1_19830321,PNFIC1_19830420,PNFIC1_19830519,PNFIC1_19830621,PNFIC1_19830721,PNFIC1_19830819,PNFIC1_19830921,PNFIC1_19831020,PNFIC1_19831122,PNFIC1_19831221,PNFIC1_19840120,PNFIC1_19840217,PNFIC1_19840320,PNFIC1_19840419,PNFIC1_19840518,PNFIC1_19840620,PNFIC1_19840723,PNFIC1_19840820,PNFIC1_19840920,PNFIC1_19841019,PNFIC1_19841120,PNFIC1_19841219,PNFIC1_19850122,PNFIC1_19850221,PNFIC1_19850321,PNFIC1_19850418,PNFIC1_19850521,PNFIC1_19850620,PNFIC1_19850718,PNFIC1_19850820,PNFIC1_19850920,PNFIC1_19851017,PNFIC1_19851120,PNFIC1_19851220,PNFIC1_19860122,PNFIC1_19860220,PNFIC1_19860319,PNFIC1_19860417,PNFIC1_19860520,PNFIC1_19860618,PNFIC1_19860722,PNFIC1_19860819,PNFIC1_19860918,PNFIC1_19861022,PNFIC1_19861119,PNFIC1_19861217,PNFIC1_19870122,PNFIC1_19870219,PNFIC1_19870318,PNFIC1_19870423,PNFIC1_19870522,PNFIC1_19870724,PNFIC1_19870821,PNFIC1_19870918,PNFIC1_19871023,PNFIC1_19871124,PNFIC1_19871217,PNFIC1_19880127,PNFIC1_19880225,PNFIC1_19880323,PNFIC1_19880426,PNFIC1_19880526,PNFIC1_19880623,PNFIC1_19880727,PNFIC1_19880825,PNFIC1_19880920,PNFIC1_19881026,PNFIC1_19881129,PNFIC1_19881220,PNFIC1_19890127,PNFIC1_19890228,PNFIC1_19890323,PNFIC1_19890426,PNFIC1_19890525,PNFIC1_19890727,PNFIC1_19890829,PNFIC1_19890921,PNFIC1_19891026,PNFIC1_19891129,PNFIC1_19891220,PNFIC1_19900126,PNFIC1_19900228,PNFIC1_19900328,PNFIC1_19900427,PNFIC1_19900524,PNFIC1_19900621,PNFIC1_19900727,PNFIC1_19900824,PNFIC1_19900925,PNFIC1_19901030,PNFIC1_19901128,PNFIC1_19901219,PNFIC1_19910125,PNFIC1_19910227,PNFIC1_19910327,PNFIC1_19910426,PNFIC1_19910529,PNFIC1_19910626,PNFIC1_19910726,PNFIC1_19910828,PNFIC1_19910926,PNFIC1_19911029,PNFIC1_19911204,PNFIC1_19911220,PNFIC1_19920129,PNFIC1_19920228,PNFIC1_19920326,PNFIC1_19920428,PNFIC1_19920529,PNFIC1_19920625,PNFIC1_19920730,PNFIC1_19920827,PNFIC1_19920924,PNFIC1_19921027,PNFIC1_19921125,PNFIC1_19921222,PNFIC1_19930128,PNFIC1_19930226,PNFIC1_19930326,PNFIC1_19930429,PNFIC1_19930528,PNFIC1_19930623,PNFIC1_19930729,PNFIC1_19930831,PNFIC1_19930929,PNFIC1_19931028,PNFIC1_19931201,PNFIC1_19940128,PNFIC1_19940301,PNFIC1_19940331,PNFIC1_19940428,PNFIC1_19940527,PNFIC1_19940629,PNFIC1_19940729,PNFIC1_19940826,PNFIC1_19941028,PNFIC1_19941130,PNFIC1_19941222,PNFIC1_19950127,PNFIC1_19950301,PNFIC1_19950331,PNFIC1_19950428,PNFIC1_19950531,PNFIC1_19950630,PNFIC1_19950728,PNFIC1_19950830,PNFIC1_19950929,PNFIC1_19951027,PNFIC1_19960119,PNFIC1_19960223,PNFIC1_19960402,PNFIC1_19960502,PNFIC1_19960530,PNFIC1_19960628,PNFIC1_19960801,PNFIC1_19960829,PNFIC1_19960927,PNFIC1_19961030,PNFIC1_19961127,PNFIC1_19961220,PNFIC1_19970131,PNFIC1_19970228,PNFIC1_19970328,PNFIC1_19970430,PNFIC1_19970530,PNFIC1_19970627,PNFIC1_19970731,PNFIC1_19970828,PNFIC1_19970926,PNFIC1_19971031,PNFIC1_19971126,PNFIC1_19971223,PNFIC1_19980130,PNFIC1_19980227,PNFIC1_19980326,PNFIC1_19980430,PNFIC1_19980528,PNFIC1_19980625,PNFIC1_19980731,PNFIC1_19980827,PNFIC1_19980924,PNFIC1_19981030,PNFIC1_19981124,PNFIC1_19981223,PNFIC1_19990129,PNFIC1_19990226,PNFIC1_19990331,PNFIC1_19990430,PNFIC1_19990527,PNFIC1_19990625,PNFIC1_19990729,PNFIC1_19990826,PNFIC1_19990930,PNFIC1_19991028,PNFIC1_19991103,PNFIC1_19991124,PNFIC1_19991222,PNFIC1_20000128,PNFIC1_20000225,PNFIC1_20000330,PNFIC1_20000403,PNFIC1_20000427,PNFIC1_20000525,PNFIC1_20000629,PNFIC1_20000728,PNFIC1_20000825,PNFIC1_20000928,PNFIC1_20001027,PNFIC1_20001129,PNFIC1_20001221,PNFIC1_20010131,PNFIC1_20010228,PNFIC1_20010329,PNFIC1_20010427,PNFIC1_20010525,PNFIC1_20010629,PNFIC1_20010727,PNFIC1_20010829,PNFIC1_20010928,PNFIC1_20011031,PNFIC1_20011130,PNFIC1_20011221,PNFIC1_20020130,PNFIC1_20020228,PNFIC1_20020328,PNFIC1_20020426,PNFIC1_20020524,PNFIC1_20020627,PNFIC1_20020731,PNFIC1_20020829,PNFIC1_20020927,PNFIC1_20021031,PNFIC1_20021126,PNFIC1_20021220,PNFIC1_20030130,PNFIC1_20030228,PNFIC1_20030327,PNFIC1_20030425,PNFIC1_20030529,PNFIC1_20030626,PNFIC1_20030731,PNFIC1_20030828,PNFIC1_20030926,PNFIC1_20031030,PNFIC1_20031125,PNFIC1_20031210,PNFIC1_20031223,PNFIC1_20040130,PNFIC1_20040227,PNFIC1_20040325,PNFIC1_20040429,PNFIC1_20040527,PNFIC1_20040625,PNFIC1_20040730,PNFIC1_20040827,PNFIC1_20040929,PNFIC1_20041029,PNFIC1_20041130,PNFIC1_20050128,PNFIC1_20050225,PNFIC1_20050330,PNFIC1_20050428,PNFIC1_20050526,PNFIC1_20050629,PNFIC1_20050729,PNFIC1_20050831,PNFIC1_20050929,PNFIC1_20051028,PNFIC1_20051130,PNFIC1_20051221,PNFIC1_20060127,PNFIC1_20060228,PNFIC1_20060330,PNFIC1_20060428,PNFIC1_20060525,PNFIC1_20060629,PNFIC1_20060728,PNFIC1_20060830,PNFIC1_20060928,PNFIC1_20061027,PNFIC1_20061129,PNFIC1_20061221,PNFIC1_20070131,PNFIC1_20070228,PNFIC1_20070329,PNFIC1_20070427,PNFIC1_20070531,PNFIC1_20070628,PNFIC1_20070727,PNFIC1_20070830,PNFIC1_20070927,PNFIC1_20071031,PNFIC1_20071129,PNFIC1_20071220,PNFIC1_20080130,PNFIC1_20080228,PNFIC1_20080327,PNFIC1_20080430,PNFIC1_20080529,PNFIC1_20080626,PNFIC1_20080731,PNFIC1_20080828,PNFIC1_20080926,PNFIC1_20081030,PNFIC1_20081125,PNFIC1_20081223,PNFIC1_20090130,PNFIC1_20090227,PNFIC1_20090326,PNFIC1_20090429,PNFIC1_20090529,PNFIC1_20090625,PNFIC1_20090731,PNFIC1_20090827,PNFIC1_20090930,PNFIC1_20091029,PNFIC1_20091124,PNFIC1_20091222,PNFIC1_20100129,PNFIC1_20100226,PNFIC1_20100326,PNFIC1_20100430,PNFIC1_20100527,PNFIC1_20100625,PNFIC1_20100730,PNFIC1_20100827,PNFIC1_20100930,PNFIC1_20101029,PNFIC1_20101123,PNFIC1_20101222,PNFIC1_20110128,PNFIC1_20110225,PNFIC1_20110325,PNFIC1_20110428,PNFIC1_20110526,PNFIC1_20110624,PNFIC1_20110729,PNFIC1_20110826,PNFIC1_20110929,PNFIC1_20111027,PNFIC1_20111122,PNFIC1_20111222,PNFIC1_20120127,PNFIC1_20120229,PNFIC1_20120329,PNFIC1_20120427,PNFIC1_20120531,PNFIC1_20120628,PNFIC1_20120727,PNFIC1_20120829,PNFIC1_20120927,PNFIC1_20121026,PNFIC1_20121129,PNFIC1_20121220,PNFIC1_20130130,PNFIC1_20130228,PNFIC1_20130328,PNFIC1_20130426,PNFIC1_20130530,PNFIC1_20130626,PNFIC1_20130731,PNFIC1_20130829,PNFIC1_20130926,PNFIC1_20131107,PNFIC1_20131205,PNFIC1_20131220,PNFIC1_20140130,PNFIC1_20140228,PNFIC1_20140327,PNFIC1_20140430,PNFIC1_20140529,PNFIC1_20140625,PNFIC1_20140730,PNFIC1_20140828,PNFIC1_20140926,PNFIC1_20141030,PNFIC1_20141125,PNFIC1_20141223,PNFIC1_20150130,PNFIC1_20150227,PNFIC1_20150327,PNFIC1_20150429,PNFIC1_20150529,PNFIC1_20150624,PNFIC1_20150730,PNFIC1_20150827,PNFIC1_20150925,PNFIC1_20151029,PNFIC1_20151124,PNFIC1_20151222,PNFIC1_20160129,PNFIC1_20160226,PNFIC1_20160325,PNFIC1_20160428,PNFIC1_20160527,PNFIC1_20160628,PNFIC1_20160729,PNFIC1_20160826,PNFIC1_20160929,PNFIC1_20161028,PNFIC1_20161129,PNFIC1_20161222,PNFIC1_20170127,PNFIC1_20170228,PNFIC1_20170330,PNFIC1_20170428,PNFIC1_20170526,PNFIC1_20170629,PNFIC1_20170728,PNFIC1_20170830,PNFIC1_20170928,PNFIC1_20171027,PNFIC1_20171129,PNFIC1_20171221,PNFIC1_20180126,PNFIC1_20180228,PNFIC1_20180328,PNFIC1_20180427,PNFIC1_20180530,PNFIC1_20180628,PNFIC1_20180727,PNFIC1_20180829,PNFIC1_20180927,PNFIC1_20181026,PNFIC1_20181128,PNFIC1_20181221,PNFIC1_20190228,PNFIC1_20190328,PNFIC1_20190426,PNFIC1_20190530,PNFIC1_20190627,PNFIC1_20190726,PNFIC1_20190829,PNFIC1_20190926,PNFIC1_20191030,PNFIC1_20191127,PNFIC1_20191220,PNFIC1_20200130,PNFIC1_20200227,PNFIC1_20200326
1960-01-01,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,46.6,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,161.1,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,156.7,,151.7,151.7,151.7,151.7,151.7,,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-01,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,47.6,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,67.8,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,161.4,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,,154.1,154.1,154.1,154.1,154.1,,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,154.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-01,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,157.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,171.7,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,154.6,,150.4,150.4,150.4,150.4,150.4,,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,150.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-01,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,66.3,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,171.4,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,153.6,,149.8,149.8,149.8,149.8,149.8,,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
