observation_date,W255RC1Q027SBEA_20130228,W255RC1Q027SBEA_20130328,W255RC1Q027SBEA_20130426,W255RC1Q027SBEA_20130530,W255RC1Q027SBEA_20130626,W255RC1Q027SBEA_20130731,W255RC1Q027SBEA_20130829,W255RC1Q027SBEA_20130926,W255RC1Q027SBEA_20131107,W255RC1Q027SBEA_20131205,W255RC1Q027SBEA_20131220,W255RC1Q027SBEA_20140130,W255RC1Q027SBEA_20140228,W255RC1Q027SBEA_20140327,W255RC1Q027SBEA_20140430,W255RC1Q027SBEA_20140529,W255RC1Q027SBEA_20140625,W255RC1Q027SBEA_20140730,W255RC1Q027SBEA_20140828,W255RC1Q027SBEA_20140926,W255RC1Q027SBEA_20141030,W255RC1Q027SBEA_20141125,W255RC1Q027SBEA_20141223,W255RC1Q027SBEA_20150130,W255RC1Q027SBEA_20150227,W255RC1Q027SBEA_20150327,W255RC1Q027SBEA_20150429,W255RC1Q027SBEA_20150529,W255RC1Q027SBEA_20150624,W255RC1Q027SBEA_20150730,W255RC1Q027SBEA_20150827,W255RC1Q027SBEA_20150925,W255RC1Q027SBEA_20151029,W255RC1Q027SBEA_20151124,W255RC1Q027SBEA_20151222,W255RC1Q027SBEA_20160129,W255RC1Q027SBEA_20160226,W255RC1Q027SBEA_20160325,W255RC1Q027SBEA_20160428,W255RC1Q027SBEA_20160527,W255RC1Q027SBEA_20160628,W255RC1Q027SBEA_20160729,W255RC1Q027SBEA_20160826,W255RC1Q027SBEA_20160929,W255RC1Q027SBEA_20161028,W255RC1Q027SBEA_20161129,W255RC1Q027SBEA_20161222,W255RC1Q027SBEA_20170127,W255RC1Q027SBEA_20170228,W255RC1Q027SBEA_20170330,W255RC1Q027SBEA_20170428,W255RC1Q027SBEA_20170526,W255RC1Q027SBEA_20170629,W255RC1Q027SBEA_20170728,W255RC1Q027SBEA_20170830,W255RC1Q027SBEA_20170928,W255RC1Q027SBEA_20171027,W255RC1Q027SBEA_20171129,W255RC1Q027SBEA_20171221,W255RC1Q027SBEA_20180126,W255RC1Q027SBEA_20180228,W255RC1Q027SBEA_20180328,W255RC1Q027SBEA_20180427,W255RC1Q027SBEA_20180530,W255RC1Q027SBEA_20180628,W255RC1Q027SBEA_20180727,W255RC1Q027SBEA_20180829,W255RC1Q027SBEA_20180927,W255RC1Q027SBEA_20181026,W255RC1Q027SBEA_20181128,W255RC1Q027SBEA_20181221,W255RC1Q027SBEA_20190228,W255RC1Q027SBEA_20190328,W255RC1Q027SBEA_20190426,W255RC1Q027SBEA_20190530,W255RC1Q027SBEA_20190627,W255RC1Q027SBEA_20190726,W255RC1Q027SBEA_20190829,W255RC1Q027SBEA_20190926,W255RC1Q027SBEA_20191030,W255RC1Q027SBEA_20191127,W255RC1Q027SBEA_20191220,W255RC1Q027SBEA_20200130,W255RC1Q027SBEA_20200227,W255RC1Q027SBEA_20200326,W255RC1Q027SBEA_20200429,W255RC1Q027SBEA_20200528,W255RC1Q027SBEA_20200625,W255RC1Q027SBEA_20200730,W255RC1Q027SBEA_20200827,W255RC1Q027SBEA_20200930,W255RC1Q027SBEA_20201029,W255RC1Q027SBEA_20201125,W255RC1Q027SBEA_20201222,W255RC1Q027SBEA_20210128,W255RC1Q027SBEA_20210225
1991-07-01,418.6,418.6,418.6,418.6,418.6,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.3,407.276,407.276,407.276,407.276,407.276,407.276,407.276,407.276,407.276,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87,390.87
1991-10-01,403.9,403.9,403.9,403.9,403.9,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.3,392.277,392.277,392.277,392.277,392.277,392.277,392.277,392.277,392.277,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788,374.788
1992-01-01,396.3,396.3,396.3,396.3,396.3,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.8,387.767,387.767,387.767,387.767,387.767,387.767,387.767,387.767,387.767,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274,370.274
1992-04-01,389.6,389.6,389.6,389.6,389.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.6,385.595,385.595,385.595,385.595,385.595,385.595,385.595,385.595,385.595,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042,367.042
1992-07-01,382.1,382.1,382.1,382.1,382.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.1,379.087,379.087,379.087,379.087,379.087,379.087,379.087,379.087,379.087,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586,360.586
1992-10-01,382.9,382.9,382.9,382.9,382.9,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.4,382.439,382.439,382.439,382.439,382.439,382.439,382.439,382.439,382.439,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6,364.6
1993-01-01,380.2,380.2,380.2,380.2,380.2,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.5,382.51,382.51,382.51,382.51,382.51,382.51,382.51,382.51,382.51,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514,363.514
1993-04-01,370.5,370.5,370.5,370.5,370.5,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.1,375.071,375.071,375.071,375.071,375.071,375.071,375.071,375.071,375.071,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269,357.269
1993-07-01,357.9,357.9,357.9,357.9,357.9,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.5,367.505,367.505,367.505,367.505,367.505,367.505,367.505,367.505,367.505,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103,350.103
1993-10-01,349.8,349.8,349.8,349.8,349.8,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.4,360.365,360.365,360.365,360.365,360.365,360.365,360.365,360.365,360.365,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465,341.465
1994-01-01,351.0,351.0,351.0,351.0,351.0,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.5,358.476,358.476,358.476,358.476,358.476,358.476,358.476,358.476,358.476,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452,341.452
1994-04-01,354.7,354.7,354.7,354.7,354.7,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.8,361.804,361.804,361.804,361.804,361.804,361.804,361.804,361.804,361.804,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884,342.884
1994-07-01,366.1,366.1,366.1,366.1,366.1,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.9,364.929,364.929,364.929,364.929,364.929,364.929,364.929,364.929,364.929,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114,345.114
1994-10-01,377.1,377.1,377.1,377.1,377.1,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.6,378.585,378.585,378.585,378.585,378.585,378.585,378.585,378.585,378.585,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631,359.631
1995-01-01,371.0,371.0,371.0,371.0,371.0,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.1,383.136,383.136,383.136,383.136,383.136,383.136,383.136,383.136,383.136,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62,362.62
1995-04-01,358.1,358.1,358.1,358.1,358.1,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.6,376.596,376.596,376.596,376.596,376.596,376.596,376.596,376.596,376.596,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116,358.116
1995-07-01,351.9,351.9,351.9,351.9,351.9,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.143,373.143,373.143,373.143,373.143,373.143,373.143,373.143,373.143,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144,355.144
1995-10-01,352.3,352.3,352.3,352.3,352.3,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.1,373.098,373.098,373.098,373.098,373.098,373.098,373.098,373.098,373.098,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658,353.658
1996-01-01,354.1,354.1,354.1,354.1,354.1,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.3,370.251,370.251,370.251,370.251,370.251,370.251,370.251,370.251,370.251,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487,352.487
1996-04-01,366.4,366.4,366.4,366.4,366.4,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.5,378.505,378.505,378.505,378.505,378.505,378.505,378.505,378.505,378.505,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178,358.178
1996-07-01,375.3,375.3,375.3,375.3,375.3,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.7,384.668,384.668,384.668,384.668,384.668,384.668,384.668,384.668,384.668,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607,363.607
1996-10-01,388.6,388.6,388.6,388.6,388.6,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,394.0,393.966,393.966,393.966,393.966,393.966,393.966,393.966,393.966,393.966,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42,373.42
1997-01-01,397.3,397.3,397.3,397.3,397.3,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.8,403.778,403.778,403.778,403.778,403.778,403.778,403.778,403.778,403.778,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782,381.782
1997-04-01,401.6,401.6,401.6,401.6,401.6,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.9,409.877,409.877,409.877,409.877,409.877,409.877,409.877,409.877,409.877,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778,389.778
1997-07-01,408.5,408.5,408.5,408.5,408.5,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,415.972,415.972,415.972,415.972,415.972,415.972,415.972,415.972,415.972,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381,396.381
1997-10-01,422.8,422.8,422.8,422.8,422.8,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.1,429.123,429.123,429.123,429.123,429.123,429.123,429.123,429.123,429.123,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793,409.793
1998-01-01,458.5,458.5,458.5,458.5,458.5,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.7,460.739,460.739,460.739,460.739,460.739,460.739,460.739,460.739,460.739,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978,441.978
1998-04-01,480.8,480.8,480.8,480.8,480.8,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.552,479.552,479.552,479.552,479.552,479.552,479.552,479.552,479.552,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959,458.959
1998-07-01,491.2,491.2,491.2,491.2,491.2,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.026,489.026,489.026,489.026,489.026,489.026,489.026,489.026,489.026,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047,467.047
1998-10-01,486.8,486.8,486.8,486.8,486.8,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.1,482.085,482.085,482.085,482.085,482.085,482.085,482.085,482.085,482.085,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835,458.835
1999-01-01,469.0,469.0,469.0,469.0,469.0,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.2,473.184,473.184,473.184,473.184,473.184,473.184,473.184,473.184,473.184,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445,451.445
