observation_date,W255RC1Q027SBEA_20130228,W255RC1Q027SBEA_20130328,W255RC1Q027SBEA_20130426,W255RC1Q027SBEA_20130530,W255RC1Q027SBEA_20130626,W255RC1Q027SBEA_20130731,W255RC1Q027SBEA_20130829,W255RC1Q027SBEA_20130926,W255RC1Q027SBEA_20131107,W255RC1Q027SBEA_20131205,W255RC1Q027SBEA_20131220,W255RC1Q027SBEA_20140130,W255RC1Q027SBEA_20140228,W255RC1Q027SBEA_20140327,W255RC1Q027SBEA_20140430,W255RC1Q027SBEA_20140529,W255RC1Q027SBEA_20140625,W255RC1Q027SBEA_20140730,W255RC1Q027SBEA_20140828,W255RC1Q027SBEA_20140926,W255RC1Q027SBEA_20141030,W255RC1Q027SBEA_20141125,W255RC1Q027SBEA_20141223,W255RC1Q027SBEA_20150130,W255RC1Q027SBEA_20150227,W255RC1Q027SBEA_20150327,W255RC1Q027SBEA_20150429,W255RC1Q027SBEA_20150529,W255RC1Q027SBEA_20150624,W255RC1Q027SBEA_20150730,W255RC1Q027SBEA_20150827,W255RC1Q027SBEA_20150925,W255RC1Q027SBEA_20151029,W255RC1Q027SBEA_20151124,W255RC1Q027SBEA_20151222,W255RC1Q027SBEA_20160129,W255RC1Q027SBEA_20160226,W255RC1Q027SBEA_20160325,W255RC1Q027SBEA_20160428,W255RC1Q027SBEA_20160527,W255RC1Q027SBEA_20160628,W255RC1Q027SBEA_20160729,W255RC1Q027SBEA_20160826,W255RC1Q027SBEA_20160929,W255RC1Q027SBEA_20161028,W255RC1Q027SBEA_20161129,W255RC1Q027SBEA_20161222,W255RC1Q027SBEA_20170127,W255RC1Q027SBEA_20170228,W255RC1Q027SBEA_20170330,W255RC1Q027SBEA_20170428,W255RC1Q027SBEA_20170526,W255RC1Q027SBEA_20170629,W255RC1Q027SBEA_20170728,W255RC1Q027SBEA_20170830,W255RC1Q027SBEA_20170928,W255RC1Q027SBEA_20171027,W255RC1Q027SBEA_20171129,W255RC1Q027SBEA_20171221,W255RC1Q027SBEA_20180126,W255RC1Q027SBEA_20180228,W255RC1Q027SBEA_20180328,W255RC1Q027SBEA_20180427,W255RC1Q027SBEA_20180530,W255RC1Q027SBEA_20180628,W255RC1Q027SBEA_20180727,W255RC1Q027SBEA_20180829,W255RC1Q027SBEA_20180927,W255RC1Q027SBEA_20181026,W255RC1Q027SBEA_20181128,W255RC1Q027SBEA_20181221,W255RC1Q027SBEA_20190228,W255RC1Q027SBEA_20190328,W255RC1Q027SBEA_20190426,W255RC1Q027SBEA_20190530,W255RC1Q027SBEA_20190627,W255RC1Q027SBEA_20190726,W255RC1Q027SBEA_20190829,W255RC1Q027SBEA_20190926,W255RC1Q027SBEA_20191030,W255RC1Q027SBEA_20191127,W255RC1Q027SBEA_20191220,W255RC1Q027SBEA_20200130,W255RC1Q027SBEA_20200227,W255RC1Q027SBEA_20200326,W255RC1Q027SBEA_20200429,W255RC1Q027SBEA_20200528,W255RC1Q027SBEA_20200625,W255RC1Q027SBEA_20200730,W255RC1Q027SBEA_20200827,W255RC1Q027SBEA_20200930,W255RC1Q027SBEA_20201029,W255RC1Q027SBEA_20201125,W255RC1Q027SBEA_20201222,W255RC1Q027SBEA_20210128,W255RC1Q027SBEA_20210225
2007-01-01,703.9,703.9,703.9,703.9,703.9,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.2,634.18,634.18,634.18,634.18,634.18,634.18,634.18,634.18,634.18,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638,592.638
2007-04-01,693.7,693.7,693.7,693.7,693.7,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.9,639.89,639.89,639.89,639.89,639.89,639.89,639.89,639.89,639.89,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748,631.748
2007-07-01,743.3,743.3,743.3,743.3,743.3,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.1,682.085,682.085,682.085,682.085,682.085,682.085,682.085,682.085,682.085,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994,654.994
2007-10-01,785.6,785.6,785.6,785.6,785.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.6,697.627,697.627,697.627,697.627,697.627,697.627,697.627,697.627,697.627,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15,655.15
2008-01-01,843.7,843.7,843.7,843.7,843.7,691.4,691.4,691.4,691.4,691.4,691.4,691.4,691.4,691.4,691.4,691.4,691.4,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.7,691.708,691.708,691.708,691.708,691.708,691.708,691.708,691.708,691.708,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99,656.99
2008-04-01,875.1,875.1,875.1,875.1,875.1,688.5,688.5,688.5,688.5,688.5,688.5,688.5,688.5,688.5,688.5,688.5,688.5,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.2,689.15,689.15,689.15,689.15,689.15,689.15,689.15,689.15,689.15,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717,675.717
2008-07-01,878.0,878.0,878.0,878.0,878.0,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,678.1,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.8,676.808,676.808,676.808,676.808,676.808,676.808,676.808,676.808,676.808,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643,673.643
2008-10-01,883.7,883.7,883.7,883.7,883.7,715.6,715.6,715.6,715.6,715.6,715.6,715.6,715.6,715.6,715.6,715.6,715.6,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.9,715.932,715.932,715.932,715.932,715.932,715.932,715.932,715.932,715.932,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209,683.209
2009-01-01,765.8,765.8,765.8,765.8,765.8,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,668.0,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.1,671.07,671.07,671.07,671.07,671.07,671.07,671.07,671.07,671.07,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679,595.679
2009-04-01,633.3,633.3,633.3,633.3,633.3,560.2,560.2,560.2,560.2,560.2,560.2,560.2,560.2,560.2,560.2,560.2,560.2,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,561.984,561.984,561.984,561.984,561.984,561.984,561.984,561.984,561.984,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724,566.724
2009-07-01,582.6,582.6,582.6,582.6,582.6,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.4,514.392,514.392,514.392,514.392,514.392,514.392,514.392,514.392,514.392,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738,516.738
2009-10-01,580.3,580.3,580.3,580.3,580.3,509.8,509.8,509.8,509.8,509.8,509.8,509.8,509.8,509.8,509.8,509.8,509.8,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.1,506.12,506.12,506.12,506.12,506.12,506.12,506.12,506.12,506.12,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886,477.886
2010-01-01,586.9,586.9,586.9,586.9,586.9,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,508.0,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.331,503.331,503.331,503.331,503.331,503.331,503.331,503.331,503.331,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383,464.383
2010-04-01,568.5,568.5,568.5,568.5,568.5,485.8,485.8,485.8,485.8,485.8,485.8,485.8,485.8,485.8,485.8,485.8,485.8,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.7,482.712,482.712,482.712,482.712,482.712,482.712,482.712,482.712,482.712,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84,477.84
2010-07-01,559.6,559.6,559.6,559.6,559.6,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,482.2,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.6,483.575,483.575,483.575,483.575,483.575,483.575,483.575,483.575,483.575,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831,459.831
2010-10-01,556.8,556.8,556.8,556.8,556.8,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,481.6,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,487.975,487.975,487.975,487.975,487.975,487.975,487.975,487.975,487.975,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789,458.789
2011-01-01,551.4,551.4,551.4,551.4,551.4,473.8,473.8,473.8,473.8,473.8,473.8,473.8,473.8,473.8,473.8,473.8,473.8,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.548,493.548,493.548,493.548,493.548,493.548,493.548,493.548,493.548,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931,466.931
2011-04-01,513.8,513.8,513.8,513.8,513.8,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,436.7,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.6,465.639,465.639,465.639,465.639,465.639,465.639,465.639,465.639,465.639,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971,453.971
2011-07-01,528.4,528.4,528.4,528.4,528.4,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,459.7,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.4,493.433,493.433,493.433,493.433,493.433,493.433,493.433,493.433,493.433,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272,451.272
2011-10-01,515.9,515.9,515.9,515.9,515.9,457.5,457.5,457.5,457.5,457.5,457.5,457.5,457.5,457.5,457.5,457.5,457.5,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.6,499.625,499.625,499.625,499.625,499.625,499.625,499.625,499.625,499.625,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622,474.622
2012-01-01,515.6,515.6,515.6,515.6,515.6,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,453.9,503.6,503.6,503.6,503.6,503.6,503.6,503.6,503.6,503.6,503.6,503.6,503.6,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,524.982,524.982,524.982,524.982,524.982,524.982,524.982,524.982,524.982,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825,516.825
2012-04-01,489.5,489.5,489.5,489.5,489.5,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,473.4,473.4,473.4,473.4,473.4,473.4,473.4,473.4,473.4,473.4,473.4,473.4,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.7,530.701,530.701,530.701,530.701,530.701,530.701,530.701,530.701,530.701,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271,530.271
2012-07-01,518.2,518.2,518.2,518.2,518.2,455.3,455.3,455.3,455.3,455.3,455.3,455.3,455.3,455.3,455.3,455.3,455.3,509.5,509.5,509.5,509.5,509.5,509.5,509.5,509.5,509.5,509.5,509.5,509.5,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.1,553.057,553.057,553.057,553.057,553.057,553.057,553.057,553.057,553.057,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011,495.011
2012-10-01,489.6,493.8,493.8,493.8,493.8,430.3,430.3,430.3,430.3,430.3,430.3,430.3,430.3,430.3,430.3,430.3,430.3,480.3,480.3,480.3,480.3,480.3,480.3,480.3,480.3,480.3,480.3,480.3,480.3,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.2,502.181,502.181,502.181,502.181,502.181,502.181,502.181,502.181,502.181,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766,472.766
2013-01-01,,,537.0,541.5,541.2,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,517.4,526.1,526.1,526.1,526.1,526.1,526.1,526.1,526.1,526.1,526.1,526.1,526.1,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.3,532.275,532.275,532.275,532.275,532.275,532.275,532.275,532.275,532.275,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182,467.182
2013-04-01,,,,,,450.2,449.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,477.1,505.2,505.2,505.2,505.2,505.2,505.2,505.2,505.2,505.2,505.2,505.2,505.2,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.5,491.532,491.532,491.532,491.532,491.532,491.532,491.532,491.532,491.532,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767,453.767
2013-07-01,,,,,,,,,458.4,462.7,467.2,467.2,467.2,467.2,467.2,467.2,467.2,493.3,493.3,493.3,493.3,493.3,493.3,493.3,493.3,493.3,493.3,493.3,493.3,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,504.6,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.3,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,490.261,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729,465.729
2013-10-01,,,,,,,,,,,,485.0,488.2,488.6,488.6,488.6,488.6,511.2,511.2,511.2,511.2,511.2,511.2,511.2,511.2,511.2,511.2,511.2,511.2,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,518.3,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.5,504.487,504.487,504.487,504.487,504.487,504.487,504.487,504.487,504.487,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019,477.019
2014-01-01,,,,,,,,,,,,,,,482.7,481.8,477.0,506.5,506.5,506.5,506.5,506.5,506.5,506.5,506.5,506.5,506.5,506.5,506.5,555.6,555.6,555.6,555.6,555.6,555.6,555.6,555.6,555.6,555.6,555.6,555.6,515.7,515.7,515.7,515.7,515.7,515.7,515.7,515.7,515.7,515.7,515.7,515.7,503.8,503.8,503.8,503.761,503.761,503.761,503.761,503.761,503.761,503.761,503.761,503.761,486.108,486.108,486.108,486.108,486.108,486.108,486.108,486.108,486.108,486.108,486.108,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425,485.425
2014-04-01,,,,,,,,,,,,,,,,,,459.3,460.8,461.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,461.0,535.9,535.9,535.9,535.9,535.9,535.9,535.9,535.9,535.9,535.9,535.9,535.9,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6,529.6,522.9,522.9,522.9,522.873,522.873,522.873,522.873,522.873,522.873,522.873,522.873,522.873,506.686,506.686,506.686,506.686,506.686,506.686,506.686,506.686,506.686,506.686,506.686,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449,504.449
2014-07-01,,,,,,,,,,,,,,,,,,,,,478.2,480.5,479.3,479.3,479.3,479.3,479.3,479.3,479.3,515.8,515.8,515.8,515.8,515.8,515.8,515.8,515.8,515.8,515.8,515.8,515.8,547.5,547.5,547.5,547.5,547.5,547.5,547.5,547.5,547.5,547.5,547.5,547.5,554.3,554.3,554.3,554.344,554.344,554.344,554.344,554.344,554.344,554.344,554.344,554.344,535.088,535.088,535.088,535.088,535.088,535.088,535.088,535.088,535.088,535.088,535.088,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788,532.788
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,494.0,497.5,498.4,498.4,498.4,498.4,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,521.9,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,542.0,558.8,558.8,558.8,558.847,558.847,558.847,558.847,558.847,558.847,558.847,558.847,558.847,543.552,543.552,543.552,543.552,543.552,543.552,543.552,543.552,543.552,543.552,543.552,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699,541.699
