observation_date,COMPNFB_19970311,COMPNFB_19970507,COMPNFB_19970618,COMPNFB_19970812,COMPNFB_19970909,COMPNFB_19971113,COMPNFB_19971204,COMPNFB_19980210,COMPNFB_19980310,COMPNFB_19980507,COMPNFB_19980604,COMPNFB_19980811,COMPNFB_19980903,COMPNFB_19981110,COMPNFB_19990209,COMPNFB_19990511,COMPNFB_19990805,COMPNFB_19991112,COMPNFB_20000208,COMPNFB_20000307,COMPNFB_20000504,COMPNFB_20000808,COMPNFB_20001102,COMPNFB_20010207,COMPNFB_20010508,COMPNFB_20010807,COMPNFB_20010905,COMPNFB_20011107,COMPNFB_20011206,COMPNFB_20020206,COMPNFB_20020507,COMPNFB_20020531,COMPNFB_20020809,COMPNFB_20020905,COMPNFB_20021107,COMPNFB_20021204,COMPNFB_20030206,COMPNFB_20030501,COMPNFB_20030807,COMPNFB_20030904,COMPNFB_20031106,COMPNFB_20040205,COMPNFB_20040304,COMPNFB_20040506,COMPNFB_20040603,COMPNFB_20040810,COMPNFB_20040902,COMPNFB_20041013,COMPNFB_20041104,COMPNFB_20041207,COMPNFB_20050203,COMPNFB_20050303,COMPNFB_20050505,COMPNFB_20050602,COMPNFB_20050809,COMPNFB_20050907,COMPNFB_20051103,COMPNFB_20051206,COMPNFB_20060202,COMPNFB_20060307,COMPNFB_20060504,COMPNFB_20060601,COMPNFB_20060808,COMPNFB_20060906,COMPNFB_20061102,COMPNFB_20061205,COMPNFB_20070207,COMPNFB_20070306,COMPNFB_20070503,COMPNFB_20070606,COMPNFB_20070807,COMPNFB_20070906,COMPNFB_20071107,COMPNFB_20071205,COMPNFB_20080206,COMPNFB_20080305,COMPNFB_20080507,COMPNFB_20080604,COMPNFB_20080808,COMPNFB_20080904,COMPNFB_20081106,COMPNFB_20081203,COMPNFB_20090205,COMPNFB_20090305,COMPNFB_20090507,COMPNFB_20090604,COMPNFB_20090811,COMPNFB_20090902,COMPNFB_20091105,COMPNFB_20091203,COMPNFB_20100204,COMPNFB_20100304,COMPNFB_20100506,COMPNFB_20100603,COMPNFB_20100810,COMPNFB_20100902,COMPNFB_20101104,COMPNFB_20101201,COMPNFB_20110203,COMPNFB_20110303,COMPNFB_20110505,COMPNFB_20110602,COMPNFB_20110809,COMPNFB_20110901,COMPNFB_20111103,COMPNFB_20111130,COMPNFB_20120202,COMPNFB_20120307,COMPNFB_20120503,COMPNFB_20120606,COMPNFB_20120808,COMPNFB_20120905,COMPNFB_20121101,COMPNFB_20121205,COMPNFB_20130207,COMPNFB_20130307,COMPNFB_20130502,COMPNFB_20130605,COMPNFB_20130816,COMPNFB_20130905,COMPNFB_20131114,COMPNFB_20131216,COMPNFB_20140206,COMPNFB_20140306,COMPNFB_20140507,COMPNFB_20140604,COMPNFB_20140808,COMPNFB_20140904,COMPNFB_20141106,COMPNFB_20141203,COMPNFB_20150205,COMPNFB_20150305,COMPNFB_20150506,COMPNFB_20150604,COMPNFB_20150811,COMPNFB_20150902,COMPNFB_20151105,COMPNFB_20151202,COMPNFB_20160204,COMPNFB_20160303,COMPNFB_20160504,COMPNFB_20160607,COMPNFB_20160809,COMPNFB_20160901,COMPNFB_20161103,COMPNFB_20161206,COMPNFB_20170202,COMPNFB_20170308,COMPNFB_20170504,COMPNFB_20170605,COMPNFB_20170809,COMPNFB_20170907,COMPNFB_20171102,COMPNFB_20171206,COMPNFB_20180201,COMPNFB_20180307,COMPNFB_20180503,COMPNFB_20180606,COMPNFB_20180815,COMPNFB_20180906,COMPNFB_20181101,COMPNFB_20181206,COMPNFB_20190206,COMPNFB_20190307,COMPNFB_20190502,COMPNFB_20190606,COMPNFB_20190815,COMPNFB_20190905,COMPNFB_20191106,COMPNFB_20191210,COMPNFB_20200206,COMPNFB_20200305,COMPNFB_20200507
2002-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.6,139.7,139.5,139.5,139.5,139.5,141.5,141.5,141.5,141.9,141.9,141.9,141.9,143.8,143.8,143.8,143.8,143.8,143.8,143.8,143.8,143.8,144.2,144.2,144.2,144.19,144.19,144.221,144.221,144.221,144.685,144.685,144.685,144.685,144.685,144.636,144.636,144.636,144.635,144.635,144.635,144.635,144.635,144.637,144.605,144.605,144.605,144.605,144.605,144.605,144.605,144.605,144.605,144.605,144.307,144.307,144.307,144.307,144.307,144.307,144.307,144.307,88.759,88.759,88.759,88.759,88.759,88.759,88.759,88.759,88.768,88.768,88.768,88.768,88.768,88.768,88.768,88.768,88.768,88.768,88.768,88.768,88.768,88.653,88.653,88.653,78.918,78.918,78.918,78.918,78.918,78.98,78.98,78.98,78.981,78.981,78.981,78.981,78.981,78.979,78.979,78.979,78.979,78.979,78.979,78.979,78.979,78.995,78.995,78.995,79.052,79.052,79.052,79.052,79.052,79.002,79.002,79.002,79.002,79.002,79.002,79.002,79.002,79.001,79.001,79.001,73.966,73.966,73.966,73.966,73.966,73.957,73.957,73.957,73.876,73.876,73.876,73.876,73.876,73.883,73.883
2002-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1,141.2,141.3,140.1,142.2,142.2,142.2,142.3,142.4,142.4,142.4,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.3,144.2,144.8,144.8,144.8,144.836,144.836,144.822,144.822,144.822,145.335,145.335,145.335,145.335,145.335,145.313,145.313,145.313,145.313,145.313,145.313,145.313,145.313,145.35,145.343,145.343,145.343,145.343,145.343,145.343,145.343,145.343,145.343,145.343,145.091,145.091,145.091,145.091,145.091,145.091,145.091,145.091,89.241,89.241,89.241,89.241,89.241,89.241,89.241,89.241,89.246,89.246,89.246,89.246,89.246,89.246,89.246,89.246,89.246,89.246,89.246,89.246,89.246,89.149,89.149,89.149,79.302,79.302,79.302,79.302,79.302,79.358,79.358,79.358,79.359,79.359,79.359,79.359,79.359,79.359,79.359,79.359,79.359,79.359,79.359,79.359,79.359,79.377,79.377,79.377,79.435,79.435,79.435,79.435,79.435,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.382,79.382,79.382,74.325,74.325,74.325,74.325,74.325,74.333,74.333,74.333,74.251,74.251,74.251,74.251,74.251,74.258,74.258
2002-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.9,141.5,142.8,142.8,142.8,142.8,143.2,143.2,143.2,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.7,144.6,145.0,145.0,145.0,144.978,144.978,144.941,144.941,144.941,145.435,145.435,145.435,145.435,145.435,145.363,145.363,145.363,145.364,145.364,145.364,145.364,145.364,145.322,145.313,145.313,145.313,145.313,145.313,145.313,145.313,145.313,145.313,145.313,145.797,145.797,145.797,145.797,145.797,145.797,145.797,145.797,89.676,89.676,89.676,89.676,89.676,89.676,89.676,89.676,89.671,89.671,89.671,89.671,89.671,89.671,89.671,89.671,89.671,89.671,89.671,89.671,89.671,89.604,89.604,89.604,79.504,79.504,79.504,79.504,79.504,79.564,79.564,79.564,79.564,79.564,79.564,79.564,79.564,79.566,79.566,79.566,79.566,79.566,79.566,79.566,79.566,79.584,79.584,79.584,79.642,79.642,79.642,79.642,79.642,79.581,79.581,79.581,79.581,79.581,79.581,79.581,79.581,79.592,79.592,79.592,74.524,74.524,74.524,74.524,74.524,74.529,74.529,74.529,74.447,74.447,74.447,74.447,74.447,74.453,74.453
2003-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.7,144.2,144.2,143.7,144.1,144.6,144.6,144.6,146.6,146.6,146.6,146.6,146.6,146.6,146.7,146.7,146.6,147.0,147.0,147.0,147.028,147.028,147.021,147.021,147.021,147.265,147.265,147.265,147.265,147.265,147.318,147.318,147.318,147.321,147.321,147.321,147.321,147.321,147.321,147.328,147.328,147.328,147.328,147.328,147.328,147.328,147.328,147.328,147.328,148.15,148.15,148.15,148.15,148.15,148.15,148.15,148.15,91.1,91.1,91.1,91.1,91.1,91.1,91.1,91.1,91.105,91.105,91.105,91.105,91.105,91.105,91.105,91.105,91.105,91.105,91.105,91.105,91.105,90.998,90.998,90.998,79.999,79.999,79.999,79.999,79.999,80.055,80.055,80.055,80.055,80.055,80.055,80.055,80.055,80.057,80.057,80.057,80.057,80.057,80.057,80.057,80.057,80.075,80.075,80.075,80.133,80.133,80.133,80.133,80.133,80.102,80.102,80.102,80.102,80.102,80.102,80.102,80.102,80.11,80.11,80.11,74.992,74.992,74.992,74.992,74.992,74.985,74.985,74.985,74.904,74.904,74.904,74.904,74.904,74.918,74.918
2003-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5,145.6,145.0,145.8,146.3,146.3,146.3,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,149.3,149.3,149.3,149.273,149.273,149.243,149.243,149.243,149.738,149.738,149.738,149.738,149.738,149.72,149.72,149.72,149.721,149.721,149.721,149.721,149.721,149.714,149.702,149.702,149.702,149.702,149.702,149.702,149.702,149.702,149.702,149.702,150.698,150.698,150.698,150.698,150.698,150.698,150.698,150.698,92.654,92.654,92.654,92.654,92.654,92.654,92.654,92.654,92.659,92.659,92.659,92.659,92.659,92.659,92.659,92.659,92.659,92.659,92.659,92.659,92.659,92.551,92.551,92.551,81.42,81.42,81.42,81.42,81.42,81.474,81.474,81.474,81.475,81.475,81.475,81.475,81.475,81.473,81.473,81.473,81.473,81.473,81.473,81.473,81.473,81.486,81.486,81.486,81.545,81.545,81.545,81.545,81.545,81.498,81.498,81.498,81.498,81.498,81.498,81.498,81.498,81.497,81.497,81.497,76.29,76.29,76.29,76.29,76.29,76.288,76.288,76.288,76.218,76.218,76.218,76.218,76.218,76.218,76.218
2003-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.1,147.0,147.5,148.0,148.0,150.9,150.9,150.9,150.9,150.9,150.9,150.8,150.8,150.8,151.2,151.2,151.2,151.153,151.153,151.088,151.088,151.088,151.728,151.728,151.728,151.728,151.728,151.713,151.713,151.713,151.711,151.711,151.711,151.711,151.711,151.683,151.678,151.678,151.678,151.678,151.678,151.678,151.678,151.678,151.678,151.678,152.812,152.812,152.812,152.812,152.812,152.812,152.812,152.812,93.942,93.942,93.942,93.942,93.942,93.942,93.942,93.942,93.946,93.946,93.946,93.946,93.946,93.946,93.946,93.946,93.946,93.946,93.946,93.946,93.946,93.864,93.864,93.864,82.635,82.635,82.635,82.635,82.635,82.684,82.684,82.684,82.685,82.685,82.685,82.685,82.685,82.683,82.683,82.683,82.683,82.683,82.683,82.683,82.683,82.702,82.702,82.702,82.762,82.762,82.762,82.762,82.762,82.717,82.717,82.717,82.717,82.717,82.717,82.717,82.717,82.715,82.715,82.715,77.435,77.435,77.435,77.435,77.435,77.436,77.436,77.436,77.335,77.335,77.335,77.335,77.335,77.346,77.346
2003-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5,148.3,148.9,149.5,152.5,152.5,152.5,152.5,152.5,152.5,152.3,152.3,152.3,152.2,152.2,152.2,152.178,152.178,152.123,152.123,152.123,152.938,152.938,152.938,152.938,152.938,152.942,152.942,152.942,152.935,152.935,152.935,152.935,152.935,152.998,152.976,152.976,152.976,152.976,152.976,152.976,152.976,152.976,152.976,152.976,154.087,154.087,154.087,154.087,154.087,154.087,154.087,154.087,94.715,94.715,94.715,94.715,94.715,94.715,94.715,94.715,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.613,94.613,94.613,83.743,83.743,83.743,83.743,83.743,83.794,83.794,83.794,83.794,83.794,83.794,83.794,83.794,83.793,83.793,83.793,83.793,83.793,83.793,83.793,83.793,83.811,83.811,83.811,83.872,83.872,83.872,83.872,83.872,83.838,83.838,83.838,83.838,83.838,83.838,83.838,83.838,83.849,83.849,83.849,78.503,78.503,78.503,78.503,78.503,78.511,78.511,78.511,78.431,78.431,78.431,78.431,78.431,78.432,78.432
2004-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.4,151.2,154.0,153.3,153.3,153.3,153.3,153.3,153.1,153.1,153.0,153.5,153.5,153.5,153.475,153.475,153.416,153.416,153.416,153.444,153.444,153.444,153.444,153.444,153.458,153.458,153.458,152.871,152.871,152.871,152.871,152.871,152.926,152.933,152.933,152.933,152.933,152.933,152.933,152.933,152.905,152.905,152.905,153.361,153.361,153.361,153.361,153.361,153.361,153.361,153.361,94.258,94.258,94.258,94.258,94.258,94.258,94.258,94.258,94.261,94.261,94.261,94.261,94.261,94.261,94.261,94.261,94.261,94.261,94.261,94.261,94.261,94.179,94.179,94.179,83.623,83.623,83.623,83.623,83.623,83.666,83.666,83.666,83.667,83.667,83.667,83.667,83.667,83.667,83.667,83.667,83.667,83.667,83.667,83.667,83.667,83.68,83.68,83.68,83.741,83.741,83.741,83.741,83.741,83.729,83.729,83.729,83.729,83.729,83.729,83.729,83.729,83.73,83.73,83.73,78.364,78.364,78.364,78.364,78.364,78.36,78.36,78.36,78.278,78.278,78.278,78.278,78.278,78.286,78.286
2004-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.9,154.9,154.9,155.2,155.5,155.5,155.3,155.3,155.3,154.9,154.9,154.9,154.869,154.869,154.927,154.927,154.927,154.829,154.829,154.829,154.829,154.829,154.81,154.81,154.81,154.85,154.85,154.85,154.85,154.85,154.829,154.812,154.812,154.812,154.812,154.812,154.812,154.812,154.864,154.864,154.864,155.531,155.531,155.531,155.531,155.531,155.531,155.531,155.531,95.581,95.581,95.581,95.581,95.581,95.581,95.581,95.581,95.583,95.583,95.583,95.583,95.583,95.583,95.583,95.583,95.583,95.583,95.583,95.583,95.583,95.519,95.519,95.519,85.255,85.255,85.255,85.255,85.255,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.301,85.316,85.316,85.316,85.378,85.378,85.378,85.378,85.378,85.32,85.32,85.32,85.32,85.32,85.32,85.32,85.32,85.327,85.327,85.327,79.88,79.88,79.88,79.88,79.88,79.874,79.874,79.874,79.781,79.781,79.781,79.781,79.781,79.802,79.802
2004-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5,156.9,156.8,157.4,157.4,157.4,157.2,157.2,157.2,157.181,157.181,157.285,157.285,157.285,156.552,156.552,156.552,156.552,156.552,156.491,156.491,156.491,156.824,156.824,156.824,156.824,156.824,156.897,156.888,156.888,156.888,156.888,156.888,156.888,156.888,157.081,157.081,157.081,158.037,158.037,158.037,158.037,158.037,158.037,158.037,158.037,97.109,97.109,97.109,97.109,97.109,97.109,97.109,97.109,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,96.952,96.952,96.952,86.713,86.713,86.713,86.713,86.713,86.762,86.762,86.762,86.763,86.763,86.763,86.763,86.763,86.762,86.762,86.762,86.762,86.762,86.762,86.762,86.762,86.786,86.786,86.786,86.849,86.849,86.849,86.849,86.849,86.805,86.805,86.805,86.805,86.805,86.805,86.805,86.805,86.82,86.82,86.82,81.281,81.281,81.281,81.281,81.281,81.294,81.294,81.294,81.204,81.204,81.204,81.204,81.204,81.218,81.218
2004-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,158.7,158.9,161.2,161.0,161.0,161.0,161.046,161.046,161.096,161.096,161.096,158.702,158.702,158.702,158.702,158.702,158.637,158.637,158.637,158.89,158.89,158.89,158.89,158.89,158.928,158.923,158.923,158.923,158.923,158.923,158.923,158.923,158.941,158.941,158.941,159.314,159.314,159.314,159.314,159.314,159.314,159.314,159.314,97.883,97.883,97.883,97.883,97.883,97.883,97.883,97.883,97.884,97.884,97.884,97.884,97.884,97.884,97.884,97.884,97.884,97.884,97.884,97.884,97.884,97.859,97.859,97.859,87.092,87.092,87.092,87.092,87.092,87.14,87.14,87.14,87.14,87.14,87.14,87.14,87.14,87.141,87.141,87.141,87.141,87.141,87.141,87.141,87.141,87.156,87.156,87.156,87.22,87.22,87.22,87.22,87.22,87.192,87.192,87.192,87.192,87.192,87.192,87.192,87.192,87.201,87.201,87.201,81.638,81.638,81.638,81.638,81.638,81.654,81.654,81.654,81.565,81.565,81.565,81.565,81.565,81.57,81.57
2005-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8,163.7,163.8,163.2,163.2,163.199,163.199,163.307,163.307,163.307,160.376,160.376,160.376,160.376,160.376,160.459,160.459,160.459,160.3,160.3,160.3,160.3,160.3,160.26,160.266,160.266,160.005,160.015,160.015,160.015,160.015,159.859,159.859,159.859,160.543,160.543,160.543,160.543,160.543,160.58,160.58,160.58,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.649,98.669,98.669,98.669,87.756,87.756,87.756,87.756,87.756,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.798,87.81,87.81,87.81,87.874,87.874,87.874,87.874,87.874,87.858,87.858,87.858,87.858,87.858,87.858,87.858,87.858,87.864,87.864,87.864,82.24,82.24,82.24,82.24,82.24,82.233,82.233,82.233,82.141,82.141,82.141,82.141,82.141,82.138,82.138
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.2,165.0,164.8,163.557,163.557,163.843,163.843,163.843,161.03,161.03,161.03,161.03,161.03,160.816,160.816,160.816,160.889,160.889,160.889,160.889,160.889,160.878,160.849,160.849,160.756,160.775,160.775,160.775,160.775,160.786,160.786,160.786,161.729,161.729,161.729,161.729,161.729,161.647,161.647,161.647,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.293,99.298,99.298,99.298,88.225,88.225,88.225,88.225,88.225,88.269,88.269,88.269,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.27,88.284,88.284,88.284,88.348,88.348,88.348,88.348,88.348,88.343,88.344,88.344,88.344,88.344,88.344,88.344,88.344,88.348,88.348,88.348,82.696,82.696,82.696,82.696,82.696,82.706,82.706,82.706,82.607,82.607,82.607,82.607,82.607,82.621,82.621
2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.3,165.042,165.193,166.04,166.04,166.04,164.085,164.085,164.085,164.085,164.085,163.5,163.5,163.5,163.153,163.153,163.153,163.153,163.153,163.169,163.158,163.158,163.178,163.199,163.199,163.199,163.199,163.159,163.159,163.159,163.975,163.975,163.975,163.975,163.975,163.979,163.979,163.979,100.712,100.712,100.712,100.712,100.712,100.712,100.712,100.712,100.711,100.711,100.711,100.711,100.711,100.711,100.711,100.711,100.711,100.711,100.711,100.711,100.711,100.696,100.696,100.696,89.317,89.317,89.317,89.317,89.317,89.359,89.359,89.359,89.36,89.36,89.36,89.36,89.36,89.358,89.358,89.358,89.358,89.358,89.358,89.358,89.358,89.38,89.38,89.38,89.445,89.445,89.445,89.445,89.445,89.434,89.434,89.434,89.434,89.434,89.434,89.434,89.434,89.436,89.436,89.436,83.726,83.726,83.726,83.726,83.726,83.735,83.735,83.735,83.642,83.642,83.642,83.642,83.642,83.653,83.653
2005-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.353,167.194,167.164,165.666,165.269,165.269,165.269,165.269,165.269,164.479,164.479,164.479,164.21,164.21,164.21,164.21,164.21,164.264,164.263,164.263,164.652,164.677,164.677,164.677,164.677,164.674,164.674,164.674,164.88,164.88,164.88,164.88,164.88,164.992,164.992,164.992,101.321,101.321,101.321,101.321,101.321,101.321,101.321,101.321,101.32,101.32,101.32,101.32,101.32,101.32,101.32,101.32,101.32,101.32,101.32,101.32,101.32,101.311,101.311,101.311,89.887,89.887,89.887,89.887,89.887,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.93,89.943,89.943,89.943,90.008,90.008,90.008,90.008,90.008,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.992,89.992,89.992,84.259,84.259,84.259,84.259,84.259,84.271,84.271,84.271,84.171,84.171,84.171,84.171,84.171,84.174,84.174
2006-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.503,167.837,168.038,170.647,170.647,170.647,170.647,169.554,169.554,169.554,167.079,167.079,167.079,167.079,167.079,167.023,167.008,167.008,166.767,166.793,166.793,166.793,166.793,166.506,166.506,166.506,167.102,167.102,167.102,167.102,167.102,167.138,167.138,167.138,102.63,102.63,102.63,102.63,102.63,102.669,102.669,102.669,102.668,102.668,102.668,102.668,102.668,102.668,102.668,102.668,102.668,102.668,102.668,102.668,102.668,102.773,102.773,102.773,91.804,91.804,91.804,91.804,91.804,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.84,91.849,91.849,91.849,91.916,91.916,91.916,91.916,91.916,91.864,91.864,91.864,91.864,91.864,91.864,91.864,91.864,91.87,91.87,91.87,85.983,85.983,85.983,85.983,85.983,85.973,85.973,85.973,85.861,85.861,85.861,85.861,85.861,85.854,85.854
2006-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.248,173.408,173.41,170.117,170.117,168.958,168.958,168.958,166.978,166.978,166.978,166.978,166.978,167.006,166.998,166.998,167.054,167.081,167.081,167.081,167.081,167.026,167.026,167.026,167.98,167.98,167.98,167.98,167.98,167.892,167.892,167.892,103.081,103.081,103.081,103.081,103.081,103.099,103.099,103.099,103.098,103.098,103.098,103.098,103.098,103.098,103.098,103.098,103.098,103.098,103.098,103.098,103.098,103.129,103.129,103.129,91.829,91.829,91.829,91.829,91.829,91.867,91.867,91.867,91.867,91.867,91.867,91.867,91.867,91.865,91.865,91.865,91.865,91.865,91.865,91.865,91.865,91.878,91.878,91.878,91.945,91.945,91.945,91.945,91.945,91.894,91.894,91.894,91.894,91.894,91.894,91.894,91.894,91.892,91.892,91.892,86.0,86.0,86.0,86.0,86.0,86.001,86.001,86.001,85.91,85.91,85.91,85.91,85.91,85.914,85.914
2006-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.997,171.199,171.414,169.209,169.209,169.209,167.517,167.517,167.517,167.517,167.517,167.612,167.602,167.602,167.866,167.887,167.887,167.887,167.887,167.961,167.961,167.961,168.567,168.567,168.567,168.567,168.567,168.555,168.555,168.555,103.476,103.476,103.476,103.476,103.476,103.437,103.437,103.437,103.435,103.435,103.435,103.435,103.435,103.435,103.435,103.435,103.435,103.435,103.435,103.435,103.435,103.406,103.406,103.406,91.932,91.932,91.932,91.932,91.932,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.978,91.978,91.978,91.978,91.978,91.978,91.978,91.978,92.0,92.0,92.0,92.067,92.067,92.067,92.067,92.067,92.009,92.009,92.009,92.009,92.009,92.009,92.009,92.009,92.024,92.024,92.024,86.127,86.127,86.127,86.127,86.127,86.137,86.137,86.137,86.041,86.041,86.041,86.041,86.041,86.049,86.049
2006-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.416,172.59,172.682,173.758,172.417,172.417,172.417,172.417,172.417,172.535,172.534,172.534,171.668,171.676,171.676,171.676,171.676,171.651,171.651,171.651,172.266,172.266,172.266,172.266,172.266,172.499,172.499,172.499,105.877,105.877,105.877,105.877,105.877,105.862,105.862,105.862,105.859,105.859,105.859,105.859,105.859,105.859,105.859,105.859,105.859,105.859,105.859,105.859,105.859,105.86,105.86,105.86,93.577,93.577,93.577,93.577,93.577,93.618,93.618,93.618,93.618,93.618,93.618,93.618,93.618,93.616,93.616,93.616,93.616,93.616,93.616,93.616,93.616,93.624,93.624,93.624,93.692,93.692,93.692,93.692,93.692,93.598,93.598,93.598,93.598,93.598,93.598,93.598,93.598,93.612,93.612,93.612,87.643,87.643,87.643,87.643,87.643,87.658,87.658,87.658,87.563,87.563,87.563,87.563,87.563,87.565,87.565
2007-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.679,174.976,173.98,174.906,174.906,174.906,174.906,175.233,175.226,175.226,173.746,173.744,173.744,173.744,173.744,173.407,173.407,173.407,174.247,174.247,174.247,174.247,174.247,174.315,174.315,174.315,106.857,106.857,106.857,106.857,106.857,106.865,106.865,106.865,106.86,106.86,106.86,106.86,106.86,106.829,106.829,106.829,106.829,106.829,106.829,106.829,106.829,106.841,106.841,106.841,95.868,95.868,95.868,95.868,95.868,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.917,95.932,95.932,95.932,96.005,96.005,96.005,96.005,96.005,95.902,95.903,95.903,95.903,95.903,95.903,95.903,95.903,95.905,95.905,95.905,89.786,89.786,89.786,89.786,89.786,89.802,89.802,89.802,89.699,89.699,89.699,89.699,89.699,89.707,89.707
2007-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.651,176.658,176.794,175.353,175.353,175.8,175.795,175.795,174.11,174.098,174.098,174.098,174.098,173.973,173.973,173.973,175.133,175.133,175.133,175.133,175.133,174.904,174.904,174.904,107.178,107.178,107.178,107.178,107.178,107.224,107.224,107.224,107.218,107.218,107.218,107.218,107.218,107.237,107.237,107.237,107.237,107.237,107.237,107.237,107.237,107.222,107.222,107.222,95.853,95.853,95.853,95.853,95.853,95.893,95.893,95.893,95.893,95.893,95.893,95.893,95.893,95.892,95.892,95.892,95.892,95.892,95.892,95.892,95.892,95.898,95.898,95.898,95.971,95.971,95.971,95.971,95.971,95.83,95.831,95.831,95.831,95.831,95.831,95.831,95.831,95.836,95.836,95.836,89.747,89.747,89.747,89.747,89.747,89.764,89.764,89.764,89.649,89.649,89.649,89.649,89.649,89.657,89.657
2007-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.821,177.179,177.061,177.262,177.248,177.248,175.522,175.505,175.505,175.505,175.505,175.845,175.845,175.845,176.302,176.302,176.302,176.302,176.302,176.201,176.201,176.201,107.988,107.988,107.988,107.988,107.988,107.944,107.944,107.944,107.94,107.94,107.94,107.94,107.94,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.934,107.934,107.934,96.164,96.164,96.164,96.164,96.164,96.197,96.197,96.197,96.198,96.198,96.198,96.198,96.198,96.198,96.198,96.198,96.198,96.198,96.198,96.198,96.198,96.209,96.209,96.209,96.279,96.279,96.279,96.279,96.279,96.198,96.199,96.199,96.199,96.199,96.199,96.199,96.199,96.207,96.207,96.207,90.121,90.121,90.121,90.121,90.121,90.103,90.103,90.103,90.011,90.011,90.011,90.011,90.011,90.011,90.011
