observation_date,COMPRNFB_19970311,COMPRNFB_19970507,COMPRNFB_19970618,COMPRNFB_19970812,COMPRNFB_19970909,COMPRNFB_19971113,COMPRNFB_19980210,COMPRNFB_19980310,COMPRNFB_19980507,COMPRNFB_19980604,COMPRNFB_19980811,COMPRNFB_19980903,COMPRNFB_19981110,COMPRNFB_19981203,COMPRNFB_19990209,COMPRNFB_19990309,COMPRNFB_19990511,COMPRNFB_19990805,COMPRNFB_19990902,COMPRNFB_19991112,COMPRNFB_20000208,COMPRNFB_20000307,COMPRNFB_20000504,COMPRNFB_20000808,COMPRNFB_20000906,COMPRNFB_20001102,COMPRNFB_20001206,COMPRNFB_20010207,COMPRNFB_20010306,COMPRNFB_20010508,COMPRNFB_20010807,COMPRNFB_20010905,COMPRNFB_20011107,COMPRNFB_20011206,COMPRNFB_20020206,COMPRNFB_20020307,COMPRNFB_20020507,COMPRNFB_20020531,COMPRNFB_20020809,COMPRNFB_20021107,COMPRNFB_20030206,COMPRNFB_20030306,COMPRNFB_20030501,COMPRNFB_20030807,COMPRNFB_20030904,COMPRNFB_20031106,COMPRNFB_20040205,COMPRNFB_20040304,COMPRNFB_20040506,COMPRNFB_20040603,COMPRNFB_20040810,COMPRNFB_20040902,COMPRNFB_20041013,COMPRNFB_20041104,COMPRNFB_20041207,COMPRNFB_20050203,COMPRNFB_20050303,COMPRNFB_20050505,COMPRNFB_20050602,COMPRNFB_20050809,COMPRNFB_20050907,COMPRNFB_20051103,COMPRNFB_20051206,COMPRNFB_20060202,COMPRNFB_20060307,COMPRNFB_20060504,COMPRNFB_20060601,COMPRNFB_20060808,COMPRNFB_20060906,COMPRNFB_20061102,COMPRNFB_20061205,COMPRNFB_20070207,COMPRNFB_20070306,COMPRNFB_20070503,COMPRNFB_20070606,COMPRNFB_20070807,COMPRNFB_20070906,COMPRNFB_20071107,COMPRNFB_20071205,COMPRNFB_20080206,COMPRNFB_20080305,COMPRNFB_20080507,COMPRNFB_20080604,COMPRNFB_20080808,COMPRNFB_20080904,COMPRNFB_20081106,COMPRNFB_20081203,COMPRNFB_20090205,COMPRNFB_20090305,COMPRNFB_20090507,COMPRNFB_20090604,COMPRNFB_20090811,COMPRNFB_20090902,COMPRNFB_20091105,COMPRNFB_20091203,COMPRNFB_20100204,COMPRNFB_20100304,COMPRNFB_20100506,COMPRNFB_20100603,COMPRNFB_20100810,COMPRNFB_20100902,COMPRNFB_20101104,COMPRNFB_20101201,COMPRNFB_20110203,COMPRNFB_20110303,COMPRNFB_20110505,COMPRNFB_20110602,COMPRNFB_20110809,COMPRNFB_20110901,COMPRNFB_20111103,COMPRNFB_20111130,COMPRNFB_20120202,COMPRNFB_20120307,COMPRNFB_20120503,COMPRNFB_20120606,COMPRNFB_20120808,COMPRNFB_20120905,COMPRNFB_20121101,COMPRNFB_20121205,COMPRNFB_20130207,COMPRNFB_20130307,COMPRNFB_20130502,COMPRNFB_20130605,COMPRNFB_20130816,COMPRNFB_20130905,COMPRNFB_20131114,COMPRNFB_20131216,COMPRNFB_20140206,COMPRNFB_20140306,COMPRNFB_20140507,COMPRNFB_20140604,COMPRNFB_20140808,COMPRNFB_20140904,COMPRNFB_20141106,COMPRNFB_20141203,COMPRNFB_20150205,COMPRNFB_20150305,COMPRNFB_20150506,COMPRNFB_20150604,COMPRNFB_20150811,COMPRNFB_20150902,COMPRNFB_20151105,COMPRNFB_20151202,COMPRNFB_20160204,COMPRNFB_20160303,COMPRNFB_20160504,COMPRNFB_20160607,COMPRNFB_20160809,COMPRNFB_20160901,COMPRNFB_20161103,COMPRNFB_20161206,COMPRNFB_20170202,COMPRNFB_20170308,COMPRNFB_20170504,COMPRNFB_20170605,COMPRNFB_20170809,COMPRNFB_20170907,COMPRNFB_20171102,COMPRNFB_20171206,COMPRNFB_20180201,COMPRNFB_20180307,COMPRNFB_20180503,COMPRNFB_20180606,COMPRNFB_20180815,COMPRNFB_20180906,COMPRNFB_20181101,COMPRNFB_20181206,COMPRNFB_20190206,COMPRNFB_20190307,COMPRNFB_20190502,COMPRNFB_20190606,COMPRNFB_20190815,COMPRNFB_20190905,COMPRNFB_20191106,COMPRNFB_20191210,COMPRNFB_20200206,COMPRNFB_20200305,COMPRNFB_20200507,COMPRNFB_20200604
1973-10-01,91.9,91.9,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,84.9,84.9,84.9,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.6,84.6,84.6,84.6,84.7,84.7,84.7,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.1,84.1,84.1,84.0,84.0,84.0,84.0,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.363,84.363,84.351,84.351,84.351,84.351,84.351,84.351,84.351,84.351,84.351,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.08,85.233,85.233,85.233,85.233,85.233,85.233,85.233,85.233,71.47,71.47,71.47,71.47,71.47,71.47,71.47,71.47,71.474,71.474,71.474,71.474,71.474,71.474,71.474,71.474,71.474,71.474,71.474,71.474,71.474,71.494,71.494,71.494,69.184,69.184,69.184,69.184,69.184,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.27,69.314,69.314,69.314,69.314,69.314,69.314,69.314,69.334,69.334,69.334,69.385,69.385,69.385,69.385,69.385,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.47,69.475,69.475,69.475,69.61,69.61,69.61,69.61,69.61,69.555,69.555,69.555,69.478,69.478,69.478,69.478,69.478,69.466,69.466,69.466
1974-01-01,91.4,91.4,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.3,91.4,91.4,91.4,91.4,91.4,91.4,91.4,91.3,91.3,84.4,84.4,84.4,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.882,83.882,83.87,83.87,83.87,83.87,83.87,83.87,83.87,83.87,83.87,84.594,84.594,84.594,84.594,84.594,84.594,84.594,84.595,84.595,84.595,84.595,84.595,84.595,84.595,84.595,84.595,84.595,84.595,84.747,84.747,84.747,84.747,84.747,84.747,84.747,84.747,71.062,71.062,71.062,71.062,71.062,71.062,71.062,71.062,71.067,71.067,71.067,71.067,71.067,71.067,71.067,71.067,71.067,71.067,71.067,71.067,71.067,71.087,71.087,71.087,68.716,68.716,68.716,68.716,68.716,68.801,68.801,68.801,68.801,68.801,68.801,68.801,68.801,68.801,68.845,68.845,68.845,68.845,68.845,68.845,68.845,68.865,68.865,68.865,68.915,68.915,68.915,68.915,68.915,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.005,69.005,69.005,69.137,69.137,69.137,69.137,69.137,69.086,69.086,69.086,69.01,69.01,69.01,69.01,69.01,68.998,68.998,68.998
1974-04-01,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,84.6,84.6,84.6,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.1,84.1,84.1,84.1,84.1,84.1,84.1,83.6,83.6,83.6,83.5,83.5,83.5,83.5,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.8,83.8,83.8,83.8,83.849,83.849,83.838,83.838,83.838,83.838,83.838,83.838,83.838,83.838,83.838,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.562,84.714,84.714,84.714,84.714,84.714,84.714,84.714,84.714,71.035,71.035,71.035,71.035,71.035,71.035,71.035,71.035,71.039,71.039,71.039,71.039,71.039,71.039,71.039,71.039,71.039,71.039,71.039,71.039,71.039,71.059,71.059,71.059,68.677,68.677,68.677,68.677,68.677,68.763,68.763,68.763,68.763,68.763,68.763,68.763,68.763,68.762,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.826,68.826,68.826,68.876,68.876,68.876,68.876,68.876,68.961,68.961,68.961,68.961,68.961,68.961,68.961,68.961,68.966,68.966,68.966,69.099,69.099,69.099,69.099,69.099,69.045,69.045,69.045,68.969,68.969,68.969,68.969,68.969,68.957,68.957,68.957
1974-07-01,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,91.5,84.5,84.5,84.5,84.3,84.4,84.4,84.4,84.4,84.4,84.4,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.1,84.1,84.1,84.1,84.1,84.1,84.1,83.7,83.7,83.7,83.6,83.6,83.6,83.6,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.9,83.89,83.89,83.879,83.879,83.879,83.879,83.879,83.879,83.879,83.879,83.879,84.603,84.603,84.603,84.603,84.603,84.603,84.603,84.604,84.604,84.604,84.604,84.604,84.604,84.604,84.604,84.604,84.604,84.604,84.756,84.756,84.756,84.756,84.756,84.756,84.756,84.756,71.07,71.07,71.07,71.07,71.07,71.07,71.07,71.07,71.074,71.074,71.074,71.074,71.074,71.074,71.074,71.074,71.074,71.074,71.074,71.074,71.074,71.094,71.094,71.094,68.779,68.779,68.779,68.779,68.779,68.865,68.865,68.865,68.865,68.865,68.865,68.865,68.865,68.864,68.908,68.908,68.908,68.908,68.908,68.908,68.908,68.928,68.928,68.928,68.979,68.979,68.979,68.979,68.979,69.064,69.064,69.064,69.064,69.064,69.064,69.064,69.064,69.068,69.068,69.068,69.201,69.201,69.201,69.201,69.201,69.15,69.15,69.15,69.073,69.073,69.073,69.073,69.073,69.061,69.061,69.061
1974-10-01,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,84.0,84.0,84.0,83.8,83.9,83.9,83.9,83.9,83.9,83.9,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.3,83.3,83.3,83.2,83.2,83.2,83.2,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.5,83.479,83.479,83.468,83.468,83.468,83.468,83.468,83.468,83.468,83.468,83.468,84.189,84.189,84.189,84.189,84.189,84.189,84.189,84.19,84.19,84.19,84.19,84.19,84.19,84.19,84.19,84.19,84.19,84.19,84.341,84.341,84.341,84.341,84.341,84.341,84.341,84.341,70.722,70.722,70.722,70.722,70.722,70.722,70.722,70.722,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.726,70.746,70.746,70.746,68.574,68.574,68.574,68.574,68.574,68.659,68.659,68.659,68.659,68.659,68.659,68.659,68.659,68.659,68.702,68.702,68.702,68.702,68.702,68.702,68.702,68.723,68.723,68.723,68.773,68.773,68.773,68.773,68.773,68.857,68.857,68.857,68.857,68.857,68.857,68.857,68.857,68.862,68.862,68.862,68.994,68.994,68.994,68.994,68.994,68.943,68.943,68.943,68.867,68.867,68.867,68.867,68.867,68.855,68.855,68.855
1975-01-01,91.8,91.8,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,91.8,84.8,84.8,84.8,84.5,84.6,84.6,84.6,84.6,84.6,84.6,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.3,84.3,84.3,84.3,84.3,84.3,84.3,83.8,83.8,83.8,83.8,83.8,83.8,83.8,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.026,84.026,84.015,84.015,84.015,84.015,84.015,84.015,84.015,84.015,84.015,84.74,84.74,84.74,84.74,84.74,84.74,84.74,84.741,84.741,84.741,84.741,84.741,84.741,84.741,84.741,84.741,84.741,84.741,84.893,84.893,84.893,84.893,84.893,84.893,84.893,84.893,71.185,71.185,71.185,71.185,71.185,71.185,71.185,71.185,71.189,71.189,71.189,71.189,71.189,71.189,71.189,71.189,71.189,71.189,71.189,71.189,71.189,71.209,71.209,71.209,69.172,69.172,69.172,69.172,69.172,69.258,69.258,69.258,69.258,69.258,69.258,69.258,69.258,69.258,69.302,69.302,69.302,69.302,69.302,69.302,69.302,69.322,69.322,69.322,69.373,69.373,69.373,69.373,69.373,69.458,69.458,69.458,69.458,69.458,69.458,69.458,69.458,69.463,69.463,69.463,69.596,69.596,69.596,69.596,69.596,69.55,69.55,69.55,69.473,69.473,69.473,69.473,69.473,69.461,69.461,69.461
1975-04-01,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,85.4,85.4,85.4,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.5,84.5,84.5,84.4,84.4,84.4,84.4,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.696,84.696,84.685,84.685,84.685,84.685,84.685,84.685,84.685,84.685,84.685,85.416,85.416,85.416,85.416,85.416,85.416,85.416,85.417,85.417,85.417,85.417,85.417,85.417,85.417,85.417,85.417,85.417,85.417,85.571,85.571,85.571,85.571,85.571,85.571,85.571,85.571,71.753,71.753,71.753,71.753,71.753,71.753,71.753,71.753,71.757,71.757,71.757,71.757,71.757,71.757,71.757,71.757,71.757,71.757,71.757,71.757,71.757,71.777,71.777,71.777,69.81,69.81,69.81,69.81,69.81,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.941,69.941,69.941,69.941,69.941,69.941,69.941,69.962,69.962,69.962,70.013,70.013,70.013,70.013,70.013,70.099,70.099,70.099,70.099,70.099,70.099,70.099,70.099,70.104,70.104,70.104,70.237,70.237,70.237,70.237,70.237,70.19,70.19,70.19,70.112,70.112,70.112,70.112,70.112,70.1,70.1,70.1
1975-07-01,92.3,92.3,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,92.2,85.2,85.2,85.2,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.528,84.528,84.517,84.517,84.517,84.517,84.517,84.517,84.517,84.517,84.517,85.246,85.246,85.246,85.246,85.246,85.246,85.246,85.247,85.247,85.247,85.247,85.247,85.247,85.247,85.247,85.247,85.247,85.247,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.614,71.614,71.614,71.614,71.614,71.614,71.614,71.614,71.614,71.614,71.614,71.614,71.614,71.634,71.634,71.634,69.643,69.643,69.643,69.643,69.643,69.729,69.729,69.729,69.729,69.729,69.729,69.729,69.729,69.729,69.773,69.773,69.773,69.773,69.773,69.773,69.773,69.793,69.793,69.793,69.844,69.844,69.844,69.844,69.844,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.93,69.935,69.935,69.935,70.067,70.067,70.067,70.067,70.067,70.023,70.023,70.023,69.946,69.946,69.946,69.946,69.946,69.934,69.934,69.934
1975-10-01,92.2,92.2,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,92.1,85.1,85.1,85.1,84.9,85.0,85.0,85.0,85.0,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.3,84.3,84.3,84.3,84.3,84.3,84.3,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.52,84.52,84.509,84.509,84.509,84.509,84.509,84.509,84.509,84.509,84.509,85.238,85.238,85.238,85.238,85.238,85.238,85.238,85.239,85.239,85.239,85.239,85.239,85.239,85.239,85.239,85.239,85.239,85.239,85.392,85.392,85.392,85.392,85.392,85.392,85.392,85.392,71.603,71.603,71.603,71.603,71.603,71.603,71.603,71.603,71.607,71.607,71.607,71.607,71.607,71.607,71.607,71.607,71.607,71.607,71.607,71.607,71.607,71.628,71.628,71.628,69.5,69.5,69.5,69.5,69.5,69.586,69.586,69.586,69.586,69.586,69.586,69.586,69.586,69.586,69.63,69.63,69.63,69.63,69.63,69.63,69.63,69.651,69.651,69.651,69.701,69.701,69.701,69.701,69.701,69.787,69.787,69.787,69.787,69.787,69.787,69.787,69.787,69.792,69.792,69.792,69.924,69.924,69.924,69.924,69.924,69.875,69.875,69.875,69.798,69.798,69.798,69.798,69.798,69.786,69.786,69.786
1976-01-01,93.4,93.4,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.3,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,93.4,86.2,86.2,86.2,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,85.7,85.7,85.7,85.7,85.7,85.7,85.7,85.2,85.2,85.2,85.1,85.1,85.1,85.1,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.404,85.404,85.392,85.392,85.392,85.392,85.392,85.392,85.392,85.392,85.392,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.13,86.285,86.285,86.285,86.285,86.285,86.285,86.285,86.285,72.352,72.352,72.352,72.352,72.352,72.352,72.352,72.352,72.356,72.356,72.356,72.356,72.356,72.356,72.356,72.356,72.356,72.356,72.356,72.356,72.356,72.377,72.377,72.377,70.023,70.023,70.023,70.023,70.023,70.11,70.11,70.11,70.11,70.11,70.11,70.11,70.11,70.11,70.154,70.154,70.154,70.154,70.154,70.154,70.154,70.175,70.175,70.175,70.226,70.226,70.226,70.226,70.226,70.313,70.313,70.313,70.313,70.313,70.313,70.313,70.313,70.317,70.317,70.317,70.453,70.453,70.453,70.453,70.453,70.409,70.409,70.409,70.331,70.331,70.331,70.331,70.331,70.319,70.319,70.319
1976-04-01,94.5,94.5,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,87.3,87.3,87.3,87.0,87.1,87.1,87.1,87.1,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,86.8,86.8,86.7,86.7,86.7,86.7,86.7,86.3,86.3,86.3,86.2,86.2,86.2,86.2,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.415,86.415,86.404,86.404,86.404,86.404,86.404,86.404,86.404,86.404,86.404,87.15,87.15,87.15,87.15,87.15,87.15,87.15,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.151,87.308,87.308,87.308,87.308,87.308,87.308,87.308,87.308,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.209,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.234,73.234,73.234,70.712,70.712,70.712,70.712,70.712,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.8,70.799,70.844,70.844,70.844,70.844,70.844,70.844,70.844,70.865,70.865,70.865,70.917,70.917,70.917,70.917,70.917,71.004,71.004,71.004,71.004,71.004,71.004,71.004,71.004,71.009,71.009,71.009,71.147,71.147,71.147,71.147,71.147,71.1,71.1,71.1,71.021,71.021,71.021,71.021,71.021,71.009,71.009,71.009
1976-07-01,95.1,95.1,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,95.1,87.9,87.9,87.9,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.4,87.4,87.4,87.4,87.4,87.4,87.4,86.8,86.8,86.8,86.7,86.7,86.7,86.7,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.928,86.928,86.916,86.916,86.916,86.916,86.916,86.916,86.916,86.916,86.916,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.667,87.825,87.825,87.825,87.825,87.825,87.825,87.825,87.825,73.643,73.643,73.643,73.643,73.643,73.643,73.643,73.643,73.647,73.647,73.647,73.647,73.647,73.647,73.647,73.647,73.647,73.647,73.647,73.647,73.647,73.668,73.668,73.668,71.064,71.064,71.064,71.064,71.064,71.152,71.152,71.152,71.153,71.153,71.153,71.153,71.153,71.152,71.197,71.197,71.197,71.197,71.197,71.197,71.197,71.218,71.218,71.218,71.27,71.27,71.27,71.27,71.27,71.358,71.358,71.358,71.358,71.358,71.358,71.358,71.358,71.363,71.363,71.363,71.501,71.501,71.501,71.501,71.501,71.452,71.452,71.452,71.374,71.374,71.374,71.374,71.374,71.361,71.361,71.361
1976-10-01,95.5,95.5,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.5,95.5,88.3,88.3,88.3,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,87.8,87.8,87.8,87.8,87.8,87.8,87.8,87.4,87.4,87.4,87.2,87.2,87.2,87.2,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.5,87.502,87.502,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,88.245,88.245,88.245,88.245,88.245,88.245,88.245,88.246,88.246,88.246,88.246,88.246,88.246,88.246,88.246,88.246,88.246,88.246,88.405,88.405,88.405,88.405,88.405,88.405,88.405,88.405,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.129,74.134,74.134,74.134,74.134,74.134,74.134,74.134,74.134,74.134,74.134,74.134,74.134,74.134,74.155,74.155,74.155,71.539,71.539,71.539,71.539,71.539,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.673,71.673,71.673,71.673,71.673,71.673,71.673,71.694,71.694,71.694,71.747,71.747,71.747,71.747,71.747,71.835,71.835,71.835,71.835,71.835,71.835,71.835,71.835,71.84,71.84,71.84,71.98,71.98,71.98,71.98,71.98,71.927,71.927,71.927,71.848,71.848,71.848,71.848,71.848,71.835,71.835,71.835
1977-01-01,95.5,95.5,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,88.2,88.2,88.2,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,87.7,87.7,87.7,87.7,87.7,87.7,87.7,87.3,87.3,87.3,87.1,87.1,87.1,87.1,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.4,87.426,87.426,87.414,87.414,87.414,87.414,87.414,87.414,87.414,87.414,87.414,88.168,88.168,88.168,88.168,88.168,88.168,88.168,88.169,88.169,88.169,88.169,88.169,88.169,88.169,88.169,88.169,88.169,88.169,88.328,88.328,88.328,88.328,88.328,88.328,88.328,88.328,74.064,74.064,74.064,74.064,74.064,74.064,74.064,74.064,74.069,74.069,74.069,74.069,74.069,74.069,74.069,74.069,74.069,74.069,74.069,74.069,74.069,74.09,74.09,74.09,71.575,71.575,71.575,71.575,71.575,71.663,71.663,71.663,71.664,71.664,71.664,71.664,71.664,71.663,71.709,71.709,71.709,71.709,71.709,71.709,71.709,71.73,71.73,71.73,71.782,71.782,71.782,71.782,71.782,71.87,71.87,71.87,71.87,71.87,71.87,71.87,71.87,71.875,71.875,71.875,72.016,72.016,72.016,72.016,72.016,71.968,71.968,71.968,71.889,71.889,71.889,71.889,71.889,71.876,71.876,71.876
1977-04-01,95.7,95.7,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,95.6,88.4,88.4,88.4,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.1,88.1,88.1,88.1,88.1,88.1,88.1,87.9,87.9,87.9,87.9,87.9,87.9,87.9,87.4,87.4,87.4,87.3,87.3,87.3,87.3,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.63,87.63,87.619,87.619,87.619,87.619,87.619,87.619,87.619,87.619,87.619,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.376,88.535,88.535,88.535,88.535,88.535,88.535,88.535,88.535,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.243,74.243,74.243,74.243,74.243,74.243,74.243,74.243,74.243,74.243,74.243,74.243,74.243,74.264,74.264,74.264,71.779,71.779,71.779,71.779,71.779,71.868,71.868,71.868,71.868,71.868,71.868,71.868,71.868,71.867,71.913,71.913,71.913,71.913,71.913,71.913,71.913,71.934,71.934,71.934,71.987,71.987,71.987,71.987,71.987,72.075,72.075,72.075,72.075,72.075,72.075,72.075,72.075,72.08,72.08,72.08,72.221,72.221,72.221,72.221,72.221,72.171,72.171,72.171,72.092,72.092,72.092,72.092,72.092,72.079,72.079,72.079
1977-07-01,96.2,96.2,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,88.9,88.9,88.9,88.7,88.7,88.7,88.7,88.7,88.7,88.7,88.6,88.6,88.6,88.6,88.6,88.6,88.6,88.4,88.4,88.4,88.4,88.4,88.4,88.4,88.0,88.0,88.0,87.8,87.8,87.8,87.8,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.139,88.139,88.127,88.127,88.127,88.127,88.127,88.127,88.127,88.127,88.127,88.887,88.887,88.887,88.887,88.887,88.887,88.887,88.888,88.888,88.888,88.888,88.888,88.888,88.888,88.888,88.888,88.888,88.888,89.048,89.048,89.048,89.048,89.048,89.048,89.048,89.048,74.669,74.669,74.669,74.669,74.669,74.669,74.669,74.669,74.673,74.673,74.673,74.673,74.673,74.673,74.673,74.673,74.673,74.673,74.673,74.673,74.673,74.694,74.694,74.694,72.179,72.179,72.179,72.179,72.179,72.268,72.268,72.268,72.269,72.269,72.269,72.269,72.269,72.268,72.314,72.314,72.314,72.314,72.314,72.314,72.314,72.335,72.335,72.335,72.388,72.388,72.388,72.388,72.388,72.477,72.477,72.477,72.477,72.477,72.477,72.477,72.477,72.482,72.482,72.482,72.623,72.623,72.623,72.623,72.623,72.572,72.572,72.572,72.492,72.492,72.492,72.492,72.492,72.479,72.479,72.479
