observation_date,COMPRNFB_19970311,COMPRNFB_19970507,COMPRNFB_19970618,COMPRNFB_19970812,COMPRNFB_19970909,COMPRNFB_19971113,COMPRNFB_19980210,COMPRNFB_19980310,COMPRNFB_19980507,COMPRNFB_19980604,COMPRNFB_19980811,COMPRNFB_19980903,COMPRNFB_19981110,COMPRNFB_19981203,COMPRNFB_19990209,COMPRNFB_19990309,COMPRNFB_19990511,COMPRNFB_19990805,COMPRNFB_19990902,COMPRNFB_19991112,COMPRNFB_20000208,COMPRNFB_20000307,COMPRNFB_20000504,COMPRNFB_20000808,COMPRNFB_20000906,COMPRNFB_20001102,COMPRNFB_20001206,COMPRNFB_20010207,COMPRNFB_20010306,COMPRNFB_20010508,COMPRNFB_20010807,COMPRNFB_20010905,COMPRNFB_20011107,COMPRNFB_20011206,COMPRNFB_20020206,COMPRNFB_20020307,COMPRNFB_20020507,COMPRNFB_20020531,COMPRNFB_20020809,COMPRNFB_20021107,COMPRNFB_20030206,COMPRNFB_20030306,COMPRNFB_20030501,COMPRNFB_20030807,COMPRNFB_20030904,COMPRNFB_20031106,COMPRNFB_20040205,COMPRNFB_20040304,COMPRNFB_20040506,COMPRNFB_20040603,COMPRNFB_20040810,COMPRNFB_20040902,COMPRNFB_20041013,COMPRNFB_20041104,COMPRNFB_20041207,COMPRNFB_20050203,COMPRNFB_20050303,COMPRNFB_20050505,COMPRNFB_20050602,COMPRNFB_20050809,COMPRNFB_20050907,COMPRNFB_20051103,COMPRNFB_20051206,COMPRNFB_20060202,COMPRNFB_20060307,COMPRNFB_20060504,COMPRNFB_20060601,COMPRNFB_20060808,COMPRNFB_20060906,COMPRNFB_20061102,COMPRNFB_20061205,COMPRNFB_20070207,COMPRNFB_20070306,COMPRNFB_20070503,COMPRNFB_20070606,COMPRNFB_20070807,COMPRNFB_20070906,COMPRNFB_20071107,COMPRNFB_20071205,COMPRNFB_20080206,COMPRNFB_20080305,COMPRNFB_20080507,COMPRNFB_20080604,COMPRNFB_20080808,COMPRNFB_20080904,COMPRNFB_20081106,COMPRNFB_20081203,COMPRNFB_20090205,COMPRNFB_20090305,COMPRNFB_20090507,COMPRNFB_20090604,COMPRNFB_20090811,COMPRNFB_20090902,COMPRNFB_20091105,COMPRNFB_20091203,COMPRNFB_20100204,COMPRNFB_20100304,COMPRNFB_20100506,COMPRNFB_20100603,COMPRNFB_20100810,COMPRNFB_20100902,COMPRNFB_20101104,COMPRNFB_20101201,COMPRNFB_20110203,COMPRNFB_20110303,COMPRNFB_20110505,COMPRNFB_20110602,COMPRNFB_20110809,COMPRNFB_20110901,COMPRNFB_20111103,COMPRNFB_20111130,COMPRNFB_20120202,COMPRNFB_20120307,COMPRNFB_20120503,COMPRNFB_20120606,COMPRNFB_20120808,COMPRNFB_20120905,COMPRNFB_20121101,COMPRNFB_20121205,COMPRNFB_20130207,COMPRNFB_20130307,COMPRNFB_20130502,COMPRNFB_20130605,COMPRNFB_20130816,COMPRNFB_20130905,COMPRNFB_20131114,COMPRNFB_20131216,COMPRNFB_20140206,COMPRNFB_20140306,COMPRNFB_20140507,COMPRNFB_20140604,COMPRNFB_20140808,COMPRNFB_20140904,COMPRNFB_20141106,COMPRNFB_20141203,COMPRNFB_20150205,COMPRNFB_20150305,COMPRNFB_20150506,COMPRNFB_20150604,COMPRNFB_20150811,COMPRNFB_20150902,COMPRNFB_20151105,COMPRNFB_20151202,COMPRNFB_20160204,COMPRNFB_20160303,COMPRNFB_20160504,COMPRNFB_20160607,COMPRNFB_20160809,COMPRNFB_20160901,COMPRNFB_20161103,COMPRNFB_20161206,COMPRNFB_20170202,COMPRNFB_20170308,COMPRNFB_20170504,COMPRNFB_20170605,COMPRNFB_20170809,COMPRNFB_20170907,COMPRNFB_20171102,COMPRNFB_20171206,COMPRNFB_20180201,COMPRNFB_20180307,COMPRNFB_20180503,COMPRNFB_20180606,COMPRNFB_20180815,COMPRNFB_20180906,COMPRNFB_20181101,COMPRNFB_20181206,COMPRNFB_20190206,COMPRNFB_20190307,COMPRNFB_20190502,COMPRNFB_20190606,COMPRNFB_20190815,COMPRNFB_20190905,COMPRNFB_20191106,COMPRNFB_20191210,COMPRNFB_20200206,COMPRNFB_20200305,COMPRNFB_20200507,COMPRNFB_20200604
1985-10-01,96.6,96.6,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,94.0,94.0,94.0,94.0,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.9,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.2,93.2,93.2,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,92.964,92.964,92.962,92.962,92.962,92.962,92.962,92.962,92.962,92.962,92.962,92.982,92.982,92.982,92.982,92.982,92.982,92.982,92.983,92.983,92.983,92.983,92.983,92.983,92.983,92.983,92.983,92.983,92.983,92.579,92.579,92.579,92.579,92.579,92.579,92.579,92.579,77.629,77.629,77.629,77.629,77.629,77.629,77.629,77.629,77.634,77.634,77.634,77.634,77.634,77.634,77.634,77.634,77.634,77.634,77.634,77.634,77.634,77.656,77.656,77.656,75.932,75.932,75.932,75.932,75.932,76.018,76.018,76.018,76.018,76.018,76.018,76.018,76.018,76.018,76.081,76.081,76.081,76.081,76.081,76.081,76.081,76.104,76.104,76.104,76.159,76.159,76.159,76.159,76.159,76.252,76.267,76.267,76.267,76.267,76.267,76.267,76.267,76.273,76.273,76.273,76.45,76.45,76.45,76.45,76.45,76.397,76.397,76.397,76.313,76.313,76.313,76.313,76.313,76.299,76.299,76.299
1986-01-01,97.4,97.4,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,94.8,94.8,94.8,94.8,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.0,94.0,94.0,93.8,93.8,93.8,93.8,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.73,93.73,93.733,93.733,93.733,93.733,93.733,93.733,93.733,93.733,93.733,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.758,93.316,93.316,93.316,93.316,93.316,93.316,93.316,93.316,78.248,78.248,78.248,78.248,78.248,78.248,78.248,78.248,78.252,78.252,78.252,78.252,78.252,78.252,78.252,78.252,78.252,78.252,78.252,78.252,78.252,78.274,78.274,78.274,76.657,76.657,76.657,76.657,76.657,76.743,76.743,76.743,76.743,76.743,76.743,76.743,76.743,76.743,76.792,76.792,76.792,76.792,76.792,76.792,76.792,76.814,76.814,76.814,76.87,76.87,76.87,76.87,76.87,76.965,76.995,76.995,76.995,76.995,76.995,76.995,76.995,77.0,77.0,77.0,77.135,77.135,77.135,77.135,77.135,77.095,77.095,77.095,77.01,77.01,77.01,77.01,77.01,76.997,76.997,76.997
1986-04-01,98.9,98.9,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,96.2,96.2,96.2,96.2,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,95.9,95.9,95.9,95.9,95.9,95.9,95.9,95.4,95.4,95.4,95.2,95.2,95.2,95.2,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.027,95.027,95.036,95.036,95.036,95.036,95.036,95.036,95.036,95.036,95.036,95.057,95.057,95.057,95.057,95.057,95.057,95.057,95.058,95.058,95.058,95.058,95.058,95.058,95.058,95.058,95.058,95.058,95.058,94.718,94.718,94.718,94.718,94.718,94.718,94.718,94.718,79.423,79.423,79.423,79.423,79.423,79.423,79.423,79.423,79.428,79.428,79.428,79.428,79.428,79.428,79.428,79.428,79.428,79.428,79.428,79.428,79.428,79.451,79.451,79.451,77.904,77.904,77.904,77.904,77.904,77.992,77.992,77.992,77.993,77.993,77.993,77.993,77.993,77.992,78.072,78.072,78.072,78.072,78.072,78.072,78.072,78.095,78.095,78.095,78.152,78.152,78.152,78.152,78.152,78.248,78.233,78.233,78.233,78.233,78.233,78.233,78.233,78.238,78.238,78.238,78.398,78.398,78.398,78.398,78.398,78.384,78.384,78.384,78.298,78.298,78.298,78.298,78.298,78.284,78.284,78.284
1986-07-01,99.3,99.3,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.2,96.2,96.2,96.2,96.2,96.2,96.2,95.7,95.7,95.7,95.5,95.5,95.5,95.5,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.415,95.415,95.429,95.429,95.429,95.429,95.429,95.429,95.429,95.429,95.429,95.435,95.435,95.435,95.435,95.435,95.435,95.435,95.436,95.436,95.436,95.436,95.436,95.436,95.436,95.436,95.436,95.436,95.436,95.253,95.253,95.253,95.253,95.253,95.253,95.253,95.253,79.871,79.871,79.871,79.871,79.871,79.871,79.871,79.871,79.876,79.876,79.876,79.876,79.876,79.876,79.876,79.876,79.876,79.876,79.876,79.876,79.876,79.899,79.899,79.899,78.417,78.417,78.417,78.417,78.417,78.504,78.504,78.504,78.504,78.504,78.504,78.504,78.504,78.504,78.585,78.585,78.585,78.585,78.585,78.585,78.585,78.608,78.608,78.608,78.665,78.665,78.665,78.665,78.665,78.762,78.746,78.746,78.746,78.746,78.746,78.746,78.746,78.752,78.752,78.752,78.929,78.929,78.929,78.929,78.929,78.915,78.915,78.915,78.828,78.828,78.828,78.828,78.828,78.814,78.814,78.814
1986-10-01,100.0,100.0,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.1,97.1,97.1,97.1,97.1,97.1,97.1,96.6,96.6,96.6,96.4,96.4,96.4,96.4,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.342,96.342,96.362,96.362,96.362,96.362,96.362,96.362,96.362,96.362,96.362,96.393,96.393,96.393,96.393,96.393,96.393,96.393,96.394,96.394,96.394,96.394,96.394,96.394,96.394,96.394,96.394,96.394,96.394,95.833,95.833,95.833,95.833,95.833,95.833,95.833,95.833,80.358,80.358,80.358,80.358,80.358,80.358,80.358,80.358,80.363,80.363,80.363,80.363,80.363,80.363,80.363,80.363,80.363,80.363,80.363,80.363,80.363,80.386,80.386,80.386,78.94,78.94,78.94,78.94,78.94,79.029,79.029,79.029,79.029,79.029,79.029,79.029,79.029,79.028,79.078,79.078,79.078,79.078,79.078,79.078,79.078,79.102,79.102,79.102,79.159,79.159,79.159,79.159,79.159,79.257,79.288,79.288,79.288,79.288,79.288,79.288,79.288,79.293,79.293,79.293,79.483,79.483,79.483,79.483,79.483,79.475,79.475,79.475,79.388,79.388,79.388,79.388,79.388,79.374,79.374,79.374
1987-01-01,99.2,99.2,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,96.4,96.4,96.4,96.5,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.2,96.2,96.1,96.1,96.1,96.1,96.2,95.7,95.7,95.7,95.3,95.3,95.3,95.3,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.39,95.39,95.416,95.416,95.416,95.416,95.416,95.416,95.416,95.416,95.416,95.436,95.436,95.436,95.436,95.436,95.436,95.436,95.437,95.437,95.437,95.437,95.437,95.437,95.437,95.437,95.437,95.437,95.437,95.215,95.215,95.215,95.215,95.215,95.215,95.215,95.215,79.84,79.84,79.84,79.84,79.84,79.84,79.84,79.84,79.845,79.845,79.845,79.845,79.845,79.845,79.845,79.845,79.845,79.845,79.845,79.845,79.845,79.867,79.867,79.867,78.43,78.43,78.43,78.43,78.43,78.517,78.517,78.517,78.518,78.518,78.518,78.518,78.518,78.517,78.583,78.583,78.583,78.583,78.583,78.583,78.583,78.606,78.606,78.606,78.663,78.663,78.663,78.663,78.663,78.76,78.775,78.775,78.775,78.775,78.775,78.775,78.775,78.781,78.781,78.781,78.96,78.96,78.96,78.96,78.96,78.913,78.913,78.913,78.826,78.826,78.826,78.826,78.826,78.812,78.812,78.812
1987-04-01,98.8,98.8,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,96.4,96.4,96.4,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.2,96.2,96.2,96.2,96.2,96.2,96.3,95.7,95.7,95.7,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.318,95.318,95.345,95.345,95.345,95.345,95.345,95.345,95.345,95.345,95.345,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,95.356,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,79.544,79.544,79.544,79.544,79.544,79.544,79.544,79.544,79.549,79.549,79.549,79.549,79.549,79.549,79.549,79.549,79.549,79.549,79.549,79.549,79.549,79.572,79.572,79.572,78.176,78.176,78.176,78.176,78.176,78.264,78.264,78.264,78.264,78.264,78.264,78.264,78.264,78.264,78.343,78.343,78.343,78.343,78.343,78.343,78.343,78.367,78.367,78.367,78.424,78.424,78.424,78.424,78.424,78.52,78.505,78.505,78.505,78.505,78.505,78.505,78.505,78.511,78.511,78.511,78.691,78.691,78.691,78.691,78.691,78.663,78.663,78.663,78.576,78.576,78.576,78.576,78.576,78.562,78.562,78.562
1987-07-01,98.4,98.4,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,96.3,96.3,96.3,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.1,96.1,96.1,96.1,96.1,96.1,96.2,95.8,95.8,95.8,95.3,95.3,95.3,95.3,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.387,95.387,95.414,95.414,95.414,95.414,95.414,95.414,95.414,95.414,95.414,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,95.433,94.94,94.94,94.94,94.94,94.94,94.94,94.94,94.94,79.61,79.61,79.61,79.61,79.61,79.61,79.61,79.61,79.614,79.614,79.614,79.614,79.614,79.614,79.614,79.614,79.614,79.614,79.614,79.614,79.614,79.637,79.637,79.637,78.259,78.259,78.259,78.259,78.259,78.344,78.344,78.344,78.345,78.345,78.345,78.345,78.345,78.344,78.409,78.409,78.409,78.409,78.409,78.409,78.409,78.432,78.432,78.432,78.489,78.489,78.489,78.489,78.489,78.586,78.541,78.541,78.541,78.541,78.541,78.541,78.541,78.546,78.546,78.546,78.705,78.705,78.705,78.705,78.705,78.684,78.684,78.684,78.597,78.597,78.597,78.597,78.597,78.583,78.583,78.583
1987-10-01,99.3,99.3,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,96.9,96.9,96.9,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.7,96.7,96.7,96.7,96.7,96.7,96.8,96.2,96.2,96.2,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.777,95.777,95.807,95.807,95.807,95.807,95.807,95.807,95.807,95.807,95.807,95.814,95.814,95.814,95.814,95.814,95.814,95.814,95.815,95.815,95.815,95.815,95.815,95.815,95.815,95.815,95.815,95.815,95.815,95.235,95.235,95.235,95.235,95.235,95.235,95.235,95.235,79.857,79.857,79.857,79.857,79.857,79.857,79.857,79.857,79.861,79.861,79.861,79.861,79.861,79.861,79.861,79.861,79.861,79.861,79.861,79.861,79.861,79.884,79.884,79.884,78.546,78.546,78.546,78.546,78.546,78.633,78.633,78.633,78.634,78.634,78.634,78.634,78.634,78.633,78.698,78.698,78.698,78.698,78.698,78.698,78.698,78.721,78.721,78.721,78.779,78.779,78.779,78.779,78.779,78.876,78.876,78.876,78.876,78.876,78.876,78.876,78.876,78.881,78.881,78.881,79.029,79.029,79.029,79.029,79.029,78.993,78.993,78.993,78.906,78.906,78.906,78.906,78.906,78.892,78.892,78.892
1988-01-01,99.2,99.2,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,96.8,96.8,96.9,96.9,96.9,96.9,96.9,96.7,96.7,96.7,96.5,96.5,96.5,96.5,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.6,96.617,96.617,96.646,96.646,96.646,96.646,96.646,96.646,96.646,96.646,96.646,96.659,96.659,96.659,96.659,96.659,96.659,96.659,96.66,96.66,96.66,96.66,96.66,96.66,96.66,96.66,96.66,96.66,96.66,96.256,96.256,96.256,96.256,96.256,96.256,96.256,96.256,80.713,80.713,80.713,80.713,80.713,80.713,80.713,80.713,80.717,80.717,80.717,80.717,80.717,80.717,80.717,80.717,80.717,80.717,80.717,80.717,80.717,80.74,80.74,80.74,79.37,79.37,79.37,79.37,79.37,79.458,79.458,79.458,79.458,79.458,79.458,79.458,79.458,79.458,79.523,79.523,79.523,79.523,79.523,79.523,79.523,79.546,79.546,79.546,79.604,79.604,79.604,79.604,79.604,79.703,79.733,79.733,79.733,79.733,79.733,79.733,79.733,79.738,79.738,79.738,79.879,79.879,79.879,79.879,79.879,79.836,79.836,79.836,79.748,79.748,79.748,79.748,79.748,79.734,79.734,79.734
1988-04-01,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,97.5,97.5,97.5,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.3,97.3,97.3,97.3,97.3,97.3,97.4,97.2,97.2,97.2,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.687,96.687,96.716,96.716,96.716,96.716,96.716,96.716,96.716,96.716,96.716,96.719,96.719,96.719,96.719,96.719,96.719,96.719,96.72,96.72,96.72,96.72,96.72,96.72,96.72,96.72,96.72,96.72,96.72,96.362,96.362,96.362,96.362,96.362,96.362,96.362,96.362,80.802,80.802,80.802,80.802,80.802,80.802,80.802,80.802,80.807,80.807,80.807,80.807,80.807,80.807,80.807,80.807,80.807,80.807,80.807,80.807,80.807,80.83,80.83,80.83,79.456,79.456,79.456,79.456,79.456,79.544,79.544,79.544,79.544,79.544,79.544,79.544,79.544,79.544,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.648,79.648,79.648,79.706,79.706,79.706,79.706,79.706,79.804,79.833,79.833,79.833,79.833,79.833,79.833,79.833,79.838,79.838,79.838,79.995,79.995,79.995,79.995,79.995,79.959,79.959,79.959,79.871,79.871,79.871,79.871,79.871,79.857,79.857,79.857
1988-07-01,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,97.4,97.4,97.4,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.2,97.2,97.2,97.2,97.2,97.2,97.3,97.2,97.2,97.2,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.7,96.72,96.72,96.749,96.749,96.749,96.749,96.749,96.749,96.749,96.749,96.749,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.78,96.78,96.78,96.78,96.78,96.78,96.78,96.78,96.78,96.78,96.78,96.444,96.444,96.444,96.444,96.444,96.444,96.444,96.444,80.87,80.87,80.87,80.87,80.87,80.87,80.87,80.87,80.875,80.875,80.875,80.875,80.875,80.875,80.875,80.875,80.875,80.875,80.875,80.875,80.875,80.898,80.898,80.898,79.556,79.556,79.556,79.556,79.556,79.642,79.642,79.642,79.642,79.642,79.642,79.642,79.642,79.642,79.693,79.693,79.693,79.693,79.693,79.693,79.693,79.716,79.716,79.716,79.774,79.774,79.774,79.774,79.774,79.872,79.887,79.887,79.887,79.887,79.887,79.887,79.887,79.892,79.892,79.892,80.065,80.065,80.065,80.065,80.065,80.046,80.046,80.046,79.957,79.957,79.957,79.957,79.957,79.943,79.943,79.943
1988-10-01,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,97.2,97.2,97.2,97.2,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.0,97.0,97.0,97.0,97.0,97.0,97.1,96.9,96.9,96.9,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.418,96.418,96.447,96.447,96.447,96.447,96.447,96.447,96.447,96.447,96.447,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.467,96.167,96.167,96.167,96.167,96.167,96.167,96.167,96.167,80.638,80.638,80.638,80.638,80.638,80.638,80.638,80.638,80.643,80.643,80.643,80.643,80.643,80.643,80.643,80.643,80.643,80.643,80.643,80.643,80.643,80.666,80.666,80.666,79.394,79.394,79.394,79.394,79.394,79.48,79.48,79.48,79.48,79.48,79.48,79.48,79.48,79.48,79.53,79.53,79.53,79.53,79.53,79.53,79.53,79.554,79.554,79.554,79.612,79.612,79.612,79.612,79.612,79.71,79.724,79.724,79.724,79.724,79.724,79.724,79.724,79.73,79.73,79.73,79.932,79.932,79.932,79.932,79.932,79.899,79.899,79.899,79.811,79.811,79.811,79.811,79.811,79.797,79.797,79.797
1989-01-01,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,96.4,96.4,96.4,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.2,96.2,96.2,96.2,96.2,96.2,96.3,96.0,96.0,96.0,95.7,95.7,95.7,95.7,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.8,95.786,95.786,95.813,95.813,95.813,95.813,95.813,95.813,95.813,95.813,95.813,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.841,95.473,95.473,95.473,95.473,95.473,95.473,95.473,95.473,80.056,80.056,80.056,80.056,80.056,80.056,80.056,80.056,80.061,80.061,80.061,80.061,80.061,80.061,80.061,80.061,80.061,80.061,80.061,80.061,80.061,80.084,80.084,80.084,78.917,78.917,78.917,78.917,78.917,79.003,79.003,79.003,79.004,79.004,79.004,79.004,79.004,79.003,79.067,79.067,79.067,79.067,79.067,79.067,79.067,79.091,79.091,79.091,79.148,79.148,79.148,79.148,79.148,79.256,79.227,79.227,79.227,79.227,79.227,79.227,79.227,79.232,79.232,79.232,79.374,79.374,79.374,79.374,79.374,79.321,79.321,79.321,79.234,79.234,79.234,79.234,79.234,79.22,79.22,79.22
1989-04-01,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,95.3,95.3,95.3,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.2,95.2,95.2,95.2,95.2,95.2,95.2,95.0,95.0,95.0,94.7,94.7,94.7,94.7,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.595,94.595,94.622,94.622,94.622,94.622,94.622,94.622,94.622,94.622,94.622,94.644,94.644,94.644,94.644,94.644,94.644,94.644,94.645,94.645,94.645,94.645,94.645,94.645,94.645,94.645,94.645,94.645,94.645,94.293,94.293,94.293,94.293,94.293,94.293,94.293,94.293,79.067,79.067,79.067,79.067,79.067,79.067,79.067,79.067,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.094,79.094,79.094,78.017,78.017,78.017,78.017,78.017,78.102,78.102,78.102,78.102,78.102,78.102,78.102,78.102,78.101,78.151,78.151,78.151,78.151,78.151,78.151,78.151,78.174,78.174,78.174,78.231,78.231,78.231,78.231,78.231,78.335,78.335,78.335,78.335,78.335,78.335,78.335,78.335,78.341,78.341,78.341,78.498,78.498,78.498,78.498,78.498,78.466,78.466,78.466,78.379,78.379,78.379,78.379,78.379,78.365,78.365,78.365
1989-07-01,96.9,96.9,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.8,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,95.4,95.4,95.4,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.5,95.2,95.2,95.2,95.2,95.2,95.2,95.3,95.1,95.1,95.1,94.8,94.8,94.8,94.8,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.7,94.66,94.66,94.683,94.683,94.683,94.683,94.683,94.683,94.683,94.683,94.683,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.711,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.115,79.115,79.115,79.115,79.115,79.115,79.115,79.115,79.115,79.115,79.115,79.115,79.115,79.138,79.138,79.138,78.127,78.127,78.127,78.127,78.127,78.211,78.211,78.211,78.211,78.211,78.211,78.211,78.211,78.21,78.274,78.274,78.274,78.274,78.274,78.274,78.274,78.297,78.297,78.297,78.354,78.354,78.354,78.354,78.354,78.449,78.449,78.449,78.449,78.449,78.449,78.449,78.449,78.454,78.454,78.454,78.625,78.625,78.625,78.625,78.625,78.608,78.608,78.608,78.521,78.521,78.521,78.521,78.521,78.507,78.507,78.507
