observation_date,W780RC1Q027SBEA_20130228,W780RC1Q027SBEA_20130426,W780RC1Q027SBEA_20130530,W780RC1Q027SBEA_20130626,W780RC1Q027SBEA_20130731,W780RC1Q027SBEA_20130829,W780RC1Q027SBEA_20131107,W780RC1Q027SBEA_20131205,W780RC1Q027SBEA_20131220,W780RC1Q027SBEA_20140130,W780RC1Q027SBEA_20140228,W780RC1Q027SBEA_20140430,W780RC1Q027SBEA_20140529,W780RC1Q027SBEA_20140625,W780RC1Q027SBEA_20140730,W780RC1Q027SBEA_20140828,W780RC1Q027SBEA_20140926,W780RC1Q027SBEA_20141030,W780RC1Q027SBEA_20141125,W780RC1Q027SBEA_20141223,W780RC1Q027SBEA_20150130,W780RC1Q027SBEA_20150227,W780RC1Q027SBEA_20150327,W780RC1Q027SBEA_20150429,W780RC1Q027SBEA_20150529,W780RC1Q027SBEA_20150730,W780RC1Q027SBEA_20150827,W780RC1Q027SBEA_20151029,W780RC1Q027SBEA_20151124,W780RC1Q027SBEA_20151222,W780RC1Q027SBEA_20160129,W780RC1Q027SBEA_20160226,W780RC1Q027SBEA_20160325,W780RC1Q027SBEA_20160428,W780RC1Q027SBEA_20160527,W780RC1Q027SBEA_20160628,W780RC1Q027SBEA_20160729,W780RC1Q027SBEA_20160826,W780RC1Q027SBEA_20160929,W780RC1Q027SBEA_20161028,W780RC1Q027SBEA_20161129,W780RC1Q027SBEA_20161222,W780RC1Q027SBEA_20170127,W780RC1Q027SBEA_20170228,W780RC1Q027SBEA_20170330,W780RC1Q027SBEA_20170428,W780RC1Q027SBEA_20170526,W780RC1Q027SBEA_20170629,W780RC1Q027SBEA_20170728,W780RC1Q027SBEA_20170830,W780RC1Q027SBEA_20170928,W780RC1Q027SBEA_20171027,W780RC1Q027SBEA_20171129,W780RC1Q027SBEA_20171221,W780RC1Q027SBEA_20180126,W780RC1Q027SBEA_20180228,W780RC1Q027SBEA_20180328,W780RC1Q027SBEA_20180427,W780RC1Q027SBEA_20180530,W780RC1Q027SBEA_20180628,W780RC1Q027SBEA_20180727,W780RC1Q027SBEA_20180829,W780RC1Q027SBEA_20180927,W780RC1Q027SBEA_20181026,W780RC1Q027SBEA_20181128,W780RC1Q027SBEA_20181221,W780RC1Q027SBEA_20190228,W780RC1Q027SBEA_20190328,W780RC1Q027SBEA_20190426,W780RC1Q027SBEA_20190530,W780RC1Q027SBEA_20190627,W780RC1Q027SBEA_20190726,W780RC1Q027SBEA_20190829,W780RC1Q027SBEA_20190926,W780RC1Q027SBEA_20191030,W780RC1Q027SBEA_20191127,W780RC1Q027SBEA_20191220,W780RC1Q027SBEA_20200130,W780RC1Q027SBEA_20200227,W780RC1Q027SBEA_20200326,W780RC1Q027SBEA_20200429,W780RC1Q027SBEA_20200528,W780RC1Q027SBEA_20200625,W780RC1Q027SBEA_20200730,W780RC1Q027SBEA_20200827,W780RC1Q027SBEA_20200930,W780RC1Q027SBEA_20201029,W780RC1Q027SBEA_20201125,W780RC1Q027SBEA_20201222,W780RC1Q027SBEA_20210128,W780RC1Q027SBEA_20210225
2013-04-01,,,,,1087.5,1088.2,1088.2,1091.2,1091.2,1091.2,1091.2,1091.2,1091.2,1091.2,1089.8,1089.8,1089.8,1089.8,1089.8,1089.8,1089.8,1089.8,1089.8,1089.8,1089.8,1091.7,1091.7,1091.7,1091.7,1091.7,1091.7,1091.7,1091.7,1091.7,1091.7,1091.7,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.1,1090.106,1090.106,1090.106,1090.106,1090.106,1090.106,1090.106,1090.106,1090.106,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729,1090.729
2013-07-01,,,,,,,1093.1,1096.8,1096.9,1096.9,1096.7,1096.7,1096.7,1096.7,1095.6,1095.6,1095.6,1095.6,1095.6,1095.6,1095.6,1095.6,1095.6,1095.6,1095.6,1098.2,1098.2,1098.2,1098.2,1098.2,1098.2,1098.2,1098.2,1098.2,1098.2,1098.2,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.7,1095.726,1095.726,1095.726,1095.726,1095.726,1095.726,1095.726,1095.726,1095.726,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598,1093.598
2013-10-01,,,,,,,,,,1105.6,1106.0,1106.0,1105.6,1105.6,1105.2,1105.2,1105.2,1105.2,1105.2,1105.2,1105.2,1105.2,1105.2,1105.2,1105.2,1108.2,1108.2,1108.2,1108.2,1108.2,1108.2,1108.2,1108.2,1108.2,1108.2,1108.2,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.5,1103.523,1103.523,1103.523,1103.523,1103.523,1103.523,1103.523,1103.523,1103.523,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224,1104.224
2014-01-01,,,,,,,,,,,,1121.2,1121.1,1121.2,1134.9,1134.5,1134.5,1134.5,1134.5,1134.5,1134.5,1134.5,1134.5,1134.5,1134.5,1130.7,1130.7,1130.7,1130.7,1130.7,1130.7,1130.7,1130.7,1130.7,1130.7,1130.7,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1126.2,1127.4,1127.4,1127.4,1127.419,1127.419,1127.419,1127.419,1127.419,1127.419,1127.419,1127.419,1127.419,1128.956,1128.956,1128.956,1128.956,1128.956,1128.956,1128.956,1128.956,1128.956,1128.956,1128.956,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563,1126.563
2014-04-01,,,,,,,,,,,,,,,1151.7,1149.2,1149.1,1149.1,1142.1,1142.1,1142.1,1142.1,1142.1,1142.1,1142.1,1137.4,1137.4,1137.4,1137.4,1137.4,1137.4,1137.4,1137.4,1137.4,1137.4,1137.4,1131.7,1131.7,1131.7,1131.7,1131.7,1131.7,1131.7,1131.7,1131.7,1131.7,1131.7,1131.7,1131.5,1131.5,1131.5,1131.483,1131.483,1131.483,1131.483,1131.483,1131.483,1131.483,1131.483,1131.483,1131.392,1131.392,1131.392,1131.392,1131.392,1131.392,1131.392,1131.392,1131.392,1131.392,1131.392,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02,1131.02
2014-07-01,,,,,,,,,,,,,,,,,,1159.8,1151.3,1151.4,1151.4,1154.2,1154.2,1154.2,1154.2,1149.1,1149.1,1149.1,1149.1,1149.1,1149.1,1149.1,1149.1,1149.1,1149.1,1149.1,1145.3,1145.3,1145.3,1145.3,1145.3,1145.3,1145.3,1145.3,1145.3,1145.3,1145.3,1145.3,1143.3,1143.3,1143.3,1143.311,1143.311,1143.311,1143.311,1143.311,1143.311,1143.311,1143.311,1143.311,1141.931,1141.931,1141.931,1141.931,1141.931,1141.931,1141.931,1141.931,1141.931,1141.931,1141.931,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5,1142.5
2014-10-01,,,,,,,,,,,,,,,,,,,,,1162.0,1166.7,1166.6,1166.6,1169.7,1163.5,1163.5,1163.5,1163.5,1163.5,1163.5,1163.5,1163.5,1163.5,1163.5,1163.5,1160.3,1160.3,1160.3,1160.3,1160.3,1160.3,1160.3,1160.3,1160.3,1160.3,1160.3,1160.3,1161.5,1161.5,1161.5,1161.51,1161.51,1161.51,1161.51,1161.51,1161.51,1161.51,1161.51,1161.51,1158.904,1158.904,1158.904,1158.904,1158.904,1158.904,1158.904,1158.904,1158.904,1158.904,1158.904,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137,1160.137
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,1180.6,1184.0,1171.4,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1169.4,1169.4,1169.4,1169.4,1169.4,1169.4,1169.4,1169.4,1169.4,1169.4,1169.4,1169.4,1173.8,1173.8,1173.8,1173.831,1173.831,1173.831,1173.831,1173.831,1173.831,1173.831,1173.831,1173.831,1174.066,1174.066,1174.066,1174.066,1174.066,1174.066,1174.066,1174.066,1174.066,1174.066,1174.066,1175.216,1175.216,1175.216,1175.216,1175.216,1175.216,1175.216,1175.216,1175.216,1175.216,1175.216,1175.216,1175.203,1175.203,1175.203,1175.203,1175.203,1175.203,1175.203,1175.203
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,1176.0,1177.0,1177.0,1185.3,1185.3,1185.3,1185.3,1185.3,1185.3,1185.3,1185.3,1184.3,1184.3,1184.3,1184.3,1184.3,1184.3,1184.3,1184.3,1184.3,1184.3,1184.3,1184.3,1187.1,1187.1,1187.1,1187.1,1187.1,1187.1,1187.1,1187.1,1187.1,1187.1,1187.1,1187.1,1187.588,1187.588,1187.588,1187.588,1187.588,1187.588,1187.588,1187.588,1187.588,1187.588,1187.588,1187.365,1187.365,1187.365,1187.365,1187.365,1187.365,1187.365,1187.365,1187.365,1187.365,1187.365,1187.365,1187.038,1187.038,1187.038,1187.038,1187.038,1187.038,1187.038,1187.038
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.8,1197.7,1197.9,1197.9,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1194.4,1195.5,1195.5,1195.5,1195.526,1195.526,1195.526,1195.526,1195.526,1195.526,1195.526,1195.526,1195.526,1197.884,1197.884,1197.884,1197.884,1197.884,1197.884,1197.884,1197.884,1197.884,1197.884,1197.884,1196.683,1196.683,1196.683,1196.683,1196.683,1196.683,1196.683,1196.683,1196.683,1196.683,1196.683,1196.683,1196.811,1196.811,1196.811,1196.811,1196.811,1196.811,1196.811,1196.811
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.6,1204.3,1204.0,1204.0,1209.8,1209.8,1210.1,1210.1,1210.1,1210.1,1210.1,1210.1,1210.1,1210.1,1210.1,1210.1,1210.1,1210.1,1217.0,1217.0,1217.0,1216.959,1216.959,1216.959,1216.959,1216.959,1216.959,1216.959,1216.959,1216.959,1206.001,1206.001,1206.001,1206.001,1206.001,1206.001,1206.001,1206.001,1206.001,1206.001,1206.001,1203.947,1203.947,1203.947,1203.947,1203.947,1203.947,1203.947,1203.947,1203.947,1203.947,1203.947,1203.947,1204.072,1204.072,1204.072,1204.072,1204.072,1204.072,1204.072,1204.072
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.0,1224.1,1224.0,1215.3,1214.9,1214.9,1214.9,1214.9,1214.9,1214.9,1214.9,1214.9,1214.9,1214.9,1214.9,1212.4,1212.4,1212.4,1212.365,1212.365,1212.365,1212.365,1212.365,1212.365,1212.365,1212.365,1212.365,1211.391,1211.391,1211.391,1211.391,1211.391,1211.391,1211.391,1211.391,1211.391,1211.391,1211.391,1210.697,1210.697,1210.697,1210.697,1210.697,1210.697,1210.697,1210.697,1210.697,1210.697,1210.697,1210.697,1211.131,1211.131,1211.131,1211.131,1211.131,1211.131,1211.131,1211.131
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.9,1225.4,1225.5,1225.5,1230.7,1230.7,1230.7,1230.7,1230.7,1230.7,1230.7,1230.7,1230.2,1230.2,1230.2,1230.219,1230.219,1230.219,1230.219,1230.219,1230.219,1230.219,1230.219,1230.219,1217.51,1217.51,1217.51,1217.51,1217.51,1217.51,1217.51,1217.51,1217.51,1217.51,1217.51,1217.472,1217.472,1217.472,1217.472,1217.472,1217.472,1217.472,1217.472,1217.472,1217.472,1217.472,1217.472,1217.3,1217.3,1217.3,1217.3,1217.3,1217.3,1217.3,1217.3
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.4,1243.7,1243.6,1243.6,1244.9,1244.9,1244.9,1244.9,1244.9,1243.1,1243.1,1243.1,1243.111,1243.111,1243.111,1243.111,1243.111,1243.111,1243.111,1243.111,1243.111,1228.539,1228.539,1228.539,1228.539,1228.539,1228.539,1228.539,1228.539,1228.539,1228.539,1228.539,1228.774,1228.774,1228.774,1228.774,1228.774,1228.774,1228.774,1228.774,1228.774,1228.774,1228.774,1228.774,1228.306,1228.306,1228.306,1228.306,1228.306,1228.306,1228.306,1228.306
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.6,1254.1,1253.9,1253.9,1239.7,1239.7,1235.1,1235.1,1235.1,1235.086,1235.086,1235.086,1235.086,1235.086,1235.086,1235.086,1235.086,1235.086,1242.459,1242.459,1242.459,1242.459,1242.459,1242.459,1242.459,1242.459,1242.459,1242.459,1242.459,1242.677,1242.677,1242.677,1242.677,1242.677,1242.677,1242.677,1242.677,1242.677,1242.677,1242.677,1242.677,1241.674,1241.674,1241.674,1241.674,1241.674,1241.674,1241.674,1241.674
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.5,1265.8,1265.7,1269.0,1269.2,1269.2,1269.234,1269.234,1269.234,1269.234,1269.234,1269.234,1269.234,1269.234,1269.234,1265.397,1265.397,1265.397,1265.397,1265.397,1265.397,1265.397,1265.397,1265.397,1265.397,1265.397,1264.637,1264.637,1264.637,1264.637,1264.637,1264.637,1264.637,1264.637,1264.637,1264.637,1264.637,1264.637,1262.227,1262.227,1262.227,1262.227,1262.227,1262.227,1262.227,1262.227
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.2,1282.7,1282.5,1282.501,1278.893,1278.893,1278.893,1278.893,1278.893,1278.893,1278.893,1278.893,1275.372,1275.372,1275.372,1275.372,1275.372,1275.372,1275.372,1275.372,1275.372,1275.372,1275.372,1276.459,1276.459,1276.459,1276.459,1276.459,1276.459,1276.459,1276.459,1276.459,1276.459,1276.459,1276.459,1274.604,1274.604,1274.604,1274.604,1274.604,1274.604,1274.604,1274.604
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.621,1290.837,1290.93,1290.93,1293.412,1293.412,1293.412,1293.412,1293.412,1290.516,1290.516,1290.516,1290.516,1290.516,1290.516,1290.516,1290.516,1290.516,1290.516,1290.516,1288.747,1288.747,1288.747,1288.747,1288.747,1288.747,1288.747,1288.747,1288.747,1288.747,1288.747,1288.747,1289.65,1289.65,1289.65,1289.65,1289.65,1289.65,1289.65,1289.65
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.617,1307.389,1307.57,1307.57,1308.63,1308.63,1301.533,1301.533,1301.533,1301.533,1301.533,1301.533,1301.533,1301.533,1301.533,1301.533,1301.533,1305.533,1305.533,1305.533,1305.533,1305.533,1305.533,1305.533,1305.533,1305.533,1305.533,1305.533,1305.533,1308.208,1308.208,1308.208,1308.208,1308.208,1308.208,1308.208,1308.208
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.195,1340.688,1340.752,1327.38,1327.544,1327.544,1327.544,1327.544,1327.544,1327.544,1327.544,1327.544,1327.544,1327.544,1327.34,1327.34,1327.34,1327.34,1327.34,1327.34,1327.34,1327.34,1327.34,1327.34,1327.34,1327.34,1327.836,1327.836,1327.836,1327.836,1327.836,1327.836,1327.836,1327.836
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.468,1340.849,1340.858,1340.858,1336.15,1336.15,1336.15,1336.15,1336.15,1336.15,1336.15,1333.853,1333.853,1333.853,1333.853,1333.853,1333.853,1333.853,1333.853,1333.853,1333.853,1333.853,1333.853,1337.231,1337.231,1337.231,1337.231,1337.231,1337.231,1337.231,1337.231
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.442,1348.641,1349.027,1350.861,1350.861,1350.861,1350.861,1350.861,1345.148,1345.148,1345.148,1345.148,1345.148,1345.148,1345.148,1345.148,1345.148,1345.148,1345.148,1345.148,1353.056,1353.056,1353.056,1353.056,1353.056,1353.056,1353.056,1353.056
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.463,1364.547,1364.547,1357.267,1357.267,1351.387,1351.387,1351.387,1351.387,1351.387,1351.387,1351.387,1351.387,1351.387,1351.387,1351.387,1351.387,1360.326,1360.326,1360.326,1360.326,1360.326,1360.326,1360.326,1360.326
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.438,1377.314,1377.204,1390.046,1390.438,1390.438,1390.438,1390.438,1390.438,1390.438,1390.438,1390.438,1390.438,1390.438,1390.438,1391.871,1391.871,1391.871,1391.871,1391.871,1391.871,1391.871,1391.871
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.186,1405.25,1405.314,1405.314,1399.166,1399.166,1399.166,1399.166,1399.166,1399.166,1399.166,1399.166,1397.81,1397.81,1397.81,1397.81,1397.81,1397.81,1397.81,1397.81
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.503,1409.645,1409.759,1409.759,1403.955,1403.955,1403.955,1403.955,1403.955,1402.316,1402.316,1402.316,1402.316,1402.316,1402.316,1402.316,1402.316
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.773,1415.072,1415.355,1415.355,1418.707,1418.707,1416.915,1416.915,1416.915,1416.915,1416.915,1416.915,1416.915,1416.915
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.915,1431.478,1430.565,1436.889,1436.437,1436.437,1436.437,1436.437,1436.437,1436.437,1436.437
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.551,1366.172,1365.745,1365.745,1374.205,1374.205,1374.205,1374.205
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.312,1434.758,1435.366,1435.366,1426.614
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.934,1446.305
