observation_date,W780RC1Q027SBEA_20130228,W780RC1Q027SBEA_20130426,W780RC1Q027SBEA_20130530,W780RC1Q027SBEA_20130626,W780RC1Q027SBEA_20130731,W780RC1Q027SBEA_20130829,W780RC1Q027SBEA_20131107,W780RC1Q027SBEA_20131205,W780RC1Q027SBEA_20131220,W780RC1Q027SBEA_20140130,W780RC1Q027SBEA_20140228,W780RC1Q027SBEA_20140430,W780RC1Q027SBEA_20140529,W780RC1Q027SBEA_20140625,W780RC1Q027SBEA_20140730,W780RC1Q027SBEA_20140828,W780RC1Q027SBEA_20140926,W780RC1Q027SBEA_20141030,W780RC1Q027SBEA_20141125,W780RC1Q027SBEA_20141223,W780RC1Q027SBEA_20150130,W780RC1Q027SBEA_20150227,W780RC1Q027SBEA_20150327,W780RC1Q027SBEA_20150429,W780RC1Q027SBEA_20150529,W780RC1Q027SBEA_20150730,W780RC1Q027SBEA_20150827,W780RC1Q027SBEA_20151029,W780RC1Q027SBEA_20151124,W780RC1Q027SBEA_20151222,W780RC1Q027SBEA_20160129,W780RC1Q027SBEA_20160226,W780RC1Q027SBEA_20160325,W780RC1Q027SBEA_20160428,W780RC1Q027SBEA_20160527,W780RC1Q027SBEA_20160628,W780RC1Q027SBEA_20160729,W780RC1Q027SBEA_20160826,W780RC1Q027SBEA_20160929,W780RC1Q027SBEA_20161028,W780RC1Q027SBEA_20161129,W780RC1Q027SBEA_20161222,W780RC1Q027SBEA_20170127,W780RC1Q027SBEA_20170228,W780RC1Q027SBEA_20170330,W780RC1Q027SBEA_20170428,W780RC1Q027SBEA_20170526,W780RC1Q027SBEA_20170629,W780RC1Q027SBEA_20170728,W780RC1Q027SBEA_20170830,W780RC1Q027SBEA_20170928,W780RC1Q027SBEA_20171027,W780RC1Q027SBEA_20171129,W780RC1Q027SBEA_20171221,W780RC1Q027SBEA_20180126,W780RC1Q027SBEA_20180228,W780RC1Q027SBEA_20180328,W780RC1Q027SBEA_20180427,W780RC1Q027SBEA_20180530,W780RC1Q027SBEA_20180628,W780RC1Q027SBEA_20180727,W780RC1Q027SBEA_20180829,W780RC1Q027SBEA_20180927,W780RC1Q027SBEA_20181026,W780RC1Q027SBEA_20181128,W780RC1Q027SBEA_20181221,W780RC1Q027SBEA_20190228,W780RC1Q027SBEA_20190328,W780RC1Q027SBEA_20190426,W780RC1Q027SBEA_20190530,W780RC1Q027SBEA_20190627,W780RC1Q027SBEA_20190726,W780RC1Q027SBEA_20190829,W780RC1Q027SBEA_20190926,W780RC1Q027SBEA_20191030,W780RC1Q027SBEA_20191127,W780RC1Q027SBEA_20191220,W780RC1Q027SBEA_20200130,W780RC1Q027SBEA_20200227,W780RC1Q027SBEA_20200326,W780RC1Q027SBEA_20200429,W780RC1Q027SBEA_20200528,W780RC1Q027SBEA_20200625,W780RC1Q027SBEA_20200730,W780RC1Q027SBEA_20200827,W780RC1Q027SBEA_20200930,W780RC1Q027SBEA_20201029,W780RC1Q027SBEA_20201125,W780RC1Q027SBEA_20201222,W780RC1Q027SBEA_20210128,W780RC1Q027SBEA_20210225
1968-04-01,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.6,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636,37.636
1968-07-01,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268,38.268
1968-10-01,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88
1969-01-01,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12,42.12
1969-04-01,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888,42.888
1969-07-01,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804,43.804
1969-10-01,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444,44.444
1970-01-01,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.1,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144,45.144
1970-04-01,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408,45.408
1970-07-01,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856,45.856
1970-10-01,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608,45.608
1971-01-01,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632,49.632
1971-04-01,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212,50.212
1971-07-01,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464,50.464
1971-10-01,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012,51.012
1972-01-01,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.3,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264,57.264
1972-04-01,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864,57.864
1972-07-01,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528,58.528
1972-10-01,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376,59.376
1973-01-01,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72,72.72
1973-04-01,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8
1973-07-01,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1,75.1
1973-10-01,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564,76.564
1974-01-01,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.1,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08,82.08
1974-04-01,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.6,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616,83.616
1974-07-01,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.2,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236,85.236
1974-10-01,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.4,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408,85.408
1975-01-01,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.5,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468,86.468
1975-04-01,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812,86.812
1975-07-01,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.5,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48,88.48
1975-10-01,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456,90.456
1976-01-01,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54,97.54
1976-04-01,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924,98.924
