observation_date,PCEC_19600511,PCEC_19600722,PCEC_19600823,PCEC_19601120,PCEC_19610219,PCEC_19610518,PCEC_19610719,PCEC_19610818,PCEC_19611121,PCEC_19620224,PCEC_19620518,PCEC_19620720,PCEC_19620814,PCEC_19621120,PCEC_19630220,PCEC_19630521,PCEC_19630722,PCEC_19630816,PCEC_19631118,PCEC_19640117,PCEC_19640518,PCEC_19640716,PCEC_19640818,PCEC_19641014,PCEC_19641118,PCEC_19650114,PCEC_19650217,PCEC_19650414,PCEC_19650514,PCEC_19650714,PCEC_19650819,PCEC_19651013,PCEC_19660113,PCEC_19660215,PCEC_19660418,PCEC_19660520,PCEC_19660715,PCEC_19660811,PCEC_19661013,PCEC_19661110,PCEC_19670113,PCEC_19670217,PCEC_19670412,PCEC_19670517,PCEC_19670717,PCEC_19670814,PCEC_19671013,PCEC_19671117,PCEC_19680116,PCEC_19680215,PCEC_19680416,PCEC_19680516,PCEC_19680718,PCEC_19680815,PCEC_19680918,PCEC_19681015,PCEC_19681118,PCEC_19690114,PCEC_19690214,PCEC_19690417,PCEC_19690516,PCEC_19690717,PCEC_19690814,PCEC_19691016,PCEC_19691114,PCEC_19700116,PCEC_19700213,PCEC_19700417,PCEC_19700515,PCEC_19700717,PCEC_19700814,PCEC_19701015,PCEC_19701113,PCEC_19710118,PCEC_19710212,PCEC_19710415,PCEC_19710513,PCEC_19710716,PCEC_19710820,PCEC_19711022,PCEC_19711118,PCEC_19720114,PCEC_19720121,PCEC_19720218,PCEC_19720419,PCEC_19720518,PCEC_19720721,PCEC_19720818,PCEC_19721019,PCEC_19721117,PCEC_19730119,PCEC_19730220,PCEC_19730419,PCEC_19730517,PCEC_19730719,PCEC_19730817,PCEC_19731018,PCEC_19731116,PCEC_19740117,PCEC_19740220,PCEC_19740418,PCEC_19740718,PCEC_19740822,PCEC_19741017,PCEC_19741115,PCEC_19750116,PCEC_19750220,PCEC_19750416,PCEC_19750520,PCEC_19750717,PCEC_19750821,PCEC_19751020,PCEC_19751120,PCEC_19760116,PCEC_19760120,PCEC_19760219,PCEC_19760419,PCEC_19760520,PCEC_19760720,PCEC_19760819,PCEC_19761019,PCEC_19761118,PCEC_19770118,PCEC_19770218,PCEC_19770420,PCEC_19770519,PCEC_19770721,PCEC_19771019,PCEC_19771117,PCEC_19771220,PCEC_19780119,PCEC_19780221,PCEC_19780320,PCEC_19780419,PCEC_19780518,PCEC_19780620,PCEC_19780721,PCEC_19780818,PCEC_19780920,PCEC_19781020,PCEC_19781121,PCEC_19781220,PCEC_19790118,PCEC_19790222,PCEC_19790320,PCEC_19790419,PCEC_19790518,PCEC_19790620,PCEC_19790720,PCEC_19790817,PCEC_19790919,PCEC_19791016,PCEC_19791120,PCEC_19791219,PCEC_19800118,PCEC_19800222,PCEC_19800319,PCEC_19800418,PCEC_19800520,PCEC_19800618,PCEC_19800718,PCEC_19800819,PCEC_19800919,PCEC_19801017,PCEC_19801119,PCEC_19801223,PCEC_19810121,PCEC_19810219,PCEC_19810318,PCEC_19810420,PCEC_19810519,PCEC_19810618,PCEC_19810722,PCEC_19810819,PCEC_19810918,PCEC_19811020,PCEC_19811119,PCEC_19811218,PCEC_19820120,PCEC_19820222,PCEC_19820319,PCEC_19820421,PCEC_19820519,PCEC_19820621,PCEC_19820721,PCEC_19820819,PCEC_19820921,PCEC_19821020,PCEC_19821119,PCEC_19821221,PCEC_19830119,PCEC_19830222,PCEC_19830321,PCEC_19830420,PCEC_19830519,PCEC_19830621,PCEC_19830721,PCEC_19830819,PCEC_19830921,PCEC_19831020,PCEC_19831122,PCEC_19831221,PCEC_19840120,PCEC_19840217,PCEC_19840320,PCEC_19840419,PCEC_19840518,PCEC_19840620,PCEC_19840723,PCEC_19840820,PCEC_19840920,PCEC_19841019,PCEC_19841120,PCEC_19841219,PCEC_19850122,PCEC_19850221,PCEC_19850321,PCEC_19850418,PCEC_19850521,PCEC_19850620,PCEC_19850718,PCEC_19850820,PCEC_19850920,PCEC_19851017,PCEC_19851120,PCEC_19851220,PCEC_19860122,PCEC_19860220,PCEC_19860319,PCEC_19860417,PCEC_19860520,PCEC_19860618,PCEC_19860722,PCEC_19860819,PCEC_19860918,PCEC_19861022,PCEC_19861119,PCEC_19861217,PCEC_19870122,PCEC_19870219,PCEC_19870318,PCEC_19870423,PCEC_19870522,PCEC_19870617,PCEC_19870724,PCEC_19870821,PCEC_19870918,PCEC_19871023,PCEC_19871124,PCEC_19871217,PCEC_19880127,PCEC_19880225,PCEC_19880323,PCEC_19880426,PCEC_19880526,PCEC_19880623,PCEC_19880727,PCEC_19880825,PCEC_19880920,PCEC_19881026,PCEC_19881129,PCEC_19881220,PCEC_19890127,PCEC_19890228,PCEC_19890323,PCEC_19890426,PCEC_19890525,PCEC_19890622,PCEC_19890727,PCEC_19890829,PCEC_19890921,PCEC_19891026,PCEC_19891129,PCEC_19891220,PCEC_19900126,PCEC_19900228,PCEC_19900328,PCEC_19900427,PCEC_19900524,PCEC_19900621,PCEC_19900727,PCEC_19900824,PCEC_19900925,PCEC_19901030,PCEC_19901128,PCEC_19901219,PCEC_19910125,PCEC_19910227,PCEC_19910327,PCEC_19910426,PCEC_19910529,PCEC_19910626,PCEC_19910726,PCEC_19910828,PCEC_19910926,PCEC_19911029,PCEC_19911204,PCEC_19911220,PCEC_19920129,PCEC_19920228,PCEC_19920326,PCEC_19920428,PCEC_19920529,PCEC_19920625,PCEC_19920730,PCEC_19920827,PCEC_19920924,PCEC_19921027,PCEC_19921125,PCEC_19921222,PCEC_19930128,PCEC_19930226,PCEC_19930326,PCEC_19930429,PCEC_19930528,PCEC_19930623,PCEC_19930729,PCEC_19930831,PCEC_19930929,PCEC_19931028,PCEC_19931201,PCEC_19931222,PCEC_19940128,PCEC_19940301,PCEC_19940331,PCEC_19940428,PCEC_19940527,PCEC_19940629,PCEC_19940729,PCEC_19940826,PCEC_19940929,PCEC_19941028,PCEC_19941130,PCEC_19941222,PCEC_19950127,PCEC_19950301,PCEC_19950331,PCEC_19950428,PCEC_19950531,PCEC_19950630,PCEC_19950728,PCEC_19950830,PCEC_19950929,PCEC_19951027,PCEC_19960119,PCEC_19960223,PCEC_19960402,PCEC_19960502,PCEC_19960530,PCEC_19960628,PCEC_19960801,PCEC_19960829,PCEC_19960927,PCEC_19961030,PCEC_19961127,PCEC_19961220,PCEC_19970131,PCEC_19970228,PCEC_19970328,PCEC_19970430,PCEC_19970530,PCEC_19970627,PCEC_19970731,PCEC_19970828,PCEC_19970926,PCEC_19971031,PCEC_19971126,PCEC_19971223,PCEC_19980130,PCEC_19980227,PCEC_19980326,PCEC_19980430,PCEC_19980528,PCEC_19980625,PCEC_19980731,PCEC_19980827,PCEC_19980924,PCEC_19981030,PCEC_19981124,PCEC_19981223,PCEC_19990129,PCEC_19990226,PCEC_19990331,PCEC_19990430,PCEC_19990527,PCEC_19990625,PCEC_19990729,PCEC_19990826,PCEC_19990930,PCEC_19991028,PCEC_19991029,PCEC_19991124,PCEC_19991222,PCEC_20000128,PCEC_20000225,PCEC_20000330,PCEC_20000427,PCEC_20000525,PCEC_20000629,PCEC_20000728,PCEC_20000825,PCEC_20000928,PCEC_20001027,PCEC_20001129,PCEC_20001221,PCEC_20010131,PCEC_20010228,PCEC_20010329,PCEC_20010427,PCEC_20010525,PCEC_20010629,PCEC_20010727,PCEC_20010829,PCEC_20010928,PCEC_20011031,PCEC_20011130,PCEC_20011221,PCEC_20020130,PCEC_20020228,PCEC_20020328,PCEC_20020426,PCEC_20020524,PCEC_20020627,PCEC_20020731,PCEC_20020829,PCEC_20020927,PCEC_20021031,PCEC_20021126,PCEC_20021220,PCEC_20030130,PCEC_20030228,PCEC_20030327,PCEC_20030425,PCEC_20030529,PCEC_20030626,PCEC_20030731,PCEC_20030828,PCEC_20030926,PCEC_20031030,PCEC_20031125,PCEC_20031210,PCEC_20031223,PCEC_20040130,PCEC_20040227,PCEC_20040325,PCEC_20040429,PCEC_20040527,PCEC_20040625,PCEC_20040730,PCEC_20040827,PCEC_20040929,PCEC_20041029,PCEC_20041130,PCEC_20041222,PCEC_20050128,PCEC_20050225,PCEC_20050330,PCEC_20050428,PCEC_20050526,PCEC_20050629,PCEC_20050729,PCEC_20050831,PCEC_20050929,PCEC_20051028,PCEC_20051130,PCEC_20051221,PCEC_20060127,PCEC_20060228,PCEC_20060330,PCEC_20060428,PCEC_20060525,PCEC_20060629,PCEC_20060728,PCEC_20060830,PCEC_20060928,PCEC_20061027,PCEC_20061129,PCEC_20061221,PCEC_20070131,PCEC_20070228,PCEC_20070329,PCEC_20070427,PCEC_20070531,PCEC_20070628,PCEC_20070727,PCEC_20070830,PCEC_20070927,PCEC_20071031,PCEC_20071129,PCEC_20071220,PCEC_20080130,PCEC_20080228,PCEC_20080327,PCEC_20080430,PCEC_20080529,PCEC_20080626,PCEC_20080731,PCEC_20080828,PCEC_20080926,PCEC_20081030,PCEC_20081125,PCEC_20081223,PCEC_20090130,PCEC_20090227,PCEC_20090326,PCEC_20090429,PCEC_20090529,PCEC_20090625,PCEC_20090731,PCEC_20090827,PCEC_20090930,PCEC_20091029,PCEC_20091124,PCEC_20091222,PCEC_20100129,PCEC_20100226,PCEC_20100326,PCEC_20100430,PCEC_20100527,PCEC_20100625,PCEC_20100730,PCEC_20100827,PCEC_20100930,PCEC_20101029,PCEC_20101123,PCEC_20101222,PCEC_20110128,PCEC_20110225,PCEC_20110325,PCEC_20110428,PCEC_20110526,PCEC_20110624,PCEC_20110729,PCEC_20110826,PCEC_20110929,PCEC_20111027,PCEC_20111122,PCEC_20111222,PCEC_20120127,PCEC_20120229,PCEC_20120329,PCEC_20120427,PCEC_20120531,PCEC_20120628,PCEC_20120727,PCEC_20120829,PCEC_20120927,PCEC_20121026,PCEC_20121129,PCEC_20121220,PCEC_20130130,PCEC_20130228,PCEC_20130328,PCEC_20130426,PCEC_20130530,PCEC_20130626,PCEC_20130731,PCEC_20130829,PCEC_20130926,PCEC_20131107,PCEC_20131205,PCEC_20131220,PCEC_20140130,PCEC_20140228,PCEC_20140327,PCEC_20140430,PCEC_20140529,PCEC_20140625,PCEC_20140730,PCEC_20140828,PCEC_20140926,PCEC_20141030,PCEC_20141125,PCEC_20141223,PCEC_20150130,PCEC_20150227,PCEC_20150327,PCEC_20150429,PCEC_20150529,PCEC_20150624,PCEC_20150730,PCEC_20150827,PCEC_20150925,PCEC_20151029,PCEC_20151124,PCEC_20151222,PCEC_20160129,PCEC_20160226,PCEC_20160325,PCEC_20160428,PCEC_20160527,PCEC_20160628,PCEC_20160729,PCEC_20160826,PCEC_20160929,PCEC_20161028,PCEC_20161129,PCEC_20161222,PCEC_20170127,PCEC_20170228,PCEC_20170330,PCEC_20170428,PCEC_20170526,PCEC_20170629,PCEC_20170728,PCEC_20170830,PCEC_20170928,PCEC_20171027,PCEC_20171129,PCEC_20171221,PCEC_20180126,PCEC_20180228,PCEC_20180328,PCEC_20180427,PCEC_20180530,PCEC_20180628,PCEC_20180727,PCEC_20180829,PCEC_20180927,PCEC_20181026,PCEC_20181128,PCEC_20181221,PCEC_20190228,PCEC_20190328,PCEC_20190426,PCEC_20190530,PCEC_20190627,PCEC_20190726,PCEC_20190829,PCEC_20190926,PCEC_20191030,PCEC_20191127,PCEC_20191220,PCEC_20200130,PCEC_20200227,PCEC_20200326,PCEC_20200429,PCEC_20200528,PCEC_20200625,PCEC_20200730,PCEC_20200827,PCEC_20200930,PCEC_20201029
1960-01-01,321.1,323.3,323.3,323.3,323.3,323.3,323.8,323.8,323.8,323.8,323.8,323.9,323.9,323.9,323.9,323.9,324.2,324.2,324.2,324.2,324.2,324.2,324.2,324.2,324.2,324.2,324.2,324.2,324.2,324.2,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,321.1,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,319.8,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,325.5,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,327.3,,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,327.4,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.9,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.7,326.727,326.727,326.727,326.727,326.727,326.727,326.727,326.727,326.727,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364,326.364
1960-04-01,,,329.0,329.0,329.0,329.0,329.9,329.9,329.9,329.9,329.9,329.9,329.9,329.9,329.9,329.9,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,329.7,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,326.3,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,331.6,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.6,332.591,332.591,332.591,332.591,332.591,332.591,332.591,332.591,332.591,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208,332.208
1960-07-01,,,,328.3,328.3,328.3,329.7,329.7,329.7,329.7,329.7,329.8,329.8,329.8,329.8,329.8,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,325.9,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,326.0,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.4,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,333.1,,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,333.3,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.7,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.8,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.5,332.534,332.534,332.534,332.534,332.534,332.534,332.534,332.534,332.534,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126,332.126
