observation_date,AD08RC1Q027SBEA_20130228,AD08RC1Q027SBEA_20130426,AD08RC1Q027SBEA_20130731,AD08RC1Q027SBEA_20131107,AD08RC1Q027SBEA_20140130,AD08RC1Q027SBEA_20140228,AD08RC1Q027SBEA_20140327,AD08RC1Q027SBEA_20140430,AD08RC1Q027SBEA_20140730,AD08RC1Q027SBEA_20141030,AD08RC1Q027SBEA_20150130,AD08RC1Q027SBEA_20150227,AD08RC1Q027SBEA_20150429,AD08RC1Q027SBEA_20150730,AD08RC1Q027SBEA_20151029,AD08RC1Q027SBEA_20160129,AD08RC1Q027SBEA_20160226,AD08RC1Q027SBEA_20160428,AD08RC1Q027SBEA_20160729,AD08RC1Q027SBEA_20161028,AD08RC1Q027SBEA_20170127,AD08RC1Q027SBEA_20170428,AD08RC1Q027SBEA_20170728,AD08RC1Q027SBEA_20171027,AD08RC1Q027SBEA_20180126,AD08RC1Q027SBEA_20180427,AD08RC1Q027SBEA_20180727,AD08RC1Q027SBEA_20181026,AD08RC1Q027SBEA_20190228,AD08RC1Q027SBEA_20190328,AD08RC1Q027SBEA_20190426,AD08RC1Q027SBEA_20190726,AD08RC1Q027SBEA_20191030,AD08RC1Q027SBEA_20200130,AD08RC1Q027SBEA_20200227,AD08RC1Q027SBEA_20200429,AD08RC1Q027SBEA_20200730,AD08RC1Q027SBEA_20201029,AD08RC1Q027SBEA_20210128
1977-07-01,-3.4,-3.4,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465,-3.465
1977-10-01,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426,-1.426
1978-01-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085
1978-04-01,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.2,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188,-3.188
1978-07-01,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052,1.052
1978-10-01,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505,-0.505
1979-01-01,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542,-2.542
1979-04-01,-0.2,-0.2,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252,-0.252
1979-07-01,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.7,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73,-2.73
1979-10-01,-5.8,-5.8,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.9,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87,-5.87
1980-01-01,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.6,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632
1980-04-01,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751,0.751
1980-07-01,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898,-1.898
1980-10-01,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492,-12.492
1981-01-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204
1981-04-01,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.3,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32,-5.32
1981-07-01,-13.0,-13.0,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.1,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056,-13.056
1981-10-01,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.9,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932,-3.932
1982-01-01,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532,-3.532
1982-04-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028,-1.028
1982-07-01,-0.4,-0.4,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504,-0.504
1982-10-01,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.7,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704,-9.704
1983-01-01,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
1983-04-01,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.6,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632,-14.632
1983-07-01,-5.1,-5.1,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.2,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176,-5.176
1983-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028
1984-01-01,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.8,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824,-2.824
1984-04-01,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.2,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232,-6.232
1984-07-01,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.3,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316,-4.316
1984-10-01,-2.4,-2.4,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456,-2.456
1985-01-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188
1985-04-01,-0.1,-0.1,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192,-0.192
1985-07-01,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524,-4.524
1985-10-01,-0.2,-0.2,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28,-0.28
1986-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036
1986-04-01,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.4,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432,-7.432
1986-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008
1986-10-01,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62,-4.62
1987-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004
1987-04-01,-0.1,-0.1,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188,-0.188
1987-07-01,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824,-0.824
1987-10-01,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736,-0.736
1988-01-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
1988-04-01,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428,2.428
1988-07-01,-2.3,-2.3,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.4,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38,-2.38
1988-10-01,-0.8,-0.8,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852,-0.852
1989-01-01,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124
1989-04-01,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548,-1.548
1989-07-01,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728,-0.728
1989-10-01,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792,-0.792
1990-01-01,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432,-0.432
1990-04-01,-1.3,-1.3,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36,-1.36
1990-07-01,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436,-1.436
1990-10-01,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104
1991-01-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152,0.152
1991-04-01,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148
1991-07-01,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136
1991-10-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
1992-01-01,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208
1992-04-01,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208
1992-07-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
1992-10-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
1993-01-01,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224
1993-04-01,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156,0.156
1993-07-01,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1993-10-01,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136
1994-01-01,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068,-0.068
1994-04-01,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936,-0.936
1994-07-01,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408
1994-10-01,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108,-0.108
