observation_date,PRFI_19650819,PRFI_19651013,PRFI_19660113,PRFI_19660418,PRFI_19660520,PRFI_19660715,PRFI_19660811,PRFI_19661013,PRFI_19661110,PRFI_19670113,PRFI_19670412,PRFI_19670517,PRFI_19670717,PRFI_19670814,PRFI_19671013,PRFI_19671117,PRFI_19680116,PRFI_19680215,PRFI_19680416,PRFI_19680516,PRFI_19680718,PRFI_19680815,PRFI_19681015,PRFI_19681118,PRFI_19690114,PRFI_19690214,PRFI_19690417,PRFI_19690516,PRFI_19690717,PRFI_19690814,PRFI_19691016,PRFI_19691114,PRFI_19700116,PRFI_19700417,PRFI_19700515,PRFI_19700717,PRFI_19700814,PRFI_19701015,PRFI_19701113,PRFI_19710118,PRFI_19710212,PRFI_19710415,PRFI_19710513,PRFI_19710716,PRFI_19710820,PRFI_19711022,PRFI_19711118,PRFI_19720114,PRFI_19720121,PRFI_19720218,PRFI_19720419,PRFI_19720721,PRFI_19720818,PRFI_19721019,PRFI_19721117,PRFI_19730119,PRFI_19730220,PRFI_19730419,PRFI_19730517,PRFI_19730719,PRFI_19730817,PRFI_19731018,PRFI_19731116,PRFI_19740117,PRFI_19740220,PRFI_19740418,PRFI_19740517,PRFI_19740718,PRFI_19740822,PRFI_19741017,PRFI_19741115,PRFI_19750116,PRFI_19750416,PRFI_19750520,PRFI_19750717,PRFI_19751020,PRFI_19751120,PRFI_19760116,PRFI_19760120,PRFI_19760219,PRFI_19760419,PRFI_19760520,PRFI_19760720,PRFI_19760819,PRFI_19761019,PRFI_19761118,PRFI_19770118,PRFI_19770218,PRFI_19770420,PRFI_19770519,PRFI_19770721,PRFI_19770819,PRFI_19771019,PRFI_19771117,PRFI_19780119,PRFI_19780221,PRFI_19780320,PRFI_19780419,PRFI_19780518,PRFI_19780721,PRFI_19780818,PRFI_19781020,PRFI_19781121,PRFI_19781220,PRFI_19790118,PRFI_19790222,PRFI_19790320,PRFI_19790419,PRFI_19790518,PRFI_19790620,PRFI_19790720,PRFI_19790817,PRFI_19790919,PRFI_19791016,PRFI_19791120,PRFI_19791219,PRFI_19800118,PRFI_19800222,PRFI_19800319,PRFI_19800418,PRFI_19800520,PRFI_19800618,PRFI_19800718,PRFI_19800819,PRFI_19800919,PRFI_19801017,PRFI_19801119,PRFI_19801223,PRFI_19810121,PRFI_19810219,PRFI_19810318,PRFI_19810420,PRFI_19810519,PRFI_19810722,PRFI_19810819,PRFI_19810918,PRFI_19811020,PRFI_19811119,PRFI_19811218,PRFI_19820120,PRFI_19820222,PRFI_19820319,PRFI_19820421,PRFI_19820519,PRFI_19820621,PRFI_19820721,PRFI_19820819,PRFI_19820921,PRFI_19821020,PRFI_19821119,PRFI_19821221,PRFI_19830119,PRFI_19830321,PRFI_19830420,PRFI_19830519,PRFI_19830621,PRFI_19830721,PRFI_19830819,PRFI_19830921,PRFI_19831020,PRFI_19831122,PRFI_19831221,PRFI_19840120,PRFI_19840217,PRFI_19840320,PRFI_19840419,PRFI_19840518,PRFI_19840620,PRFI_19840723,PRFI_19840820,PRFI_19840920,PRFI_19841019,PRFI_19841120,PRFI_19841219,PRFI_19850122,PRFI_19850221,PRFI_19850321,PRFI_19850418,PRFI_19850521,PRFI_19850620,PRFI_19850718,PRFI_19850820,PRFI_19850920,PRFI_19851017,PRFI_19851120,PRFI_19851220,PRFI_19860122,PRFI_19860220,PRFI_19860319,PRFI_19860417,PRFI_19860520,PRFI_19860618,PRFI_19860722,PRFI_19860819,PRFI_19860918,PRFI_19861022,PRFI_19861119,PRFI_19861217,PRFI_19870122,PRFI_19870219,PRFI_19870318,PRFI_19870423,PRFI_19870522,PRFI_19870617,PRFI_19870724,PRFI_19870821,PRFI_19870918,PRFI_19871023,PRFI_19871124,PRFI_19871217,PRFI_19880127,PRFI_19880225,PRFI_19880323,PRFI_19880426,PRFI_19880526,PRFI_19880623,PRFI_19880727,PRFI_19880825,PRFI_19880920,PRFI_19881026,PRFI_19881129,PRFI_19881220,PRFI_19890127,PRFI_19890228,PRFI_19890323,PRFI_19890426,PRFI_19890525,PRFI_19890622,PRFI_19890727,PRFI_19890829,PRFI_19890921,PRFI_19891026,PRFI_19891129,PRFI_19891220,PRFI_19900126,PRFI_19900228,PRFI_19900328,PRFI_19900427,PRFI_19900524,PRFI_19900621,PRFI_19900727,PRFI_19900824,PRFI_19900925,PRFI_19901030,PRFI_19901128,PRFI_19901219,PRFI_19910125,PRFI_19910227,PRFI_19910327,PRFI_19910426,PRFI_19910529,PRFI_19910626,PRFI_19910726,PRFI_19910926,PRFI_19911029,PRFI_19911204,PRFI_19911220,PRFI_19920129,PRFI_19920228,PRFI_19920326,PRFI_19920428,PRFI_19920529,PRFI_19920625,PRFI_19920730,PRFI_19920827,PRFI_19920924,PRFI_19921027,PRFI_19921125,PRFI_19921222,PRFI_19930128,PRFI_19930226,PRFI_19930326,PRFI_19930429,PRFI_19930623,PRFI_19930729,PRFI_19930831,PRFI_19930929,PRFI_19931028,PRFI_19931201,PRFI_19931222,PRFI_19940128,PRFI_19940301,PRFI_19940331,PRFI_19940428,PRFI_19940527,PRFI_19940629,PRFI_19940729,PRFI_19940826,PRFI_19940929,PRFI_19941028,PRFI_19941130,PRFI_19941222,PRFI_19950127,PRFI_19950301,PRFI_19950331,PRFI_19950428,PRFI_19950531,PRFI_19950630,PRFI_19950728,PRFI_19950830,PRFI_19950929,PRFI_19951027,PRFI_19960119,PRFI_19960223,PRFI_19960402,PRFI_19960502,PRFI_19960530,PRFI_19960628,PRFI_19960801,PRFI_19960829,PRFI_19960927,PRFI_19961030,PRFI_19961127,PRFI_19961220,PRFI_19970131,PRFI_19970228,PRFI_19970328,PRFI_19970430,PRFI_19970530,PRFI_19970627,PRFI_19970731,PRFI_19970828,PRFI_19970926,PRFI_19971031,PRFI_19971126,PRFI_19980130,PRFI_19980227,PRFI_19980326,PRFI_19980430,PRFI_19980528,PRFI_19980625,PRFI_19980731,PRFI_19980827,PRFI_19980924,PRFI_19981030,PRFI_19981124,PRFI_19981223,PRFI_19990129,PRFI_19990226,PRFI_19990331,PRFI_19990430,PRFI_19990527,PRFI_19990625,PRFI_19990729,PRFI_19990826,PRFI_19990930,PRFI_19991029,PRFI_19991124,PRFI_19991222,PRFI_20000128,PRFI_20000225,PRFI_20000330,PRFI_20000427,PRFI_20000525,PRFI_20000629,PRFI_20000728,PRFI_20000825,PRFI_20000928,PRFI_20001027,PRFI_20001129,PRFI_20001221,PRFI_20010131,PRFI_20010228,PRFI_20010329,PRFI_20010427,PRFI_20010525,PRFI_20010629,PRFI_20010727,PRFI_20010829,PRFI_20010928,PRFI_20011031,PRFI_20011130,PRFI_20011221,PRFI_20020130,PRFI_20020228,PRFI_20020328,PRFI_20020426,PRFI_20020524,PRFI_20020627,PRFI_20020731,PRFI_20020829,PRFI_20020927,PRFI_20021031,PRFI_20021126,PRFI_20021220,PRFI_20030130,PRFI_20030228,PRFI_20030327,PRFI_20030425,PRFI_20030529,PRFI_20030626,PRFI_20030731,PRFI_20030828,PRFI_20030926,PRFI_20031030,PRFI_20031125,PRFI_20031210,PRFI_20031223,PRFI_20040130,PRFI_20040227,PRFI_20040325,PRFI_20040429,PRFI_20040527,PRFI_20040625,PRFI_20040730,PRFI_20040827,PRFI_20040929,PRFI_20041029,PRFI_20041130,PRFI_20041222,PRFI_20050128,PRFI_20050225,PRFI_20050330,PRFI_20050428,PRFI_20050526,PRFI_20050629,PRFI_20050729,PRFI_20050831,PRFI_20050929,PRFI_20051028,PRFI_20051130,PRFI_20051221,PRFI_20060127,PRFI_20060228,PRFI_20060330,PRFI_20060428,PRFI_20060525,PRFI_20060629,PRFI_20060728,PRFI_20060830,PRFI_20060928,PRFI_20061027,PRFI_20061129,PRFI_20061221,PRFI_20070131,PRFI_20070228,PRFI_20070329,PRFI_20070427,PRFI_20070531,PRFI_20070628,PRFI_20070727,PRFI_20070830,PRFI_20070927,PRFI_20071031,PRFI_20071129,PRFI_20071220,PRFI_20080130,PRFI_20080228,PRFI_20080327,PRFI_20080430,PRFI_20080529,PRFI_20080626,PRFI_20080731,PRFI_20080828,PRFI_20080926,PRFI_20081030,PRFI_20081125,PRFI_20090130,PRFI_20090227,PRFI_20090326,PRFI_20090429,PRFI_20090529,PRFI_20090625,PRFI_20090731,PRFI_20090827,PRFI_20090930,PRFI_20091029,PRFI_20091124,PRFI_20091222,PRFI_20100129,PRFI_20100226,PRFI_20100326,PRFI_20100430,PRFI_20100527,PRFI_20100730,PRFI_20100827,PRFI_20100930,PRFI_20101029,PRFI_20101123,PRFI_20101222,PRFI_20110128,PRFI_20110225,PRFI_20110325,PRFI_20110428,PRFI_20110526,PRFI_20110624,PRFI_20110729,PRFI_20110826,PRFI_20110929,PRFI_20111027,PRFI_20111122,PRFI_20111222,PRFI_20120127,PRFI_20120229,PRFI_20120329,PRFI_20120427,PRFI_20120531,PRFI_20120628,PRFI_20120727,PRFI_20120829,PRFI_20120927,PRFI_20121026,PRFI_20121129,PRFI_20121220,PRFI_20130130,PRFI_20130228,PRFI_20130328,PRFI_20130426,PRFI_20130530,PRFI_20130626,PRFI_20130731,PRFI_20130829,PRFI_20130926,PRFI_20131107,PRFI_20131205,PRFI_20131220,PRFI_20140130,PRFI_20140228,PRFI_20140327,PRFI_20140430,PRFI_20140529,PRFI_20140625,PRFI_20140730,PRFI_20140828,PRFI_20140926,PRFI_20141030,PRFI_20141125,PRFI_20141223,PRFI_20150130,PRFI_20150227,PRFI_20150327,PRFI_20150429,PRFI_20150529,PRFI_20150624,PRFI_20150730,PRFI_20150827,PRFI_20150925,PRFI_20151029,PRFI_20151124,PRFI_20151222,PRFI_20160129,PRFI_20160226,PRFI_20160325,PRFI_20160428,PRFI_20160527,PRFI_20160628,PRFI_20160729,PRFI_20160826,PRFI_20160929,PRFI_20161028,PRFI_20161129,PRFI_20161222,PRFI_20170127,PRFI_20170228,PRFI_20170330,PRFI_20170428,PRFI_20170526,PRFI_20170629,PRFI_20170728,PRFI_20170830,PRFI_20170928,PRFI_20171027,PRFI_20171129,PRFI_20171221,PRFI_20180126,PRFI_20180228,PRFI_20180328,PRFI_20180427,PRFI_20180530,PRFI_20180628,PRFI_20180727,PRFI_20180829,PRFI_20180927,PRFI_20181026,PRFI_20181128,PRFI_20181221,PRFI_20190228,PRFI_20190328,PRFI_20190426,PRFI_20190530,PRFI_20190627,PRFI_20190726,PRFI_20190829,PRFI_20190926,PRFI_20191030,PRFI_20191127,PRFI_20191220,PRFI_20200130,PRFI_20200227,PRFI_20200326,PRFI_20200429
1960-01-01,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,27.2,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954,28.954
1960-04-01,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.1,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.7,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684,26.684
1960-07-01,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892,25.892
