observation_date,PRS85006023_20110303,PRS85006023_20110505,PRS85006023_20110602,PRS85006023_20110809,PRS85006023_20110901,PRS85006023_20111103,PRS85006023_20111130,PRS85006023_20120202,PRS85006023_20120307,PRS85006023_20120503,PRS85006023_20120606,PRS85006023_20120808,PRS85006023_20120905,PRS85006023_20121101,PRS85006023_20121205,PRS85006023_20130207,PRS85006023_20130307,PRS85006023_20130502,PRS85006023_20130605,PRS85006023_20130816,PRS85006023_20130905,PRS85006023_20131114,PRS85006023_20131216,PRS85006023_20140206,PRS85006023_20140306,PRS85006023_20140507,PRS85006023_20140604,PRS85006023_20140808,PRS85006023_20140904,PRS85006023_20141106,PRS85006023_20141203,PRS85006023_20150205,PRS85006023_20150305,PRS85006023_20150506,PRS85006023_20150604,PRS85006023_20150811,PRS85006023_20150902,PRS85006023_20151105,PRS85006023_20151202,PRS85006023_20160204,PRS85006023_20160303,PRS85006023_20160504,PRS85006023_20160607,PRS85006023_20160809,PRS85006023_20160901,PRS85006023_20161103,PRS85006023_20161206,PRS85006023_20170202,PRS85006023_20170308,PRS85006023_20170504,PRS85006023_20170605,PRS85006023_20170809,PRS85006023_20170907,PRS85006023_20171102,PRS85006023_20171206,PRS85006023_20180201,PRS85006023_20180307,PRS85006023_20180503,PRS85006023_20180606,PRS85006023_20180815,PRS85006023_20180906,PRS85006023_20181101,PRS85006023_20181206,PRS85006023_20190206,PRS85006023_20190307,PRS85006023_20190502,PRS85006023_20190606,PRS85006023_20190815,PRS85006023_20190905,PRS85006023_20191106,PRS85006023_20191210,PRS85006023_20200206,PRS85006023_20200305
2012-01-01,,,,,,,,,,99.945,99.939,99.923,99.923,99.923,99.923,99.923,99.93,99.93,99.93,102.046,102.046,102.046,102.046,102.046,101.994,101.994,101.994,102.0,102.0,102.0,102.0,102.0,102.011,102.011,102.011,102.008,102.008,102.008,102.008,102.008,101.99,101.99,101.99,101.986,101.986,101.986,101.986,101.986,102.023,102.023,102.023,102.022,102.022,102.022,102.022,102.022,102.018,102.018,102.018,100.191,100.191,100.191,100.191,100.191,100.161,100.16,100.16,100.171,100.171,100.171,100.171,100.171,100.165
2012-04-01,,,,,,,,,,,,99.741,99.656,99.69,99.69,99.69,99.64,99.64,99.64,101.752,101.752,101.752,101.752,101.752,101.737,101.737,101.737,101.74,101.74,101.74,101.74,101.74,101.722,101.722,101.722,101.719,101.719,101.719,101.719,101.719,101.725,101.725,101.725,101.721,101.721,101.721,101.721,101.721,101.76,101.76,101.76,101.76,101.76,101.76,101.76,101.76,101.755,101.755,101.755,99.935,99.935,99.935,99.935,99.935,99.925,99.925,99.925,99.926,99.926,99.926,99.926,99.926,99.934
2012-07-01,,,,,,,,,,,,,,99.622,99.597,99.647,99.591,99.591,99.591,101.705,101.705,101.705,101.705,101.705,101.764,101.764,101.764,101.767,101.767,101.767,101.767,101.767,101.737,101.737,101.737,101.732,101.732,101.732,101.732,101.732,101.728,101.728,101.728,101.723,101.723,101.723,101.723,101.723,101.722,101.722,101.722,101.723,101.723,101.723,101.723,101.723,101.737,101.737,101.737,99.918,99.918,99.918,99.918,99.918,99.932,99.932,99.932,99.927,99.927,99.927,99.927,99.927,99.924
2012-10-01,,,,,,,,,,,,,,,,99.782,99.721,99.707,99.707,101.825,101.825,101.825,101.825,101.825,101.825,101.825,101.825,101.829,101.829,101.829,101.829,101.829,101.853,101.853,101.853,101.85,101.85,101.85,101.85,101.85,101.843,101.843,101.843,101.835,101.835,101.835,101.835,101.835,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.78,101.776,101.776,101.776,99.957,99.957,99.957,99.957,99.957,99.981,99.981,99.981,99.975,99.975,99.975,99.975,99.975,99.978
2013-01-01,,,,,,,,,,,,,,,,,,99.758,99.689,101.782,101.782,101.782,101.782,101.782,101.795,101.795,101.795,101.798,101.798,101.798,101.798,101.798,101.836,101.836,101.836,101.835,101.835,101.835,101.835,101.835,101.814,101.814,101.814,101.806,101.806,101.806,101.806,101.806,101.849,101.849,101.849,101.847,101.847,101.847,101.847,101.847,101.832,101.832,101.832,100.014,100.014,100.014,100.014,100.014,99.99,99.99,99.99,100.004,100.004,100.004,100.004,100.004,99.987
2013-04-01,,,,,,,,,,,,,,,,,,,,101.716,101.644,101.658,101.658,101.658,101.668,101.668,101.668,101.669,101.669,101.669,101.669,101.669,101.608,101.608,101.608,101.607,101.607,101.607,101.607,101.607,101.656,101.656,101.656,101.643,101.643,101.643,101.643,101.643,101.671,101.67,101.67,101.669,101.669,101.669,101.669,101.669,101.646,101.646,101.646,99.832,99.832,99.832,99.832,99.832,99.834,99.834,99.834,99.86,99.86,99.86,99.86,99.86,99.855
2013-07-01,,,,,,,,,,,,,,,,,,,,,,101.671,101.637,101.642,101.648,101.648,101.648,101.651,101.651,101.651,101.651,101.651,101.644,101.644,101.644,101.644,101.644,101.644,101.644,101.644,101.644,101.644,101.644,101.631,101.631,101.631,101.631,101.631,101.68,101.679,101.679,101.68,101.68,101.68,101.68,101.68,101.659,101.658,101.658,99.844,99.844,99.844,99.844,99.844,99.842,99.842,99.842,99.848,99.848,99.848,99.848,99.848,99.856
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,101.693,101.65,101.598,101.598,101.6,101.6,101.6,101.6,101.6,101.629,101.629,101.629,101.628,101.628,101.628,101.628,101.628,101.617,101.617,101.617,101.603,101.603,101.603,101.603,101.603,101.568,101.568,101.568,101.57,101.57,101.57,101.57,101.57,101.622,101.622,101.622,99.808,99.808,99.808,99.808,99.808,99.818,99.818,99.818,99.807,99.807,99.807,99.807,99.807,99.815
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,101.64,101.67,101.671,101.671,101.671,101.671,101.671,101.72,101.72,101.72,101.716,101.716,101.716,101.716,101.716,101.641,101.641,101.641,101.628,101.628,101.628,101.628,101.628,101.616,101.618,101.618,101.621,101.621,101.621,101.621,101.621,101.617,101.616,101.616,99.8,99.8,99.8,99.8,99.8,99.844,99.844,99.844,99.85,99.85,99.85,99.85,99.85,99.889
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.845,101.844,101.824,101.824,101.824,101.83,101.83,101.83,101.826,101.826,101.826,101.826,101.826,101.884,101.884,101.884,101.871,101.871,101.871,101.871,101.871,101.923,101.924,101.924,101.93,101.93,101.93,101.93,101.93,101.894,101.893,101.893,100.072,100.072,100.072,100.072,100.072,100.053,100.053,100.053,100.05,100.05,100.05,100.05,100.05,100.051
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.95,101.954,101.96,101.918,101.918,101.918,101.913,101.913,101.913,101.913,101.913,101.94,101.94,101.94,101.928,101.928,101.928,101.928,101.928,101.988,101.989,101.989,101.996,101.996,101.996,101.996,101.996,102.003,102.003,102.003,100.178,100.178,100.178,100.178,100.178,100.173,100.173,100.173,100.193,100.193,100.193,100.193,100.193,100.149
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.222,102.117,102.11,102.11,102.106,102.106,102.106,102.106,102.106,102.103,102.103,102.103,102.091,102.091,102.091,102.091,102.091,102.111,102.109,102.109,102.117,102.117,102.117,102.117,102.117,102.161,102.163,102.163,100.334,100.334,100.334,100.334,100.334,100.334,100.334,100.334,100.37,100.37,100.37,100.37,100.37,100.362
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.103,102.066,102.05,102.05,102.05,102.05,102.05,102.02,102.02,102.02,102.007,102.007,102.007,102.007,102.007,102.038,102.034,102.034,102.043,102.043,102.043,102.043,102.043,102.028,102.032,102.032,100.207,100.207,100.207,100.207,100.207,100.256,100.254,100.254,100.23,100.23,100.23,100.23,100.23,100.227
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.763,101.754,101.78,101.78,101.78,101.826,101.826,101.826,101.812,101.812,101.812,101.812,101.812,101.85,101.844,101.844,101.854,101.854,101.854,101.854,101.854,101.822,101.825,101.825,100.003,100.003,100.003,100.003,100.003,100.015,100.014,100.014,100.019,100.019,100.019,100.019,100.019,100.001
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55,101.566,101.563,101.617,101.617,101.617,101.605,101.605,101.605,101.605,101.605,101.688,101.682,101.682,101.691,101.691,101.691,101.691,101.691,101.688,101.687,101.687,99.867,99.867,99.867,99.867,99.867,99.848,99.848,99.848,99.836,99.836,99.836,99.836,99.836,99.9
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.691,101.723,101.744,101.744,101.731,101.731,101.731,101.731,101.731,101.752,101.748,101.748,101.758,101.758,101.758,101.758,101.758,101.784,101.777,101.777,99.954,99.954,99.954,99.954,99.954,99.98,99.981,99.981,99.971,99.971,99.971,99.971,99.971,99.901
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.585,101.587,101.551,101.551,101.551,101.551,101.551,101.623,101.621,101.621,101.631,101.631,101.631,101.631,101.631,101.654,101.636,101.636,99.817,99.817,99.817,99.817,99.817,99.805,99.809,99.809,99.813,99.813,99.813,99.813,99.813,99.849
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.594,101.586,101.597,101.597,101.597,101.609,101.61,101.61,101.619,101.619,101.619,101.619,101.619,101.608,101.581,101.581,99.762,99.762,99.762,99.762,99.762,99.738,99.742,99.742,99.71,99.71,99.71,99.71,99.71,99.699
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.484,101.541,101.561,101.576,101.578,101.578,101.588,101.588,101.588,101.588,101.588,101.593,101.553,101.553,99.735,99.735,99.735,99.735,99.735,99.741,99.742,99.742,99.725,99.725,99.725,99.725,99.725,99.74
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.251,101.294,101.282,101.282,101.291,101.291,101.291,101.291,101.291,101.301,101.249,101.249,99.436,99.436,99.436,99.436,99.436,99.431,99.429,99.429,99.403,99.403,99.403,99.403,99.403,99.429
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.318,101.339,101.352,101.352,101.352,101.352,101.352,101.321,101.255,101.255,99.441,99.441,99.441,99.441,99.441,99.448,99.439,99.439,99.414,99.414,99.414,99.414,99.414,99.419
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.748,101.76,101.741,101.741,101.741,101.676,101.6,101.6,99.779,99.779,99.779,99.779,99.779,99.775,99.756,99.756,99.761,99.761,99.761,99.761,99.761,99.74
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.633,101.642,101.647,101.561,101.479,101.479,99.66,99.66,99.66,99.66,99.66,99.68,99.647,99.647,99.624,99.624,99.624,99.624,99.624,99.618
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.762,101.622,101.551,101.551,99.731,99.731,99.731,99.731,99.731,99.793,99.741,99.741,99.713,99.713,99.713,99.713,99.713,99.734
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.562,101.594,99.783,99.783,99.783,99.783,99.783,99.798,99.722,99.722,99.711,99.711,99.711,99.711,99.711,99.742
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96,99.992,99.997,99.997,99.997,100.009,99.916,99.916,99.901,99.901,99.901,99.901,99.901,99.921
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.955,99.918,99.91,99.981,99.879,99.879,99.898,99.898,99.898,99.898,99.898,99.881
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.74,99.744,99.652,99.652,99.638,99.638,99.638,99.638,99.638,99.657
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.507,99.523,99.51,99.51,99.51,99.51,99.51,99.562
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.338,99.316,99.266,99.266,99.266,99.305
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.235,99.237,99.233,99.26
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.364,99.381
