observation_date,PRS85006023_20110303,PRS85006023_20110505,PRS85006023_20110602,PRS85006023_20110809,PRS85006023_20110901,PRS85006023_20111103,PRS85006023_20111130,PRS85006023_20120202,PRS85006023_20120307,PRS85006023_20120503,PRS85006023_20120606,PRS85006023_20120808,PRS85006023_20120905,PRS85006023_20121101,PRS85006023_20121205,PRS85006023_20130207,PRS85006023_20130307,PRS85006023_20130502,PRS85006023_20130605,PRS85006023_20130816,PRS85006023_20130905,PRS85006023_20131114,PRS85006023_20131216,PRS85006023_20140206,PRS85006023_20140306,PRS85006023_20140507,PRS85006023_20140604,PRS85006023_20140808,PRS85006023_20140904,PRS85006023_20141106,PRS85006023_20141203,PRS85006023_20150205,PRS85006023_20150305,PRS85006023_20150506,PRS85006023_20150604,PRS85006023_20150811,PRS85006023_20150902,PRS85006023_20151105,PRS85006023_20151202,PRS85006023_20160204,PRS85006023_20160303,PRS85006023_20160504,PRS85006023_20160607,PRS85006023_20160809,PRS85006023_20160901,PRS85006023_20161103,PRS85006023_20161206,PRS85006023_20170202,PRS85006023_20170308,PRS85006023_20170504,PRS85006023_20170605,PRS85006023_20170809,PRS85006023_20170907,PRS85006023_20171102,PRS85006023_20171206,PRS85006023_20180201,PRS85006023_20180307,PRS85006023_20180503,PRS85006023_20180606,PRS85006023_20180815,PRS85006023_20180906,PRS85006023_20181101,PRS85006023_20181206,PRS85006023_20190206,PRS85006023_20190307,PRS85006023_20190502,PRS85006023_20190606,PRS85006023_20190815,PRS85006023_20190905,PRS85006023_20191106,PRS85006023_20191210,PRS85006023_20200206,PRS85006023_20200305
1960-01-01,114.066,114.066,114.066,114.065,114.065,114.065,114.065,114.065,114.065,114.065,114.065,114.065,114.065,114.065,114.065,114.065,114.081,114.081,114.081,116.504,116.504,116.504,116.504,116.504,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.519,116.522,116.522,116.522,116.522,116.522,116.391,116.391,116.391,116.391,116.391,116.391,116.391,116.391,116.385,116.385,116.385,114.31,114.31,114.31,114.31,114.31,114.393,114.393,114.393,114.509,114.509,114.509,114.509,114.509,114.509
1960-04-01,114.126,114.126,114.126,114.125,114.125,114.125,114.125,114.125,114.125,114.125,114.125,114.125,114.125,114.125,114.125,114.125,114.141,114.141,114.141,116.566,116.566,116.566,116.566,116.566,116.58,116.58,116.58,116.58,116.58,116.58,116.58,116.58,116.581,116.581,116.581,116.581,116.581,116.581,116.581,116.581,116.581,116.581,116.581,116.584,116.584,116.584,116.584,116.584,116.453,116.453,116.453,116.453,116.453,116.453,116.453,116.453,116.447,116.447,116.447,114.371,114.371,114.371,114.371,114.371,114.447,114.447,114.447,114.563,114.563,114.563,114.563,114.563,114.564
1960-07-01,114.241,114.241,114.241,114.24,114.24,114.24,114.24,114.24,114.24,114.24,114.24,114.24,114.24,114.24,114.24,114.24,114.256,114.256,114.256,116.683,116.683,116.683,116.683,116.683,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.698,116.701,116.701,116.701,116.701,116.701,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.57,116.564,116.564,116.564,114.486,114.486,114.486,114.486,114.486,114.561,114.561,114.561,114.676,114.676,114.676,114.676,114.676,114.677
1960-10-01,113.766,113.766,113.766,113.765,113.765,113.765,113.765,113.765,113.765,113.765,113.765,113.765,113.765,113.765,113.765,113.765,113.781,113.781,113.781,116.198,116.198,116.198,116.198,116.198,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.213,116.216,116.216,116.216,116.216,116.216,116.086,116.086,116.086,116.086,116.086,116.086,116.086,116.086,116.08,116.08,116.08,114.01,114.01,114.01,114.01,114.01,114.08,114.08,114.08,114.196,114.196,114.196,114.196,114.196,114.197
1961-01-01,113.539,113.539,113.539,113.538,113.538,113.538,113.538,113.538,113.538,113.538,113.538,113.538,113.538,113.538,113.538,113.538,113.554,113.554,113.554,115.966,115.966,115.966,115.966,115.966,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.981,115.984,115.984,115.984,115.984,115.984,115.854,115.854,115.854,115.854,115.854,115.854,115.854,115.854,115.848,115.848,115.848,113.782,113.782,113.782,113.782,113.782,113.851,113.851,113.851,113.966,113.966,113.966,113.966,113.966,113.967
1961-04-01,113.496,113.496,113.496,113.495,113.495,113.495,113.495,113.495,113.495,113.495,113.495,113.495,113.495,113.495,113.495,113.495,113.511,113.511,113.511,115.923,115.923,115.923,115.923,115.923,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.937,115.938,115.938,115.938,115.94,115.94,115.94,115.94,115.94,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.804,115.804,115.804,113.739,113.739,113.739,113.739,113.739,113.809,113.809,113.809,113.924,113.924,113.924,113.924,113.924,113.925
1961-07-01,113.659,113.659,113.659,113.658,113.658,113.658,113.658,113.658,113.658,113.658,113.658,113.658,113.658,113.658,113.658,113.658,113.674,113.674,113.674,116.089,116.089,116.089,116.089,116.089,116.103,116.103,116.103,116.103,116.103,116.103,116.103,116.103,116.104,116.104,116.104,116.104,116.104,116.104,116.104,116.104,116.104,116.104,116.104,116.106,116.106,116.106,116.106,116.106,115.976,115.976,115.976,115.976,115.976,115.976,115.976,115.976,115.97,115.97,115.97,113.902,113.902,113.902,113.902,113.902,113.974,113.974,113.974,114.09,114.09,114.09,114.09,114.09,114.091
1961-10-01,114.093,114.093,114.093,114.092,114.092,114.092,114.092,114.092,114.092,114.092,114.092,114.092,114.092,114.092,114.092,114.092,114.109,114.109,114.109,116.533,116.533,116.533,116.533,116.533,116.547,116.547,116.547,116.547,116.547,116.547,116.547,116.547,116.548,116.548,116.548,116.548,116.548,116.548,116.548,116.548,116.548,116.548,116.548,116.55,116.55,116.55,116.55,116.55,116.42,116.42,116.42,116.42,116.42,116.42,116.42,116.42,116.414,116.414,116.414,114.338,114.338,114.338,114.338,114.338,114.413,114.413,114.413,114.529,114.529,114.529,114.529,114.529,114.529
1962-01-01,113.805,113.805,113.805,113.804,113.804,113.804,113.804,113.804,113.804,113.804,113.804,113.804,113.804,113.804,113.804,113.804,113.82,113.82,113.82,116.238,116.238,116.238,116.238,116.238,116.252,116.252,116.252,116.252,116.252,116.252,116.252,116.252,116.253,116.253,116.253,116.253,116.253,116.253,116.253,116.253,116.253,116.253,116.253,116.255,116.255,116.255,116.255,116.255,116.125,116.125,116.125,116.125,116.125,116.125,116.125,116.125,116.119,116.119,116.119,114.049,114.049,114.049,114.049,114.049,114.123,114.123,114.123,114.239,114.239,114.239,114.239,114.239,114.239
1962-04-01,114.338,114.338,114.338,114.337,114.337,114.337,114.337,114.337,114.337,114.337,114.337,114.337,114.337,114.337,114.337,114.337,114.354,114.354,114.354,116.783,116.783,116.783,116.783,116.783,116.797,116.797,116.797,116.797,116.797,116.797,116.797,116.797,116.798,116.798,116.798,116.798,116.798,116.798,116.798,116.798,116.798,116.798,116.798,116.8,116.8,116.8,116.8,116.8,116.669,116.669,116.669,116.669,116.669,116.669,116.669,116.669,116.663,116.663,116.663,114.583,114.583,114.583,114.583,114.583,114.659,114.659,114.659,114.775,114.775,114.775,114.775,114.775,114.776
1962-07-01,114.288,114.288,114.288,114.287,114.287,114.287,114.287,114.287,114.287,114.287,114.287,114.287,114.287,114.287,114.287,114.287,114.304,114.304,114.304,116.732,116.732,116.732,116.732,116.732,116.746,116.746,116.746,116.746,116.746,116.746,116.746,116.746,116.747,116.747,116.747,116.747,116.747,116.747,116.747,116.747,116.747,116.747,116.747,116.749,116.749,116.749,116.749,116.749,116.619,116.619,116.619,116.619,116.619,116.619,116.619,116.619,116.613,116.613,116.613,114.533,114.533,114.533,114.533,114.533,114.608,114.608,114.608,114.724,114.724,114.724,114.724,114.724,114.725
1962-10-01,113.844,113.844,113.844,113.843,113.843,113.843,113.843,113.843,113.843,113.843,113.843,113.843,113.843,113.843,113.843,113.843,113.859,113.859,113.859,116.278,116.278,116.278,116.278,116.278,116.292,116.292,116.292,116.292,116.292,116.292,116.292,116.292,116.293,116.293,116.293,116.293,116.293,116.293,116.293,116.293,116.293,116.293,116.293,116.296,116.296,116.296,116.296,116.296,116.165,116.165,116.165,116.165,116.165,116.165,116.165,116.165,116.159,116.159,116.159,114.088,114.088,114.088,114.088,114.088,114.166,114.166,114.166,114.281,114.281,114.281,114.281,114.281,114.282
1963-01-01,113.972,113.972,113.972,113.971,113.971,113.971,113.971,113.971,113.971,113.971,113.971,113.971,113.971,113.971,113.971,113.971,113.988,113.988,113.988,116.409,116.409,116.409,116.409,116.409,116.423,116.423,116.423,116.423,116.423,116.423,116.423,116.423,116.424,116.424,116.424,116.424,116.424,116.424,116.424,116.424,116.424,116.424,116.424,116.427,116.427,116.427,116.427,116.427,116.296,116.296,116.296,116.296,116.296,116.296,116.296,116.296,116.29,116.29,116.29,114.216,114.216,114.216,114.216,114.216,114.294,114.294,114.294,114.409,114.409,114.409,114.409,114.409,114.41
1963-04-01,114.203,114.203,114.203,114.202,114.202,114.202,114.202,114.202,114.202,114.202,114.202,114.202,114.202,114.202,114.202,114.202,114.218,114.218,114.218,116.645,116.645,116.645,116.645,116.645,116.659,116.659,116.659,116.659,116.659,116.659,116.659,116.659,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.66,116.662,116.662,116.662,116.662,116.662,116.531,116.531,116.531,116.531,116.531,116.531,116.531,116.531,116.525,116.525,116.525,114.448,114.448,114.448,114.448,114.448,114.526,114.526,114.526,114.641,114.641,114.641,114.641,114.641,114.642
1963-07-01,113.898,113.898,113.898,113.897,113.897,113.897,113.897,113.897,113.897,113.897,113.897,113.897,113.897,113.897,113.897,113.897,113.913,113.913,113.913,116.333,116.333,116.333,116.333,116.333,116.347,116.347,116.347,116.347,116.347,116.347,116.347,116.347,116.348,116.348,116.348,116.348,116.348,116.348,116.348,116.348,116.348,116.348,116.348,116.35,116.35,116.35,116.35,116.35,116.22,116.22,116.22,116.22,116.22,116.22,116.22,116.22,116.214,116.214,116.214,114.142,114.142,114.142,114.142,114.142,114.218,114.218,114.218,114.334,114.334,114.334,114.334,114.334,114.335
1963-10-01,114.188,114.188,114.188,114.187,114.187,114.187,114.187,114.187,114.187,114.187,114.187,114.187,114.187,114.187,114.187,114.187,114.203,114.203,114.203,116.629,116.629,116.629,116.629,116.629,116.643,116.643,116.643,116.643,116.643,116.643,116.643,116.643,116.644,116.644,116.644,116.644,116.644,116.644,116.644,116.644,116.644,116.644,116.644,116.647,116.647,116.647,116.647,116.647,116.516,116.516,116.516,116.516,116.516,116.516,116.516,116.516,116.51,116.51,116.51,114.432,114.432,114.432,114.432,114.432,114.511,114.511,114.511,114.627,114.627,114.627,114.627,114.627,114.627
1964-01-01,115.324,115.324,115.324,115.323,115.323,115.323,115.323,115.323,115.323,115.323,115.323,115.323,115.323,115.323,115.323,115.323,115.34,115.34,115.34,117.79,117.79,117.79,117.79,117.79,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.805,117.808,117.808,117.808,117.808,117.808,117.676,117.676,117.676,117.676,117.676,117.676,117.676,117.676,117.67,117.67,117.67,115.572,115.572,115.572,115.572,115.572,115.731,115.731,115.731,115.848,115.848,115.848,115.848,115.848,115.849
1964-04-01,115.575,115.575,115.575,115.574,115.574,115.574,115.574,115.574,115.574,115.574,115.574,115.574,115.574,115.574,115.574,115.574,115.59,115.59,115.59,118.046,118.046,118.046,118.046,118.046,118.06,118.06,118.06,118.06,118.06,118.06,118.06,118.06,118.061,118.061,118.061,118.061,118.061,118.061,118.061,118.061,118.061,118.061,118.061,118.066,118.066,118.066,118.066,118.066,117.934,117.934,117.934,117.934,117.934,117.934,117.934,117.934,117.927,117.927,117.927,115.825,115.825,115.825,115.825,115.825,115.985,115.985,115.985,116.102,116.102,116.102,116.102,116.102,116.103
1964-07-01,115.331,115.331,115.331,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.33,115.346,115.346,115.346,117.797,117.797,117.797,117.797,117.797,117.811,117.811,117.811,117.811,117.811,117.811,117.811,117.811,117.812,117.812,117.812,117.812,117.812,117.812,117.812,117.812,117.812,117.812,117.812,117.814,117.814,117.814,117.814,117.814,117.683,117.683,117.683,117.683,117.683,117.683,117.683,117.683,117.676,117.676,117.676,115.578,115.578,115.578,115.578,115.578,115.741,115.741,115.741,115.858,115.858,115.858,115.858,115.858,115.859
1964-10-01,115.481,115.481,115.481,115.48,115.48,115.48,115.48,115.48,115.48,115.48,115.48,115.48,115.48,115.48,115.48,115.48,115.496,115.496,115.496,117.95,117.95,117.95,117.95,117.95,117.964,117.964,117.964,117.964,117.964,117.964,117.964,117.964,117.965,117.965,117.965,117.965,117.965,117.965,117.965,117.965,117.965,117.965,117.965,117.967,117.967,117.967,117.967,117.967,117.835,117.835,117.835,117.835,117.835,117.835,117.835,117.835,117.829,117.829,117.829,115.728,115.728,115.728,115.728,115.728,115.892,115.892,115.892,116.009,116.009,116.009,116.009,116.009,116.01
1965-01-01,116.132,116.132,116.132,116.131,116.131,116.131,116.131,116.131,116.131,116.131,116.131,116.131,116.131,116.131,116.131,116.131,116.147,116.147,116.147,118.615,118.615,118.615,118.615,118.615,118.629,118.629,118.629,118.629,118.629,118.629,118.629,118.629,118.63,118.63,118.63,118.63,118.63,118.63,118.63,118.63,118.63,118.63,118.63,118.633,118.633,118.633,118.633,118.633,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.5,118.494,118.494,118.494,116.381,116.381,116.381,116.381,116.381,116.545,116.545,116.545,116.663,116.663,116.663,116.663,116.663,116.664
1965-04-01,115.902,115.902,115.902,115.901,115.901,115.901,115.901,115.901,115.901,115.901,115.901,115.901,115.901,115.901,115.901,115.901,115.917,115.917,115.917,118.38,118.38,118.38,118.38,118.38,118.394,118.394,118.394,118.394,118.394,118.394,118.394,118.394,118.395,118.395,118.395,118.395,118.395,118.395,118.395,118.395,118.395,118.395,118.395,118.397,118.397,118.397,118.397,118.397,118.265,118.265,118.265,118.265,118.265,118.265,118.265,118.265,118.259,118.259,118.259,116.15,116.15,116.15,116.15,116.15,116.314,116.314,116.314,116.431,116.431,116.431,116.431,116.431,116.432
1965-07-01,115.598,115.598,115.598,115.597,115.597,115.597,115.597,115.597,115.597,115.597,115.597,115.597,115.597,115.597,115.597,115.597,115.614,115.614,115.614,118.07,118.07,118.07,118.07,118.07,118.084,118.084,118.084,118.084,118.084,118.084,118.084,118.084,118.085,118.085,118.085,118.085,118.085,118.085,118.085,118.085,118.085,118.085,118.085,118.087,118.087,118.087,118.087,118.087,117.955,117.955,117.955,117.955,117.955,117.955,117.955,117.955,117.949,117.949,117.949,115.846,115.846,115.846,115.846,115.846,116.014,116.014,116.014,116.131,116.131,116.131,116.131,116.131,116.132
1965-10-01,115.649,115.649,115.649,115.648,115.648,115.648,115.648,115.648,115.648,115.648,115.648,115.648,115.648,115.648,115.648,115.648,115.665,115.665,115.665,118.122,118.122,118.122,118.122,118.122,118.136,118.136,118.136,118.136,118.136,118.136,118.136,118.136,118.137,118.137,118.137,118.137,118.137,118.137,118.137,118.137,118.137,118.137,118.137,118.14,118.14,118.14,118.14,118.14,118.007,118.007,118.007,118.007,118.007,118.007,118.007,118.007,118.001,118.001,118.001,115.897,115.897,115.897,115.897,115.897,116.067,116.067,116.067,116.184,116.184,116.184,116.184,116.184,116.185
1966-01-01,115.899,115.899,115.899,115.898,115.898,115.898,115.898,115.898,115.898,115.898,115.898,115.898,115.898,115.898,115.898,115.898,115.914,115.914,115.914,118.377,118.377,118.377,118.377,118.377,118.391,118.391,118.391,118.391,118.391,118.391,118.391,118.391,118.392,118.392,118.392,118.392,118.392,118.392,118.392,118.392,118.392,118.392,118.392,118.395,118.395,118.395,118.395,118.395,118.262,118.262,118.262,118.262,118.262,118.262,118.262,118.262,118.256,118.256,118.256,116.147,116.147,116.147,116.147,116.147,116.317,116.317,116.317,116.435,116.435,116.435,116.435,116.435,116.436
1966-04-01,115.56,115.56,115.56,115.559,115.559,115.559,115.559,115.559,115.559,115.559,115.559,115.559,115.559,115.559,115.559,115.559,115.575,115.575,115.575,118.031,118.031,118.031,118.031,118.031,118.045,118.045,118.045,118.045,118.045,118.045,118.045,118.045,118.046,118.046,118.046,118.046,118.046,118.046,118.046,118.046,118.046,118.046,118.046,118.048,118.048,118.048,118.048,118.048,117.916,117.916,117.916,117.916,117.916,117.916,117.916,117.916,117.91,117.91,117.91,115.808,115.808,115.808,115.808,115.808,115.977,115.977,115.977,116.095,116.095,116.095,116.095,116.095,116.095
1966-07-01,115.121,115.121,115.121,115.12,115.12,115.12,115.12,115.12,115.12,115.12,115.12,115.12,115.12,115.12,115.12,115.12,115.136,115.136,115.136,117.582,117.582,117.582,117.582,117.582,117.596,117.596,117.596,117.596,117.596,117.596,117.596,117.596,117.597,117.597,117.597,117.597,117.597,117.597,117.597,117.597,117.597,117.597,117.597,117.6,117.6,117.6,117.6,117.6,117.468,117.468,117.468,117.468,117.468,117.468,117.468,117.468,117.462,117.462,117.462,115.367,115.367,115.367,115.367,115.367,115.542,115.542,115.542,115.659,115.659,115.659,115.659,115.659,115.659
1966-10-01,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.59,114.606,114.606,114.606,117.041,117.041,117.041,117.041,117.041,117.055,117.055,117.055,117.055,117.055,117.055,117.055,117.055,117.056,117.056,117.056,117.056,117.056,117.056,117.056,117.056,117.056,117.056,117.056,117.058,117.058,117.058,117.058,117.058,116.927,116.927,116.927,116.927,116.927,116.927,116.927,116.927,116.921,116.921,116.921,114.836,114.836,114.836,114.836,114.836,115.01,115.01,115.01,115.127,115.127,115.127,115.127,115.127,115.127
1967-01-01,113.986,113.986,113.986,113.985,113.985,113.985,113.985,113.985,113.985,113.985,113.985,113.985,113.985,113.985,113.985,113.985,114.001,114.001,114.001,116.423,116.423,116.423,116.423,116.423,116.437,116.437,116.437,116.437,116.437,116.437,116.437,116.437,116.438,116.438,116.438,116.438,116.438,116.438,116.438,116.438,116.438,116.438,116.438,116.44,116.44,116.44,116.44,116.44,116.31,116.31,116.31,116.31,116.31,116.31,116.31,116.31,116.304,116.304,116.304,114.23,114.23,114.23,114.23,114.23,114.402,114.402,114.402,114.518,114.518,114.518,114.518,114.518,114.519
1967-04-01,113.253,113.253,113.253,113.252,113.252,113.252,113.252,113.252,113.252,113.252,113.252,113.252,113.252,113.252,113.252,113.252,113.268,113.268,113.268,115.674,115.674,115.674,115.674,115.674,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.689,115.692,115.692,115.692,115.692,115.692,115.562,115.562,115.562,115.562,115.562,115.562,115.562,115.562,115.556,115.556,115.556,113.496,113.496,113.496,113.496,113.496,113.665,113.665,113.665,113.78,113.78,113.78,113.78,113.78,113.781
1967-07-01,113.146,113.146,113.146,113.145,113.145,113.145,113.145,113.145,113.145,113.145,113.145,113.145,113.145,113.145,113.145,113.145,113.162,113.162,113.162,115.566,115.566,115.566,115.566,115.566,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.58,115.583,115.583,115.583,115.583,115.583,115.453,115.453,115.453,115.453,115.453,115.453,115.453,115.453,115.447,115.447,115.447,113.389,113.389,113.389,113.389,113.389,113.556,113.556,113.556,113.671,113.671,113.671,113.671,113.671,113.672
1967-10-01,113.094,113.094,113.094,113.093,113.093,113.093,113.093,113.093,113.093,113.093,113.093,113.093,113.093,113.093,113.093,113.093,113.109,113.109,113.109,115.512,115.512,115.512,115.512,115.512,115.526,115.526,115.526,115.526,115.526,115.526,115.526,115.526,115.527,115.527,115.527,115.527,115.527,115.527,115.527,115.527,115.527,115.527,115.527,115.529,115.529,115.529,115.529,115.529,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.394,115.394,115.394,113.336,113.336,113.336,113.336,113.336,113.503,113.503,113.503,113.618,113.618,113.618,113.618,113.618,113.619
1968-01-01,112.709,112.709,112.709,112.708,112.708,112.708,112.708,112.708,112.708,112.708,112.708,112.708,112.708,112.708,112.708,112.708,112.724,112.724,112.724,115.119,115.119,115.119,115.119,115.119,115.133,115.133,115.133,115.133,115.133,115.133,115.133,115.133,115.134,115.134,115.134,115.134,115.134,115.134,115.134,115.134,115.134,115.134,115.134,115.136,115.136,115.136,115.136,115.136,115.007,115.007,115.007,115.007,115.007,115.007,115.007,115.007,115.001,115.001,115.001,112.951,112.951,112.951,112.951,112.951,113.117,113.117,113.117,113.231,113.231,113.231,113.231,113.231,113.232
1968-04-01,112.915,112.915,112.915,112.914,112.914,112.914,112.914,112.914,112.914,112.914,112.914,112.914,112.914,112.914,112.914,112.914,112.931,112.931,112.931,115.33,115.33,115.33,115.33,115.33,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.344,115.347,115.347,115.347,115.347,115.347,115.218,115.218,115.218,115.218,115.218,115.218,115.218,115.218,115.212,115.212,115.212,113.157,113.157,113.157,113.157,113.157,113.325,113.325,113.325,113.439,113.439,113.439,113.439,113.439,113.44
1968-07-01,112.903,112.903,112.903,112.902,112.902,112.902,112.902,112.902,112.902,112.902,112.902,112.902,112.902,112.902,112.902,112.902,112.918,112.918,112.918,115.317,115.317,115.317,115.317,115.317,115.331,115.331,115.331,115.331,115.331,115.331,115.331,115.331,115.332,115.332,115.332,115.332,115.332,115.332,115.332,115.332,115.332,115.332,115.332,115.334,115.334,115.334,115.334,115.334,115.205,115.205,115.205,115.205,115.205,115.205,115.205,115.205,115.199,115.199,115.199,113.145,113.145,113.145,113.145,113.145,113.312,113.312,113.312,113.427,113.427,113.427,113.427,113.427,113.428
1968-10-01,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.359,112.375,112.375,112.375,114.762,114.762,114.762,114.762,114.762,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.776,114.777,114.777,114.777,114.779,114.779,114.779,114.779,114.779,114.65,114.65,114.65,114.65,114.65,114.65,114.65,114.65,114.644,114.644,114.644,112.6,112.6,112.6,112.6,112.6,112.766,112.766,112.766,112.88,112.88,112.88,112.88,112.88,112.881
1969-01-01,112.28,112.28,112.28,112.279,112.279,112.279,112.279,112.279,112.279,112.279,112.279,112.279,112.279,112.279,112.279,112.279,112.296,112.296,112.296,114.681,114.681,114.681,114.681,114.681,114.695,114.695,114.695,114.695,114.695,114.695,114.695,114.695,114.696,114.696,114.696,114.696,114.696,114.696,114.696,114.696,114.696,114.696,114.696,114.698,114.698,114.698,114.698,114.698,114.57,114.57,114.57,114.57,114.57,114.57,114.57,114.57,114.564,114.564,114.564,112.521,112.521,112.521,112.521,112.521,112.686,112.686,112.686,112.8,112.8,112.8,112.8,112.8,112.801
1969-04-01,112.121,112.121,112.121,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.12,112.136,112.136,112.136,114.518,114.518,114.518,114.518,114.518,114.532,114.532,114.532,114.532,114.532,114.532,114.532,114.532,114.533,114.533,114.533,114.533,114.533,114.533,114.533,114.533,114.533,114.533,114.533,114.535,114.535,114.535,114.535,114.535,114.407,114.407,114.407,114.407,114.407,114.407,114.407,114.407,114.401,114.401,114.401,112.361,112.361,112.361,112.361,112.361,112.527,112.527,112.527,112.641,112.641,112.641,112.641,112.641,112.642
1969-07-01,111.886,111.886,111.886,111.885,111.885,111.885,111.885,111.885,111.885,111.885,111.885,111.885,111.885,111.885,111.885,111.885,111.901,111.901,111.901,114.279,114.279,114.279,114.279,114.279,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.293,114.296,114.296,114.296,114.296,114.296,114.168,114.168,114.168,114.168,114.168,114.168,114.168,114.168,114.162,114.162,114.162,112.126,112.126,112.126,112.126,112.126,112.294,112.294,112.294,112.407,112.407,112.407,112.407,112.407,112.408
1969-10-01,111.448,111.448,111.448,111.447,111.447,111.447,111.447,111.447,111.447,111.447,111.447,111.447,111.447,111.447,111.447,111.447,111.463,111.463,111.463,113.831,113.831,113.831,113.831,113.831,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.845,113.848,113.848,113.848,113.848,113.848,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.714,113.714,113.714,111.687,111.687,111.687,111.687,111.687,111.852,111.852,111.852,111.965,111.965,111.965,111.965,111.965,111.965
1970-01-01,110.968,110.968,110.968,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.967,110.983,110.983,110.983,113.34,113.34,113.34,113.34,113.34,113.354,113.354,113.354,113.354,113.354,113.354,113.354,113.354,113.355,113.355,113.355,113.355,113.355,113.355,113.355,113.355,113.355,113.355,113.355,113.357,113.357,113.357,113.357,113.357,113.23,113.23,113.23,113.23,113.23,113.23,113.23,113.23,113.225,113.225,113.225,111.206,111.206,111.206,111.206,111.206,111.365,111.365,111.365,111.478,111.478,111.478,111.478,111.478,111.479
1970-04-01,110.186,110.186,110.186,110.185,110.185,110.185,110.185,110.185,110.185,110.185,110.185,110.185,110.185,110.185,110.185,110.185,110.201,110.201,110.201,112.542,112.542,112.542,112.542,112.542,112.555,112.555,112.555,112.555,112.555,112.555,112.555,112.555,112.556,112.556,112.556,112.556,112.556,112.556,112.556,112.556,112.556,112.556,112.556,112.559,112.559,112.559,112.559,112.559,112.433,112.433,112.433,112.433,112.433,112.433,112.433,112.433,112.427,112.427,112.427,110.422,110.422,110.422,110.422,110.422,110.579,110.579,110.579,110.691,110.691,110.691,110.691,110.691,110.692
1970-07-01,109.664,109.664,109.664,109.663,109.663,109.663,109.663,109.663,109.663,109.663,109.663,109.663,109.663,109.663,109.663,109.663,109.679,109.679,109.679,112.009,112.009,112.009,112.009,112.009,112.022,112.022,112.022,112.022,112.022,112.022,112.022,112.022,112.023,112.023,112.023,112.023,112.023,112.023,112.023,112.023,112.023,112.023,112.023,112.025,112.025,112.025,112.025,112.025,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.9,111.894,111.894,111.894,109.899,109.899,109.899,109.899,109.899,110.057,110.057,110.057,110.168,110.168,110.168,110.168,110.168,110.169
1970-10-01,109.571,109.571,109.571,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.57,109.586,109.586,109.586,111.914,111.914,111.914,111.914,111.914,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.928,111.931,111.931,111.931,111.931,111.931,111.805,111.805,111.805,111.805,111.805,111.805,111.805,111.805,111.799,111.799,111.799,109.806,109.806,109.806,109.806,109.806,109.958,109.958,109.958,110.07,110.07,110.07,110.07,110.07,110.07
