observation_date,DDURRD3Q086SBEA_20130228,DDURRD3Q086SBEA_20130426,DDURRD3Q086SBEA_20130731,DDURRD3Q086SBEA_20140110,DDURRD3Q086SBEA_20140130,DDURRD3Q086SBEA_20140228,DDURRD3Q086SBEA_20140430,DDURRD3Q086SBEA_20140529,DDURRD3Q086SBEA_20140625,DDURRD3Q086SBEA_20140730,DDURRD3Q086SBEA_20140828,DDURRD3Q086SBEA_20140926,DDURRD3Q086SBEA_20141030,DDURRD3Q086SBEA_20141125,DDURRD3Q086SBEA_20141223,DDURRD3Q086SBEA_20150130,DDURRD3Q086SBEA_20150227,DDURRD3Q086SBEA_20150327,DDURRD3Q086SBEA_20150429,DDURRD3Q086SBEA_20150529,DDURRD3Q086SBEA_20150624,DDURRD3Q086SBEA_20150730,DDURRD3Q086SBEA_20150827,DDURRD3Q086SBEA_20150925,DDURRD3Q086SBEA_20151029,DDURRD3Q086SBEA_20151124,DDURRD3Q086SBEA_20151222,DDURRD3Q086SBEA_20160129,DDURRD3Q086SBEA_20160226,DDURRD3Q086SBEA_20160325,DDURRD3Q086SBEA_20160428,DDURRD3Q086SBEA_20160527,DDURRD3Q086SBEA_20160628,DDURRD3Q086SBEA_20160729,DDURRD3Q086SBEA_20160826,DDURRD3Q086SBEA_20160929,DDURRD3Q086SBEA_20161028,DDURRD3Q086SBEA_20161129,DDURRD3Q086SBEA_20161222,DDURRD3Q086SBEA_20170127,DDURRD3Q086SBEA_20170228,DDURRD3Q086SBEA_20170330,DDURRD3Q086SBEA_20170428,DDURRD3Q086SBEA_20170526,DDURRD3Q086SBEA_20170629,DDURRD3Q086SBEA_20170728,DDURRD3Q086SBEA_20170830,DDURRD3Q086SBEA_20170928,DDURRD3Q086SBEA_20171027,DDURRD3Q086SBEA_20171129,DDURRD3Q086SBEA_20171221,DDURRD3Q086SBEA_20180126,DDURRD3Q086SBEA_20180228,DDURRD3Q086SBEA_20180328,DDURRD3Q086SBEA_20180427,DDURRD3Q086SBEA_20180530,DDURRD3Q086SBEA_20180628,DDURRD3Q086SBEA_20180727,DDURRD3Q086SBEA_20180829,DDURRD3Q086SBEA_20180927,DDURRD3Q086SBEA_20181026,DDURRD3Q086SBEA_20181128,DDURRD3Q086SBEA_20181221,DDURRD3Q086SBEA_20190228,DDURRD3Q086SBEA_20190328,DDURRD3Q086SBEA_20190426,DDURRD3Q086SBEA_20190530,DDURRD3Q086SBEA_20190627,DDURRD3Q086SBEA_20190726,DDURRD3Q086SBEA_20190829,DDURRD3Q086SBEA_20190926,DDURRD3Q086SBEA_20191030,DDURRD3Q086SBEA_20191127,DDURRD3Q086SBEA_20200130,DDURRD3Q086SBEA_20200227,DDURRD3Q086SBEA_20200326,DDURRD3Q086SBEA_20200429,DDURRD3Q086SBEA_20200528,DDURRD3Q086SBEA_20200625,DDURRD3Q086SBEA_20200730
1979-07-01,86.256,86.256,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,92.671,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817,96.817
1979-10-01,87.813,87.813,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,94.345,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566,98.566
1980-01-01,90.388,90.388,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,97.111,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455,101.455
1980-04-01,92.523,92.523,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,99.405,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853,103.853
1980-07-01,94.215,94.215,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,101.223,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751,105.751
1980-10-01,95.837,95.837,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,102.965,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572,107.572
1981-01-01,97.064,97.064,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,104.284,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949,108.949
1981-04-01,98.897,98.897,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,106.253,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006,111.006
1981-07-01,100.355,100.355,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,107.819,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642,112.642
1981-10-01,101.647,101.647,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,109.208,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095,114.095
1982-01-01,102.481,102.481,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,110.105,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032,115.032
1982-04-01,103.264,103.264,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,110.945,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909,115.909
1982-07-01,103.621,103.621,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,111.328,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308,116.308
1982-10-01,103.914,103.914,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,111.641,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634,116.634
1983-01-01,104.641,104.641,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,112.434,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459,117.459
1983-04-01,105.03,105.03,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,112.85,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893,117.893
1983-07-01,105.608,105.608,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539,118.539
1983-10-01,106.271,106.271,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,114.182,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284,119.284
1984-01-01,106.312,106.312,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,114.227,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33,119.33
1984-04-01,106.981,106.981,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,114.946,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082,120.082
1984-07-01,107.199,107.199,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,115.181,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328,120.328
1984-10-01,107.401,107.401,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,115.398,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555,120.555
1985-01-01,107.952,107.952,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,115.99,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172,121.172
1985-04-01,108.202,108.202,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,116.258,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453,121.453
1985-07-01,108.013,108.013,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,116.055,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24,121.24
1985-10-01,108.283,108.283,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,116.345,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543,121.543
1986-01-01,108.293,108.293,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,116.356,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554,121.554
1986-04-01,108.782,108.782,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,116.881,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103,122.103
1986-07-01,109.686,109.686,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119,123.119
1986-10-01,110.309,110.309,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,118.522,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818,123.818
1987-01-01,111.247,111.247,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,119.53,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871,124.871
1987-04-01,112.125,112.125,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,120.474,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857,125.857
1987-07-01,112.934,112.934,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,121.342,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764,126.764
1987-10-01,113.399,113.399,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,121.842,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286,127.286
1988-01-01,113.207,113.207,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,121.635,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07,127.07
1988-04-01,113.837,113.837,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,122.312,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777,127.777
1988-07-01,114.649,114.649,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,123.185,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689,128.689
1988-10-01,115.502,115.502,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,124.102,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647,129.647
