observation_date,DDURRD3Q086SBEA_20130228,DDURRD3Q086SBEA_20130426,DDURRD3Q086SBEA_20130731,DDURRD3Q086SBEA_20140110,DDURRD3Q086SBEA_20140130,DDURRD3Q086SBEA_20140228,DDURRD3Q086SBEA_20140430,DDURRD3Q086SBEA_20140529,DDURRD3Q086SBEA_20140625,DDURRD3Q086SBEA_20140730,DDURRD3Q086SBEA_20140828,DDURRD3Q086SBEA_20140926,DDURRD3Q086SBEA_20141030,DDURRD3Q086SBEA_20141125,DDURRD3Q086SBEA_20141223,DDURRD3Q086SBEA_20150130,DDURRD3Q086SBEA_20150227,DDURRD3Q086SBEA_20150327,DDURRD3Q086SBEA_20150429,DDURRD3Q086SBEA_20150529,DDURRD3Q086SBEA_20150624,DDURRD3Q086SBEA_20150730,DDURRD3Q086SBEA_20150827,DDURRD3Q086SBEA_20150925,DDURRD3Q086SBEA_20151029,DDURRD3Q086SBEA_20151124,DDURRD3Q086SBEA_20151222,DDURRD3Q086SBEA_20160129,DDURRD3Q086SBEA_20160226,DDURRD3Q086SBEA_20160325,DDURRD3Q086SBEA_20160428,DDURRD3Q086SBEA_20160527,DDURRD3Q086SBEA_20160628,DDURRD3Q086SBEA_20160729,DDURRD3Q086SBEA_20160826,DDURRD3Q086SBEA_20160929,DDURRD3Q086SBEA_20161028,DDURRD3Q086SBEA_20161129,DDURRD3Q086SBEA_20161222,DDURRD3Q086SBEA_20170127,DDURRD3Q086SBEA_20170228,DDURRD3Q086SBEA_20170330,DDURRD3Q086SBEA_20170428,DDURRD3Q086SBEA_20170526,DDURRD3Q086SBEA_20170629,DDURRD3Q086SBEA_20170728,DDURRD3Q086SBEA_20170830,DDURRD3Q086SBEA_20170928,DDURRD3Q086SBEA_20171027,DDURRD3Q086SBEA_20171129,DDURRD3Q086SBEA_20171221,DDURRD3Q086SBEA_20180126,DDURRD3Q086SBEA_20180228,DDURRD3Q086SBEA_20180328,DDURRD3Q086SBEA_20180427,DDURRD3Q086SBEA_20180530,DDURRD3Q086SBEA_20180628,DDURRD3Q086SBEA_20180727,DDURRD3Q086SBEA_20180829,DDURRD3Q086SBEA_20180927,DDURRD3Q086SBEA_20181026,DDURRD3Q086SBEA_20181128,DDURRD3Q086SBEA_20181221,DDURRD3Q086SBEA_20190228,DDURRD3Q086SBEA_20190328,DDURRD3Q086SBEA_20190426,DDURRD3Q086SBEA_20190530,DDURRD3Q086SBEA_20190627,DDURRD3Q086SBEA_20190726,DDURRD3Q086SBEA_20190829,DDURRD3Q086SBEA_20190926,DDURRD3Q086SBEA_20191030,DDURRD3Q086SBEA_20191127,DDURRD3Q086SBEA_20200130,DDURRD3Q086SBEA_20200227,DDURRD3Q086SBEA_20200326,DDURRD3Q086SBEA_20200429,DDURRD3Q086SBEA_20200528,DDURRD3Q086SBEA_20200625,DDURRD3Q086SBEA_20200730
1970-01-01,55.444,55.444,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,59.568,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306,62.306
1970-04-01,55.666,55.666,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,59.806,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553,62.553
1970-07-01,56.073,56.073,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,60.244,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013,63.013
1970-10-01,57.005,57.005,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,61.245,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058
1971-01-01,57.806,57.806,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,62.106,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959,64.959
1971-04-01,58.212,58.212,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,62.542,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416,65.416
1971-07-01,58.08,58.08,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,62.399,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267,65.267
1971-10-01,57.78,57.78,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,62.078,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93,64.93
1972-01-01,58.278,58.278,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,62.612,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489,65.489
1972-04-01,58.574,58.574,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,62.931,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824,65.824
1972-07-01,58.871,58.871,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,63.25,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157,66.157
1972-10-01,58.681,58.681,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,63.046,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942,65.942
1973-01-01,58.921,58.921,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,63.303,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212,66.212
1973-04-01,59.391,59.391,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,63.808,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74
1973-07-01,59.697,59.697,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,64.137,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085,67.085
1973-10-01,59.912,59.912,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,64.368,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325,67.325
1974-01-01,60.606,60.606,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,65.114,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108,68.108
1974-04-01,62.154,62.154,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,66.777,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846,69.846
1974-07-01,64.514,64.514,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498,72.498
1974-10-01,66.5,66.5,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,71.446,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729,74.729
1975-01-01,67.486,67.486,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,72.505,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837,75.837
1975-04-01,68.663,68.663,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,73.77,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16,77.16
1975-07-01,69.399,69.399,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,74.561,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988,77.988
1975-10-01,70.471,70.471,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,75.713,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193,79.193
1976-01-01,71.449,71.449,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294,80.294
1976-04-01,72.262,72.262,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,77.636,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207,81.207
1976-07-01,73.15,73.15,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,78.591,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203,82.203
1976-10-01,74.394,74.394,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,79.927,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596,83.596
1977-01-01,75.229,75.229,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,80.824,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446,84.446
1977-04-01,75.61,75.61,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,81.234,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868,84.868
1977-07-01,76.391,76.391,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,82.073,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743,85.743
1977-10-01,77.408,77.408,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,83.166,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884,86.884
1978-01-01,78.512,78.512,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,84.352,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124,88.124
1978-04-01,79.707,79.707,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,85.636,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467,89.467
1978-07-01,81.003,81.003,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,87.028,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921,90.921
1978-10-01,82.429,82.429,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,88.56,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523,92.523
1979-01-01,83.782,83.782,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,90.014,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042,94.042
1979-04-01,85.269,85.269,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,91.611,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709,95.709
