observation_date,PCDGCC96_19600511,PCDGCC96_19600722,PCDGCC96_19600823,PCDGCC96_19601120,PCDGCC96_19610219,PCDGCC96_19610518,PCDGCC96_19610719,PCDGCC96_19610818,PCDGCC96_19611121,PCDGCC96_19620224,PCDGCC96_19620518,PCDGCC96_19620720,PCDGCC96_19620814,PCDGCC96_19621120,PCDGCC96_19630220,PCDGCC96_19630521,PCDGCC96_19630722,PCDGCC96_19630816,PCDGCC96_19631118,PCDGCC96_19640220,PCDGCC96_19640518,PCDGCC96_19640716,PCDGCC96_19640818,PCDGCC96_19641118,PCDGCC96_19650217,PCDGCC96_19650514,PCDGCC96_19650819,PCDGCC96_19651115,PCDGCC96_19660113,PCDGCC96_19660215,PCDGCC96_19660520,PCDGCC96_19660715,PCDGCC96_19660811,PCDGCC96_19661110,PCDGCC96_19670113,PCDGCC96_19670217,PCDGCC96_19670517,PCDGCC96_19670717,PCDGCC96_19670814,PCDGCC96_19671117,PCDGCC96_19680116,PCDGCC96_19680516,PCDGCC96_19680718,PCDGCC96_19680815,PCDGCC96_19681118,PCDGCC96_19690114,PCDGCC96_19690214,PCDGCC96_19690516,PCDGCC96_19690717,PCDGCC96_19690814,PCDGCC96_19691114,PCDGCC96_19700116,PCDGCC96_19700213,PCDGCC96_19700417,PCDGCC96_19700515,PCDGCC96_19700717,PCDGCC96_19700814,PCDGCC96_19701015,PCDGCC96_19701113,PCDGCC96_19710118,PCDGCC96_19710212,PCDGCC96_19710415,PCDGCC96_19710513,PCDGCC96_19710716,PCDGCC96_19710820,PCDGCC96_19711022,PCDGCC96_19711118,PCDGCC96_19720114,PCDGCC96_19720121,PCDGCC96_19720218,PCDGCC96_19720419,PCDGCC96_19720518,PCDGCC96_19720721,PCDGCC96_19720818,PCDGCC96_19721019,PCDGCC96_19721117,PCDGCC96_19730119,PCDGCC96_19730220,PCDGCC96_19730419,PCDGCC96_19730517,PCDGCC96_19730719,PCDGCC96_19730817,PCDGCC96_19731018,PCDGCC96_19731116,PCDGCC96_19740117,PCDGCC96_19740220,PCDGCC96_19740418,PCDGCC96_19740517,PCDGCC96_19740718,PCDGCC96_19740822,PCDGCC96_19741017,PCDGCC96_19741115,PCDGCC96_19750116,PCDGCC96_19750220,PCDGCC96_19750416,PCDGCC96_19750520,PCDGCC96_19750717,PCDGCC96_19750821,PCDGCC96_19751020,PCDGCC96_19751120,PCDGCC96_19760116,PCDGCC96_19760120,PCDGCC96_19760219,PCDGCC96_19760419,PCDGCC96_19760520,PCDGCC96_19760720,PCDGCC96_19760819,PCDGCC96_19761019,PCDGCC96_19761118,PCDGCC96_19770118,PCDGCC96_19770218,PCDGCC96_19770420,PCDGCC96_19770519,PCDGCC96_19770721,PCDGCC96_19770819,PCDGCC96_19771019,PCDGCC96_19771117,PCDGCC96_19780119,PCDGCC96_19780221,PCDGCC96_19780320,PCDGCC96_19780419,PCDGCC96_19780518,PCDGCC96_19780620,PCDGCC96_19780721,PCDGCC96_19780818,PCDGCC96_19780920,PCDGCC96_19781020,PCDGCC96_19781121,PCDGCC96_19781220,PCDGCC96_19790118,PCDGCC96_19790222,PCDGCC96_19790419,PCDGCC96_19790518,PCDGCC96_19790620,PCDGCC96_19790720,PCDGCC96_19790817,PCDGCC96_19790919,PCDGCC96_19791016,PCDGCC96_19791120,PCDGCC96_19791219,PCDGCC96_19800118,PCDGCC96_19800222,PCDGCC96_19800319,PCDGCC96_19800418,PCDGCC96_19800520,PCDGCC96_19800618,PCDGCC96_19800718,PCDGCC96_19800819,PCDGCC96_19801017,PCDGCC96_19801119,PCDGCC96_19801223,PCDGCC96_19810121,PCDGCC96_19810219,PCDGCC96_19810318,PCDGCC96_19810420,PCDGCC96_19810519,PCDGCC96_19810618,PCDGCC96_19810722,PCDGCC96_19810819,PCDGCC96_19810918,PCDGCC96_19811020,PCDGCC96_19811119,PCDGCC96_19811218,PCDGCC96_19820120,PCDGCC96_19820222,PCDGCC96_19820319,PCDGCC96_19820421,PCDGCC96_19820519,PCDGCC96_19820621,PCDGCC96_19820721,PCDGCC96_19820819,PCDGCC96_19820921,PCDGCC96_19821020,PCDGCC96_19821119,PCDGCC96_19821221,PCDGCC96_19830119,PCDGCC96_19830222,PCDGCC96_19830321,PCDGCC96_19830420,PCDGCC96_19830519,PCDGCC96_19830621,PCDGCC96_19830721,PCDGCC96_19830819,PCDGCC96_19830921,PCDGCC96_19831020,PCDGCC96_19831122,PCDGCC96_19831221,PCDGCC96_19840120,PCDGCC96_19840217,PCDGCC96_19840320,PCDGCC96_19840419,PCDGCC96_19840518,PCDGCC96_19840620,PCDGCC96_19840723,PCDGCC96_19840820,PCDGCC96_19840920,PCDGCC96_19841019,PCDGCC96_19841120,PCDGCC96_19841219,PCDGCC96_19850122,PCDGCC96_19850221,PCDGCC96_19850321,PCDGCC96_19850418,PCDGCC96_19850521,PCDGCC96_19850620,PCDGCC96_19850718,PCDGCC96_19850820,PCDGCC96_19850920,PCDGCC96_19851017,PCDGCC96_19851120,PCDGCC96_19851220,PCDGCC96_19860122,PCDGCC96_19860220,PCDGCC96_19860319,PCDGCC96_19860417,PCDGCC96_19860520,PCDGCC96_19860618,PCDGCC96_19860722,PCDGCC96_19860819,PCDGCC96_19860918,PCDGCC96_19861022,PCDGCC96_19861119,PCDGCC96_19861217,PCDGCC96_19870122,PCDGCC96_19870219,PCDGCC96_19870318,PCDGCC96_19870423,PCDGCC96_19870522,PCDGCC96_19870617,PCDGCC96_19870724,PCDGCC96_19870821,PCDGCC96_19870918,PCDGCC96_19871023,PCDGCC96_19871124,PCDGCC96_19871217,PCDGCC96_19880127,PCDGCC96_19880225,PCDGCC96_19880323,PCDGCC96_19880426,PCDGCC96_19880526,PCDGCC96_19880623,PCDGCC96_19880727,PCDGCC96_19880825,PCDGCC96_19880920,PCDGCC96_19881026,PCDGCC96_19881129,PCDGCC96_19881220,PCDGCC96_19890127,PCDGCC96_19890228,PCDGCC96_19890426,PCDGCC96_19890525,PCDGCC96_19890622,PCDGCC96_19890727,PCDGCC96_19890829,PCDGCC96_19891026,PCDGCC96_19891129,PCDGCC96_19891220,PCDGCC96_19900126,PCDGCC96_19900228,PCDGCC96_19900328,PCDGCC96_19900427,PCDGCC96_19900524,PCDGCC96_19900621,PCDGCC96_19900727,PCDGCC96_19900824,PCDGCC96_19900925,PCDGCC96_19901030,PCDGCC96_19901128,PCDGCC96_19901219,PCDGCC96_19910125,PCDGCC96_19910227,PCDGCC96_19910327,PCDGCC96_19910426,PCDGCC96_19910529,PCDGCC96_19910626,PCDGCC96_19910726,PCDGCC96_19910828,PCDGCC96_19910926,PCDGCC96_19911029,PCDGCC96_19911204,PCDGCC96_19911220,PCDGCC96_19920129,PCDGCC96_19920228,PCDGCC96_19920326,PCDGCC96_19920428,PCDGCC96_19920529,PCDGCC96_19920625,PCDGCC96_19920730,PCDGCC96_19920827,PCDGCC96_19920924,PCDGCC96_19921027,PCDGCC96_19921125,PCDGCC96_19921222,PCDGCC96_19930128,PCDGCC96_19930226,PCDGCC96_19930429,PCDGCC96_19930528,PCDGCC96_19930623,PCDGCC96_19930729,PCDGCC96_19930831,PCDGCC96_19931028,PCDGCC96_19931201,PCDGCC96_19931222,PCDGCC96_19940128,PCDGCC96_19940301,PCDGCC96_19940331,PCDGCC96_19940428,PCDGCC96_19940527,PCDGCC96_19940729,PCDGCC96_19940826,PCDGCC96_19940929,PCDGCC96_19941028,PCDGCC96_19941130,PCDGCC96_19941222,PCDGCC96_19950127,PCDGCC96_19950301,PCDGCC96_19950331,PCDGCC96_19950428,PCDGCC96_19950531,PCDGCC96_19950630,PCDGCC96_19950728,PCDGCC96_19950830,PCDGCC96_19950929,PCDGCC96_19951027,PCDGCC96_19960119,PCDGCC96_19960223,PCDGCC96_19960402,PCDGCC96_19960502,PCDGCC96_19960530,PCDGCC96_19960628,PCDGCC96_19960801,PCDGCC96_19960829,PCDGCC96_19960927,PCDGCC96_19961030,PCDGCC96_19961127,PCDGCC96_19961220,PCDGCC96_19970131,PCDGCC96_19970228,PCDGCC96_19970328,PCDGCC96_19970430,PCDGCC96_19970530,PCDGCC96_19970627,PCDGCC96_19970731,PCDGCC96_19970828,PCDGCC96_19971031,PCDGCC96_19971126,PCDGCC96_19971223,PCDGCC96_19980130,PCDGCC96_19980227,PCDGCC96_19980326,PCDGCC96_19980430,PCDGCC96_19980528,PCDGCC96_19980625,PCDGCC96_19980731,PCDGCC96_19980827,PCDGCC96_19980924,PCDGCC96_19981030,PCDGCC96_19981124,PCDGCC96_19981223,PCDGCC96_19990129,PCDGCC96_19990226,PCDGCC96_19990331,PCDGCC96_19990430,PCDGCC96_19990527,PCDGCC96_19990625,PCDGCC96_19990729,PCDGCC96_19990826,PCDGCC96_19990930,PCDGCC96_19991028,PCDGCC96_19991103,PCDGCC96_19991124,PCDGCC96_19991222,PCDGCC96_20000128,PCDGCC96_20000225,PCDGCC96_20000330,PCDGCC96_20000403,PCDGCC96_20000427,PCDGCC96_20000525,PCDGCC96_20000629,PCDGCC96_20000728,PCDGCC96_20000825,PCDGCC96_20001027,PCDGCC96_20001129,PCDGCC96_20001221,PCDGCC96_20010131,PCDGCC96_20010228,PCDGCC96_20010329,PCDGCC96_20010427,PCDGCC96_20010525,PCDGCC96_20010629,PCDGCC96_20010727,PCDGCC96_20010829,PCDGCC96_20010928,PCDGCC96_20011031,PCDGCC96_20011130,PCDGCC96_20011221,PCDGCC96_20020130,PCDGCC96_20020228,PCDGCC96_20020328,PCDGCC96_20020426,PCDGCC96_20020524,PCDGCC96_20020627,PCDGCC96_20020731,PCDGCC96_20020829,PCDGCC96_20020927,PCDGCC96_20021031,PCDGCC96_20021126,PCDGCC96_20021220,PCDGCC96_20030130,PCDGCC96_20030228,PCDGCC96_20030327,PCDGCC96_20030425,PCDGCC96_20030529,PCDGCC96_20030626,PCDGCC96_20030731,PCDGCC96_20030828,PCDGCC96_20030926,PCDGCC96_20031030,PCDGCC96_20031125,PCDGCC96_20031210,PCDGCC96_20031223,PCDGCC96_20040130,PCDGCC96_20040227,PCDGCC96_20040325,PCDGCC96_20040429,PCDGCC96_20040527,PCDGCC96_20040625,PCDGCC96_20040730,PCDGCC96_20040827,PCDGCC96_20040929,PCDGCC96_20041029,PCDGCC96_20041130,PCDGCC96_20041222,PCDGCC96_20050128,PCDGCC96_20050225,PCDGCC96_20050330,PCDGCC96_20050428,PCDGCC96_20050526,PCDGCC96_20050629,PCDGCC96_20050729,PCDGCC96_20050831,PCDGCC96_20050929,PCDGCC96_20051028,PCDGCC96_20051130,PCDGCC96_20051221,PCDGCC96_20060127,PCDGCC96_20060228,PCDGCC96_20060330,PCDGCC96_20060428,PCDGCC96_20060525,PCDGCC96_20060629,PCDGCC96_20060728,PCDGCC96_20060830,PCDGCC96_20060928,PCDGCC96_20061027,PCDGCC96_20061129,PCDGCC96_20061221,PCDGCC96_20070131,PCDGCC96_20070228,PCDGCC96_20070427,PCDGCC96_20070531,PCDGCC96_20070628,PCDGCC96_20070727,PCDGCC96_20070830,PCDGCC96_20071031,PCDGCC96_20071129,PCDGCC96_20071220,PCDGCC96_20080130,PCDGCC96_20080228,PCDGCC96_20080327,PCDGCC96_20080430,PCDGCC96_20080529,PCDGCC96_20080626,PCDGCC96_20080731,PCDGCC96_20080828,PCDGCC96_20080926,PCDGCC96_20081030,PCDGCC96_20081125,PCDGCC96_20081223,PCDGCC96_20090130,PCDGCC96_20090227,PCDGCC96_20090429,PCDGCC96_20090529,PCDGCC96_20090625,PCDGCC96_20090731,PCDGCC96_20090827,PCDGCC96_20090930,PCDGCC96_20091029,PCDGCC96_20091124,PCDGCC96_20091222,PCDGCC96_20100129,PCDGCC96_20100226,PCDGCC96_20100326,PCDGCC96_20100430,PCDGCC96_20100527,PCDGCC96_20100625,PCDGCC96_20100730,PCDGCC96_20100827,PCDGCC96_20100930,PCDGCC96_20101029,PCDGCC96_20101123,PCDGCC96_20101222,PCDGCC96_20110128,PCDGCC96_20110225,PCDGCC96_20110325,PCDGCC96_20110428,PCDGCC96_20110526,PCDGCC96_20110624,PCDGCC96_20110729,PCDGCC96_20110826,PCDGCC96_20110929,PCDGCC96_20111027,PCDGCC96_20111122,PCDGCC96_20111222,PCDGCC96_20120127,PCDGCC96_20120229,PCDGCC96_20120329,PCDGCC96_20120427,PCDGCC96_20120531,PCDGCC96_20120628,PCDGCC96_20120727,PCDGCC96_20120829,PCDGCC96_20120927,PCDGCC96_20121026,PCDGCC96_20121129,PCDGCC96_20121220,PCDGCC96_20130130,PCDGCC96_20130228,PCDGCC96_20130328,PCDGCC96_20130426,PCDGCC96_20130530,PCDGCC96_20130626,PCDGCC96_20130731,PCDGCC96_20130829,PCDGCC96_20130926,PCDGCC96_20131107,PCDGCC96_20131205,PCDGCC96_20131220,PCDGCC96_20140130,PCDGCC96_20140228,PCDGCC96_20140327,PCDGCC96_20140430,PCDGCC96_20140529,PCDGCC96_20140625,PCDGCC96_20140730,PCDGCC96_20140828,PCDGCC96_20140926,PCDGCC96_20141030,PCDGCC96_20141125,PCDGCC96_20141223,PCDGCC96_20150130,PCDGCC96_20150227,PCDGCC96_20150327,PCDGCC96_20150429,PCDGCC96_20150624,PCDGCC96_20150730,PCDGCC96_20150827,PCDGCC96_20150925,PCDGCC96_20151029,PCDGCC96_20151124,PCDGCC96_20151222,PCDGCC96_20160129,PCDGCC96_20160226,PCDGCC96_20160325,PCDGCC96_20160428,PCDGCC96_20160527,PCDGCC96_20160628,PCDGCC96_20160729,PCDGCC96_20160826,PCDGCC96_20160929,PCDGCC96_20161028,PCDGCC96_20161129,PCDGCC96_20161222,PCDGCC96_20170127,PCDGCC96_20170228,PCDGCC96_20170330,PCDGCC96_20170428,PCDGCC96_20170526,PCDGCC96_20170629,PCDGCC96_20170728,PCDGCC96_20170830,PCDGCC96_20170928,PCDGCC96_20171027,PCDGCC96_20171129,PCDGCC96_20171221,PCDGCC96_20180126,PCDGCC96_20180228,PCDGCC96_20180328,PCDGCC96_20180427,PCDGCC96_20180530,PCDGCC96_20180628,PCDGCC96_20180727,PCDGCC96_20180829,PCDGCC96_20180927,PCDGCC96_20181026,PCDGCC96_20181128,PCDGCC96_20181221,PCDGCC96_20190228,PCDGCC96_20190328,PCDGCC96_20190426,PCDGCC96_20190530,PCDGCC96_20190627,PCDGCC96_20190726,PCDGCC96_20190829,PCDGCC96_20190926,PCDGCC96_20191030,PCDGCC96_20191127,PCDGCC96_20191220,PCDGCC96_20200130,PCDGCC96_20200227,PCDGCC96_20200326,PCDGCC96_20200429,PCDGCC96_20200528,PCDGCC96_20200625,PCDGCC96_20200730,PCDGCC96_20200827,PCDGCC96_20200930,PCDGCC96_20201029
1960-01-01,41.1,41.8,41.8,41.8,41.8,41.8,42.1,42.1,42.1,42.1,42.1,42.4,42.4,42.4,42.4,42.4,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,42.6,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,52.2,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,96.9,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,114.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,104.5,,103.0,103.0,103.0,103.0,103.0,,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-01,,,41.9,41.9,41.9,41.9,42.5,42.5,42.5,42.5,42.5,43.0,43.0,43.0,43.0,43.0,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,53.4,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,,105.4,105.4,105.4,105.4,105.4,,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-01,,,,40.2,40.2,40.2,40.8,40.8,40.8,40.8,40.8,41.8,41.8,41.8,41.8,41.8,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,42.1,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,51.8,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,116.2,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,,104.6,104.6,104.6,104.6,104.6,,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
