observation_date,A006RD3Q086SBEA_20130228,A006RD3Q086SBEA_20130328,A006RD3Q086SBEA_20130426,A006RD3Q086SBEA_20130530,A006RD3Q086SBEA_20130626,A006RD3Q086SBEA_20130731,A006RD3Q086SBEA_20140110,A006RD3Q086SBEA_20140130,A006RD3Q086SBEA_20140228,A006RD3Q086SBEA_20140327,A006RD3Q086SBEA_20140430,A006RD3Q086SBEA_20140529,A006RD3Q086SBEA_20140625,A006RD3Q086SBEA_20140730,A006RD3Q086SBEA_20140828,A006RD3Q086SBEA_20140926,A006RD3Q086SBEA_20141030,A006RD3Q086SBEA_20141125,A006RD3Q086SBEA_20141223,A006RD3Q086SBEA_20150130,A006RD3Q086SBEA_20150227,A006RD3Q086SBEA_20150327,A006RD3Q086SBEA_20150429,A006RD3Q086SBEA_20150529,A006RD3Q086SBEA_20150624,A006RD3Q086SBEA_20150730,A006RD3Q086SBEA_20150827,A006RD3Q086SBEA_20150925,A006RD3Q086SBEA_20151029,A006RD3Q086SBEA_20151124,A006RD3Q086SBEA_20151222,A006RD3Q086SBEA_20160129,A006RD3Q086SBEA_20160226,A006RD3Q086SBEA_20160325,A006RD3Q086SBEA_20160428,A006RD3Q086SBEA_20160527,A006RD3Q086SBEA_20160628,A006RD3Q086SBEA_20160729,A006RD3Q086SBEA_20160826,A006RD3Q086SBEA_20160929,A006RD3Q086SBEA_20161028,A006RD3Q086SBEA_20161129,A006RD3Q086SBEA_20170127,A006RD3Q086SBEA_20170228,A006RD3Q086SBEA_20170330,A006RD3Q086SBEA_20170428,A006RD3Q086SBEA_20170526,A006RD3Q086SBEA_20170629,A006RD3Q086SBEA_20170728,A006RD3Q086SBEA_20170830,A006RD3Q086SBEA_20170928,A006RD3Q086SBEA_20171027,A006RD3Q086SBEA_20171129,A006RD3Q086SBEA_20171221,A006RD3Q086SBEA_20180126,A006RD3Q086SBEA_20180228,A006RD3Q086SBEA_20180328,A006RD3Q086SBEA_20180427,A006RD3Q086SBEA_20180530,A006RD3Q086SBEA_20180628,A006RD3Q086SBEA_20180727,A006RD3Q086SBEA_20180829,A006RD3Q086SBEA_20180927,A006RD3Q086SBEA_20181026,A006RD3Q086SBEA_20181128,A006RD3Q086SBEA_20181221,A006RD3Q086SBEA_20190228,A006RD3Q086SBEA_20190328,A006RD3Q086SBEA_20190426,A006RD3Q086SBEA_20190530,A006RD3Q086SBEA_20190627,A006RD3Q086SBEA_20190726,A006RD3Q086SBEA_20190829,A006RD3Q086SBEA_20190926,A006RD3Q086SBEA_20191030,A006RD3Q086SBEA_20191127,A006RD3Q086SBEA_20191220,A006RD3Q086SBEA_20200130,A006RD3Q086SBEA_20200227,A006RD3Q086SBEA_20200326,A006RD3Q086SBEA_20200429,A006RD3Q086SBEA_20200528,A006RD3Q086SBEA_20200625,A006RD3Q086SBEA_20200730
2014-01-01,,,,,,,,,,,105.215,105.167,105.173,104.875,104.875,104.875,104.875,104.875,104.875,104.875,104.875,104.875,104.875,104.875,104.875,104.586,104.586,104.586,104.586,104.586,104.586,104.586,104.586,104.586,104.586,104.586,104.586,104.819,104.819,104.819,104.819,104.819,104.819,104.819,104.819,104.819,104.819,104.819,104.833,104.833,104.833,104.833,104.833,104.833,104.833,104.833,104.833,104.833,104.833,104.833,102.129,102.129,102.129,102.129,102.129,102.129,102.129,102.129,102.129,102.129,102.129,102.147,102.147,102.147,102.147,102.147,102.147,102.147,102.147,102.147,102.147,102.147,102.147,102.147
2014-04-01,,,,,,,,,,,,,,105.107,105.178,105.174,105.174,105.174,105.174,105.174,105.174,105.174,105.174,105.174,105.174,104.874,104.874,104.874,104.874,104.874,104.874,104.874,104.874,104.874,104.874,104.874,104.874,105.303,105.303,105.303,105.303,105.303,105.303,105.303,105.303,105.303,105.303,105.303,105.249,105.249,105.249,105.249,105.249,105.249,105.249,105.249,105.249,105.249,105.249,105.249,102.572,102.572,102.572,102.572,102.572,102.572,102.572,102.572,102.572,102.572,102.572,102.446,102.446,102.446,102.446,102.446,102.446,102.446,102.446,102.446,102.446,102.446,102.446,102.446
2014-07-01,,,,,,,,,,,,,,,,,105.602,105.586,105.606,105.606,105.606,105.606,105.606,105.606,105.606,105.513,105.513,105.513,105.513,105.513,105.513,105.513,105.513,105.513,105.513,105.513,105.513,105.889,105.889,105.889,105.889,105.889,105.889,105.889,105.889,105.889,105.889,105.889,105.858,105.858,105.858,105.858,105.858,105.858,105.858,105.858,105.858,105.858,105.858,105.858,103.048,103.048,103.048,103.048,103.048,103.048,103.048,103.048,103.048,103.048,103.048,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95
2014-10-01,,,,,,,,,,,,,,,,,,,,105.715,105.986,106.026,106.026,106.026,106.026,105.939,105.939,105.939,105.939,105.939,105.939,105.939,105.939,105.939,105.939,105.939,105.939,106.312,106.312,106.312,106.312,106.312,106.312,106.312,106.312,106.312,106.312,106.312,106.408,106.408,106.408,106.408,106.408,106.408,106.408,106.408,106.408,106.408,106.408,106.408,104.035,104.035,104.035,104.035,104.035,104.035,104.035,104.035,104.035,104.035,104.035,103.891,103.891,103.891,103.891,103.891,103.891,103.891,103.891,103.891,103.891,103.891,103.891,103.891
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,106.108,105.978,105.888,105.852,105.852,105.852,105.852,105.852,105.852,105.852,105.852,105.852,105.852,105.852,105.852,106.427,106.427,106.427,106.427,106.427,106.427,106.427,106.427,106.427,106.427,106.427,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51,103.872,103.872,103.872,103.872,103.872,103.872,103.872,103.872,103.872,103.872,103.872,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.827,103.766
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,105.562,105.59,105.609,105.609,105.609,105.609,105.609,105.609,105.609,105.609,105.609,105.609,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.352,106.356,106.356,106.356,106.356,106.356,106.356,106.356,106.356,106.356,106.356,106.356,106.356,103.647,103.647,103.647,103.647,103.647,103.647,103.647,103.647,103.647,103.647,103.647,103.619,103.619,103.619,103.619,103.619,103.619,103.619,103.619,103.619,103.619,103.619,103.619,103.479
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.967,106.021,105.975,105.975,105.975,105.975,105.975,105.975,105.975,106.589,106.589,106.589,106.589,106.589,106.589,106.589,106.589,106.589,106.589,106.589,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,106.5,104.091,104.091,104.091,104.091,104.091,104.091,104.091,104.091,104.091,104.091,104.091,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,104.059,103.875
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.235,106.228,106.235,106.235,106.235,106.235,106.786,106.786,106.786,106.786,106.786,106.786,106.786,106.786,106.786,106.786,106.786,106.549,106.549,106.549,106.549,106.549,106.549,106.549,106.549,106.549,106.549,106.549,106.549,103.882,103.882,103.882,103.882,103.882,103.882,103.882,103.882,103.882,103.882,103.882,103.799,103.799,103.799,103.799,103.799,103.799,103.799,103.799,103.799,103.799,103.799,103.799,103.666
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.269,106.216,106.238,106.873,106.873,106.873,106.873,106.873,106.873,106.873,106.873,106.873,106.873,106.873,106.379,106.379,106.379,106.379,106.379,106.379,106.379,106.379,106.379,106.379,106.379,106.379,103.261,103.261,103.261,103.261,103.261,103.261,103.261,103.261,103.261,103.261,103.261,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,103.09,102.999
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.339,107.354,107.315,107.315,107.315,107.315,107.315,107.315,107.315,107.315,107.315,106.815,106.815,106.815,106.815,106.815,106.815,106.815,106.815,106.815,106.815,106.815,106.815,103.854,103.854,103.854,103.854,103.854,103.854,103.854,103.854,103.854,103.854,103.854,103.659,103.659,103.659,103.659,103.659,103.659,103.659,103.659,103.659,103.659,103.659,103.659,103.638
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.628,107.575,107.575,107.575,107.575,107.575,107.575,107.575,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,107.05,104.137,104.137,104.137,104.137,104.137,104.137,104.137,104.137,104.137,104.137,104.137,103.975,103.975,103.975,103.975,103.975,103.975,103.975,103.975,103.975,103.975,103.975,103.975,103.901
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.978,108.115,108.13,108.13,108.13,108.13,107.587,107.587,107.587,107.587,107.587,107.587,107.587,107.587,107.587,107.587,107.587,107.587,104.396,104.396,104.396,104.396,104.396,104.396,104.396,104.396,104.396,104.396,104.396,104.247,104.247,104.247,104.247,104.247,104.247,104.247,104.247,104.247,104.247,104.247,104.247,104.228
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.563,108.509,108.47,107.999,107.999,107.999,107.999,107.999,107.999,107.999,107.999,107.999,107.999,107.999,107.999,104.794,104.794,104.794,104.794,104.794,104.794,104.794,104.794,104.794,104.794,104.794,104.711,104.711,104.711,104.711,104.711,104.711,104.711,104.711,104.711,104.711,104.711,104.711,104.673
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.596,108.593,108.667,108.667,108.667,108.667,108.667,108.667,108.667,108.667,108.667,108.667,105.228,105.228,105.228,105.228,105.228,105.228,105.228,105.228,105.228,105.228,105.228,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.273,105.213
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.215,109.166,109.16,109.16,109.16,109.16,109.16,109.16,109.16,105.375,105.375,105.375,105.375,105.375,105.375,105.375,105.375,105.375,105.375,105.375,105.475,105.475,105.475,105.475,105.475,105.475,105.475,105.475,105.475,105.475,105.475,105.475,105.342
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.442,109.427,109.439,109.439,109.439,109.439,106.02,106.02,106.02,106.02,106.02,106.02,106.02,106.02,106.02,106.02,106.02,105.997,105.997,105.997,105.997,105.997,105.997,105.997,105.997,105.997,105.997,105.997,105.997,105.82
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.207,110.248,110.221,106.707,106.707,106.707,106.707,106.707,106.707,106.707,106.707,106.707,106.707,106.707,106.963,106.963,106.963,106.963,106.963,106.963,106.963,106.963,106.963,106.963,106.963,106.963,106.359
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.804,107.889,107.923,107.923,107.923,107.923,107.923,107.923,107.923,107.923,107.923,108.039,108.039,108.039,108.039,108.039,108.039,108.039,108.039,108.039,108.039,108.039,108.039,107.43
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.023,107.964,107.991,107.991,107.991,107.991,107.991,107.991,108.218,108.218,108.218,108.218,108.218,108.218,108.218,108.218,108.218,108.218,108.218,108.218,107.505
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.631,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,108.624,107.991
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.649,108.64,108.663,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.683,108.373
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.427,109.478,109.485,109.485,109.485,109.485,109.485,109.485,109.485,109.485,109.485,109.485,109.03
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.67,109.596,109.614,109.614,109.614,109.614,109.614,109.614,109.614,109.115
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.841,109.978,109.956,109.956,109.956,109.956,109.355
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.395,110.854,110.834,110.255
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.889
