observation_date,HOANBS_19990805,HOANBS_19991112,HOANBS_20000208,HOANBS_20000504,HOANBS_20000808,HOANBS_20000906,HOANBS_20001102,HOANBS_20010207,HOANBS_20010306,HOANBS_20010508,HOANBS_20010605,HOANBS_20010807,HOANBS_20010905,HOANBS_20011107,HOANBS_20011206,HOANBS_20020206,HOANBS_20020507,HOANBS_20020531,HOANBS_20020809,HOANBS_20021107,HOANBS_20030206,HOANBS_20030501,HOANBS_20030807,HOANBS_20031106,HOANBS_20031203,HOANBS_20040205,HOANBS_20040304,HOANBS_20040506,HOANBS_20040603,HOANBS_20040810,HOANBS_20041104,HOANBS_20050203,HOANBS_20050303,HOANBS_20050505,HOANBS_20050602,HOANBS_20050809,HOANBS_20050907,HOANBS_20051103,HOANBS_20051206,HOANBS_20060202,HOANBS_20060307,HOANBS_20060504,HOANBS_20060601,HOANBS_20060808,HOANBS_20060906,HOANBS_20061102,HOANBS_20061205,HOANBS_20070207,HOANBS_20070306,HOANBS_20070503,HOANBS_20070606,HOANBS_20070807,HOANBS_20070906,HOANBS_20071107,HOANBS_20071205,HOANBS_20080206,HOANBS_20080305,HOANBS_20080507,HOANBS_20080604,HOANBS_20080808,HOANBS_20080904,HOANBS_20081106,HOANBS_20081203,HOANBS_20090205,HOANBS_20090305,HOANBS_20090507,HOANBS_20090604,HOANBS_20090811,HOANBS_20090902,HOANBS_20091105,HOANBS_20091203,HOANBS_20100204,HOANBS_20100304,HOANBS_20100506,HOANBS_20100603,HOANBS_20100810,HOANBS_20100902,HOANBS_20101104,HOANBS_20101201,HOANBS_20110203,HOANBS_20110303,HOANBS_20110505,HOANBS_20110602,HOANBS_20110809,HOANBS_20110901,HOANBS_20111103,HOANBS_20111130,HOANBS_20120202,HOANBS_20120307,HOANBS_20120503,HOANBS_20120606,HOANBS_20120808,HOANBS_20120905,HOANBS_20121101,HOANBS_20121205,HOANBS_20130207,HOANBS_20130307,HOANBS_20130502,HOANBS_20130605,HOANBS_20130816,HOANBS_20130905,HOANBS_20131114,HOANBS_20131216,HOANBS_20140206,HOANBS_20140306,HOANBS_20140507,HOANBS_20140604,HOANBS_20140808,HOANBS_20140904,HOANBS_20141106,HOANBS_20141203,HOANBS_20150205,HOANBS_20150305,HOANBS_20150506,HOANBS_20150604,HOANBS_20150811,HOANBS_20150902,HOANBS_20151105,HOANBS_20151202,HOANBS_20160204,HOANBS_20160303,HOANBS_20160504,HOANBS_20160607,HOANBS_20160809,HOANBS_20160901,HOANBS_20161103,HOANBS_20161206,HOANBS_20170202,HOANBS_20170308,HOANBS_20170504,HOANBS_20170605,HOANBS_20170809,HOANBS_20170907,HOANBS_20171102,HOANBS_20171206,HOANBS_20180201,HOANBS_20180307,HOANBS_20180503,HOANBS_20180606,HOANBS_20180815,HOANBS_20180906,HOANBS_20181101,HOANBS_20181206,HOANBS_20190206,HOANBS_20190307,HOANBS_20190502,HOANBS_20190606,HOANBS_20190815,HOANBS_20190905,HOANBS_20191106,HOANBS_20191210,HOANBS_20200206,HOANBS_20200305,HOANBS_20200507,HOANBS_20200604,HOANBS_20200814
1972-04-01,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.7,73.9,73.9,73.9,74.1,74.1,74.1,74.1,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.8,73.774,73.774,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,73.768,61.956,61.956,61.956,61.956,61.956,61.956,61.956,61.956,61.952,61.952,61.952,61.952,61.952,61.952,61.952,61.952,61.952,61.952,61.952,61.952,61.952,61.936,61.936,61.936,66.028,66.028,66.028,66.028,66.028,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.954,65.937,65.937,65.937,65.893,65.893,65.893,65.893,65.893,65.819,65.819,65.819,65.819,65.819,65.819,65.819,65.819,65.815,65.815,65.815,63.17,63.17,63.17,63.17,63.17,63.21,63.21,63.21,63.274,63.274,63.274,63.274,63.274,63.284,63.284,63.284,63.284
1972-07-01,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.3,74.3,74.3,74.5,74.5,74.5,74.5,74.3,74.3,74.3,74.3,74.3,74.2,74.2,74.2,74.2,74.189,74.189,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,74.183,62.304,62.304,62.304,62.304,62.304,62.304,62.304,62.304,62.301,62.301,62.301,62.301,62.301,62.301,62.301,62.301,62.301,62.301,62.301,62.301,62.301,62.285,62.285,62.285,66.4,66.4,66.4,66.4,66.4,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.325,66.308,66.308,66.308,66.264,66.264,66.264,66.264,66.264,66.189,66.189,66.189,66.189,66.189,66.189,66.189,66.189,66.185,66.185,66.185,63.526,63.526,63.526,63.526,63.526,63.568,63.568,63.568,63.632,63.632,63.632,63.632,63.632,63.642,63.642,63.642,63.642
1972-10-01,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,75.1,75.1,75.1,75.3,75.3,75.3,75.3,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,74.966,74.966,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,74.958,62.955,62.955,62.955,62.955,62.955,62.955,62.955,62.955,62.952,62.952,62.952,62.952,62.952,62.952,62.952,62.952,62.952,62.952,62.952,62.952,62.952,62.936,62.936,62.936,67.094,67.094,67.094,67.094,67.094,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.018,67.0,67.0,67.0,66.956,66.956,66.956,66.956,66.956,66.881,66.881,66.881,66.881,66.881,66.881,66.881,66.881,66.877,66.877,66.877,64.19,64.19,64.19,64.19,64.19,64.233,64.233,64.233,64.298,64.298,64.298,64.298,64.298,64.309,64.309,64.309,64.309
1973-01-01,75.9,76.0,76.0,76.0,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,76.0,76.0,76.0,76.0,76.2,76.2,76.2,76.4,76.4,76.4,76.4,76.2,76.2,76.2,76.2,76.2,76.1,76.1,76.1,76.1,76.094,76.094,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.091,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,76.09,63.906,63.906,63.906,63.906,63.906,63.906,63.906,63.906,63.903,63.903,63.903,63.903,63.903,63.903,63.903,63.903,63.903,63.903,63.903,63.903,63.903,63.886,63.886,63.886,68.107,68.107,68.107,68.107,68.107,68.03,68.03,68.03,68.03,68.03,68.03,68.03,68.03,68.031,68.031,68.031,68.031,68.031,68.031,68.031,68.031,68.013,68.013,68.013,67.967,67.967,67.967,67.967,67.967,67.891,67.891,67.891,67.891,67.891,67.891,67.891,67.891,67.887,67.887,67.887,65.159,65.159,65.159,65.159,65.159,65.2,65.2,65.2,65.266,65.266,65.266,65.266,65.266,65.277,65.277,65.277,65.277
1973-04-01,76.7,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,76.8,77.0,77.0,77.0,77.2,77.2,77.2,77.2,77.0,77.0,77.0,77.0,77.0,76.9,76.9,76.9,76.9,76.893,76.893,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.887,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,76.886,64.575,64.575,64.575,64.575,64.575,64.575,64.575,64.575,64.571,64.571,64.571,64.571,64.571,64.571,64.571,64.571,64.571,64.571,64.571,64.571,64.571,64.555,64.555,64.555,68.819,68.819,68.819,68.819,68.819,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.742,68.724,68.724,68.724,68.678,68.678,68.678,68.678,68.678,68.601,68.601,68.601,68.601,68.601,68.601,68.601,68.601,68.597,68.597,68.597,65.841,65.841,65.841,65.841,65.841,65.886,65.886,65.886,65.953,65.953,65.953,65.953,65.953,65.964,65.964,65.964,65.964
1973-07-01,77.2,77.3,77.3,77.3,77.2,77.2,77.2,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.2,77.2,77.2,77.2,77.3,77.3,77.3,77.3,77.5,77.5,77.5,77.7,77.7,77.7,77.7,77.5,77.5,77.5,77.5,77.5,77.4,77.4,77.4,77.4,77.414,77.414,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.406,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,77.405,65.011,65.011,65.011,65.011,65.011,65.011,65.011,65.011,65.007,65.007,65.007,65.007,65.007,65.007,65.007,65.007,65.007,65.007,65.007,65.007,65.007,64.991,64.991,64.991,69.284,69.284,69.284,69.284,69.284,69.206,69.206,69.206,69.206,69.206,69.206,69.206,69.206,69.207,69.207,69.207,69.207,69.207,69.207,69.207,69.207,69.188,69.188,69.188,69.142,69.142,69.142,69.142,69.142,69.065,69.065,69.065,69.065,69.065,69.065,69.065,69.065,69.061,69.061,69.061,66.285,66.285,66.285,66.285,66.285,66.332,66.332,66.332,66.399,66.399,66.399,66.399,66.399,66.409,66.409,66.409,66.409
1973-10-01,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.9,77.9,77.9,78.1,78.1,78.1,78.1,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.801,77.801,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,77.79,65.334,65.334,65.334,65.334,65.334,65.334,65.334,65.334,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.314,65.314,65.314,69.628,69.628,69.628,69.628,69.628,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.55,69.532,69.532,69.532,69.486,69.486,69.486,69.486,69.486,69.408,69.408,69.408,69.408,69.408,69.408,69.408,69.408,69.404,69.404,69.404,66.615,66.615,66.615,66.615,66.615,66.662,66.662,66.662,66.729,66.729,66.729,66.729,66.729,66.74,66.74,66.74,66.74
1974-01-01,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.3,77.5,77.5,77.5,77.8,77.8,77.8,77.8,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.466,77.466,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.459,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,65.055,65.055,65.055,65.055,65.055,65.055,65.055,65.055,65.052,65.052,65.052,65.052,65.052,65.052,65.052,65.052,65.052,65.052,65.052,65.052,65.052,65.035,65.035,65.035,69.332,69.332,69.332,69.332,69.332,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.254,69.235,69.235,69.235,69.19,69.19,69.19,69.19,69.19,69.112,69.112,69.112,69.112,69.112,69.112,69.112,69.112,69.108,69.108,69.108,66.331,66.331,66.331,66.331,66.331,66.375,66.375,66.375,66.442,66.442,66.442,66.442,66.442,66.453,66.453,66.453,66.453
1974-04-01,77.3,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.7,77.7,77.7,77.9,77.9,77.9,77.9,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.669,77.669,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.662,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,77.661,65.226,65.226,65.226,65.226,65.226,65.226,65.226,65.226,65.222,65.222,65.222,65.222,65.222,65.222,65.222,65.222,65.222,65.222,65.222,65.222,65.222,65.206,65.206,65.206,69.513,69.513,69.513,69.513,69.513,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.435,69.417,69.417,69.417,69.371,69.371,69.371,69.371,69.371,69.293,69.293,69.293,69.293,69.293,69.293,69.293,69.293,69.289,69.289,69.289,66.505,66.505,66.505,66.505,66.505,66.551,66.551,66.551,66.618,66.618,66.618,66.618,66.618,66.629,66.629,66.629,66.629
1974-07-01,77.1,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.5,77.5,77.5,77.7,77.7,77.7,77.7,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.4,77.397,77.397,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.392,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,77.391,64.999,64.999,64.999,64.999,64.999,64.999,64.999,64.999,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.995,64.979,64.979,64.979,69.271,69.271,69.271,69.271,69.271,69.193,69.193,69.193,69.193,69.193,69.193,69.193,69.193,69.194,69.194,69.194,69.194,69.194,69.194,69.194,69.194,69.175,69.175,69.175,69.129,69.129,69.129,69.129,69.129,69.052,69.052,69.052,69.052,69.052,69.052,69.052,69.052,69.048,69.048,69.048,66.273,66.273,66.273,66.273,66.273,66.317,66.317,66.317,66.384,66.384,66.384,66.384,66.384,66.395,66.395,66.395,66.395
1974-10-01,75.9,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.2,76.2,76.2,76.4,76.4,76.4,76.4,76.2,76.2,76.2,76.2,76.2,76.1,76.1,76.1,76.1,76.117,76.117,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,76.112,63.924,63.924,63.924,63.924,63.924,63.924,63.924,63.924,63.921,63.921,63.921,63.921,63.921,63.921,63.921,63.921,63.921,63.921,63.921,63.921,63.921,63.904,63.904,63.904,68.126,68.126,68.126,68.126,68.126,68.049,68.049,68.049,68.049,68.049,68.049,68.049,68.049,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.05,68.032,68.032,68.032,67.986,67.986,67.986,67.986,67.986,67.91,67.91,67.91,67.91,67.91,67.91,67.91,67.91,67.906,67.906,67.906,65.177,65.177,65.177,65.177,65.177,65.221,65.221,65.221,65.287,65.287,65.287,65.287,65.287,65.297,65.297,65.297,65.297
1975-01-01,73.4,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.8,73.8,73.8,74.0,74.0,74.0,74.0,73.8,73.8,73.8,73.8,73.8,73.7,73.7,73.7,73.7,73.731,73.731,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,73.724,61.919,61.919,61.919,61.919,61.919,61.919,61.919,61.919,61.916,61.916,61.916,61.916,61.916,61.916,61.916,61.916,61.916,61.916,61.916,61.916,61.916,61.9,61.9,61.9,65.989,65.989,65.989,65.989,65.989,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.915,65.897,65.897,65.897,65.854,65.854,65.854,65.854,65.854,65.78,65.78,65.78,65.78,65.78,65.78,65.78,65.78,65.776,65.776,65.776,63.133,63.133,63.133,63.133,63.133,63.17,63.17,63.17,63.234,63.234,63.234,63.234,63.234,63.244,63.244,63.244,63.244
1975-04-01,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,73.1,73.1,73.1,73.3,73.3,73.3,73.3,73.1,73.1,73.1,73.1,73.1,73.0,73.0,73.0,73.0,73.049,73.049,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,73.044,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.344,61.344,61.344,61.344,61.344,61.344,61.344,61.344,61.344,61.344,61.344,61.344,61.344,61.329,61.329,61.329,65.38,65.38,65.38,65.38,65.38,65.306,65.306,65.306,65.306,65.306,65.306,65.306,65.306,65.307,65.307,65.307,65.307,65.307,65.307,65.307,65.307,65.289,65.289,65.289,65.246,65.246,65.246,65.246,65.246,65.173,65.173,65.173,65.173,65.173,65.173,65.173,65.173,65.169,65.169,65.169,62.55,62.55,62.55,62.55,62.55,62.588,62.588,62.588,62.651,62.651,62.651,62.651,62.651,62.661,62.661,62.661,62.661
1975-07-01,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.5,73.8,73.8,73.8,74.0,74.0,74.0,74.0,73.8,73.8,73.8,73.8,73.8,73.7,73.7,73.7,73.7,73.72,73.72,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.713,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,73.712,61.909,61.909,61.909,61.909,61.909,61.909,61.909,61.909,61.906,61.906,61.906,61.906,61.906,61.906,61.906,61.906,61.906,61.906,61.906,61.906,61.906,61.89,61.89,61.89,65.979,65.979,65.979,65.979,65.979,65.904,65.904,65.904,65.904,65.904,65.904,65.904,65.904,65.905,65.905,65.905,65.905,65.905,65.905,65.905,65.905,65.887,65.887,65.887,65.843,65.843,65.843,65.843,65.843,65.769,65.769,65.769,65.769,65.769,65.769,65.769,65.769,65.765,65.765,65.765,63.123,63.123,63.123,63.123,63.123,63.158,63.158,63.158,63.222,63.222,63.222,63.222,63.222,63.232,63.232,63.232,63.232
1975-10-01,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,75.0,75.0,75.0,75.2,75.2,75.2,75.2,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,74.985,74.985,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.978,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,74.977,62.972,62.972,62.972,62.972,62.972,62.972,62.972,62.972,62.968,62.968,62.968,62.968,62.968,62.968,62.968,62.968,62.968,62.968,62.968,62.968,62.968,62.952,62.952,62.952,67.111,67.111,67.111,67.111,67.111,67.035,67.035,67.035,67.035,67.035,67.035,67.035,67.035,67.036,67.036,67.036,67.036,67.036,67.036,67.036,67.036,67.018,67.018,67.018,66.973,66.973,66.973,66.973,66.973,66.898,66.898,66.898,66.898,66.898,66.898,66.898,66.898,66.894,66.894,66.894,64.206,64.206,64.206,64.206,64.206,64.247,64.247,64.247,64.312,64.312,64.312,64.312,64.312,64.322,64.322,64.322,64.322
1976-01-01,75.8,75.9,75.9,75.9,75.8,75.8,75.8,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,76.2,76.2,76.2,76.5,76.5,76.5,76.5,76.3,76.3,76.3,76.3,76.3,76.2,76.2,76.2,76.2,76.224,76.224,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,76.218,64.013,64.013,64.013,64.013,64.013,64.013,64.013,64.013,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,63.993,63.993,63.993,68.221,68.221,68.221,68.221,68.221,68.144,68.144,68.144,68.144,68.144,68.144,68.144,68.144,68.145,68.145,68.145,68.145,68.145,68.145,68.145,68.145,68.126,68.126,68.126,68.081,68.081,68.081,68.081,68.081,68.005,68.005,68.005,68.005,68.005,68.005,68.005,68.005,68.001,68.001,68.001,65.268,65.268,65.268,65.268,65.268,65.304,65.304,65.304,65.37,65.37,65.37,65.37,65.37,65.381,65.381,65.381,65.381
1976-04-01,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,75.9,76.2,76.2,76.2,76.5,76.5,76.5,76.5,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.252,76.252,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.245,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,76.244,64.036,64.036,64.036,64.036,64.036,64.036,64.036,64.036,64.032,64.032,64.032,64.032,64.032,64.032,64.032,64.032,64.032,64.032,64.032,64.032,64.032,64.016,64.016,64.016,68.245,68.245,68.245,68.245,68.245,68.168,68.168,68.168,68.168,68.168,68.168,68.168,68.168,68.169,68.169,68.169,68.169,68.169,68.169,68.169,68.169,68.15,68.15,68.15,68.105,68.105,68.105,68.105,68.105,68.029,68.029,68.029,68.029,68.029,68.029,68.029,68.029,68.025,68.025,68.025,65.291,65.291,65.291,65.291,65.291,65.33,65.33,65.33,65.396,65.396,65.396,65.396,65.396,65.407,65.407,65.407,65.407
1976-07-01,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.5,76.5,76.5,76.8,76.8,76.8,76.8,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.557,76.557,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,76.548,64.291,64.291,64.291,64.291,64.291,64.291,64.291,64.291,64.287,64.287,64.287,64.287,64.287,64.287,64.287,64.287,64.287,64.287,64.287,64.287,64.287,64.271,64.271,64.271,68.517,68.517,68.517,68.517,68.517,68.439,68.439,68.439,68.439,68.439,68.439,68.439,68.439,68.44,68.44,68.44,68.44,68.44,68.44,68.44,68.44,68.421,68.421,68.421,68.376,68.376,68.376,68.376,68.376,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.295,68.295,68.295,65.551,65.551,65.551,65.551,65.551,65.591,65.591,65.591,65.657,65.657,65.657,65.657,65.657,65.668,65.668,65.668,65.668
1976-10-01,76.6,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.9,76.9,76.9,77.2,77.2,77.2,77.2,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.964,76.964,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,76.958,64.635,64.635,64.635,64.635,64.635,64.635,64.635,64.635,64.632,64.632,64.632,64.632,64.632,64.632,64.632,64.632,64.632,64.632,64.632,64.632,64.632,64.615,64.615,64.615,68.884,68.884,68.884,68.884,68.884,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.806,68.788,68.788,68.788,68.742,68.742,68.742,68.742,68.742,68.665,68.665,68.665,68.665,68.665,68.665,68.665,68.665,68.661,68.661,68.661,65.902,65.902,65.902,65.902,65.902,65.945,65.945,65.945,66.012,66.012,66.012,66.012,66.012,66.023,66.023,66.023,66.023
