observation_date,W020RC1Q027SBEA_20130228,W020RC1Q027SBEA_20130426,W020RC1Q027SBEA_20130731,W020RC1Q027SBEA_20131107,W020RC1Q027SBEA_20140130,W020RC1Q027SBEA_20140327,W020RC1Q027SBEA_20140430,W020RC1Q027SBEA_20140730,W020RC1Q027SBEA_20141030,W020RC1Q027SBEA_20150130,W020RC1Q027SBEA_20150227,W020RC1Q027SBEA_20150429,W020RC1Q027SBEA_20150730,W020RC1Q027SBEA_20150925,W020RC1Q027SBEA_20151029,W020RC1Q027SBEA_20160129,W020RC1Q027SBEA_20160226,W020RC1Q027SBEA_20160428,W020RC1Q027SBEA_20160729,W020RC1Q027SBEA_20161028,W020RC1Q027SBEA_20170127,W020RC1Q027SBEA_20170428,W020RC1Q027SBEA_20170728,W020RC1Q027SBEA_20171027,W020RC1Q027SBEA_20180126,W020RC1Q027SBEA_20180228,W020RC1Q027SBEA_20180427,W020RC1Q027SBEA_20180727,W020RC1Q027SBEA_20181026,W020RC1Q027SBEA_20190228,W020RC1Q027SBEA_20190328,W020RC1Q027SBEA_20190426,W020RC1Q027SBEA_20190726,W020RC1Q027SBEA_20191030,W020RC1Q027SBEA_20191220,W020RC1Q027SBEA_20200130,W020RC1Q027SBEA_20200227,W020RC1Q027SBEA_20200326,W020RC1Q027SBEA_20200429,W020RC1Q027SBEA_20200730,W020RC1Q027SBEA_20200827,W020RC1Q027SBEA_20200930,W020RC1Q027SBEA_20201029,W020RC1Q027SBEA_20201125,W020RC1Q027SBEA_20210128,W020RC1Q027SBEA_20210225
1997-07-01,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684,29.684
1997-10-01,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036,29.036
1998-01-01,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28,27.28
1998-04-01,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.5,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548,27.548
1998-07-01,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392,29.392
1998-10-01,31.4,31.4,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484,31.484
1999-01-01,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,28.068,29.153,29.153,29.153,29.153,29.153,29.153,29.153
1999-04-01,32.4,32.4,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,32.472,33.903,33.903,33.903,33.903,33.903,33.903,33.903
1999-07-01,34.1,34.1,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.6,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,34.58,35.939,35.939,35.939,35.939,35.939,35.939,35.939
1999-10-01,50.8,50.8,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,51.156,56.318,56.318,56.318,56.318,56.318,56.318,56.318
2000-01-01,35.6,35.6,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,35.976,37.996,37.996,37.996,37.996,37.996,37.996,37.996
2000-04-01,36.1,36.1,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,36.44,37.869,37.869,37.869,37.869,37.869,37.869,37.869
2000-07-01,35.8,35.8,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,36.196,39.408,39.408,39.408,39.408,39.408,39.408,39.408
2000-10-01,38.9,38.9,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,39.468,49.646,49.646,49.646,49.646,49.646,49.646,49.646
2001-01-01,40.0,40.0,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.576,40.937,40.937,40.937,40.937,40.937,40.937,40.937
2001-04-01,42.7,42.7,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.2,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.248,43.769,43.769,43.769,43.769,43.769,43.769,43.769
2001-07-01,42.3,42.3,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,42.944,44.304,44.304,44.304,44.304,44.304,44.304,44.304
2001-10-01,43.0,43.0,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.4,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,43.364,45.253,45.253,45.253,45.253,45.253,45.253,45.253
2002-01-01,48.0,48.0,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.452,48.452,48.452,48.452,51.011,51.011,51.011,51.011,51.011,51.011,51.011,51.011,51.011,51.011,51.011,51.011,59.58,59.58,59.58,59.58,59.58,59.58,59.58
2002-04-01,45.0,45.0,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.552,45.552,45.552,45.552,45.818,45.818,45.818,45.818,45.818,45.818,45.818,45.818,45.818,45.818,45.818,45.818,47.196,47.196,47.196,47.196,47.196,47.196,47.196
2002-07-01,44.9,44.9,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.376,45.376,45.376,45.376,42.012,42.012,42.012,42.012,42.012,42.012,42.012,42.012,42.012,42.012,42.012,42.012,43.23,43.23,43.23,43.23,43.23,43.23,43.23
2002-10-01,58.9,58.9,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.4,59.905,59.905,59.905,59.905,59.905,59.905,59.905,59.905,59.905,59.905,59.905,59.905,63.451,63.451,63.451,63.451,63.451,63.451,63.451
2003-01-01,54.6,54.6,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.4,56.43,56.43,56.43,56.43,58.381,58.381,58.381,58.381,58.381,58.381,58.381,58.381,58.381,58.381,58.381,58.381,65.695,65.695,65.695,65.695,65.695,65.695,65.695
2003-04-01,68.7,68.7,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.6,68.568,68.568,68.568,68.568,68.907,68.907,68.907,68.907,68.907,68.907,68.907,68.907,68.907,68.907,68.907,68.907,75.466,75.466,75.466,75.466,75.466,75.466,75.466
2003-07-01,66.2,66.2,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.7,64.707,64.707,64.707,64.707,63.831,63.831,63.831,63.831,63.831,63.831,63.831,63.831,63.831,63.831,63.831,63.831,71.513,71.513,71.513,71.513,71.513,71.513,71.513
2003-10-01,60.8,60.8,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.626,62.626,62.626,62.626,61.212,61.212,61.212,61.212,61.212,61.212,61.212,61.212,61.212,61.212,61.212,61.212,66.401,66.401,66.401,66.401,66.401,66.401,66.401
2004-01-01,61.3,61.3,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.114,63.114,63.114,63.114,63.985,63.985,63.985,63.985,63.985,63.985,63.985,63.985,63.985,63.985,63.985,63.985,75.3,75.3,75.3,75.3,75.3,75.3,75.3
2004-04-01,59.9,59.9,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.267,60.267,60.267,60.267,60.703,60.703,60.703,60.703,60.703,60.703,60.703,60.703,60.703,60.703,60.703,60.703,65.178,65.178,65.178,65.178,65.178,65.178,65.178
2004-07-01,70.8,70.8,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.5,69.454,69.454,69.454,69.454,69.208,69.208,69.208,69.208,69.208,69.208,69.208,69.208,69.208,69.208,69.208,69.208,74.72,74.72,74.72,74.72,74.72,74.72,74.72
2004-10-01,61.9,61.9,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.981,62.981,62.981,62.981,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,61.92,70.233,70.233,70.233,70.233,70.233,70.233,70.233
2005-01-01,71.9,71.9,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.1,74.088,74.088,74.088,74.088,74.706,74.706,74.706,74.706,74.706,74.706,74.706,74.706,74.706,74.706,74.706,74.706,90.614,90.614,90.614,90.614,90.614,90.614,90.614
2005-04-01,66.8,66.8,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.236,67.236,67.236,67.236,67.619,67.619,67.619,67.619,67.619,67.619,67.619,67.619,67.619,67.619,67.619,67.619,75.01,75.01,75.01,75.01,75.01,75.01,75.01
2005-07-01,133.5,133.5,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.6,132.583,132.583,132.583,132.583,131.951,131.951,131.951,131.951,131.951,131.951,131.951,131.951,131.951,131.951,131.951,131.951,141.471,141.471,141.471,141.471,141.471,141.471,141.471
2005-10-01,67.0,67.0,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.388,67.388,67.388,67.388,67.016,67.016,67.016,67.016,67.016,67.016,67.016,67.016,67.016,67.016,67.016,67.016,82.896,82.896,82.896,82.896,82.896,82.896,82.896
2006-01-01,72.9,72.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.923,74.923,74.923,74.923,75.352,75.352,75.352,75.352,75.352,75.352,75.352,75.352,75.352,75.352,75.352,75.352,80.532,80.532,80.532,80.532,80.532,80.532,80.532
2006-04-01,70.9,70.9,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.5,71.504,71.504,71.504,71.504,72.095,72.095,72.095,72.095,72.095,72.095,72.095,72.095,72.095,72.095,72.095,72.095,77.531,77.531,77.531,77.531,77.531,77.531,77.531
2006-07-01,70.9,70.9,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.424,69.424,69.424,69.424,69.088,69.088,69.088,69.088,69.088,69.088,69.088,69.088,69.088,69.088,69.088,69.088,74.809,74.809,74.809,74.809,74.809,74.809,74.809
2006-10-01,67.3,67.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.3,68.31,68.31,68.31,68.31,67.623,67.623,67.623,67.623,67.623,67.623,67.623,67.623,67.623,67.623,67.623,67.623,73.904,73.904,73.904,73.904,73.904,73.904,73.904
2007-01-01,74.6,74.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.6,76.624,76.624,76.624,76.624,77.975,77.975,77.975,77.975,77.975,77.975,77.975,77.975,77.975,77.975,77.975,77.975,90.284,90.284,90.284,90.284,90.284,90.284,90.284
2007-04-01,81.7,81.7,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.048,83.048,83.048,83.048,83.376,83.376,83.376,83.376,83.376,83.376,83.376,83.376,83.376,83.376,83.376,83.376,86.456,86.456,86.456,86.456,86.456,86.456,86.456
2007-07-01,85.4,85.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.428,83.428,83.428,83.428,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,86.334,86.334,86.334,86.334,86.334,86.334,86.334
2007-10-01,89.4,89.4,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.634,74.634,74.634,74.634,73.549,73.549,73.549,73.549,73.549,73.549,73.549,73.549,73.549,73.549,73.549,73.549,80.448,80.448,80.448,80.448,80.448,80.448,80.448
2008-01-01,88.6,88.6,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.033,75.033,75.033,75.033,75.598,75.598,75.598,75.598,75.598,75.598,75.598,75.598,75.598,75.598,75.598,75.598,87.023,87.023,87.023,87.023,87.023,87.023,87.023
2008-04-01,92.4,92.4,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.2,77.179,77.179,77.179,77.179,77.914,77.914,77.914,77.914,77.914,77.914,77.914,77.914,77.914,77.914,77.914,77.914,81.441,81.441,81.441,81.441,81.441,81.441,81.441
2008-07-01,106.5,106.5,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.23,88.23,88.23,88.23,87.584,87.584,87.584,87.584,87.584,87.584,87.584,87.584,87.584,87.584,87.584,87.584,91.17,91.17,91.17,91.17,91.17,91.17,91.17
2008-10-01,359.5,359.5,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.01,343.01,343.01,343.01,342.359,342.359,342.359,342.359,342.359,342.359,342.359,342.359,342.359,342.359,342.359,342.359,348.579,348.579,348.579,348.579,348.579,348.579,348.579
2009-01-01,314.1,314.1,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,297.977,297.977,297.977,297.977,297.449,297.449,297.449,297.449,297.449,297.449,297.449,297.449,297.449,297.449,297.449,297.449,301.168,301.168,301.168,301.168,301.168,301.168,301.168
2009-04-01,230.5,230.5,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.1,214.14,214.14,214.14,214.14,216.894,216.894,216.894,216.894,216.894,216.894,216.894,216.894,216.894,216.894,216.894,216.894,226.024,226.024,226.024,226.024,226.024,226.024,226.024
2009-07-01,156.7,156.7,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.2,140.222,140.222,140.222,140.222,139.623,139.623,139.623,139.623,139.623,139.623,139.623,139.623,139.623,139.623,139.623,139.623,144.917,144.917,144.917,144.917,144.917,144.917,144.917
2009-10-01,194.3,194.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.3,175.255,175.255,175.255,175.255,173.621,173.621,173.621,173.621,173.621,173.621,173.621,173.621,173.621,173.621,173.621,173.621,178.419,178.419,178.419,178.419,178.419,178.419,178.419
2010-01-01,169.6,169.6,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.019,151.019,151.019,151.019,151.633,151.633,151.633,151.633,151.633,151.633,151.633,151.633,151.633,151.633,151.633,151.633,164.277,164.277,164.277,164.277,164.277,164.277,164.277
2010-04-01,199.8,199.8,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.1,181.095,181.095,181.095,181.095,191.462,191.462,191.462,191.462,191.462,191.462,191.462,191.462,191.462,191.462,191.462,191.462,195.76,195.76,195.76,195.76,195.76,195.76,195.76
2010-07-01,140.6,140.6,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.819,121.819,121.819,121.819,118.362,118.362,118.362,118.362,118.362,118.362,118.362,118.362,118.362,118.362,118.362,118.362,122.451,122.451,122.451,122.451,122.451,122.451,122.451
2010-10-01,130.8,130.8,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.7,111.665,111.665,111.665,111.665,104.132,104.132,104.132,104.132,104.132,104.132,104.132,104.132,104.132,104.132,104.132,104.132,110.007,110.007,110.007,110.007,110.007,110.007,110.007
2011-01-01,119.3,119.3,100.1,100.1,100.1,100.1,100.1,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.287,100.287,100.287,100.287,103.601,103.601,103.601,103.601,103.601,103.601,103.601,103.601,103.601,103.601,103.601,103.601,110.241,110.241,110.241,110.241,110.241,110.241,110.241
2011-04-01,145.8,145.8,126.1,126.1,126.1,126.1,126.1,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.3,126.302,126.302,126.302,126.302,129.31,129.31,129.31,129.31,129.31,129.31,129.31,129.31,129.31,129.31,129.31,129.31,142.243,142.243,142.243,142.243,142.243,142.243,142.243
2011-07-01,142.0,142.0,122.2,122.2,122.2,122.2,122.2,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.08,122.08,122.08,122.08,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,117.853,122.798,122.798,122.798,122.798,122.798,122.798,122.798
2011-10-01,164.4,164.4,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.3,145.32,145.32,145.32,145.32,142.907,142.907,142.907,142.907,142.907,142.907,142.907,142.907,142.907,142.907,142.907,142.907,149.706,149.706,149.706,149.706,149.706,149.706,149.706
2012-01-01,120.8,120.8,100.9,100.9,100.9,100.9,100.9,101.0,101.0,101.0,101.0,101.0,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.364,101.364,101.364,101.364,102.804,102.804,102.804,102.804,102.804,102.804,102.804,102.804,102.804,102.804,102.804,102.804,110.757,110.757,110.757,110.757,110.757,110.757,110.757
2012-04-01,104.9,104.9,85.7,85.7,85.7,85.7,85.7,86.0,86.0,86.0,86.0,86.0,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.4,86.364,86.364,86.364,86.364,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,86.8,93.01,93.01,93.01,93.01,93.01,93.01,93.01
2012-07-01,107.0,107.0,88.7,88.7,88.7,88.7,88.7,88.4,88.4,88.4,88.4,88.4,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.1,88.111,88.111,88.111,88.111,86.52,86.52,86.52,86.52,86.52,86.52,86.52,86.52,86.52,86.52,86.52,86.52,90.738,90.738,90.738,90.738,90.738,90.738,90.738
2012-10-01,137.8,137.8,119.6,119.6,119.6,119.6,119.6,119.8,119.8,119.8,119.8,119.8,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.3,120.348,120.348,120.348,120.348,119.923,119.923,119.923,119.923,119.923,119.923,119.923,119.923,119.923,119.923,119.923,119.923,125.306,125.306,125.306,125.306,125.306,125.306,125.306
2013-01-01,,99.4,83.4,83.4,83.4,83.4,83.4,84.0,84.0,84.0,84.0,84.0,84.1,84.1,84.1,84.1,84.1,84.1,84.4,84.4,84.4,84.4,84.4,84.389,84.389,84.389,84.389,84.695,84.695,84.695,84.695,84.695,84.695,84.695,84.695,84.695,84.695,84.695,84.695,91.199,91.199,91.199,91.199,91.199,91.199,91.199
2013-04-01,,,76.2,76.2,76.2,76.2,76.2,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.5,77.8,77.8,77.8,77.8,77.8,77.815,77.815,77.815,77.815,77.774,77.774,77.774,77.774,77.774,77.774,77.774,77.774,77.774,77.774,77.774,77.774,84.394,84.394,84.394,84.394,84.394,84.394,84.394
2013-07-01,,,,81.1,81.1,81.1,81.1,81.9,81.9,81.9,81.9,81.9,81.0,81.0,81.0,81.0,81.0,81.0,80.8,80.8,80.8,80.8,80.8,80.779,80.779,80.779,80.779,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,85.264,85.264,85.264,85.264,85.264,85.264,85.264
2013-10-01,,,,,71.4,71.0,71.0,73.8,73.8,73.8,73.8,73.8,73.4,73.4,73.4,73.4,73.4,73.4,73.1,73.1,73.1,73.1,73.1,73.138,73.138,73.138,73.138,73.56,73.56,73.56,73.56,73.56,73.56,73.56,73.56,73.56,73.56,73.56,73.56,79.723,79.723,79.723,79.723,79.723,79.723,79.723
2014-01-01,,,,,,,76.1,78.6,78.6,78.6,78.6,78.6,77.5,77.5,77.5,77.5,77.5,77.5,77.6,77.6,77.6,77.6,77.5,77.539,77.539,77.539,77.539,77.602,77.602,77.602,77.602,77.602,77.605,77.605,77.605,77.605,77.605,77.605,77.605,86.813,86.813,86.813,86.813,86.813,86.813,86.813
2014-04-01,,,,,,,,79.7,79.7,79.7,79.7,79.7,78.7,78.7,78.7,78.7,78.7,78.7,79.1,79.1,79.1,79.1,78.7,78.669,78.669,78.669,78.669,78.957,78.957,78.957,78.957,78.957,78.907,78.907,78.907,78.907,78.907,78.907,78.907,84.089,84.089,84.089,84.089,84.089,84.089,84.089
2014-07-01,,,,,,,,,82.1,82.1,82.1,82.1,79.2,79.2,79.2,79.2,79.2,79.2,78.8,78.8,78.8,78.8,78.9,78.937,78.937,78.937,78.937,78.031,78.031,78.031,78.031,78.031,78.077,78.077,78.077,78.077,78.077,78.077,78.077,82.955,82.955,82.955,82.955,82.955,82.955,82.955
