observation_date,A918RC1Q027SBEA_20130228,A918RC1Q027SBEA_20130426,A918RC1Q027SBEA_20130731,A918RC1Q027SBEA_20130829,A918RC1Q027SBEA_20130926,A918RC1Q027SBEA_20131107,A918RC1Q027SBEA_20131205,A918RC1Q027SBEA_20131220,A918RC1Q027SBEA_20140130,A918RC1Q027SBEA_20140228,A918RC1Q027SBEA_20140327,A918RC1Q027SBEA_20140430,A918RC1Q027SBEA_20140529,A918RC1Q027SBEA_20140730,A918RC1Q027SBEA_20140828,A918RC1Q027SBEA_20140926,A918RC1Q027SBEA_20141030,A918RC1Q027SBEA_20141125,A918RC1Q027SBEA_20150130,A918RC1Q027SBEA_20150227,A918RC1Q027SBEA_20150429,A918RC1Q027SBEA_20150529,A918RC1Q027SBEA_20150624,A918RC1Q027SBEA_20150730,A918RC1Q027SBEA_20150827,A918RC1Q027SBEA_20151029,A918RC1Q027SBEA_20151124,A918RC1Q027SBEA_20151222,A918RC1Q027SBEA_20160129,A918RC1Q027SBEA_20160428,A918RC1Q027SBEA_20160527,A918RC1Q027SBEA_20160729,A918RC1Q027SBEA_20160826,A918RC1Q027SBEA_20161028,A918RC1Q027SBEA_20161129,A918RC1Q027SBEA_20170127,A918RC1Q027SBEA_20170428,A918RC1Q027SBEA_20170526,A918RC1Q027SBEA_20170728,A918RC1Q027SBEA_20170830,A918RC1Q027SBEA_20171027,A918RC1Q027SBEA_20171129,A918RC1Q027SBEA_20171221,A918RC1Q027SBEA_20180126,A918RC1Q027SBEA_20180228,A918RC1Q027SBEA_20180328,A918RC1Q027SBEA_20180427,A918RC1Q027SBEA_20180530,A918RC1Q027SBEA_20180628,A918RC1Q027SBEA_20180727,A918RC1Q027SBEA_20180829,A918RC1Q027SBEA_20180927,A918RC1Q027SBEA_20181026,A918RC1Q027SBEA_20181128,A918RC1Q027SBEA_20181221,A918RC1Q027SBEA_20190228,A918RC1Q027SBEA_20190328,A918RC1Q027SBEA_20190426,A918RC1Q027SBEA_20190530,A918RC1Q027SBEA_20190627,A918RC1Q027SBEA_20190726,A918RC1Q027SBEA_20190926,A918RC1Q027SBEA_20191030,A918RC1Q027SBEA_20191127,A918RC1Q027SBEA_20191220,A918RC1Q027SBEA_20200130,A918RC1Q027SBEA_20200227,A918RC1Q027SBEA_20200326,A918RC1Q027SBEA_20200429,A918RC1Q027SBEA_20200528,A918RC1Q027SBEA_20200625,A918RC1Q027SBEA_20200730,A918RC1Q027SBEA_20200827,A918RC1Q027SBEA_20200930,A918RC1Q027SBEA_20201029,A918RC1Q027SBEA_20201125,A918RC1Q027SBEA_20201222,A918RC1Q027SBEA_20210128,A918RC1Q027SBEA_20210225
1966-10-01,13.4,13.4,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533,21.533
1967-01-01,13.5,13.5,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.812,21.812,21.812,21.812,21.812,21.812,21.812,21.812,21.812,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849,21.849
1967-04-01,13.7,13.7,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.196,22.196,22.196,22.196,22.196,22.196,22.196,22.196,22.196,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235
1967-07-01,14.0,14.0,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.612,22.612,22.612,22.612,22.612,22.612,22.612,22.612,22.612,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657,22.657
1967-10-01,14.2,14.2,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.052,23.052,23.052,23.052,23.052,23.052,23.052,23.052,23.052,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113,23.113
1968-01-01,14.4,14.4,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.508,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571,23.571
1968-04-01,14.6,14.6,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.888,23.888,23.888,23.888,23.888,23.888,23.888,23.888,23.888,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93,23.93
1968-07-01,14.8,14.8,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.328,24.328,24.328,24.328,24.328,24.328,24.328,24.328,24.328,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347,24.347
1968-10-01,15.0,15.0,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.728,24.728,24.728,24.728,24.728,24.728,24.728,24.728,24.728,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772,24.772
1969-01-01,15.2,15.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.172,25.172,25.172,25.172,25.172,25.172,25.172,25.172,25.172,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196,25.196
1969-04-01,15.3,15.3,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.572,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631,25.631
1969-07-01,15.4,15.4,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005,26.005
1969-10-01,15.6,15.6,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443,26.443
1970-01-01,15.8,15.8,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.896,26.896,26.896,26.896,26.896,26.896,26.896,26.896,26.896,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951,26.951
1970-04-01,16.0,16.0,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.4,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422,27.422
1970-07-01,16.2,16.2,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.828,27.828,27.828,27.828,27.828,27.828,27.828,27.828,27.828,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865,27.865
1970-10-01,16.3,16.3,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.228,28.228,28.228,28.228,28.228,28.228,28.228,28.228,28.228,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297,28.297
1971-01-01,16.5,16.5,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.648,28.648,28.648,28.648,28.648,28.648,28.648,28.648,28.648,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728,28.728
1971-04-01,16.5,16.5,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.936,28.936,28.936,28.936,28.936,28.936,28.936,28.936,28.936,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013,29.013
1971-07-01,16.5,16.5,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.144,29.144,29.144,29.144,29.144,29.144,29.144,29.144,29.144,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199,29.199
1971-10-01,16.4,16.4,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.264,29.264,29.264,29.264,29.264,29.264,29.264,29.264,29.264,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314,29.314
1972-01-01,16.6,16.6,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.792,29.792,29.792,29.792,29.792,29.792,29.792,29.792,29.792,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609,29.609
1972-04-01,16.5,16.5,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.924,29.924,29.924,29.924,29.924,29.924,29.924,29.924,29.924,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866,29.866
1972-07-01,16.6,16.6,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.2,30.184,30.184,30.184,30.184,30.184,30.184,30.184,30.184,30.184,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519,30.519
1972-10-01,16.8,16.8,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.4,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.42,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821,30.821
1973-01-01,16.8,16.8,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.892,30.892,30.892,30.892,30.892,30.892,30.892,30.892,30.892,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158,31.158
1973-04-01,17.0,17.0,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778,31.778
1973-07-01,17.1,17.1,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.976,31.976,31.976,31.976,31.976,31.976,31.976,31.976,31.976,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802,32.802
1973-10-01,17.2,17.2,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.6,32.632,32.632,32.632,32.632,32.632,32.632,32.632,32.632,32.632,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677,33.677
1974-01-01,17.4,17.4,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.3,33.308,33.308,33.308,33.308,33.308,33.308,33.308,33.308,33.308,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992,33.992
1974-04-01,17.8,17.8,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.12,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633,34.633
1974-07-01,18.5,18.5,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.176,35.176,35.176,35.176,35.176,35.176,35.176,35.176,35.176,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977,35.977
1974-10-01,19.0,19.0,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.1,36.104,36.104,36.104,36.104,36.104,36.104,36.104,36.104,36.104,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928,36.928
1975-01-01,19.2,19.2,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.8,36.796,36.796,36.796,36.796,36.796,36.796,36.796,36.796,36.796,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825,37.825
1975-04-01,19.4,19.4,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.492,37.492,37.492,37.492,37.492,37.492,37.492,37.492,37.492,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287,38.287
1975-07-01,19.9,19.9,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.076,38.076,38.076,38.076,38.076,38.076,38.076,38.076,38.076,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103,39.103
1975-10-01,20.3,20.3,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.776,38.776,38.776,38.776,38.776,38.776,38.776,38.776,38.776,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76,39.76
1976-01-01,20.8,20.8,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.524,39.524,39.524,39.524,39.524,39.524,39.524,39.524,39.524,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697,40.697
1976-04-01,21.1,21.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.144,40.144,40.144,40.144,40.144,40.144,40.144,40.144,40.144,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062,41.062
