observation_date,A918RC1Q027SBEA_20130228,A918RC1Q027SBEA_20130426,A918RC1Q027SBEA_20130731,A918RC1Q027SBEA_20130829,A918RC1Q027SBEA_20130926,A918RC1Q027SBEA_20131107,A918RC1Q027SBEA_20131205,A918RC1Q027SBEA_20131220,A918RC1Q027SBEA_20140130,A918RC1Q027SBEA_20140228,A918RC1Q027SBEA_20140327,A918RC1Q027SBEA_20140430,A918RC1Q027SBEA_20140529,A918RC1Q027SBEA_20140730,A918RC1Q027SBEA_20140828,A918RC1Q027SBEA_20140926,A918RC1Q027SBEA_20141030,A918RC1Q027SBEA_20141125,A918RC1Q027SBEA_20150130,A918RC1Q027SBEA_20150227,A918RC1Q027SBEA_20150429,A918RC1Q027SBEA_20150529,A918RC1Q027SBEA_20150624,A918RC1Q027SBEA_20150730,A918RC1Q027SBEA_20150827,A918RC1Q027SBEA_20151029,A918RC1Q027SBEA_20151124,A918RC1Q027SBEA_20151222,A918RC1Q027SBEA_20160129,A918RC1Q027SBEA_20160428,A918RC1Q027SBEA_20160527,A918RC1Q027SBEA_20160729,A918RC1Q027SBEA_20160826,A918RC1Q027SBEA_20161028,A918RC1Q027SBEA_20161129,A918RC1Q027SBEA_20170127,A918RC1Q027SBEA_20170428,A918RC1Q027SBEA_20170526,A918RC1Q027SBEA_20170728,A918RC1Q027SBEA_20170830,A918RC1Q027SBEA_20171027,A918RC1Q027SBEA_20171129,A918RC1Q027SBEA_20171221,A918RC1Q027SBEA_20180126,A918RC1Q027SBEA_20180228,A918RC1Q027SBEA_20180328,A918RC1Q027SBEA_20180427,A918RC1Q027SBEA_20180530,A918RC1Q027SBEA_20180628,A918RC1Q027SBEA_20180727,A918RC1Q027SBEA_20180829,A918RC1Q027SBEA_20180927,A918RC1Q027SBEA_20181026,A918RC1Q027SBEA_20181128,A918RC1Q027SBEA_20181221,A918RC1Q027SBEA_20190228,A918RC1Q027SBEA_20190328,A918RC1Q027SBEA_20190426,A918RC1Q027SBEA_20190530,A918RC1Q027SBEA_20190627,A918RC1Q027SBEA_20190726,A918RC1Q027SBEA_20190926,A918RC1Q027SBEA_20191030,A918RC1Q027SBEA_20191127,A918RC1Q027SBEA_20191220,A918RC1Q027SBEA_20200130,A918RC1Q027SBEA_20200227,A918RC1Q027SBEA_20200326,A918RC1Q027SBEA_20200429,A918RC1Q027SBEA_20200528,A918RC1Q027SBEA_20200625,A918RC1Q027SBEA_20200730,A918RC1Q027SBEA_20200827,A918RC1Q027SBEA_20200930,A918RC1Q027SBEA_20201029,A918RC1Q027SBEA_20201125,A918RC1Q027SBEA_20201222,A918RC1Q027SBEA_20210128,A918RC1Q027SBEA_20210225
1986-04-01,51.1,51.1,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.412,99.412,99.412,99.412,99.412,99.412,99.412,99.412,99.412,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87,102.87
1986-07-01,52.2,52.2,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.1,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397,104.397
1986-10-01,53.1,53.1,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.2,103.164,103.164,103.164,103.164,103.164,103.164,103.164,103.164,103.164,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147,106.147
1987-01-01,54.2,54.2,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.768,104.768,104.768,104.768,104.768,104.768,104.768,104.768,104.768,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701,107.701
1987-04-01,54.7,54.7,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.416,106.416,106.416,106.416,106.416,106.416,106.416,106.416,106.416,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095,109.095
1987-07-01,55.5,55.5,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.4,108.364,108.364,108.364,108.364,108.364,108.364,108.364,108.364,108.364,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871,110.871
1987-10-01,56.3,56.3,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.62,110.62,110.62,110.62,110.62,110.62,110.62,110.62,110.62,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76,112.76
1988-01-01,57.5,57.5,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.1,113.096,113.096,113.096,113.096,113.096,113.096,113.096,113.096,113.096,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647,115.647
1988-04-01,58.6,58.6,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.4,115.356,115.356,115.356,115.356,115.356,115.356,115.356,115.356,115.356,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896,117.896
1988-07-01,59.5,59.5,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.4,117.352,117.352,117.352,117.352,117.352,117.352,117.352,117.352,117.352,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942,119.942
1988-10-01,60.8,60.8,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.4,119.408,119.408,119.408,119.408,119.408,119.408,119.408,119.408,119.408,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172,122.172
1989-01-01,61.8,61.8,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.4,121.388,121.388,121.388,121.388,121.388,121.388,121.388,121.388,121.388,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986,123.986
1989-04-01,62.7,62.7,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.3,123.292,123.292,123.292,123.292,123.292,123.292,123.292,123.292,123.292,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804,125.804
1989-07-01,63.8,63.8,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.1,125.132,125.132,125.132,125.132,125.132,125.132,125.132,125.132,125.132,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781,127.781
1989-10-01,64.9,64.9,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.8,126.832,126.832,126.832,126.832,126.832,126.832,126.832,126.832,126.832,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913,129.913
1990-01-01,66.1,66.1,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.7,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,128.664,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023,131.023
1990-04-01,67.1,67.1,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.3,130.324,130.324,130.324,130.324,130.324,130.324,130.324,130.324,130.324,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418,132.418
1990-07-01,68.2,68.2,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.044,132.044,132.044,132.044,132.044,132.044,132.044,132.044,132.044,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441,134.441
1990-10-01,69.6,69.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.6,133.56,133.56,133.56,133.56,133.56,133.56,133.56,133.56,133.56,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097,136.097
1991-01-01,70.8,70.8,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.7,135.664,135.664,135.664,135.664,135.664,135.664,135.664,135.664,135.664,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201,138.201
1991-04-01,71.5,71.5,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.4,137.392,137.392,137.392,137.392,137.392,137.392,137.392,137.392,137.392,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452,139.452
1991-07-01,72.6,72.6,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,138.968,138.968,138.968,138.968,138.968,138.968,138.968,138.968,138.968,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114,141.114
1991-10-01,73.3,73.3,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.592,139.592,139.592,139.592,139.592,139.592,139.592,139.592,139.592,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617,141.617
1992-01-01,73.6,73.6,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.92,139.92,139.92,139.92,139.92,139.92,139.92,139.92,139.92,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807,141.807
1992-04-01,74.3,74.3,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.9,140.864,140.864,140.864,140.864,140.864,140.864,140.864,140.864,140.864,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709,142.709
1992-07-01,74.8,74.8,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,141.7,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412,143.412
1992-10-01,75.7,75.7,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.2,143.22,143.22,143.22,143.22,143.22,143.22,143.22,143.22,143.22,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144,145.144
1993-01-01,77.0,77.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,143.996,143.996,143.996,143.996,143.996,143.996,143.996,143.996,143.996,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065,146.065
1993-04-01,77.5,77.5,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.9,144.856,144.856,144.856,144.856,144.856,144.856,144.856,144.856,144.856,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464,146.464
1993-07-01,78.2,78.2,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.556,145.556,145.556,145.556,145.556,145.556,145.556,145.556,145.556,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864,146.864
1993-10-01,78.7,78.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.7,146.728,146.728,146.728,146.728,146.728,146.728,146.728,146.728,146.728,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717,148.717
1994-01-01,79.0,79.0,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.9,146.924,146.924,146.924,146.924,146.924,146.924,146.924,146.924,146.924,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004,149.004
1994-04-01,79.9,79.9,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.7,147.704,147.704,147.704,147.704,147.704,147.704,147.704,147.704,147.704,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888,149.888
1994-07-01,80.2,80.2,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.7,148.656,148.656,148.656,148.656,148.656,148.656,148.656,148.656,148.656,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49,150.49
1994-10-01,81.2,81.2,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,149.952,149.952,149.952,149.952,149.952,149.952,149.952,149.952,149.952,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938,151.938
1995-01-01,81.5,81.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.5,151.484,151.484,151.484,151.484,151.484,151.484,151.484,151.484,151.484,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124,153.124
1995-04-01,81.6,81.6,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.7,151.724,151.724,151.724,151.724,151.724,151.724,151.724,151.724,151.724,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416,153.416
1995-07-01,81.7,81.7,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.276,152.276,152.276,152.276,152.276,152.276,152.276,152.276,152.276,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797,153.797
1995-10-01,82.0,82.0,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.2,152.184,152.184,152.184,152.184,152.184,152.184,152.184,152.184,152.184,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775,153.775
