observation_date,COE_19610219,COE_19610518,COE_19610719,COE_19610818,COE_19611020,COE_19620224,COE_19620518,COE_19620720,COE_19620814,COE_19621225,COE_19630220,COE_19630521,COE_19630722,COE_19630816,COE_19631118,COE_19640220,COE_19640518,COE_19640716,COE_19641014,COE_19650114,COE_19650414,COE_19650714,COE_19650819,COE_19651013,COE_19660113,COE_19660418,COE_19660715,COE_19660811,COE_19661013,COE_19661110,COE_19670113,COE_19670412,COE_19670717,COE_19670814,COE_19671013,COE_19671117,COE_19680116,COE_19680215,COE_19680416,COE_19680516,COE_19680718,COE_19680815,COE_19681015,COE_19681118,COE_19690114,COE_19690417,COE_19690516,COE_19690717,COE_19690814,COE_19691016,COE_19691114,COE_19700116,COE_19700213,COE_19700417,COE_19700515,COE_19700717,COE_19700814,COE_19701015,COE_19710118,COE_19710212,COE_19710415,COE_19710513,COE_19710716,COE_19710820,COE_19711022,COE_19711118,COE_19720114,COE_19720121,COE_19720419,COE_19720518,COE_19720721,COE_19720818,COE_19721019,COE_19721117,COE_19730119,COE_19730220,COE_19730419,COE_19730517,COE_19730719,COE_19730817,COE_19731018,COE_19731116,COE_19740117,COE_19740220,COE_19740418,COE_19740517,COE_19740718,COE_19740822,COE_19741017,COE_19741115,COE_19750116,COE_19750220,COE_19750416,COE_19750520,COE_19750717,COE_19750821,COE_19751020,COE_19751120,COE_19760116,COE_19760120,COE_19760219,COE_19760419,COE_19760520,COE_19760720,COE_19760819,COE_19761019,COE_19761118,COE_19770118,COE_19770420,COE_19770519,COE_19770721,COE_19770819,COE_19771019,COE_19771117,COE_19771220,COE_19780119,COE_19780221,COE_19780320,COE_19780419,COE_19780518,COE_19780620,COE_19780721,COE_19780818,COE_19780920,COE_19781020,COE_19781121,COE_19781220,COE_19790118,COE_19790222,COE_19790320,COE_19790419,COE_19790518,COE_19790620,COE_19790720,COE_19790817,COE_19790919,COE_19791016,COE_19791120,COE_19791219,COE_19800118,COE_19800222,COE_19800319,COE_19800418,COE_19800520,COE_19800618,COE_19800718,COE_19800819,COE_19801017,COE_19801119,COE_19801223,COE_19810121,COE_19810219,COE_19810318,COE_19810420,COE_19810519,COE_19810618,COE_19810722,COE_19810819,COE_19810918,COE_19811020,COE_19811119,COE_19811218,COE_19820120,COE_19820222,COE_19820319,COE_19820421,COE_19820519,COE_19820621,COE_19820721,COE_19820819,COE_19820921,COE_19821020,COE_19821119,COE_19821221,COE_19830119,COE_19830222,COE_19830321,COE_19830420,COE_19830519,COE_19830621,COE_19830721,COE_19830819,COE_19830921,COE_19831020,COE_19831122,COE_19831221,COE_19840120,COE_19840217,COE_19840320,COE_19840419,COE_19840518,COE_19840723,COE_19840820,COE_19840920,COE_19841019,COE_19841120,COE_19850122,COE_19850221,COE_19850321,COE_19850418,COE_19850521,COE_19850620,COE_19850718,COE_19850820,COE_19850920,COE_19851017,COE_19851120,COE_19851220,COE_19860122,COE_19860220,COE_19860319,COE_19860417,COE_19860520,COE_19860618,COE_19860722,COE_19860819,COE_19860918,COE_19861022,COE_19861119,COE_19861217,COE_19870122,COE_19870219,COE_19870423,COE_19870522,COE_19870617,COE_19870724,COE_19870821,COE_19870918,COE_19871023,COE_19871124,COE_19871217,COE_19880127,COE_19880323,COE_19880426,COE_19880526,COE_19880623,COE_19880727,COE_19880825,COE_19881026,COE_19881129,COE_19881220,COE_19890127,COE_19890228,COE_19890323,COE_19890426,COE_19890525,COE_19890622,COE_19890727,COE_19890829,COE_19890921,COE_19891026,COE_19891129,COE_19900126,COE_19900228,COE_19900328,COE_19900427,COE_19900524,COE_19900621,COE_19900727,COE_19900824,COE_19900925,COE_19901030,COE_19901219,COE_19910125,COE_19910227,COE_19910327,COE_19910426,COE_19910529,COE_19910626,COE_19910726,COE_19910828,COE_19910926,COE_19911029,COE_19911204,COE_19911220,COE_19920129,COE_19920228,COE_19920326,COE_19920428,COE_19920529,COE_19920625,COE_19920730,COE_19920827,COE_19920924,COE_19921027,COE_19921125,COE_19921222,COE_19930128,COE_19930226,COE_19930326,COE_19930429,COE_19930528,COE_19930623,COE_19930729,COE_19930831,COE_19930929,COE_19931028,COE_19931201,COE_19931222,COE_19940128,COE_19940301,COE_19940331,COE_19940428,COE_19940527,COE_19940629,COE_19940729,COE_19940826,COE_19940929,COE_19941028,COE_19941130,COE_19941222,COE_19950127,COE_19950301,COE_19950331,COE_19950428,COE_19950531,COE_19950630,COE_19950728,COE_19950830,COE_19950929,COE_19951027,COE_19960119,COE_19960223,COE_19960402,COE_19960502,COE_19960530,COE_19960628,COE_19960801,COE_19960829,COE_19960927,COE_19961030,COE_19961127,COE_19961220,COE_19970131,COE_19970228,COE_19970328,COE_19970430,COE_19970530,COE_19970627,COE_19970731,COE_19970828,COE_19970926,COE_19971031,COE_19971126,COE_19971223,COE_19980130,COE_19980227,COE_19980326,COE_19980430,COE_19980528,COE_19980625,COE_19980731,COE_19980827,COE_19980924,COE_19981030,COE_19981124,COE_19981223,COE_19990129,COE_19990226,COE_19990331,COE_19990430,COE_19990527,COE_19990625,COE_19990729,COE_19990826,COE_19990930,COE_19991028,COE_19991029,COE_19991124,COE_19991222,COE_20000128,COE_20000225,COE_20000330,COE_20000427,COE_20000525,COE_20000629,COE_20000728,COE_20000825,COE_20000928,COE_20001027,COE_20001129,COE_20001221,COE_20010131,COE_20010228,COE_20010329,COE_20010427,COE_20010525,COE_20010629,COE_20010727,COE_20010928,COE_20011031,COE_20011130,COE_20011221,COE_20020130,COE_20020228,COE_20020328,COE_20020426,COE_20020524,COE_20020627,COE_20020731,COE_20020829,COE_20020927,COE_20021031,COE_20021126,COE_20021220,COE_20030130,COE_20030228,COE_20030327,COE_20030425,COE_20030529,COE_20030626,COE_20030731,COE_20030828,COE_20030926,COE_20031030,COE_20031210,COE_20031218,COE_20031223,COE_20040130,COE_20040227,COE_20040325,COE_20040429,COE_20040527,COE_20040625,COE_20040730,COE_20040827,COE_20040929,COE_20041029,COE_20041130,COE_20041222,COE_20050128,COE_20050225,COE_20050330,COE_20050428,COE_20050526,COE_20050629,COE_20050729,COE_20050831,COE_20050929,COE_20051028,COE_20051130,COE_20051221,COE_20060127,COE_20060228,COE_20060330,COE_20060428,COE_20060525,COE_20060629,COE_20060728,COE_20060830,COE_20060928,COE_20061027,COE_20061129,COE_20061221,COE_20070131,COE_20070228,COE_20070329,COE_20070427,COE_20070531,COE_20070628,COE_20070727,COE_20070830,COE_20070927,COE_20071031,COE_20071129,COE_20071220,COE_20080130,COE_20080228,COE_20080327,COE_20080430,COE_20080505,COE_20080529,COE_20080626,COE_20080731,COE_20080828,COE_20080926,COE_20081030,COE_20081125,COE_20081223,COE_20090130,COE_20090227,COE_20090326,COE_20090429,COE_20090529,COE_20090625,COE_20090731,COE_20090817,COE_20090827,COE_20090930,COE_20091029,COE_20091124,COE_20091222,COE_20100129,COE_20100226,COE_20100326,COE_20100430,COE_20100527,COE_20100625,COE_20100730,COE_20100827,COE_20100930,COE_20101029,COE_20101123,COE_20101222,COE_20110128,COE_20110225,COE_20110325,COE_20110428,COE_20110526,COE_20110624,COE_20110729,COE_20110826,COE_20110929,COE_20111027,COE_20111122,COE_20111222,COE_20120127,COE_20120229,COE_20120329,COE_20120427,COE_20120531,COE_20120628,COE_20120727,COE_20120829,COE_20120927,COE_20121026,COE_20121129,COE_20121220,COE_20130130,COE_20130228,COE_20130328,COE_20130426,COE_20130530,COE_20130626,COE_20130731,COE_20130829,COE_20130926,COE_20131107,COE_20131205,COE_20131220,COE_20140130,COE_20140228,COE_20140327,COE_20140430,COE_20140529,COE_20140625,COE_20140730,COE_20140828,COE_20140926,COE_20141030,COE_20141125,COE_20141223,COE_20150130,COE_20150227,COE_20150327,COE_20150429,COE_20150529,COE_20150624,COE_20150730,COE_20150827,COE_20150925,COE_20151029,COE_20151124,COE_20151222,COE_20160129,COE_20160226,COE_20160325,COE_20160428,COE_20160527,COE_20160628,COE_20160729,COE_20160826,COE_20160929,COE_20161028,COE_20161129,COE_20161222,COE_20170127,COE_20170228,COE_20170330,COE_20170428,COE_20170526,COE_20170629,COE_20170728,COE_20170830,COE_20170928,COE_20171027,COE_20171129,COE_20171221,COE_20180126,COE_20180228,COE_20180328,COE_20180427,COE_20180530,COE_20180628,COE_20180727,COE_20180829,COE_20180927,COE_20181026,COE_20181128,COE_20181221,COE_20190228,COE_20190328,COE_20190426,COE_20190530,COE_20190627,COE_20190726,COE_20190829,COE_20190926,COE_20191030,COE_20191127,COE_20191220,COE_20200130,COE_20200227,COE_20200326,COE_20200429,COE_20200528,COE_20200625,COE_20200730,COE_20200827,COE_20200930,COE_20201029,COE_20201125,COE_20201222,COE_20210128,COE_20210225
1960-01-01,290.2,290.2,290.2,290.2,290.2,290.2,290.2,290.6,290.6,290.6,290.6,290.6,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,290.5,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,291.8,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,292.5,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,294.2,,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,294.1,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.3,299.276,299.276,299.276,299.276,299.276,299.276,299.276,299.276,299.276,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735,298.735
1960-04-01,295.0,295.0,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,294.6,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,295.4,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,297.1,,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,296.9,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.3,302.279,302.279,302.279,302.279,302.279,302.279,302.279,302.279,302.279,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716,301.716
1960-07-01,297.2,297.2,296.0,296.0,296.0,296.0,296.0,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.8,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,295.9,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,296.2,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,297.9,,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,297.7,,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,297.6,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.2,303.155,303.155,303.155,303.155,303.155,303.155,303.155,303.155,303.155,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573,302.573
