observation_date,CPIAUCSL_19720721,CPIAUCSL_19720822,CPIAUCSL_19720922,CPIAUCSL_19721020,CPIAUCSL_19721121,CPIAUCSL_19721222,CPIAUCSL_19730123,CPIAUCSL_19730222,CPIAUCSL_19730321,CPIAUCSL_19730420,CPIAUCSL_19730522,CPIAUCSL_19730621,CPIAUCSL_19730720,CPIAUCSL_19730821,CPIAUCSL_19730921,CPIAUCSL_19731019,CPIAUCSL_19731121,CPIAUCSL_19731221,CPIAUCSL_19740122,CPIAUCSL_19740222,CPIAUCSL_19740321,CPIAUCSL_19740419,CPIAUCSL_19740521,CPIAUCSL_19740621,CPIAUCSL_19740719,CPIAUCSL_19740821,CPIAUCSL_19740920,CPIAUCSL_19741022,CPIAUCSL_19741121,CPIAUCSL_19741220,CPIAUCSL_19750121,CPIAUCSL_19750221,CPIAUCSL_19750320,CPIAUCSL_19750422,CPIAUCSL_19750521,CPIAUCSL_19750620,CPIAUCSL_19750722,CPIAUCSL_19750821,CPIAUCSL_19750919,CPIAUCSL_19751022,CPIAUCSL_19751120,CPIAUCSL_19751219,CPIAUCSL_19760121,CPIAUCSL_19760220,CPIAUCSL_19760319,CPIAUCSL_19760421,CPIAUCSL_19760521,CPIAUCSL_19760622,CPIAUCSL_19760721,CPIAUCSL_19760820,CPIAUCSL_19760921,CPIAUCSL_19761021,CPIAUCSL_19761119,CPIAUCSL_19761221,CPIAUCSL_19770119,CPIAUCSL_19770218,CPIAUCSL_19770318,CPIAUCSL_19770421,CPIAUCSL_19770520,CPIAUCSL_19770621,CPIAUCSL_19770721,CPIAUCSL_19770819,CPIAUCSL_19770921,CPIAUCSL_19771021,CPIAUCSL_19771122,CPIAUCSL_19771221,CPIAUCSL_19780120,CPIAUCSL_19780227,CPIAUCSL_19780328,CPIAUCSL_19780428,CPIAUCSL_19780531,CPIAUCSL_19780630,CPIAUCSL_19780728,CPIAUCSL_19780829,CPIAUCSL_19780926,CPIAUCSL_19781026,CPIAUCSL_19781128,CPIAUCSL_19781222,CPIAUCSL_19790124,CPIAUCSL_19790223,CPIAUCSL_19790323,CPIAUCSL_19790426,CPIAUCSL_19790525,CPIAUCSL_19790626,CPIAUCSL_19790726,CPIAUCSL_19790824,CPIAUCSL_19790925,CPIAUCSL_19791026,CPIAUCSL_19791127,CPIAUCSL_19791221,CPIAUCSL_19800125,CPIAUCSL_19800222,CPIAUCSL_19800325,CPIAUCSL_19800422,CPIAUCSL_19800523,CPIAUCSL_19800624,CPIAUCSL_19800723,CPIAUCSL_19800822,CPIAUCSL_19800923,CPIAUCSL_19801024,CPIAUCSL_19801125,CPIAUCSL_19801223,CPIAUCSL_19810123,CPIAUCSL_19810225,CPIAUCSL_19810324,CPIAUCSL_19810423,CPIAUCSL_19810522,CPIAUCSL_19810623,CPIAUCSL_19810723,CPIAUCSL_19810825,CPIAUCSL_19810924,CPIAUCSL_19811023,CPIAUCSL_19811124,CPIAUCSL_19811222,CPIAUCSL_19820122,CPIAUCSL_19820225,CPIAUCSL_19820323,CPIAUCSL_19820423,CPIAUCSL_19820521,CPIAUCSL_19820622,CPIAUCSL_19820723,CPIAUCSL_19820824,CPIAUCSL_19820923,CPIAUCSL_19821026,CPIAUCSL_19821123,CPIAUCSL_19821221,CPIAUCSL_19830121,CPIAUCSL_19830225,CPIAUCSL_19830323,CPIAUCSL_19830422,CPIAUCSL_19830524,CPIAUCSL_19830622,CPIAUCSL_19830722,CPIAUCSL_19830823,CPIAUCSL_19830923,CPIAUCSL_19831025,CPIAUCSL_19831123,CPIAUCSL_19831221,CPIAUCSL_19840124,CPIAUCSL_19840224,CPIAUCSL_19840323,CPIAUCSL_19840424,CPIAUCSL_19840522,CPIAUCSL_19840622,CPIAUCSL_19840724,CPIAUCSL_19840822,CPIAUCSL_19840921,CPIAUCSL_19841024,CPIAUCSL_19841121,CPIAUCSL_19841220,CPIAUCSL_19850123,CPIAUCSL_19850226,CPIAUCSL_19850322,CPIAUCSL_19850423,CPIAUCSL_19850521,CPIAUCSL_19850620,CPIAUCSL_19850723,CPIAUCSL_19850822,CPIAUCSL_19850924,CPIAUCSL_19851023,CPIAUCSL_19851122,CPIAUCSL_19851220,CPIAUCSL_19860122,CPIAUCSL_19860225,CPIAUCSL_19860325,CPIAUCSL_19860422,CPIAUCSL_19860521,CPIAUCSL_19860620,CPIAUCSL_19860723,CPIAUCSL_19860821,CPIAUCSL_19860923,CPIAUCSL_19861023,CPIAUCSL_19861125,CPIAUCSL_19861219,CPIAUCSL_19870121,CPIAUCSL_19870227,CPIAUCSL_19870327,CPIAUCSL_19870424,CPIAUCSL_19870522,CPIAUCSL_19870623,CPIAUCSL_19870722,CPIAUCSL_19870821,CPIAUCSL_19870923,CPIAUCSL_19871023,CPIAUCSL_19871120,CPIAUCSL_19871218,CPIAUCSL_19880120,CPIAUCSL_19880226,CPIAUCSL_19880323,CPIAUCSL_19880420,CPIAUCSL_19880520,CPIAUCSL_19880621,CPIAUCSL_19880722,CPIAUCSL_19880823,CPIAUCSL_19880921,CPIAUCSL_19881021,CPIAUCSL_19881122,CPIAUCSL_19881220,CPIAUCSL_19890119,CPIAUCSL_19890222,CPIAUCSL_19890321,CPIAUCSL_19890418,CPIAUCSL_19890518,CPIAUCSL_19890616,CPIAUCSL_19890719,CPIAUCSL_19890818,CPIAUCSL_19890919,CPIAUCSL_19891019,CPIAUCSL_19891121,CPIAUCSL_19891219,CPIAUCSL_19900118,CPIAUCSL_19900221,CPIAUCSL_19900320,CPIAUCSL_19900417,CPIAUCSL_19900516,CPIAUCSL_19900615,CPIAUCSL_19900718,CPIAUCSL_19900816,CPIAUCSL_19900918,CPIAUCSL_19901018,CPIAUCSL_19901116,CPIAUCSL_19901218,CPIAUCSL_19910116,CPIAUCSL_19910220,CPIAUCSL_19910319,CPIAUCSL_19910412,CPIAUCSL_19910514,CPIAUCSL_19910614,CPIAUCSL_19910717,CPIAUCSL_19910814,CPIAUCSL_19910913,CPIAUCSL_19911017,CPIAUCSL_19911114,CPIAUCSL_19911213,CPIAUCSL_19920116,CPIAUCSL_19920219,CPIAUCSL_19920317,CPIAUCSL_19920410,CPIAUCSL_19920513,CPIAUCSL_19920612,CPIAUCSL_19920714,CPIAUCSL_19920813,CPIAUCSL_19920915,CPIAUCSL_19921015,CPIAUCSL_19921113,CPIAUCSL_19921213,CPIAUCSL_19930115,CPIAUCSL_19930218,CPIAUCSL_19930317,CPIAUCSL_19930409,CPIAUCSL_19930513,CPIAUCSL_19930615,CPIAUCSL_19930714,CPIAUCSL_19930813,CPIAUCSL_19930914,CPIAUCSL_19931015,CPIAUCSL_19931110,CPIAUCSL_19931210,CPIAUCSL_19940113,CPIAUCSL_19940217,CPIAUCSL_19940316,CPIAUCSL_19940413,CPIAUCSL_19940513,CPIAUCSL_19940614,CPIAUCSL_19940713,CPIAUCSL_19940812,CPIAUCSL_19940913,CPIAUCSL_19941014,CPIAUCSL_19941116,CPIAUCSL_19941214,CPIAUCSL_19950111,CPIAUCSL_19950215,CPIAUCSL_19950316,CPIAUCSL_19950412,CPIAUCSL_19950512,CPIAUCSL_19950613,CPIAUCSL_19950714,CPIAUCSL_19950811,CPIAUCSL_19950913,CPIAUCSL_19951013,CPIAUCSL_19951115,CPIAUCSL_19951214,CPIAUCSL_19960201,CPIAUCSL_19960228,CPIAUCSL_19960315,CPIAUCSL_19960412,CPIAUCSL_19960514,CPIAUCSL_19960612,CPIAUCSL_19960716,CPIAUCSL_19960813,CPIAUCSL_19960913,CPIAUCSL_19961016,CPIAUCSL_19961114,CPIAUCSL_19961212,CPIAUCSL_19970114,CPIAUCSL_19970219,CPIAUCSL_19970319,CPIAUCSL_19970415,CPIAUCSL_19970515,CPIAUCSL_19970617,CPIAUCSL_19970716,CPIAUCSL_19970814,CPIAUCSL_19970916,CPIAUCSL_19971016,CPIAUCSL_19971118,CPIAUCSL_19971216,CPIAUCSL_19980113,CPIAUCSL_19980224,CPIAUCSL_19980319,CPIAUCSL_19980414,CPIAUCSL_19980514,CPIAUCSL_19980616,CPIAUCSL_19980714,CPIAUCSL_19980818,CPIAUCSL_19980917,CPIAUCSL_19981016,CPIAUCSL_19981117,CPIAUCSL_19981215,CPIAUCSL_19990114,CPIAUCSL_19990219,CPIAUCSL_19990318,CPIAUCSL_19990413,CPIAUCSL_19990514,CPIAUCSL_19990616,CPIAUCSL_19990715,CPIAUCSL_19990817,CPIAUCSL_19990915,CPIAUCSL_19991019,CPIAUCSL_19991117,CPIAUCSL_19991214,CPIAUCSL_20000114,CPIAUCSL_20000218,CPIAUCSL_20000317,CPIAUCSL_20000414,CPIAUCSL_20000516,CPIAUCSL_20000614,CPIAUCSL_20000718,CPIAUCSL_20000816,CPIAUCSL_20000915,CPIAUCSL_20000928,CPIAUCSL_20001018,CPIAUCSL_20001116,CPIAUCSL_20001215,CPIAUCSL_20010117,CPIAUCSL_20010221,CPIAUCSL_20010321,CPIAUCSL_20010417,CPIAUCSL_20010516,CPIAUCSL_20010615,CPIAUCSL_20010718,CPIAUCSL_20010816,CPIAUCSL_20010918,CPIAUCSL_20011019,CPIAUCSL_20011116,CPIAUCSL_20011214,CPIAUCSL_20020116,CPIAUCSL_20020220,CPIAUCSL_20020321,CPIAUCSL_20020416,CPIAUCSL_20020515,CPIAUCSL_20020618,CPIAUCSL_20020719,CPIAUCSL_20020816,CPIAUCSL_20020918,CPIAUCSL_20021018,CPIAUCSL_20021119,CPIAUCSL_20021217,CPIAUCSL_20030116,CPIAUCSL_20030221,CPIAUCSL_20030321,CPIAUCSL_20030416,CPIAUCSL_20030516,CPIAUCSL_20030617,CPIAUCSL_20030716,CPIAUCSL_20030815,CPIAUCSL_20030916,CPIAUCSL_20031016,CPIAUCSL_20031118,CPIAUCSL_20031216,CPIAUCSL_20040115,CPIAUCSL_20040220,CPIAUCSL_20040317,CPIAUCSL_20040414,CPIAUCSL_20040514,CPIAUCSL_20040615,CPIAUCSL_20040716,CPIAUCSL_20040817,CPIAUCSL_20040916,CPIAUCSL_20041019,CPIAUCSL_20041117,CPIAUCSL_20041217,CPIAUCSL_20050119,CPIAUCSL_20050218,CPIAUCSL_20050223,CPIAUCSL_20050323,CPIAUCSL_20050420,CPIAUCSL_20050518,CPIAUCSL_20050615,CPIAUCSL_20050714,CPIAUCSL_20050816,CPIAUCSL_20050915,CPIAUCSL_20051014,CPIAUCSL_20051116,CPIAUCSL_20051215,CPIAUCSL_20060118,CPIAUCSL_20060217,CPIAUCSL_20060222,CPIAUCSL_20060316,CPIAUCSL_20060419,CPIAUCSL_20060517,CPIAUCSL_20060614,CPIAUCSL_20060719,CPIAUCSL_20060816,CPIAUCSL_20060915,CPIAUCSL_20061018,CPIAUCSL_20061116,CPIAUCSL_20061215,CPIAUCSL_20070118,CPIAUCSL_20070216,CPIAUCSL_20070221,CPIAUCSL_20070316,CPIAUCSL_20070417,CPIAUCSL_20070515,CPIAUCSL_20070615,CPIAUCSL_20070718,CPIAUCSL_20070815,CPIAUCSL_20070919,CPIAUCSL_20071017,CPIAUCSL_20071115,CPIAUCSL_20071214,CPIAUCSL_20080116,CPIAUCSL_20080215,CPIAUCSL_20080220,CPIAUCSL_20080314,CPIAUCSL_20080416,CPIAUCSL_20080514,CPIAUCSL_20080613,CPIAUCSL_20080716,CPIAUCSL_20080814,CPIAUCSL_20080916,CPIAUCSL_20081016,CPIAUCSL_20081119,CPIAUCSL_20081216,CPIAUCSL_20090116,CPIAUCSL_20090218,CPIAUCSL_20090220,CPIAUCSL_20090318,CPIAUCSL_20090415,CPIAUCSL_20090515,CPIAUCSL_20090617,CPIAUCSL_20090715,CPIAUCSL_20090814,CPIAUCSL_20090916,CPIAUCSL_20091015,CPIAUCSL_20091118,CPIAUCSL_20091216,CPIAUCSL_20100115,CPIAUCSL_20100217,CPIAUCSL_20100219,CPIAUCSL_20100318,CPIAUCSL_20100414,CPIAUCSL_20100519,CPIAUCSL_20100617,CPIAUCSL_20100716,CPIAUCSL_20100813,CPIAUCSL_20100917,CPIAUCSL_20101015,CPIAUCSL_20101117,CPIAUCSL_20101215,CPIAUCSL_20110114,CPIAUCSL_20110215,CPIAUCSL_20110217,CPIAUCSL_20110317,CPIAUCSL_20110415,CPIAUCSL_20110513,CPIAUCSL_20110615,CPIAUCSL_20110715,CPIAUCSL_20110818,CPIAUCSL_20110915,CPIAUCSL_20111019,CPIAUCSL_20111116,CPIAUCSL_20111216,CPIAUCSL_20120119,CPIAUCSL_20120215,CPIAUCSL_20120217,CPIAUCSL_20120316,CPIAUCSL_20120413,CPIAUCSL_20120515,CPIAUCSL_20120614,CPIAUCSL_20120717,CPIAUCSL_20120815,CPIAUCSL_20120914,CPIAUCSL_20121016,CPIAUCSL_20121115,CPIAUCSL_20121214,CPIAUCSL_20130116,CPIAUCSL_20130219,CPIAUCSL_20130221,CPIAUCSL_20130315,CPIAUCSL_20130416,CPIAUCSL_20130516,CPIAUCSL_20130618,CPIAUCSL_20130716,CPIAUCSL_20130815,CPIAUCSL_20130917,CPIAUCSL_20131030,CPIAUCSL_20131120,CPIAUCSL_20131217,CPIAUCSL_20140116,CPIAUCSL_20140218,CPIAUCSL_20140220,CPIAUCSL_20140318,CPIAUCSL_20140415,CPIAUCSL_20140515,CPIAUCSL_20140617,CPIAUCSL_20140722,CPIAUCSL_20140819,CPIAUCSL_20140917,CPIAUCSL_20141022,CPIAUCSL_20141120,CPIAUCSL_20141217,CPIAUCSL_20150116,CPIAUCSL_20150220,CPIAUCSL_20150226,CPIAUCSL_20150324,CPIAUCSL_20150417,CPIAUCSL_20150522,CPIAUCSL_20150618,CPIAUCSL_20150717,CPIAUCSL_20150819,CPIAUCSL_20150916,CPIAUCSL_20151015,CPIAUCSL_20151117,CPIAUCSL_20151215,CPIAUCSL_20160120,CPIAUCSL_20160219,CPIAUCSL_20160316,CPIAUCSL_20160414,CPIAUCSL_20160517,CPIAUCSL_20160616,CPIAUCSL_20160715,CPIAUCSL_20160816,CPIAUCSL_20160916,CPIAUCSL_20161018,CPIAUCSL_20161117,CPIAUCSL_20161215,CPIAUCSL_20170118,CPIAUCSL_20170213,CPIAUCSL_20170215,CPIAUCSL_20170315,CPIAUCSL_20170414,CPIAUCSL_20170512,CPIAUCSL_20170614,CPIAUCSL_20170714,CPIAUCSL_20170811,CPIAUCSL_20170914,CPIAUCSL_20171013,CPIAUCSL_20171115,CPIAUCSL_20171213,CPIAUCSL_20180112,CPIAUCSL_20180214,CPIAUCSL_20180313,CPIAUCSL_20180411,CPIAUCSL_20180510,CPIAUCSL_20180612,CPIAUCSL_20180712,CPIAUCSL_20180810,CPIAUCSL_20180913,CPIAUCSL_20181011,CPIAUCSL_20181114,CPIAUCSL_20181212,CPIAUCSL_20190111,CPIAUCSL_20190211,CPIAUCSL_20190213,CPIAUCSL_20190312,CPIAUCSL_20190410,CPIAUCSL_20190510,CPIAUCSL_20190612,CPIAUCSL_20190711,CPIAUCSL_20190813,CPIAUCSL_20190912,CPIAUCSL_20191010,CPIAUCSL_20191113,CPIAUCSL_20191211,CPIAUCSL_20200114,CPIAUCSL_20200211,CPIAUCSL_20200213,CPIAUCSL_20200311,CPIAUCSL_20200410,CPIAUCSL_20200512,CPIAUCSL_20200610,CPIAUCSL_20200714,CPIAUCSL_20200812,CPIAUCSL_20200911,CPIAUCSL_20201013,CPIAUCSL_20201112
1960-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37,29.37
1960-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41
1960-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41,29.41
