observation_date,DNDGRD3Q086SBEA_20130228,DNDGRD3Q086SBEA_20130328,DNDGRD3Q086SBEA_20130426,DNDGRD3Q086SBEA_20130530,DNDGRD3Q086SBEA_20130626,DNDGRD3Q086SBEA_20130731,DNDGRD3Q086SBEA_20140110,DNDGRD3Q086SBEA_20140130,DNDGRD3Q086SBEA_20140228,DNDGRD3Q086SBEA_20140327,DNDGRD3Q086SBEA_20140430,DNDGRD3Q086SBEA_20140529,DNDGRD3Q086SBEA_20140730,DNDGRD3Q086SBEA_20140828,DNDGRD3Q086SBEA_20140926,DNDGRD3Q086SBEA_20141030,DNDGRD3Q086SBEA_20141223,DNDGRD3Q086SBEA_20150130,DNDGRD3Q086SBEA_20150227,DNDGRD3Q086SBEA_20150327,DNDGRD3Q086SBEA_20150429,DNDGRD3Q086SBEA_20150529,DNDGRD3Q086SBEA_20150624,DNDGRD3Q086SBEA_20150730,DNDGRD3Q086SBEA_20150827,DNDGRD3Q086SBEA_20151029,DNDGRD3Q086SBEA_20151222,DNDGRD3Q086SBEA_20160129,DNDGRD3Q086SBEA_20160226,DNDGRD3Q086SBEA_20160325,DNDGRD3Q086SBEA_20160428,DNDGRD3Q086SBEA_20160527,DNDGRD3Q086SBEA_20160628,DNDGRD3Q086SBEA_20160729,DNDGRD3Q086SBEA_20160826,DNDGRD3Q086SBEA_20161028,DNDGRD3Q086SBEA_20161129,DNDGRD3Q086SBEA_20161222,DNDGRD3Q086SBEA_20170127,DNDGRD3Q086SBEA_20170228,DNDGRD3Q086SBEA_20170330,DNDGRD3Q086SBEA_20170428,DNDGRD3Q086SBEA_20170526,DNDGRD3Q086SBEA_20170629,DNDGRD3Q086SBEA_20170728,DNDGRD3Q086SBEA_20170928,DNDGRD3Q086SBEA_20171027,DNDGRD3Q086SBEA_20171129,DNDGRD3Q086SBEA_20171221,DNDGRD3Q086SBEA_20180126,DNDGRD3Q086SBEA_20180228,DNDGRD3Q086SBEA_20180328,DNDGRD3Q086SBEA_20180427,DNDGRD3Q086SBEA_20180530,DNDGRD3Q086SBEA_20180628,DNDGRD3Q086SBEA_20180727,DNDGRD3Q086SBEA_20180927,DNDGRD3Q086SBEA_20181026,DNDGRD3Q086SBEA_20181128,DNDGRD3Q086SBEA_20190228,DNDGRD3Q086SBEA_20190328,DNDGRD3Q086SBEA_20190426,DNDGRD3Q086SBEA_20190530,DNDGRD3Q086SBEA_20190726,DNDGRD3Q086SBEA_20190829,DNDGRD3Q086SBEA_20191030,DNDGRD3Q086SBEA_20191127,DNDGRD3Q086SBEA_20191220,DNDGRD3Q086SBEA_20200130,DNDGRD3Q086SBEA_20200227,DNDGRD3Q086SBEA_20200429,DNDGRD3Q086SBEA_20200528,DNDGRD3Q086SBEA_20200625,DNDGRD3Q086SBEA_20200730,DNDGRD3Q086SBEA_20200827,DNDGRD3Q086SBEA_20200930,DNDGRD3Q086SBEA_20201029
1996-04-01,84.001,84.001,84.001,84.001,84.001,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,77.167,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079,69.079
1996-07-01,83.876,83.876,83.876,83.876,83.876,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,77.052,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976,68.976
1996-10-01,84.656,84.656,84.656,84.656,84.656,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,77.769,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618,69.618
1997-01-01,84.995,84.995,84.995,84.995,84.995,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,78.08,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897,69.897
1997-04-01,84.739,84.739,84.739,84.739,84.739,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,77.844,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686,69.686
1997-07-01,84.685,84.685,84.685,84.685,84.685,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,77.795,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643,69.643
1997-10-01,84.775,84.775,84.775,84.775,84.775,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,77.878,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717,69.717
1998-01-01,84.095,84.095,84.095,84.095,84.095,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,77.255,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16,69.16
1998-04-01,83.925,83.925,83.925,83.925,83.925,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,77.102,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022,69.022
1998-07-01,84.261,84.261,84.261,84.261,84.261,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,77.411,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298,69.298
1998-10-01,84.388,84.388,84.388,84.388,84.388,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,77.531,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405,69.405
1999-01-01,84.668,84.668,84.668,84.668,84.668,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,77.791,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638,69.638
1999-04-01,85.903,85.903,85.903,85.903,85.903,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,78.914,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644,70.644
1999-07-01,86.829,86.829,86.829,86.829,86.829,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,79.76,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402,71.402
1999-10-01,87.62,87.62,87.62,87.62,87.62,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,80.48,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046,72.046
2000-01-01,88.984,88.984,88.984,88.984,88.984,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,81.714,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15
2000-04-01,89.774,89.774,89.774,89.774,89.774,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,82.428,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79,73.79
2000-07-01,90.488,90.488,90.488,90.488,90.488,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,83.08,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374,74.374
2000-10-01,90.782,90.782,90.782,90.782,90.782,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616,74.616
2001-01-01,91.025,91.025,91.025,91.025,91.025,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,83.575,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818,74.818
2001-04-01,91.663,91.663,91.663,91.663,91.663,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,84.146,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329,75.329
2001-07-01,91.26,91.26,91.26,91.26,91.26,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018,75.018
2001-10-01,89.911,89.911,89.911,89.911,89.911,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,82.605,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948
2002-01-01,89.721,89.721,89.721,89.721,89.721,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,82.457,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812,73.812
2002-04-01,90.991,90.991,90.991,90.991,90.991,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,83.641,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874,74.874
2002-07-01,91.229,91.229,91.229,91.229,91.229,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,83.874,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082,75.082
2002-10-01,91.597,91.597,91.597,91.597,91.597,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,84.169,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347,75.347
2003-01-01,93.204,93.204,93.204,93.204,93.204,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,85.581,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607,76.607
2003-04-01,91.632,91.632,91.632,91.632,91.632,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,84.253,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424,75.424
2003-07-01,92.952,92.952,92.952,92.952,92.952,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,85.419,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468,76.468
2003-10-01,93.386,93.386,93.386,93.386,93.386,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,85.786,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797,76.797
2004-01-01,94.717,94.717,94.717,94.717,94.717,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,86.948,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839,77.839
2004-04-01,95.588,95.588,95.588,95.588,95.588,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,87.77,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573,78.573
2004-07-01,96.146,96.146,96.146,96.146,96.146,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,88.273,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022,79.022
2004-10-01,97.97,97.97,97.97,97.97,97.97,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,89.834,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417,80.417
2005-01-01,97.865,97.865,97.865,97.865,97.865,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,89.681,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283,80.283
2005-04-01,98.343,98.343,98.343,98.343,98.343,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,90.278,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812,80.812
2005-07-01,101.541,101.541,101.541,101.541,101.541,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,93.051,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303,83.303
2005-10-01,102.202,102.202,102.202,102.202,102.202,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,93.313,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546,83.546
