observation_date,DNDGRD3Q086SBEA_20130228,DNDGRD3Q086SBEA_20130328,DNDGRD3Q086SBEA_20130426,DNDGRD3Q086SBEA_20130530,DNDGRD3Q086SBEA_20130626,DNDGRD3Q086SBEA_20130731,DNDGRD3Q086SBEA_20140110,DNDGRD3Q086SBEA_20140130,DNDGRD3Q086SBEA_20140228,DNDGRD3Q086SBEA_20140327,DNDGRD3Q086SBEA_20140430,DNDGRD3Q086SBEA_20140529,DNDGRD3Q086SBEA_20140730,DNDGRD3Q086SBEA_20140828,DNDGRD3Q086SBEA_20140926,DNDGRD3Q086SBEA_20141030,DNDGRD3Q086SBEA_20141223,DNDGRD3Q086SBEA_20150130,DNDGRD3Q086SBEA_20150227,DNDGRD3Q086SBEA_20150327,DNDGRD3Q086SBEA_20150429,DNDGRD3Q086SBEA_20150529,DNDGRD3Q086SBEA_20150624,DNDGRD3Q086SBEA_20150730,DNDGRD3Q086SBEA_20150827,DNDGRD3Q086SBEA_20151029,DNDGRD3Q086SBEA_20151222,DNDGRD3Q086SBEA_20160129,DNDGRD3Q086SBEA_20160226,DNDGRD3Q086SBEA_20160325,DNDGRD3Q086SBEA_20160428,DNDGRD3Q086SBEA_20160527,DNDGRD3Q086SBEA_20160628,DNDGRD3Q086SBEA_20160729,DNDGRD3Q086SBEA_20160826,DNDGRD3Q086SBEA_20161028,DNDGRD3Q086SBEA_20161129,DNDGRD3Q086SBEA_20161222,DNDGRD3Q086SBEA_20170127,DNDGRD3Q086SBEA_20170228,DNDGRD3Q086SBEA_20170330,DNDGRD3Q086SBEA_20170428,DNDGRD3Q086SBEA_20170526,DNDGRD3Q086SBEA_20170629,DNDGRD3Q086SBEA_20170728,DNDGRD3Q086SBEA_20170928,DNDGRD3Q086SBEA_20171027,DNDGRD3Q086SBEA_20171129,DNDGRD3Q086SBEA_20171221,DNDGRD3Q086SBEA_20180126,DNDGRD3Q086SBEA_20180228,DNDGRD3Q086SBEA_20180328,DNDGRD3Q086SBEA_20180427,DNDGRD3Q086SBEA_20180530,DNDGRD3Q086SBEA_20180628,DNDGRD3Q086SBEA_20180727,DNDGRD3Q086SBEA_20180927,DNDGRD3Q086SBEA_20181026,DNDGRD3Q086SBEA_20181128,DNDGRD3Q086SBEA_20190228,DNDGRD3Q086SBEA_20190328,DNDGRD3Q086SBEA_20190426,DNDGRD3Q086SBEA_20190530,DNDGRD3Q086SBEA_20190726,DNDGRD3Q086SBEA_20190829,DNDGRD3Q086SBEA_20191030,DNDGRD3Q086SBEA_20191127,DNDGRD3Q086SBEA_20191220,DNDGRD3Q086SBEA_20200130,DNDGRD3Q086SBEA_20200227,DNDGRD3Q086SBEA_20200429,DNDGRD3Q086SBEA_20200528,DNDGRD3Q086SBEA_20200625,DNDGRD3Q086SBEA_20200730,DNDGRD3Q086SBEA_20200827,DNDGRD3Q086SBEA_20200930,DNDGRD3Q086SBEA_20201029
1986-07-01,64.477,64.477,64.477,64.477,64.477,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,59.231,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023,53.023
1986-10-01,64.617,64.617,64.617,64.617,64.617,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,59.36,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138,53.138
1987-01-01,66.056,66.056,66.056,66.056,66.056,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,60.681,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321,54.321
1987-04-01,66.78,66.78,66.78,66.78,66.78,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,61.347,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917,54.917
1987-07-01,67.413,67.413,67.413,67.413,67.413,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,61.929,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438,55.438
1987-10-01,67.833,67.833,67.833,67.833,67.833,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,62.315,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783,55.783
1988-01-01,68.052,68.052,68.052,68.052,68.052,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,62.515,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963,55.963
1988-04-01,68.735,68.735,68.735,68.735,68.735,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,63.143,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525,56.525
1988-07-01,69.643,69.643,69.643,69.643,69.643,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,63.977,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271,57.271
1988-10-01,70.155,70.155,70.155,70.155,70.155,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,64.447,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692,57.692
1989-01-01,71.116,71.116,71.116,71.116,71.116,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482,58.482
1989-04-01,72.992,72.992,72.992,72.992,72.992,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,67.054,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026,60.026
1989-07-01,72.933,72.933,72.933,72.933,72.933,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,66.999,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977,59.977
1989-10-01,73.275,73.275,73.275,73.275,73.275,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,67.313,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258,60.258
1990-01-01,75.131,75.131,75.131,75.131,75.131,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,69.018,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785,61.785
1990-04-01,75.563,75.563,75.563,75.563,75.563,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,69.415,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14,62.14
1990-07-01,77.152,77.152,77.152,77.152,77.152,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,70.875,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447,63.447
1990-10-01,79.15,79.15,79.15,79.15,79.15,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,72.711,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09
1991-01-01,78.756,78.756,78.756,78.756,78.756,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,72.348,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765,64.765
1991-04-01,78.883,78.883,78.883,78.883,78.883,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,72.466,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871,64.871
1991-07-01,78.954,78.954,78.954,78.954,78.954,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,72.53,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928,64.928
1991-10-01,79.351,79.351,79.351,79.351,79.351,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,72.895,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255,65.255
1992-01-01,79.487,79.487,79.487,79.487,79.487,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,73.02,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367,65.367
1992-04-01,79.882,79.882,79.882,79.882,79.882,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,73.383,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692,65.692
1992-07-01,80.458,80.458,80.458,80.458,80.458,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,73.912,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165,66.165
1992-10-01,80.693,80.693,80.693,80.693,80.693,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,74.127,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358,66.358
1993-01-01,80.936,80.936,80.936,80.936,80.936,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,74.351,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558,66.558
1993-04-01,80.833,80.833,80.833,80.833,80.833,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,74.256,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474,66.474
1993-07-01,80.498,80.498,80.498,80.498,80.498,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,73.948,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198,66.198
1993-10-01,80.874,80.874,80.874,80.874,80.874,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,74.294,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508,66.508
1994-01-01,80.642,80.642,80.642,80.642,80.642,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,74.081,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316,66.316
1994-04-01,80.814,80.814,80.814,80.814,80.814,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,74.239,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458,66.458
1994-07-01,81.65,81.65,81.65,81.65,81.65,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,75.007,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146,67.146
1994-10-01,81.736,81.736,81.736,81.736,81.736,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,75.086,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216,67.216
1995-01-01,81.713,81.713,81.713,81.713,81.713,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,75.065,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197,67.197
1995-04-01,82.019,82.019,82.019,82.019,82.019,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,75.346,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449,67.449
1995-07-01,82.195,82.195,82.195,82.195,82.195,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,75.507,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594,67.594
1995-10-01,82.323,82.323,82.323,82.323,82.323,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,75.625,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699,67.699
1996-01-01,83.133,83.133,83.133,83.133,83.133,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365,68.365
