observation_date,DSERRD3Q086SBEA_20130228,DSERRD3Q086SBEA_20130328,DSERRD3Q086SBEA_20130426,DSERRD3Q086SBEA_20130530,DSERRD3Q086SBEA_20130626,DSERRD3Q086SBEA_20130731,DSERRD3Q086SBEA_20140110,DSERRD3Q086SBEA_20140130,DSERRD3Q086SBEA_20140228,DSERRD3Q086SBEA_20140327,DSERRD3Q086SBEA_20140430,DSERRD3Q086SBEA_20140529,DSERRD3Q086SBEA_20140625,DSERRD3Q086SBEA_20140730,DSERRD3Q086SBEA_20140828,DSERRD3Q086SBEA_20140926,DSERRD3Q086SBEA_20141030,DSERRD3Q086SBEA_20141125,DSERRD3Q086SBEA_20141223,DSERRD3Q086SBEA_20150130,DSERRD3Q086SBEA_20150227,DSERRD3Q086SBEA_20150327,DSERRD3Q086SBEA_20150429,DSERRD3Q086SBEA_20150529,DSERRD3Q086SBEA_20150624,DSERRD3Q086SBEA_20150730,DSERRD3Q086SBEA_20150827,DSERRD3Q086SBEA_20150925,DSERRD3Q086SBEA_20151029,DSERRD3Q086SBEA_20151124,DSERRD3Q086SBEA_20151222,DSERRD3Q086SBEA_20160129,DSERRD3Q086SBEA_20160226,DSERRD3Q086SBEA_20160325,DSERRD3Q086SBEA_20160428,DSERRD3Q086SBEA_20160527,DSERRD3Q086SBEA_20160628,DSERRD3Q086SBEA_20160729,DSERRD3Q086SBEA_20160826,DSERRD3Q086SBEA_20160929,DSERRD3Q086SBEA_20161028,DSERRD3Q086SBEA_20161129,DSERRD3Q086SBEA_20161222,DSERRD3Q086SBEA_20170127,DSERRD3Q086SBEA_20170228,DSERRD3Q086SBEA_20170330,DSERRD3Q086SBEA_20170428,DSERRD3Q086SBEA_20170526,DSERRD3Q086SBEA_20170629,DSERRD3Q086SBEA_20170728,DSERRD3Q086SBEA_20170830,DSERRD3Q086SBEA_20170928,DSERRD3Q086SBEA_20171027,DSERRD3Q086SBEA_20171129,DSERRD3Q086SBEA_20171221,DSERRD3Q086SBEA_20180126,DSERRD3Q086SBEA_20180228,DSERRD3Q086SBEA_20180328,DSERRD3Q086SBEA_20180427,DSERRD3Q086SBEA_20180530,DSERRD3Q086SBEA_20180628,DSERRD3Q086SBEA_20180727,DSERRD3Q086SBEA_20180829,DSERRD3Q086SBEA_20180927,DSERRD3Q086SBEA_20181026,DSERRD3Q086SBEA_20181128,DSERRD3Q086SBEA_20181221,DSERRD3Q086SBEA_20190228,DSERRD3Q086SBEA_20190328,DSERRD3Q086SBEA_20190426,DSERRD3Q086SBEA_20190530,DSERRD3Q086SBEA_20190627,DSERRD3Q086SBEA_20190726,DSERRD3Q086SBEA_20190829,DSERRD3Q086SBEA_20190926,DSERRD3Q086SBEA_20191030,DSERRD3Q086SBEA_20191127,DSERRD3Q086SBEA_20191220,DSERRD3Q086SBEA_20200130,DSERRD3Q086SBEA_20200227,DSERRD3Q086SBEA_20200326,DSERRD3Q086SBEA_20200429,DSERRD3Q086SBEA_20200528,DSERRD3Q086SBEA_20200625,DSERRD3Q086SBEA_20200730,DSERRD3Q086SBEA_20200827,DSERRD3Q086SBEA_20200930,DSERRD3Q086SBEA_20201029
1999-04-01,83.239,83.239,83.239,83.239,83.239,75.135,75.135,75.135,75.135,75.135,75.135,75.135,75.135,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,75.136,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719,70.719
1999-07-01,83.687,83.687,83.687,83.687,83.687,75.543,75.543,75.543,75.543,75.543,75.543,75.543,75.543,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,75.544,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108,71.108
1999-10-01,84.245,84.245,84.245,84.245,84.245,76.099,76.099,76.099,76.099,76.099,76.099,76.099,76.099,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,76.1,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628,71.628
2000-01-01,85.044,85.044,85.044,85.044,85.044,76.758,76.758,76.758,76.758,76.758,76.758,76.758,76.758,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,76.759,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248,72.248
2000-04-01,85.404,85.404,85.404,85.404,85.404,77.103,77.103,77.103,77.103,77.103,77.103,77.103,77.103,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,77.107,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565,72.565
2000-07-01,86.05,86.05,86.05,86.05,86.05,77.737,77.737,77.737,77.737,77.737,77.737,77.737,77.737,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,77.743,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161,73.161
2000-10-01,86.745,86.745,86.745,86.745,86.745,78.362,78.362,78.362,78.362,78.362,78.362,78.362,78.362,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,78.37,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752,73.752
2001-01-01,87.7,87.7,87.7,87.7,87.7,79.184,79.184,79.184,79.184,79.184,79.184,79.184,79.184,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,79.192,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539,74.539
2001-04-01,88.268,88.268,88.268,88.268,88.268,79.701,79.701,79.701,79.701,79.701,79.701,79.701,79.701,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,79.71,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019,75.019
2001-07-01,88.547,88.547,88.547,88.547,88.547,80.018,80.018,80.018,80.018,80.018,80.018,80.018,80.018,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,80.026,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299,75.299
2001-10-01,89.165,89.165,89.165,89.165,89.165,80.578,80.578,80.578,80.578,80.578,80.578,80.578,80.578,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,80.584,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824,75.824
2002-01-01,89.71,89.71,89.71,89.71,89.71,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,81.006,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228,76.228
2002-04-01,90.458,90.458,90.458,90.458,90.458,81.653,81.653,81.653,81.653,81.653,81.653,81.653,81.653,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,81.657,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832
2002-07-01,91.175,91.175,91.175,91.175,91.175,82.298,82.298,82.298,82.298,82.298,82.298,82.298,82.298,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,82.299,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422,77.422
2002-10-01,91.845,91.845,91.845,91.845,91.845,82.892,82.892,82.892,82.892,82.892,82.892,82.892,82.892,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,82.896,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992,77.992
2003-01-01,92.547,92.547,92.547,92.547,92.547,83.541,83.541,83.541,83.541,83.541,83.541,83.541,83.541,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,83.545,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606,78.606
2003-04-01,93.381,93.381,93.381,93.381,93.381,84.282,84.282,84.282,84.282,84.282,84.282,84.282,84.282,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,84.281,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232,79.232
2003-07-01,94.052,94.052,94.052,94.052,94.052,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,84.859,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784,79.784
2003-10-01,94.744,94.744,94.744,94.744,94.744,85.422,85.422,85.422,85.422,85.422,85.422,85.422,85.422,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,85.424,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385,80.385
2004-01-01,95.503,95.503,95.503,95.503,95.503,86.049,86.049,86.049,86.049,86.049,86.049,86.049,86.049,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,86.051,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058,81.058
2004-04-01,96.307,96.307,96.307,96.307,96.307,86.717,86.717,86.717,86.717,86.717,86.717,86.717,86.717,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,86.719,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668,81.668
2004-07-01,97.171,97.171,97.171,97.171,97.171,87.458,87.458,87.458,87.458,87.458,87.458,87.458,87.458,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,87.46,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27,82.27
2004-10-01,97.744,97.744,97.744,97.744,97.744,87.972,87.972,87.972,87.972,87.972,87.972,87.972,87.972,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,87.974,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835,82.835
2005-01-01,98.699,98.699,98.699,98.699,98.699,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,88.762,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648,83.648
2005-04-01,99.513,99.513,99.513,99.513,99.513,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.49,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,89.493,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259,84.259
2005-07-01,100.296,100.296,100.296,100.296,100.296,90.198,90.198,90.198,90.198,90.198,90.198,90.198,90.198,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,90.204,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888,84.888
2005-10-01,101.461,101.461,101.461,101.461,101.461,91.239,91.239,91.239,91.239,91.239,91.239,91.239,91.239,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,91.241,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867,85.867
2006-01-01,102.165,102.165,102.165,102.165,102.165,91.923,91.923,91.923,91.923,91.923,91.923,91.923,91.923,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,91.924,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579,86.579
2006-04-01,102.995,102.995,102.995,102.995,102.995,92.627,92.627,92.627,92.627,92.627,92.627,92.627,92.627,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,92.63,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294,87.294
2006-07-01,103.842,103.842,103.842,103.842,103.842,93.354,93.354,93.354,93.354,93.354,93.354,93.354,93.354,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,93.359,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99,87.99
2006-10-01,104.63,104.63,104.63,104.63,104.63,93.97,93.97,93.97,93.97,93.97,93.97,93.97,93.97,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,93.971,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581,88.581
2007-01-01,105.753,105.753,105.753,105.753,105.753,94.956,94.956,94.956,94.956,94.956,94.956,94.956,94.956,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,94.957,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533,89.533
2007-04-01,106.515,106.515,106.515,106.515,106.515,95.556,95.556,95.556,95.556,95.556,95.556,95.556,95.556,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13,90.13
2007-07-01,107.337,107.337,107.337,107.337,107.337,96.269,96.269,96.269,96.269,96.269,96.269,96.269,96.269,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,96.274,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807,90.807
