observation_date,DSERRD3Q086SBEA_20130228,DSERRD3Q086SBEA_20130328,DSERRD3Q086SBEA_20130426,DSERRD3Q086SBEA_20130530,DSERRD3Q086SBEA_20130626,DSERRD3Q086SBEA_20130731,DSERRD3Q086SBEA_20140110,DSERRD3Q086SBEA_20140130,DSERRD3Q086SBEA_20140228,DSERRD3Q086SBEA_20140327,DSERRD3Q086SBEA_20140430,DSERRD3Q086SBEA_20140529,DSERRD3Q086SBEA_20140625,DSERRD3Q086SBEA_20140730,DSERRD3Q086SBEA_20140828,DSERRD3Q086SBEA_20140926,DSERRD3Q086SBEA_20141030,DSERRD3Q086SBEA_20141125,DSERRD3Q086SBEA_20141223,DSERRD3Q086SBEA_20150130,DSERRD3Q086SBEA_20150227,DSERRD3Q086SBEA_20150327,DSERRD3Q086SBEA_20150429,DSERRD3Q086SBEA_20150529,DSERRD3Q086SBEA_20150624,DSERRD3Q086SBEA_20150730,DSERRD3Q086SBEA_20150827,DSERRD3Q086SBEA_20150925,DSERRD3Q086SBEA_20151029,DSERRD3Q086SBEA_20151124,DSERRD3Q086SBEA_20151222,DSERRD3Q086SBEA_20160129,DSERRD3Q086SBEA_20160226,DSERRD3Q086SBEA_20160325,DSERRD3Q086SBEA_20160428,DSERRD3Q086SBEA_20160527,DSERRD3Q086SBEA_20160628,DSERRD3Q086SBEA_20160729,DSERRD3Q086SBEA_20160826,DSERRD3Q086SBEA_20160929,DSERRD3Q086SBEA_20161028,DSERRD3Q086SBEA_20161129,DSERRD3Q086SBEA_20161222,DSERRD3Q086SBEA_20170127,DSERRD3Q086SBEA_20170228,DSERRD3Q086SBEA_20170330,DSERRD3Q086SBEA_20170428,DSERRD3Q086SBEA_20170526,DSERRD3Q086SBEA_20170629,DSERRD3Q086SBEA_20170728,DSERRD3Q086SBEA_20170830,DSERRD3Q086SBEA_20170928,DSERRD3Q086SBEA_20171027,DSERRD3Q086SBEA_20171129,DSERRD3Q086SBEA_20171221,DSERRD3Q086SBEA_20180126,DSERRD3Q086SBEA_20180228,DSERRD3Q086SBEA_20180328,DSERRD3Q086SBEA_20180427,DSERRD3Q086SBEA_20180530,DSERRD3Q086SBEA_20180628,DSERRD3Q086SBEA_20180727,DSERRD3Q086SBEA_20180829,DSERRD3Q086SBEA_20180927,DSERRD3Q086SBEA_20181026,DSERRD3Q086SBEA_20181128,DSERRD3Q086SBEA_20181221,DSERRD3Q086SBEA_20190228,DSERRD3Q086SBEA_20190328,DSERRD3Q086SBEA_20190426,DSERRD3Q086SBEA_20190530,DSERRD3Q086SBEA_20190627,DSERRD3Q086SBEA_20190726,DSERRD3Q086SBEA_20190829,DSERRD3Q086SBEA_20190926,DSERRD3Q086SBEA_20191030,DSERRD3Q086SBEA_20191127,DSERRD3Q086SBEA_20191220,DSERRD3Q086SBEA_20200130,DSERRD3Q086SBEA_20200227,DSERRD3Q086SBEA_20200326,DSERRD3Q086SBEA_20200429,DSERRD3Q086SBEA_20200528,DSERRD3Q086SBEA_20200625,DSERRD3Q086SBEA_20200730,DSERRD3Q086SBEA_20200827,DSERRD3Q086SBEA_20200930,DSERRD3Q086SBEA_20201029
2007-10-01,108.306,108.306,108.306,108.306,108.306,97.118,97.118,97.118,97.118,97.118,97.118,97.118,97.118,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,97.125,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583,91.583
2008-01-01,109.213,109.213,109.213,109.213,109.213,97.871,97.871,97.871,97.871,97.871,97.871,97.871,97.871,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,97.878,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264,92.264
2008-04-01,110.389,110.389,110.389,110.389,110.389,98.824,98.824,98.824,98.824,98.824,98.824,98.824,98.824,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,98.831,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114,93.114
2008-07-01,111.208,111.208,111.208,111.208,111.208,99.497,99.497,99.497,99.497,99.497,99.497,99.497,99.497,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,99.501,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775,93.775
2008-10-01,111.539,111.539,111.539,111.539,111.539,99.583,99.583,99.583,99.583,99.583,99.583,99.583,99.583,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,99.579,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783,93.783
2009-01-01,111.617,111.617,111.617,111.617,111.617,99.564,99.564,99.564,99.564,99.564,99.564,99.564,99.564,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,99.561,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748,93.748
2009-04-01,111.725,111.725,111.725,111.725,111.725,99.726,99.726,99.726,99.726,99.726,99.726,99.726,99.726,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,99.727,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882,93.882
2009-07-01,112.224,112.224,112.224,112.224,112.224,100.045,100.045,100.045,100.045,100.045,100.045,100.045,100.045,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,100.048,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29,94.29
2009-10-01,113.064,113.064,113.064,113.064,113.064,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,100.664,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003,95.003
2010-01-01,113.645,113.645,113.645,113.645,113.645,101.036,101.036,101.036,101.036,101.036,101.036,101.036,101.036,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,101.035,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415,95.415
2010-04-01,114.279,114.279,114.279,114.279,114.279,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.518,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,101.515,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845,95.845
2010-07-01,114.683,114.683,114.683,114.683,114.683,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.887,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,101.884,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107,96.107
2010-10-01,115.053,115.053,115.053,115.053,115.053,102.201,102.201,102.201,102.201,102.201,102.201,102.201,102.201,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,102.198,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453,96.453
2011-01-01,115.5,115.5,115.5,115.5,115.5,102.592,102.592,102.592,102.592,102.592,102.592,102.592,102.592,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,102.607,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974,96.974
2011-04-01,116.19,116.19,116.19,116.19,116.19,103.213,103.213,103.213,103.213,103.213,103.213,103.213,103.213,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,103.278,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598,97.598
2011-07-01,116.769,116.769,116.769,116.769,116.769,103.765,103.765,103.765,103.765,103.765,103.765,103.765,103.765,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,103.851,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141,98.141
2011-10-01,117.268,117.268,117.268,117.268,117.268,104.268,104.268,104.268,104.268,104.268,104.268,104.268,104.268,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,104.351,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534,98.534
2012-01-01,117.986,117.986,117.986,117.986,117.986,104.87,104.87,104.87,104.87,104.87,104.87,104.87,104.87,104.939,104.939,104.939,104.939,104.939,104.939,104.939,104.939,104.939,104.939,104.939,104.939,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,104.984,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242,99.242
2012-04-01,118.573,118.573,118.573,118.573,118.573,105.449,105.449,105.449,105.449,105.449,105.449,105.449,105.449,105.524,105.524,105.524,105.524,105.524,105.524,105.524,105.524,105.524,105.524,105.524,105.524,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,105.578,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757,99.757
2012-07-01,118.995,118.995,118.995,118.995,118.995,105.938,105.938,105.938,105.938,105.938,105.938,105.938,105.938,105.971,105.971,105.971,105.971,105.971,105.971,105.971,105.971,105.971,105.971,105.971,105.971,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,106.066,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19,100.19
2012-10-01,119.517,119.55,119.55,119.55,119.55,106.491,106.491,106.491,106.491,106.491,106.491,106.491,106.491,106.539,106.539,106.539,106.539,106.539,106.539,106.539,106.539,106.539,106.539,106.539,106.539,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,106.729,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807,100.807
2013-01-01,,,120.103,120.141,120.144,107.059,107.059,107.059,107.059,107.059,107.059,107.059,107.059,107.119,107.119,107.119,107.119,107.119,107.119,107.119,107.119,107.119,107.119,107.119,107.119,107.395,107.395,107.395,107.395,107.395,107.395,107.395,107.395,107.395,107.395,107.395,107.395,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,107.377,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418,101.418
2013-04-01,,,,,,107.537,107.476,107.476,107.476,107.476,107.476,107.476,107.476,107.637,107.637,107.637,107.637,107.637,107.637,107.637,107.637,107.637,107.637,107.637,107.637,107.985,107.985,107.985,107.985,107.985,107.985,107.985,107.985,107.985,107.985,107.985,107.985,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,107.966,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003,102.003
2013-07-01,,,,,,,107.945,107.945,107.945,107.945,107.945,107.945,107.945,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.15,108.534,108.534,108.534,108.534,108.534,108.534,108.534,108.534,108.534,108.534,108.534,108.534,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,108.519,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558,102.558
2013-10-01,,,,,,,,108.475,108.514,108.521,108.521,108.521,108.521,108.755,108.755,108.755,108.755,108.755,108.755,108.755,108.755,108.755,108.755,108.755,108.755,109.236,109.236,109.236,109.236,109.236,109.236,109.236,109.236,109.236,109.236,109.236,109.236,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,109.23,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273,103.273
2014-01-01,,,,,,,,,,,109.161,109.149,109.137,109.385,109.385,109.385,109.385,109.385,109.385,109.385,109.385,109.385,109.385,109.385,109.385,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.905,109.963,109.963,109.963,109.963,109.963,109.963,109.963,109.963,109.963,109.963,109.963,109.963,109.959,109.959,109.959,109.959,109.959,109.959,109.959,109.959,109.959,109.959,109.959,109.959,103.932,103.932,103.932,103.932,103.932,103.932,103.932,103.932,103.932,103.932,103.932,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914,103.914
2014-04-01,,,,,,,,,,,,,,110.049,110.084,110.093,110.093,110.093,110.093,110.093,110.093,110.093,110.093,110.093,110.093,110.593,110.593,110.593,110.593,110.593,110.593,110.593,110.593,110.593,110.593,110.593,110.593,110.709,110.709,110.709,110.709,110.709,110.709,110.709,110.709,110.709,110.709,110.709,110.709,110.686,110.686,110.686,110.686,110.686,110.686,110.686,110.686,110.686,110.686,110.686,110.686,104.619,104.619,104.619,104.619,104.619,104.619,104.619,104.619,104.619,104.619,104.619,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584,104.584
2014-07-01,,,,,,,,,,,,,,,,,110.569,110.588,110.58,110.58,110.58,110.58,110.58,110.58,110.58,111.137,111.137,111.137,111.137,111.137,111.137,111.137,111.137,111.137,111.137,111.137,111.137,111.296,111.296,111.296,111.296,111.296,111.296,111.296,111.296,111.296,111.296,111.296,111.296,111.277,111.277,111.277,111.277,111.277,111.277,111.277,111.277,111.277,111.277,111.277,111.277,105.184,105.184,105.184,105.184,105.184,105.184,105.184,105.184,105.184,105.184,105.184,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129,105.129
2014-10-01,,,,,,,,,,,,,,,,,,,,111.121,111.085,111.101,111.101,111.101,111.101,111.614,111.614,111.614,111.614,111.614,111.614,111.614,111.614,111.614,111.614,111.614,111.614,111.791,111.791,111.791,111.791,111.791,111.791,111.791,111.791,111.791,111.791,111.791,111.791,111.769,111.769,111.769,111.769,111.769,111.769,111.769,111.769,111.769,111.769,111.769,111.769,105.647,105.647,105.647,105.647,105.647,105.647,105.647,105.647,105.647,105.647,105.647,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564,105.564
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,111.51,111.481,111.491,112.045,112.045,112.045,112.045,112.045,112.045,112.045,112.045,112.045,112.045,112.045,112.045,112.27,112.27,112.27,112.27,112.27,112.27,112.27,112.27,112.27,112.27,112.27,112.27,112.19,112.19,112.19,112.19,112.19,112.19,112.19,112.19,112.19,112.19,112.19,112.19,106.029,106.029,106.029,106.029,106.029,106.029,106.029,106.029,106.029,106.029,106.029,105.931,105.931,105.931,105.931,105.931,105.931,105.931,105.931,105.931,105.931,105.931,105.931,105.925,105.925,105.925,105.925
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,112.596,112.612,112.626,112.626,112.626,112.626,112.626,112.626,112.626,112.626,112.626,112.626,112.859,112.859,112.859,112.859,112.859,112.859,112.859,112.859,112.859,112.859,112.859,112.859,112.759,112.759,112.759,112.759,112.759,112.759,112.759,112.759,112.759,112.759,112.759,112.759,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.461,106.461,106.461,106.461,106.461,106.461,106.461,106.461,106.461,106.461,106.461,106.461,106.457,106.457,106.457,106.457
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.163,113.181,113.194,113.194,113.194,113.194,113.194,113.194,113.194,113.465,113.465,113.465,113.465,113.465,113.465,113.465,113.465,113.465,113.465,113.465,113.465,113.375,113.375,113.375,113.375,113.375,113.375,113.375,113.375,113.375,113.375,113.375,113.375,107.126,107.126,107.126,107.126,107.126,107.126,107.126,107.126,107.126,107.126,107.126,107.011,107.011,107.011,107.011,107.011,107.011,107.011,107.011,107.011,107.011,107.011,107.011,107.0,107.0,107.0,107.0
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.753,113.737,113.731,113.731,113.731,113.731,113.987,113.987,113.987,113.987,113.987,113.987,113.987,113.987,113.987,113.987,113.987,113.987,113.919,113.919,113.919,113.919,113.919,113.919,113.919,113.919,113.919,113.919,113.919,113.919,107.561,107.561,107.561,107.561,107.561,107.561,107.561,107.561,107.561,107.561,107.561,107.397,107.397,107.397,107.397,107.397,107.397,107.397,107.397,107.397,107.397,107.397,107.397,107.379,107.379,107.379,107.379
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.411,114.437,114.387,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,108.166,108.166,108.166,108.166,108.166,108.166,108.166,108.166,108.166,108.166,108.166,107.975,107.975,107.975,107.975,107.975,107.975,107.975,107.975,107.975,107.975,107.975,107.975,108.003,108.003,108.003,108.003
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.358,115.395,115.402,115.402,115.402,115.402,115.402,115.402,115.402,115.402,115.402,115.402,115.506,115.506,115.506,115.506,115.506,115.506,115.506,115.506,115.506,115.506,115.506,115.506,108.947,108.947,108.947,108.947,108.947,108.947,108.947,108.947,108.947,108.947,108.947,108.76,108.76,108.76,108.76,108.76,108.76,108.76,108.76,108.76,108.76,108.76,108.76,108.799,108.799,108.799,108.799
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.133,116.132,116.139,116.139,116.139,116.139,116.139,116.139,116.139,116.325,116.325,116.325,116.325,116.325,116.325,116.325,116.325,116.325,116.325,116.325,116.325,109.745,109.745,109.745,109.745,109.745,109.745,109.745,109.745,109.745,109.745,109.745,109.547,109.547,109.547,109.547,109.547,109.547,109.547,109.547,109.547,109.547,109.547,109.547,109.592,109.592,109.592,109.592
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.765,116.762,116.795,116.795,116.795,116.795,116.995,116.995,116.995,116.995,116.995,116.995,116.995,116.995,116.995,116.995,116.995,116.995,110.419,110.419,110.419,110.419,110.419,110.419,110.419,110.419,110.419,110.419,110.419,110.177,110.177,110.177,110.177,110.177,110.177,110.177,110.177,110.177,110.177,110.177,110.177,110.224,110.224,110.224,110.224
